csv-epoch,step,csv-train_loss_step,csv-val_loss_step,csv-val_loss_epoch,csv-train_loss_epoch,csv-accuracy/validator,csv-accuracy/exact
0,0,3.2965872287750244,,,,,
0,1,2.985459327697754,,,,,
0,2,2.731045961380005,,,,,
0,3,2.536993980407715,,,,,
0,4,2.620971202850342,,,,,
0,5,2.617340326309204,,,,,
0,6,2.48299503326416,,,,,
0,7,2.3413403034210205,,,,,
0,8,2.7296407222747803,,,,,
0,9,2.4246878623962402,,,,,
0,10,2.287853240966797,,,,,
0,11,2.0941579341888428,,,,,
0,12,2.098545789718628,,,,,
0,13,2.355478048324585,,,,,
0,14,1.9544904232025146,,,,,
0,15,1.867334246635437,,,,,
0,16,1.8822274208068848,,,,,
0,17,1.9769014120101929,,,,,
0,18,1.8764245510101318,,,,,
0,19,1.7996422052383423,,,,,
0,20,1.8223026990890503,,,,,
0,21,2.1197972297668457,,,,,
0,22,2.0111587047576904,,,,,
0,23,2.1199419498443604,,,,,
0,24,1.9840409755706787,,,,,
0,25,1.6535345315933228,,,,,
0,26,1.5735535621643066,,,,,
0,27,1.8503127098083496,,,,,
0,28,1.9997317790985107,,,,,
0,29,1.9044833183288574,,,,,
0,30,1.8363701105117798,,,,,
0,31,1.5739686489105225,,,,,
0,32,1.6734334230422974,,,,,
0,33,1.4819687604904175,,,,,
0,34,1.702597975730896,,,,,
0,35,1.5955431461334229,,,,,
0,36,1.5734775066375732,,,,,
0,37,1.4624971151351929,,,,,
0,38,1.3558926582336426,,,,,
0,39,1.411518931388855,,,,,
0,40,1.4509406089782715,,,,,
0,41,1.1699483394622803,,,,,
0,42,1.2025943994522095,,,,,
0,43,1.3307992219924927,,,,,
0,44,1.4208110570907593,,,,,
0,45,1.2533953189849854,,,,,
0,46,1.1702537536621094,,,,,
0,47,1.1481066942214966,,,,,
0,48,1.0059150457382202,,,,,
0,49,1.2011488676071167,,,,,
0,50,1.258399248123169,,,,,
0,51,1.2229429483413696,,,,,
0,52,1.1285240650177002,,,,,
0,53,1.0577969551086426,,,,,
0,54,1.2646589279174805,,,,,
0,55,1.1946007013320923,,,,,
0,56,1.1103435754776,,,,,
0,57,1.013463020324707,,,,,
0,58,1.1532429456710815,,,,,
0,59,1.1523677110671997,,,,,
0,60,1.1083017587661743,,,,,
0,61,0.9536013007164001,,,,,
0,62,0.8955919742584229,,,,,
0,63,0.7936366200447083,,,,,
0,64,0.7158649563789368,,,,,
0,65,0.9644277095794678,,,,,
0,66,0.8751760125160217,,,,,
0,67,0.8232078552246094,,,,,
0,68,1.1407240629196167,,,,,
0,69,1.0073248147964478,,,,,
0,70,0.7613630890846252,,,,,
0,71,0.8556163311004639,,,,,
0,72,0.8473621010780334,,,,,
0,73,0.8062710165977478,,,,,
0,74,0.9410802721977234,,,,,
0,75,0.882307767868042,,,,,
0,76,0.674841582775116,,,,,
0,77,0.8726797103881836,,,,,
0,78,0.7079944014549255,,,,,
0,79,0.7944580316543579,,,,,
0,80,0.8131610751152039,,,,,
0,81,0.4749280512332916,,,,,
0,82,0.7133341431617737,,,,,
0,83,0.8081463575363159,,,,,
0,84,0.6658669114112854,,,,,
0,85,0.7060726284980774,,,,,
0,86,0.6004275679588318,,,,,
0,87,0.8541653156280518,,,,,
0,88,0.37041911482810974,,,,,
0,89,0.42165905237197876,,,,,
0,90,0.7137124538421631,,,,,
0,91,0.42863568663597107,,,,,
0,92,0.3505888879299164,,,,,
0,93,0.6002457737922668,,,,,
0,94,0.37636348605155945,,,,,
0,95,0.4036584496498108,,,,,
0,96,0.5941330194473267,,,,,
0,97,0.46015769243240356,,,,,
0,98,0.3196246027946472,,,,,
0,99,0.5023580193519592,,,,,
0,100,0.29020771384239197,,,,,
0,101,0.4002089500427246,,,,,
0,102,0.6694673299789429,,,,,
0,103,0.9599318504333496,,,,,
0,104,0.3029799461364746,,,,,
0,105,0.5195181369781494,,,,,
0,106,0.9273236989974976,,,,,
0,107,0.6478840708732605,,,,,
0,108,0.35473325848579407,,,,,
0,109,0.6664291620254517,,,,,
0,110,0.5978386998176575,,,,,
0,111,0.5162546038627625,,,,,
0,112,0.5125948786735535,,,,,
0,113,0.5341734290122986,,,,,
0,114,0.6222612857818604,,,,,
0,115,0.7310940027236938,,,,,
0,116,0.343389630317688,,,,,
0,117,0.591580331325531,,,,,
0,118,0.48363760113716125,,,,,
0,119,0.4459547698497772,,,,,
0,120,0.530958354473114,,,,,
0,121,0.3077172636985779,,,,,
0,122,0.530003547668457,,,,,
0,123,0.35496005415916443,,,,,
0,124,0.4784643054008484,,,,,
0,125,0.7603472471237183,,,,,
0,126,0.3153495192527771,,,,,
0,127,0.7253293395042419,,,,,
0,128,0.4762831926345825,,,,,
0,129,0.5079968571662903,,,,,
0,130,0.2719130218029022,,,,,
0,131,0.42039844393730164,,,,,
0,132,0.3903796374797821,,,,,
0,133,0.4455484449863434,,,,,
0,134,0.6172857284545898,,,,,
0,135,0.326679527759552,,,,,
0,136,0.3348930776119232,,,,,
0,137,0.4510708451271057,,,,,
0,138,0.4679216742515564,,,,,
0,139,0.3413234055042267,,,,,
0,140,0.4210103750228882,,,,,
0,141,0.4813622236251831,,,,,
0,142,0.468530535697937,,,,,
0,143,0.32648706436157227,,,,,
0,144,0.4920509457588196,,,,,
0,145,0.40467602014541626,,,,,
0,146,0.3516973853111267,,,,,
0,147,0.2950909733772278,,,,,
0,148,0.2632695734500885,,,,,
0,149,0.334848552942276,,,,,
0,150,0.27000555396080017,,,,,
0,151,0.3407900631427765,,,,,
0,152,0.3461452126502991,,,,,
0,153,0.38788488507270813,,,,,
0,154,0.4657774865627289,,,,,
0,155,0.18965989351272583,,,,,
0,156,0.2274807095527649,,,,,
0,157,0.3204922378063202,,,,,
0,158,0.4093564450740814,,,,,
0,159,0.1764550507068634,,,,,
0,160,0.29144325852394104,,,,,
0,161,0.46259841322898865,,,,,
0,162,0.549508273601532,,,,,
0,163,0.2894473969936371,,,,,
0,164,0.14832937717437744,,,,,
0,165,0.17285636067390442,,,,,
0,166,0.4581577181816101,,,,,
0,167,0.43845248222351074,,,,,
0,168,0.22444425523281097,,,,,
0,169,0.36032846570014954,,,,,
0,170,0.22413578629493713,,,,,
0,171,0.2533811032772064,,,,,
0,172,0.17477141320705414,,,,,
0,173,0.3119141459465027,,,,,
0,174,0.2766515910625458,,,,,
0,175,0.36895596981048584,,,,,
0,176,0.20025451481342316,,,,,
0,177,0.3192322850227356,,,,,
0,178,0.3796537518501282,,,,,
0,179,0.43976694345474243,,,,,
0,180,0.11510087549686432,,,,,
0,181,0.23791062831878662,,,,,
0,182,0.1376953274011612,,,,,
0,183,0.20222240686416626,,,,,
0,184,0.24649251997470856,,,,,
0,185,0.12348205596208572,,,,,
0,186,0.229513019323349,,,,,
0,187,0.20497162640094757,,,,,
0,188,0.15389153361320496,,,,,
0,189,0.4012795388698578,,,,,
0,190,0.09225068986415863,,,,,
0,191,0.3399382531642914,,,,,
0,192,0.30195149779319763,,,,,
0,193,0.11404992640018463,,,,,
0,194,0.3630772829055786,,,,,
0,195,0.1486981362104416,,,,,
0,196,0.1569276601076126,,,,,
0,197,0.13186043500900269,,,,,
0,198,0.2099256068468094,,,,,
0,199,0.13779334723949432,,,,,
0,200,0.27698031067848206,,,,,
0,201,0.07566510885953903,,,,,
0,202,0.24342840909957886,,,,,
0,203,0.24476391077041626,,,,,
0,204,0.2829029858112335,,,,,
0,205,0.27728497982025146,,,,,
0,206,0.46140268445014954,,,,,
0,207,0.36840569972991943,,,,,
0,208,0.314348965883255,,,,,
0,209,0.3427596688270569,,,,,
0,210,0.16719375550746918,,,,,
