csv-epoch,step,csv-train_loss_step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-train_loss_epoch,csv-accuracy/exact
0,0,3.500275135040283,,,,,
0,1,3.076096296310425,,,,,
0,2,2.711336374282837,,,,,
0,3,2.488130807876587,,,,,
0,4,2.097388982772827,,,,,
0,5,2.4228274822235107,,,,,
0,6,2.4065678119659424,,,,,
0,7,2.165989875793457,,,,,
0,8,1.9131640195846558,,,,,
0,9,2.3479716777801514,,,,,
,0,,1.8012570142745972,,,,
,1,,2.04866361618042,,,,
,2,,1.7228524684906006,,,,
,3,,1.7635241746902466,,,,
,4,,1.7176989316940308,,,,
,5,,1.7618476152420044,,,,
,6,,2.036980390548706,,,,
,7,,1.9809203147888184,,,,
,8,,1.6988730430603027,,,,
,9,,1.764750361442566,,,,
0,9,,,1.8297367095947266,,,
0,9,,,,0.0,2.509287118911743,0.0
1,10,1.9747865200042725,,,,,
1,11,1.661671757698059,,,,,
1,12,1.5875753164291382,,,,,
1,13,1.4924795627593994,,,,,
1,14,1.7134482860565186,,,,,
1,15,2.041524648666382,,,,,
1,16,1.7356297969818115,,,,,
1,17,1.9268790483474731,,,,,
1,18,1.6676676273345947,,,,,
1,19,1.850034475326538,,,,,
,10,,1.3636329174041748,,,,
,11,,1.524101972579956,,,,
,12,,1.3105616569519043,,,,
,13,,1.2925918102264404,,,,
,14,,1.2607327699661255,,,,
,15,,1.397843837738037,,,,
,16,,1.4979547262191772,,,,
,17,,1.5233159065246582,,,,
,18,,1.1607475280761719,,,,
,19,,1.262050986289978,,,,
1,19,,,1.3593534231185913,,,
1,19,,,,0.03750000149011612,1.7702147960662842,0.0
2,20,1.593222975730896,,,,,
2,21,1.5459330081939697,,,,,
2,22,1.5429905652999878,,,,,
2,23,1.7445837259292603,,,,,
2,24,1.6676390171051025,,,,,
2,25,1.3878815174102783,,,,,
2,26,1.365268349647522,,,,,
2,27,1.1634588241577148,,,,,
2,28,1.5366857051849365,,,,,
2,29,1.1224700212478638,,,,,
,20,,0.8010857701301575,,,,
,21,,0.9332641959190369,,,,
,22,,0.7534452080726624,,,,
,23,,0.7562698125839233,,,,
,24,,0.7021181583404541,,,,
,25,,0.956517219543457,,,,
,26,,0.8875776529312134,,,,
,27,,0.954718828201294,,,,
,28,,0.605800986289978,,,,
,29,,0.6620927453041077,,,,
2,29,,,0.8012890815734863,,,
2,29,,,,0.0,1.3321038484573364,0.0
3,30,1.3269214630126953,,,,,
3,31,1.2372169494628906,,,,,
3,32,1.1167715787887573,,,,,
3,33,1.1587826013565063,,,,,
3,34,1.0633624792099,,,,,
3,35,0.9149393439292908,,,,,
3,36,0.9282511472702026,,,,,
3,37,0.9054088592529297,,,,,
3,38,1.1814264059066772,,,,,
3,39,0.8886445760726929,,,,,
,30,,0.4126623570919037,,,,
,31,,0.5141200423240662,,,,
,32,,0.4116731882095337,,,,
,33,,0.41455286741256714,,,,
,34,,0.3553716838359833,,,,
,35,,0.6040277481079102,,,,
,36,,0.5314562916755676,,,,
,37,,0.562253475189209,,,,
,38,,0.2562542259693146,,,,
,39,,0.2891767919063568,,,,
3,39,,,0.43515485525131226,,,
3,39,,,,0.13750000298023224,1.0248326063156128,0.0
4,40,0.7730634808540344,,,,,
4,41,0.8098269701004028,,,,,
4,42,0.895807683467865,,,,,
4,43,0.4790933430194855,,,,,
4,44,0.8764218091964722,,,,,
4,45,0.7665966153144836,,,,,
4,46,0.5516629815101624,,,,,
4,47,0.6295273900032043,,,,,
4,48,0.5075206160545349,,,,,
4,49,0.5638337135314941,,,,,
,40,,0.23116691410541534,,,,
,41,,0.35674238204956055,,,,
,42,,0.245108962059021,,,,
,43,,0.28418636322021484,,,,
,44,,0.20795059204101562,,,,
,45,,0.4531506299972534,,,,
,46,,0.4020937383174896,,,,
,47,,0.4371875524520874,,,,
,48,,0.11256525665521622,,,,
