csv-train_loss_step,step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/exact,csv-train_loss_epoch,csv-accuracy/validator
2.7634758949279785,0,0,,,,,
2.360520601272583,1,0,,,,,
2.1418375968933105,2,0,,,,,
1.9943315982818604,3,0,,,,,
1.923778772354126,4,0,,,,,
1.833988904953003,5,0,,,,,
1.7372958660125732,6,0,,,,,
1.7117259502410889,7,0,,,,,
1.679073691368103,8,0,,,,,
1.6075574159622192,9,0,,,,,
1.5294387340545654,10,0,,,,,
1.5299981832504272,11,0,,,,,
1.4790560007095337,12,0,,,,,
1.4456557035446167,13,0,,,,,
1.3545387983322144,14,0,,,,,
1.3078478574752808,15,0,,,,,
1.251734972000122,16,0,,,,,
1.2365394830703735,17,0,,,,,
1.1911448240280151,18,0,,,,,
1.1705979108810425,19,0,,,,,
1.138478398323059,20,0,,,,,
1.0267747640609741,21,0,,,,,
1.055667519569397,22,0,,,,,
1.0059208869934082,23,0,,,,,
0.9391049146652222,24,0,,,,,
0.9362503290176392,25,0,,,,,
0.8598191738128662,26,0,,,,,
0.9001412391662598,27,0,,,,,
0.7726048231124878,28,0,,,,,
0.866279125213623,29,0,,,,,
0.7725088000297546,30,0,,,,,
0.731103241443634,31,0,,,,,
0.7724096775054932,32,0,,,,,
0.6986307501792908,33,0,,,,,
0.7032965421676636,34,0,,,,,
0.695365846157074,35,0,,,,,
0.6933149099349976,36,0,,,,,
0.6447016596794128,37,0,,,,,
0.5898743271827698,38,0,,,,,
0.6037418842315674,39,0,,,,,
,0,,0.4397706985473633,,,,
,1,,0.4296348989009857,,,,
,2,,0.3767099976539612,,,,
,3,,0.4736916124820709,,,,
,4,,0.36488473415374756,,,,
,39,0,,0.4169383943080902,,,
,39,0,,,0.0,1.2414032220840454,0.0
0.5774264931678772,40,1,,,,,
0.5714133977890015,41,1,,,,,
0.5065946578979492,42,1,,,,,
0.5212429761886597,43,1,,,,,
0.4810994863510132,44,1,,,,,
0.44895055890083313,45,1,,,,,
0.42504259943962097,46,1,,,,,
0.4802490472793579,47,1,,,,,
0.43381789326667786,48,1,,,,,
0.4357016682624817,49,1,,,,,
0.4443742334842682,50,1,,,,,
0.4186941385269165,51,1,,,,,
0.43010595440864563,52,1,,,,,
0.36891859769821167,53,1,,,,,
0.3855562210083008,54,1,,,,,
0.3870559334754944,55,1,,,,,
0.35598111152648926,56,1,,,,,
0.2951638102531433,57,1,,,,,
0.337260901927948,58,1,,,,,
0.36995720863342285,59,1,,,,,
0.31626632809638977,60,1,,,,,
0.30219393968582153,61,1,,,,,
0.25981539487838745,62,1,,,,,
