csv-epoch,csv-train_loss_step,step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/none,csv-accuracy/micro,csv-train_loss_epoch
0,2.902547836303711,0,,,,,
0,2.4094762802124023,1,,,,,
0,2.1515204906463623,2,,,,,
0,2.146740436553955,3,,,,,
0,2.043156385421753,4,,,,,
0,1.9236048460006714,5,,,,,
0,1.8740142583847046,6,,,,,
0,1.762779712677002,7,,,,,
0,1.7231605052947998,8,,,,,
0,1.6439749002456665,9,,,,,
0,1.5850212574005127,10,,,,,
0,1.5281376838684082,11,,,,,
0,1.5084052085876465,12,,,,,
0,1.4267973899841309,13,,,,,
0,1.4235212802886963,14,,,,,
0,1.3549857139587402,15,,,,,
0,1.3648465871810913,16,,,,,
0,1.3206058740615845,17,,,,,
0,1.2554892301559448,18,,,,,
0,1.1754043102264404,19,,,,,
,,0,0.8480536341667175,,,,
,,1,0.8449607491493225,,,,
,,2,0.8561686873435974,,,,
0,,19,,0.8484395146369934,,,
0,,19,,,0.0,0.0,1.7262094020843506
1,1.2002551555633545,20,,,,,
1,1.1217622756958008,21,,,,,
1,1.0861499309539795,22,,,,,
1,1.0539348125457764,23,,,,,
1,0.9882195591926575,24,,,,,
1,0.9704554677009583,25,,,,,
1,0.9884469509124756,26,,,,,
1,0.9037482738494873,27,,,,,
1,0.8715155124664307,28,,,,,
1,0.8454782366752625,29,,,,,
1,0.8318864703178406,30,,,,,
1,0.8002892732620239,31,,,,,
1,0.7813101410865784,32,,,,,
1,0.7368476986885071,33,,,,,
1,0.7722857594490051,34,,,,,
1,0.6899545788764954,35,,,,,
1,0.7475085854530334,36,,,,,
1,0.7176207900047302,37,,,,,
1,0.6491758227348328,38,,,,,
1,0.6235483288764954,39,,,,,
,,3,0.4345153868198395,,,,
,,4,0.4233877956867218,,,,
,,5,0.46962159872055054,,,,
1,,39,,0.4370856285095215,,,
1,,39,,,0.0,0.0,0.8690196871757507
2,0.6559186577796936,40,,,,,
2,0.5687406063079834,41,,,,,
2,0.5803123116493225,42,,,,,
2,0.5884521007537842,43,,,,,
2,0.5461348295211792,44,,,,,
2,0.5091254115104675,45,,,,,
2,0.47600454092025757,46,,,,,
2,0.5240709781646729,47,,,,,
2,0.5033729672431946,48,,,,,
2,0.48536059260368347,49,,,,,
2,0.453917920589447,50,,,,,
2,0.45527344942092896,51,,,,,
2,0.4835262596607208,52,,,,,
2,0.5051155686378479,53,,,,,
2,0.39856454730033875,54,,,,,
2,0.4122398793697357,55,,,,,
2,0.342026025056839,56,,,,,
2,0.39339715242385864,57,,,,,
2,0.36055293679237366,58,,,,,
2,0.3161267936229706,59,,,,,
,,6,0.19777870178222656,,,,
,,7,0.18923267722129822,,,,
,,8,0.2393391877412796,,,,
2,,59,,0.20267239212989807,,,
2,,59,,,0.03749999776482582,0.02708333171904087,0.47791165113449097
3,0.3757098615169525,60,,,,,
3,0.33773520588874817,61,,,,,
3,0.3540557622909546,62,,,,,
3,0.33043172955513,63,,,,,
3,0.2999468147754669,64,,,,,
3,0.28037524223327637,65,,,,,
3,0.2748447358608246,66,,,,,
3,0.31917843222618103,67,,,,,
3,0.2550262212753296,68,,,,,
3,0.2843701243400574,69,,,,,
3,0.2587587535381317,70,,,,,
3,0.31005147099494934,71,,,,,
3,0.21842873096466064,72,,,,,
3,0.23618339002132416,73,,,,,
3,0.2131635993719101,74,,,,,
3,0.24917177855968475,75,,,,,
3,0.19782686233520508,76,,,,,
3,0.18807543814182281,77,,,,,
3,0.2171202003955841,78,,,,,
3,0.24180683493614197,79,,,,,
,,9,0.058477435261011124,,,,
,,10,0.06156831234693527,,,,
,,11,0.13280852138996124,,,,
3,,79,,0.07457999885082245,,,
3,,79,,,0.37291666865348816,0.36249998211860657,0.2721130847930908
4,0.205643430352211,80,,,,,
4,0.20877067744731903,81,,,,,
4,0.20311538875102997,82,,,,,
4,0.19175277650356293,83,,,,,
4,0.15638689696788788,84,,,,,
4,0.1730862855911255,85,,,,,
4,0.22200240194797516,86,,,,,
4,0.21595308184623718,87,,,,,
4,0.14574845135211945,88,,,,,
4,0.12150611728429794,89,,,,,
4,0.13212434947490692,90,,,,,
4,0.19495506584644318,91,,,,,
4,0.15261110663414001,92,,,,,
4,0.12475505471229553,93,,,,,
4,0.12807650864124298,94,,,,,
4,0.12475539743900299,95,,,,,
4,0.09287866950035095,96,,,,,
4,0.12589247524738312,97,,,,,
4,0.15633757412433624,98,,,,,
4,0.09999077767133713,99,,,,,
,,12,0.02244669198989868,,,,
,,13,0.023628011345863342,,,,
,,14,0.09141800552606583,,,,
4,,99,,0.036713484674692154,,,
4,,99,,,0.5687500238418579,0.5687500238418579,0.1588171124458313
5,0.1312028169631958,100,,,,,
5,0.09989405423402786,101,,,,,
5,0.09907373785972595,102,,,,,
5,0.08674025535583496,103,,,,,
5,0.13112309575080872,104,,,,,
5,0.1495598405599594,105,,,,,
5,0.147476926445961,106,,,,,
5,0.13743047416210175,107,,,,,
5,0.06647539138793945,108,,,,,
5,0.07217584550380707,109,,,,,
5,0.08733529597520828,110,,,,,
5,0.10388441383838654,111,,,,,
5,0.11989262700080872,112,,,,,
5,0.11518514901399612,113,,,,,
5,0.14961594343185425,114,,,,,
5,0.16860461235046387,115,,,,,
5,0.09348107129335403,116,,,,,
5,0.06435857713222504,117,,,,,
5,0.0653899759054184,118,,,,,
5,0.07217174023389816,119,,,,,
,,15,0.012529517523944378,,,,
,,16,0.011876072734594345,,,,
,,17,0.06432968378067017,,,,
5,,119,,0.022628171369433403,,,
5,,119,,,0.6791666150093079,0.6791666150093079,0.10805358737707138
6,0.10648559033870697,120,,,,,
6,0.09512095898389816,121,,,,,
6,0.08382901549339294,122,,,,,
6,0.045400992035865784,123,,,,,
6,0.1429734230041504,124,,,,,
6,0.07126375287771225,125,,,,,
6,0.0550675094127655,126,,,,,
6,0.13916946947574615,127,,,,,
6,0.062205396592617035,128,,,,,
6,0.07842910289764404,129,,,,,
6,0.07467640936374664,130,,,,,
6,0.0727468952536583,131,,,,,
6,0.07473396509885788,132,,,,,
6,0.09064900875091553,133,,,,,
6,0.05865030735731125,134,,,,,
6,0.07681021839380264,135,,,,,
6,0.08980738371610641,136,,,,,
6,0.07866804301738739,137,,,,,
6,0.05089055746793747,138,,,,,
6,0.07060255855321884,139,,,,,
,,18,0.010923175141215324,,,,
,,19,0.012253048829734325,,,,
,,20,0.059087079018354416,,,,
6,,139,,0.021087905392050743,,,
6,,139,,,0.7437499165534973,0.7437499165534973,0.08090902864933014
7,0.04801429063081741,140,,,,,
7,0.07581940293312073,141,,,,,
7,0.05222269147634506,142,,,,,
7,0.09400942176580429,143,,,,,
7,0.06556706130504608,144,,,,,
7,0.08177122473716736,145,,,,,
7,0.04584469646215439,146,,,,,
7,0.08893302083015442,147,,,,,
7,0.07700455188751221,148,,,,,
7,0.09414376318454742,149,,,,,
7,0.048731058835983276,150,,,,,
7,0.03434310108423233,151,,,,,
7,0.07445073127746582,152,,,,,
7,0.056071244180202484,153,,,,,
7,0.06806600838899612,154,,,,,
7,0.09303581714630127,155,,,,,
7,0.04798967391252518,156,,,,,
7,0.11226487159729004,157,,,,,
7,0.03708406165242195,158,,,,,
7,0.065365269780159,159,,,,,
,,21,0.008438361808657646,,,,
,,22,0.008450418710708618,,,,
,,23,0.045698121190071106,,,,
7,,159,,0.015895135700702667,,,
7,,159,,,0.856249988079071,0.856249988079071,0.06803660094738007
8,0.062096454203128815,160,,,,,
8,0.03925644978880882,161,,,,,
8,0.07439994066953659,162,,,,,
8,0.03153722360730171,163,,,,,
8,0.0688377320766449,164,,,,,
8,0.06507326662540436,165,,,,,
8,0.10990358889102936,166,,,,,
8,0.030126428231596947,167,,,,,
8,0.06965258717536926,168,,,,,
8,0.04972716420888901,169,,,,,
8,0.03807944059371948,170,,,,,
8,0.04583815485239029,171,,,,,
8,0.03531091660261154,172,,,,,
8,0.08279526233673096,173,,,,,
8,0.04491831362247467,174,,,,,
8,0.040413618087768555,175,,,,,
8,0.05323488637804985,176,,,,,
8,0.03870747983455658,177,,,,,
8,0.020730365067720413,178,,,,,
8,0.06242554262280464,179,,,,,
,,24,0.006432865280658007,,,,
,,25,0.006932751275599003,,,,
,,26,0.037800222635269165,,,,
8,,179,,0.012906292453408241,,,
8,,179,,,0.8499999642372131,0.8499999642372131,0.05315323919057846
9,0.0948653444647789,180,,,,,
9,0.05619553476572037,181,,,,,
9,0.03297574445605278,182,,,,,
9,0.04972897842526436,183,,,,,
9,0.0242700707167387,184,,,,,
9,0.05619945377111435,185,,,,,
9,0.043789997696876526,186,,,,,
9,0.09649699926376343,187,,,,,
9,0.02962448075413704,188,,,,,
9,0.02808690257370472,189,,,,,
9,0.044092558324337006,190,,,,,
9,0.04485301673412323,191,,,,,
9,0.054947417229413986,192,,,,,
9,0.033123087137937546,193,,,,,
9,0.03402102738618851,194,,,,,
9,0.025906315073370934,195,,,,,
9,0.038104280829429626,196,,,,,
9,0.06560559570789337,197,,,,,
9,0.04428679868578911,198,,,,,
9,0.028996123000979424,199,,,,,
,,27,0.007129809819161892,,,,
,,28,0.007366103120148182,,,,
,,29,0.03535197675228119,,,,
9,,199,,0.012868760153651237,,,
9,,199,,,0.7604166865348816,0.7604166865348816,0.0463084876537323
10,0.05762001872062683,200,,,,,
10,0.026978634297847748,201,,,,,
10,0.02335510402917862,202,,,,,
10,0.03828510269522667,203,,,,,
10,0.01892034336924553,204,,,,,
10,0.05856134369969368,205,,,,,
10,0.05936172977089882,206,,,,,
10,0.0462459921836853,207,,,,,
10,0.028651073575019836,208,,,,,
10,0.05278007313609123,209,,,,,
10,0.047103676944971085,210,,,,,
10,0.03605719655752182,211,,,,,
10,0.028071224689483643,212,,,,,
10,0.04287509247660637,213,,,,,
10,0.019166182726621628,214,,,,,
10,0.05601859092712402,215,,,,,
10,0.03218803554773331,216,,,,,
10,0.05158790946006775,217,,,,,
10,0.03962833434343338,218,,,,,
10,0.08397704362869263,219,,,,,
,,30,0.004838103894144297,,,,
,,31,0.005414444021880627,,,,
,,32,0.034802280366420746,,,,
10,,219,,0.011061475612223148,,,
10,,219,,,0.8833333849906921,0.8833333849906921,0.042371638119220734
11,0.07464960217475891,220,,,,,
11,0.027517978101968765,221,,,,,
11,0.037010595202445984,222,,,,,
11,0.05702032148838043,223,,,,,
11,0.0313393771648407,224,,,,,
11,0.023241322487592697,225,,,,,
11,0.044696517288684845,226,,,,,
11,0.029659731313586235,227,,,,,
11,0.0430176705121994,228,,,,,
11,0.02750265598297119,229,,,,,
11,0.04644078388810158,230,,,,,
11,0.02792981266975403,231,,,,,
11,0.04670330882072449,232,,,,,
11,0.06110360473394394,233,,,,,
11,0.04458297789096832,234,,,,,
11,0.021290795877575874,235,,,,,
11,0.016014788299798965,236,,,,,
11,0.03534606099128723,237,,,,,
11,0.029770907014608383,238,,,,,
11,0.041430726647377014,239,,,,,
,,33,0.005781061947345734,,,,
,,34,0.006293114274740219,,,,
,,35,0.030053608119487762,,,,
11,,239,,0.010840391740202904,,,
11,,239,,,0.8041666150093079,0.8041666150093079,0.038313474506139755
12,0.024598710238933563,240,,,,,
12,0.02383630909025669,241,,,,,
12,0.03109954297542572,242,,,,,
12,0.06432608515024185,243,,,,,
12,0.025373226031661034,244,,,,,
12,0.016451362520456314,245,,,,,
12,0.05142511799931526,246,,,,,
12,0.06932297348976135,247,,,,,
12,0.04865796118974686,248,,,,,
12,0.018669545650482178,249,,,,,
12,0.020793018862605095,250,,,,,
12,0.02030130662024021,251,,,,,
12,0.021374734118580818,252,,,,,
12,0.052376288920640945,253,,,,,
12,0.03935004025697708,254,,,,,
12,0.05829618126153946,255,,,,,
12,0.04591771960258484,256,,,,,
12,0.014912697486579418,257,,,,,
12,0.044304944574832916,258,,,,,
12,0.015550630167126656,259,,,,,
,,36,0.0036568716168403625,,,,
,,37,0.004218259826302528,,,,
,,38,0.02383800595998764,,,,
12,,259,,0.00791765283793211,,,
12,,259,,,0.9416666626930237,0.9416666626930237,0.03534691780805588
13,0.04956275597214699,260,,,,,
13,0.052311547100543976,261,,,,,
13,0.025952305644750595,262,,,,,
13,0.041901566088199615,263,,,,,
13,0.018957924097776413,264,,,,,
13,0.0344732329249382,265,,,,,
13,0.01764523796737194,266,,,,,
13,0.024964360520243645,267,,,,,
13,0.027799932286143303,268,,,,,
13,0.03181047737598419,269,,,,,
13,0.019764184951782227,270,,,,,
13,0.015214779414236546,271,,,,,
13,0.045436739921569824,272,,,,,
13,0.03403954952955246,273,,,,,
13,0.014587460085749626,274,,,,,
13,0.05355646461248398,275,,,,,
13,0.04263125732541084,276,,,,,
13,0.03387218713760376,277,,,,,
13,0.0637185275554657,278,,,,,
13,0.009364916011691093,279,,,,,
,,39,0.0022612197790294886,,,,
,,40,0.002824226627126336,,,,
,,41,0.022464513778686523,,,,
13,,279,,0.00652708113193512,,,
13,,279,,,0.9520833492279053,0.9520833492279053,0.032878272235393524
14,0.0348672978579998,280,,,,,
14,0.037966564297676086,281,,,,,
14,0.07564067840576172,282,,,,,
14,0.03549806401133537,283,,,,,
14,0.019795378670096397,284,,,,,
14,0.04382587596774101,285,,,,,
14,0.03640810400247574,286,,,,,
14,0.021723879501223564,287,,,,,
14,0.0235876627266407,288,,,,,
14,0.016436412930488586,289,,,,,
14,0.014631109312176704,290,,,,,
14,0.016865819692611694,291,,,,,
14,0.02487417310476303,292,,,,,
14,0.046593375504016876,293,,,,,
14,0.023234952241182327,294,,,,,
14,0.03562317416071892,295,,,,,
14,0.045178696513175964,296,,,,,
14,0.03845403715968132,297,,,,,
14,0.020005948841571808,298,,,,,
14,0.020144201815128326,299,,,,,
,,42,0.001784139429219067,,,,
,,43,0.002260630251839757,,,,
,,44,0.018785439431667328,,,,
14,,299,,0.005374995991587639,,,
14,,299,,,0.9791666865348816,0.9791666865348816,0.0315677709877491
15,0.031080342829227448,300,,,,,
15,0.040497321635484695,301,,,,,
15,0.0213391724973917,302,,,,,
15,0.03842795640230179,303,,,,,
15,0.011369705200195312,304,,,,,
