csv-epoch,csv-train_loss_step,step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/exact,csv-accuracy/validator,csv-train_loss_epoch
0,2.963578462600708,0,,,,,
0,2.6541478633880615,1,,,,,
0,3.065852403640747,2,,,,,
0,2.874316692352295,3,,,,,
0,2.4485669136047363,4,,,,,
0,2.4427382946014404,5,,,,,
0,2.221442699432373,6,,,,,
0,2.3471102714538574,7,,,,,
0,2.150228261947632,8,,,,,
0,2.0083351135253906,9,,,,,
0,2.1273157596588135,10,,,,,
0,2.2603161334991455,11,,,,,
0,1.9630591869354248,12,,,,,
0,1.819395899772644,13,,,,,
0,1.973686695098877,14,,,,,
0,1.9648851156234741,15,,,,,
0,1.7358441352844238,16,,,,,
0,1.5136996507644653,17,,,,,
0,1.487923264503479,18,,,,,
0,1.5560812950134277,19,,,,,
0,1.470988392829895,20,,,,,
0,1.2896807193756104,21,,,,,
0,1.5137804746627808,22,,,,,
0,1.2923425436019897,23,,,,,
0,1.006382703781128,24,,,,,
0,1.4138838052749634,25,,,,,
0,1.3964221477508545,26,,,,,
0,0.9447066783905029,27,,,,,
0,1.0621132850646973,28,,,,,
0,1.0417112112045288,29,,,,,
0,1.2963451147079468,30,,,,,
0,1.1786150932312012,31,,,,,
0,0.8293584585189819,32,,,,,
0,0.8249762058258057,33,,,,,
0,0.8188741207122803,34,,,,,
0,1.0651229619979858,35,,,,,
0,0.7377787232398987,36,,,,,
0,0.7927231788635254,37,,,,,
0,0.872552752494812,38,,,,,
0,0.7582322955131531,39,,,,,
,,0,0.26624584197998047,,,,
,,1,0.20555002987384796,,,,
,,2,0.5924529433250427,,,,
,,3,0.34187015891075134,,,,
,,4,0.23298028111457825,,,,
,,5,0.34546658396720886,,,,
,,6,0.38995590806007385,,,,
,,7,0.5148651003837585,,,,
,,8,0.2806392312049866,,,,
,,9,0.42549341917037964,,,,
,,10,0.21392148733139038,,,,
,,11,0.19777022302150726,,,,
,,12,0.4073030948638916,,,,
,,13,0.3927486836910248,,,,
,,14,0.4051334857940674,,,,
,,15,0.45749789476394653,,,,
,,16,0.36654195189476013,,,,
,,17,0.48830243945121765,,,,
,,18,0.17261379957199097,,,,
,,19,0.22129763662815094,,,,
,,20,0.20002439618110657,,,,
