step,csv-train_loss_step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-accuracy/exact,csv-train_loss_epoch
0,3.3620994091033936,0,,,,,
1,2.9511756896972656,0,,,,,
2,2.9390523433685303,0,,,,,
3,2.7618257999420166,0,,,,,
4,2.7013649940490723,0,,,,,
5,2.806964159011841,0,,,,,
6,2.6744344234466553,0,,,,,
7,2.8913486003875732,0,,,,,
8,2.4372618198394775,0,,,,,
9,2.3950703144073486,0,,,,,
10,2.3062775135040283,0,,,,,
11,2.2583439350128174,0,,,,,
12,2.253938913345337,0,,,,,
13,2.3334953784942627,0,,,,,
14,2.552783966064453,0,,,,,
15,2.346493721008301,0,,,,,
16,2.165301561355591,0,,,,,
17,2.121722459793091,0,,,,,
18,2.0284650325775146,0,,,,,
19,2.021914005279541,0,,,,,
20,2.0074682235717773,0,,,,,
21,2.0411479473114014,0,,,,,
22,1.7390486001968384,0,,,,,
23,1.8192626237869263,0,,,,,
24,1.7898411750793457,0,,,,,
25,2.086517095565796,0,,,,,
26,2.1688759326934814,0,,,,,
27,1.9998775720596313,0,,,,,
28,1.935916781425476,0,,,,,
29,2.1349666118621826,0,,,,,
30,2.275815963745117,0,,,,,
31,1.7654920816421509,0,,,,,
32,2.02707839012146,0,,,,,
33,1.679628610610962,0,,,,,
34,1.6815240383148193,0,,,,,
35,1.990609884262085,0,,,,,
36,1.797837495803833,0,,,,,
37,1.6190365552902222,0,,,,,
38,1.8010261058807373,0,,,,,
39,1.3688491582870483,0,,,,,
40,1.6992048025131226,0,,,,,
41,1.748067855834961,0,,,,,
42,1.5418583154678345,0,,,,,
43,1.5997917652130127,0,,,,,
44,1.3311527967453003,0,,,,,
45,1.6700184345245361,0,,,,,
46,1.4719196557998657,0,,,,,
47,1.3463207483291626,0,,,,,
48,1.530663013458252,0,,,,,
49,1.3002358675003052,0,,,,,
50,1.149222493171692,0,,,,,
51,1.58224618434906,0,,,,,
52,1.0821945667266846,0,,,,,
