csv-epoch,csv-train_loss_step,step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/exact,csv-accuracy/validator,csv-train_loss_epoch
0,3.91190767288208,0,,,,,
0,3.4472768306732178,1,,,,,
0,3.0315589904785156,2,,,,,
0,2.949035167694092,3,,,,,
0,2.70843243598938,4,,,,,
0,2.49084734916687,5,,,,,
0,2.638272762298584,6,,,,,
0,2.4975125789642334,7,,,,,
0,2.2326548099517822,8,,,,,
0,2.2358505725860596,9,,,,,
0,2.211883068084717,10,,,,,
0,2.0810749530792236,11,,,,,
0,2.051759719848633,12,,,,,
0,1.9711785316467285,13,,,,,
0,1.9187983274459839,14,,,,,
0,1.8468430042266846,15,,,,,
0,1.8238557577133179,16,,,,,
0,1.7895814180374146,17,,,,,
0,1.752043604850769,18,,,,,
0,1.7687439918518066,19,,,,,
0,1.607226848602295,20,,,,,
0,1.5749677419662476,21,,,,,
0,1.6167731285095215,22,,,,,
0,1.5343148708343506,23,,,,,
0,1.4385639429092407,24,,,,,
0,1.588040828704834,25,,,,,
0,1.394217848777771,26,,,,,
,,0,1.0199633836746216,,,,
,,1,1.0703566074371338,,,,
,,2,0.9830617308616638,,,,
,,3,0.9735525250434875,,,,
0,,26,,1.0188040733337402,,,
0,,26,,,0.0,0.0,2.152341365814209
1,1.4569247961044312,27,,,,,
1,1.4199737310409546,28,,,,,
1,1.400235652923584,29,,,,,
1,1.3754572868347168,30,,,,,
1,1.3463531732559204,31,,,,,
1,1.209462285041809,32,,,,,
1,1.3802175521850586,33,,,,,
1,1.3087056875228882,34,,,,,
1,1.376441240310669,35,,,,,
1,1.3390178680419922,36,,,,,
1,1.3056150674819946,37,,,,,
1,1.2174032926559448,38,,,,,
1,1.141717553138733,39,,,,,
1,1.2383815050125122,40,,,,,
1,1.1962617635726929,41,,,,,
1,1.159065842628479,42,,,,,
1,1.2106212377548218,43,,,,,
1,1.1184943914413452,44,,,,,
1,1.1591062545776367,45,,,,,
1,1.153674602508545,46,,,,,
1,1.0801111459732056,47,,,,,
1,1.244228482246399,48,,,,,
1,1.1280499696731567,49,,,,,
1,1.1131008863449097,50,,,,,
1,1.0815606117248535,51,,,,,
1,1.0931459665298462,52,,,,,
1,1.0570343732833862,53,,,,,
,,4,0.7581389546394348,,,,
,,5,0.7780104279518127,,,,
,,6,0.7490671277046204,,,,
,,7,0.680260181427002,,,,
1,,53,,0.7526856064796448,,,
1,,53,,,0.0052083334885537624,0.015625,1.2337172031402588
2,1.0434001684188843,54,,,,,
2,1.0911911725997925,55,,,,,
2,1.0538464784622192,56,,,,,
2,1.084180235862732,57,,,,,
2,1.1234365701675415,58,,,,,
2,1.0424636602401733,59,,,,,
2,1.0253760814666748,60,,,,,
2,1.0628329515457153,61,,,,,
2,0.9346678853034973,62,,,,,
2,0.9176938533782959,63,,,,,
2,0.9030216336250305,64,,,,,
2,0.9617426991462708,65,,,,,
2,0.8742762207984924,66,,,,,
2,0.9393020272254944,67,,,,,
2,0.9466763734817505,68,,,,,
2,0.8706408739089966,69,,,,,
2,1.0939223766326904,70,,,,,
2,0.949021577835083,71,,,,,
2,0.9701817631721497,72,,,,,
2,0.9197095036506653,73,,,,,
2,0.8696624040603638,74,,,,,
2,0.8175649642944336,75,,,,,
2,0.9117543697357178,76,,,,,
2,0.9290819764137268,77,,,,,
2,0.9322406649589539,78,,,,,
2,0.972628116607666,79,,,,,
2,0.8752220869064331,80,,,,,
,,8,0.5194984674453735,,,,
,,9,0.5430079698562622,,,,
,,10,0.5539553165435791,,,,
,,11,0.45307883620262146,,,,
2,,80,,0.5292937159538269,,,
2,,80,,,0.010416666977107525,0.0364583320915699,0.9672496318817139
3,0.7993187308311462,81,,,,,
3,0.8155416250228882,82,,,,,
3,0.8884773254394531,83,,,,,
3,0.9766285419464111,84,,,,,
3,0.6877041459083557,85,,,,,
3,0.820127010345459,86,,,,,
3,0.6995230913162231,87,,,,,
3,0.7838113903999329,88,,,,,
3,0.7673888802528381,89,,,,,
3,0.7234324216842651,90,,,,,
3,0.7410891056060791,91,,,,,
3,0.7811784744262695,92,,,,,
3,0.6357275247573853,93,,,,,
3,0.7397622466087341,94,,,,,
3,0.6918781995773315,95,,,,,
3,0.6859261989593506,96,,,,,
3,0.8569047451019287,97,,,,,
3,0.8142335414886475,98,,,,,
3,0.6753227710723877,99,,,,,
3,0.7614273428916931,100,,,,,
3,0.6132222414016724,101,,,,,
3,0.7058286070823669,102,,,,,
3,0.6912739276885986,103,,,,,
3,0.6688482165336609,104,,,,,
3,0.5795421600341797,105,,,,,
3,0.622745931148529,106,,,,,
3,0.5245296359062195,107,,,,,
,,12,0.2562863230705261,,,,
,,13,0.2807299792766571,,,,
,,14,0.3008531630039215,,,,
,,15,0.19867607951164246,,,,
3,,107,,0.2703327238559723,,,
3,,107,,,0.366319477558136,0.6076388955116272,0.7315331101417542
4,0.6431278586387634,108,,,,,
4,0.4397445619106293,109,,,,,
4,0.5478165745735168,110,,,,,
4,0.5019549131393433,111,,,,,
4,0.6135872602462769,112,,,,,
4,0.46063679456710815,113,,,,,
4,0.5023729205131531,114,,,,,
4,0.5363636612892151,115,,,,,
4,0.4399084746837616,116,,,,,
4,0.45399484038352966,117,,,,,
4,0.6057709455490112,118,,,,,
4,0.6069669723510742,119,,,,,
4,0.42757365107536316,120,,,,,
4,0.4200914800167084,121,,,,,
4,0.32750165462493896,122,,,,,
4,0.5211468935012817,123,,,,,
4,0.4979524612426758,124,,,,,
4,0.5568864941596985,125,,,,,
4,0.6245156526565552,126,,,,,
4,0.46572384238243103,127,,,,,
4,0.4257032871246338,128,,,,,
4,0.5078906416893005,129,,,,,
4,0.4047126770019531,130,,,,,
4,0.3157116174697876,131,,,,,
4,0.31413984298706055,132,,,,,
4,0.6066829562187195,133,,,,,
4,0.33920198678970337,134,,,,,
,,16,0.14180056750774384,,,,
,,17,0.17075465619564056,,,,
,,18,0.17390699684619904,,,,
,,19,0.08943621069192886,,,,
4,,134,,0.1540743112564087,,,
4,,134,,,0.5000000596046448,0.7638888955116272,0.48546963930130005
