csv-train_loss_step,csv-epoch,step,csv-val_loss_step,csv-val_loss_epoch,csv-train_loss_epoch,csv-accuracy/validator,csv-accuracy/exact
3.9006783962249756,0,0,,,,,
3.392179012298584,0,1,,,,,
3.0653841495513916,0,2,,,,,
2.795717477798462,0,3,,,,,
2.6653308868408203,0,4,,,,,
2.600862503051758,0,5,,,,,
2.502415895462036,0,6,,,,,
2.5088672637939453,0,7,,,,,
2.36722731590271,0,8,,,,,
2.2703709602355957,0,9,,,,,
2.099592924118042,0,10,,,,,
2.071100950241089,0,11,,,,,
1.9737231731414795,0,12,,,,,
2.060609817504883,0,13,,,,,
1.7885650396347046,0,14,,,,,
1.9007304906845093,0,15,,,,,
1.7620859146118164,0,16,,,,,
1.7007699012756348,0,17,,,,,
1.6144484281539917,0,18,,,,,
1.679824709892273,0,19,,,,,
1.5326975584030151,0,20,,,,,
1.5467844009399414,0,21,,,,,
1.5657228231430054,0,22,,,,,
1.4374382495880127,0,23,,,,,
1.4670683145523071,0,24,,,,,
1.4494855403900146,0,25,,,,,
1.3306775093078613,0,26,,,,,
1.337608814239502,0,27,,,,,
1.3658432960510254,0,28,,,,,
1.3384720087051392,0,29,,,,,
1.2686177492141724,0,30,,,,,
1.3009881973266602,0,31,,,,,
1.2765436172485352,0,32,,,,,
1.224008321762085,0,33,,,,,
1.174145221710205,0,34,,,,,
1.218484878540039,0,35,,,,,
1.1652640104293823,0,36,,,,,
1.14151132106781,0,37,,,,,
1.1486119031906128,0,38,,,,,
1.1278122663497925,0,39,,,,,
1.1985564231872559,0,40,,,,,
1.0208803415298462,0,41,,,,,
1.0715103149414062,0,42,,,,,
1.0212810039520264,0,43,,,,,
0.9928105473518372,0,44,,,,,
1.1218230724334717,0,45,,,,,
0.9579589366912842,0,46,,,,,
0.9938567280769348,0,47,,,,,
0.9809561967849731,0,48,,,,,
1.1031099557876587,0,49,,,,,
1.0324710607528687,0,50,,,,,
0.9284636974334717,0,51,,,,,
0.951973557472229,0,52,,,,,
1.0677212476730347,0,53,,,,,
0.8932475447654724,0,54,,,,,
0.9046875238418579,0,55,,,,,
0.9617352485656738,0,56,,,,,
0.8638635873794556,0,57,,,,,
0.9204487204551697,0,58,,,,,
0.8652998208999634,0,59,,,,,
0.7865282893180847,0,60,,,,,
0.8469454050064087,0,61,,,,,
0.8230052590370178,0,62,,,,,
0.8608545660972595,0,63,,,,,
0.7674033045768738,0,64,,,,,
0.822664201259613,0,65,,,,,
0.8057349324226379,0,66,,,,,
0.7887940406799316,0,67,,,,,
0.8556234836578369,0,68,,,,,
0.8324474096298218,0,69,,,,,
0.6848492622375488,0,70,,,,,
0.7191925644874573,0,71,,,,,
0.7318344712257385,0,72,,,,,
0.7249027490615845,0,73,,,,,
0.67673659324646,0,74,,,,,
0.6944504976272583,0,75,,,,,
0.6269428133964539,0,76,,,,,
0.6711953282356262,0,77,,,,,
0.6878885626792908,0,78,,,,,
0.6083872318267822,0,79,,,,,
0.662308931350708,0,80,,,,,
0.6446707844734192,0,81,,,,,
0.6434080004692078,0,82,,,,,
0.5321179032325745,0,83,,,,,
0.5924607515335083,0,84,,,,,
0.5977597236633301,0,85,,,,,
0.5770392417907715,0,86,,,,,
0.5624681711196899,0,87,,,,,
0.5706051588058472,0,88,,,,,
0.5761503577232361,0,89,,,,,
0.5072727203369141,0,90,,,,,
0.6063631176948547,0,91,,,,,
0.5289110541343689,0,92,,,,,
0.5225621461868286,0,93,,,,,
0.5032138824462891,0,94,,,,,
0.47321775555610657,0,95,,,,,
0.5266223549842834,0,96,,,,,
0.4600897431373596,0,97,,,,,
0.5585371851921082,0,98,,,,,
0.5016003251075745,0,99,,,,,
0.5277576446533203,0,100,,,,,
0.5592525005340576,0,101,,,,,
0.49072185158729553,0,102,,,,,
0.4002939462661743,0,103,,,,,
0.38717830181121826,0,104,,,,,
0.42190220952033997,0,105,,,,,
0.4152976870536804,0,106,,,,,
,,0,0.2107047438621521,,,,
,,1,0.22911301255226135,,,,
,,2,0.2339867353439331,,,,
,,3,0.2687668800354004,,,,
,,4,0.18940997123718262,,,,
,,5,0.23038488626480103,,,,
,,6,0.20514385402202606,,,,
,,7,0.2009568214416504,,,,
,,8,0.23180627822875977,,,,
,,9,0.24476075172424316,,,,
,,10,0.2468905746936798,,,,
,,11,0.20217879116535187,,,,
,,12,0.2790088355541229,,,,
,,13,0.3102681636810303,,,,
,0,106,,0.23098787665367126,,,
,0,106,,,1.1452298164367676,0.6458333730697632,0.4250991940498352
0.47798386216163635,1,107,,,,,
0.41372784972190857,1,108,,,,,
0.526279091835022,1,109,,,,,
0.5321000218391418,1,110,,,,,
0.27840349078178406,1,111,,,,,
0.37059101462364197,1,112,,,,,
0.42567121982574463,1,113,,,,,
0.2840951979160309,1,114,,,,,
0.33266332745552063,1,115,,,,,
0.28682059049606323,1,116,,,,,
0.45931917428970337,1,117,,,,,
0.3166857957839966,1,118,,,,,
0.39632463455200195,1,119,,,,,
0.3138658404350281,1,120,,,,,
0.4299888014793396,1,121,,,,,
0.36016684770584106,1,122,,,,,
0.30991196632385254,1,123,,,,,
0.28137585520744324,1,124,,,,,
0.3066967725753784,1,125,,,,,
0.3855673670768738,1,126,,,,,
0.32531416416168213,1,127,,,,,
0.35991767048835754,1,128,,,,,
0.4314175844192505,1,129,,,,,
0.3255956470966339,1,130,,,,,
0.33077144622802734,1,131,,,,,
0.3782478868961334,1,132,,,,,
0.31034743785858154,1,133,,,,,
0.4094794690608978,1,134,,,,,
0.33785971999168396,1,135,,,,,
0.3488772213459015,1,136,,,,,
0.36389875411987305,1,137,,,,,
0.2769971787929535,1,138,,,,,
0.39123231172561646,1,139,,,,,
0.29689520597457886,1,140,,,,,
0.24358630180358887,1,141,,,,,
0.3274914622306824,1,142,,,,,
0.3375076353549957,1,143,,,,,
0.2653351426124573,1,144,,,,,
0.32638704776763916,1,145,,,,,
0.27422651648521423,1,146,,,,,
0.29404309391975403,1,147,,,,,
0.28603261709213257,1,148,,,,,
0.31986522674560547,1,149,,,,,
0.33215561509132385,1,150,,,,,
0.3506672978401184,1,151,,,,,
0.25211718678474426,1,152,,,,,
0.3122672140598297,1,153,,,,,
0.3635264039039612,1,154,,,,,
0.3460673987865448,1,155,,,,,
0.30812644958496094,1,156,,,,,
0.2991946041584015,1,157,,,,,
0.2752820551395416,1,158,,,,,
0.32722750306129456,1,159,,,,,
0.29259973764419556,1,160,,,,,
0.2653016149997711,1,161,,,,,
0.22178798913955688,1,162,,,,,
0.2662788927555084,1,163,,,,,
0.2831856608390808,1,164,,,,,
0.25238290429115295,1,165,,,,,
0.3075791895389557,1,166,,,,,
0.25971516966819763,1,167,,,,,
0.2397102266550064,1,168,,,,,
0.26954689621925354,1,169,,,,,
0.2628624737262726,1,170,,,,,
0.2735176980495453,1,171,,,,,
0.24053700268268585,1,172,,,,,
0.3086080849170685,1,173,,,,,
0.2620077133178711,1,174,,,,,
