step,csv-train_loss_step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/exact,csv-train_loss_epoch,csv-accuracy/validator
0,3.0767617225646973,0,,,,,
1,3.121171712875366,0,,,,,
2,2.677476406097412,0,,,,,
3,2.6851727962493896,0,,,,,
4,2.380758047103882,0,,,,,
5,2.2027902603149414,0,,,,,
6,2.303166627883911,0,,,,,
7,2.1843931674957275,0,,,,,
8,2.105145215988159,0,,,,,
9,1.853016972541809,0,,,,,
10,1.817678689956665,0,,,,,
11,1.8683059215545654,0,,,,,
12,1.8482935428619385,0,,,,,
13,1.7392566204071045,0,,,,,
14,1.7559527158737183,0,,,,,
15,1.6702136993408203,0,,,,,
16,1.6179968118667603,0,,,,,
17,1.6346986293792725,0,,,,,
18,1.5354856252670288,0,,,,,
19,1.4587055444717407,0,,,,,
20,1.4324619770050049,0,,,,,
21,1.3901408910751343,0,,,,,
22,1.4031614065170288,0,,,,,
23,1.3261597156524658,0,,,,,
24,1.4466900825500488,0,,,,,
25,1.4701155424118042,0,,,,,
26,1.3215625286102295,0,,,,,
27,1.2822864055633545,0,,,,,
28,1.2653273344039917,0,,,,,
29,1.2521713972091675,0,,,,,
30,1.1098829507827759,0,,,,,
31,1.2958942651748657,0,,,,,
32,1.20856511592865,0,,,,,
33,1.1660503149032593,0,,,,,
34,1.11172616481781,0,,,,,
35,1.0300219058990479,0,,,,,
36,1.1115847826004028,0,,,,,
37,1.1253467798233032,0,,,,,
38,1.0482921600341797,0,,,,,
39,1.033280372619629,0,,,,,
40,1.0422223806381226,0,,,,,
41,1.0177457332611084,0,,,,,
42,1.0228033065795898,0,,,,,
43,0.9857231378555298,0,,,,,
44,0.8758968114852905,0,,,,,
45,0.8759886026382446,0,,,,,
46,0.873539924621582,0,,,,,
47,0.8635103106498718,0,,,,,
48,0.8435801267623901,0,,,,,
49,0.8635502457618713,0,,,,,
50,0.7575366497039795,0,,,,,
51,0.778744101524353,0,,,,,
52,0.6756777763366699,0,,,,,
53,0.6906777620315552,0,,,,,
54,0.7400652766227722,0,,,,,
55,0.7318558692932129,0,,,,,
56,0.7249163389205933,0,,,,,
57,0.5822468996047974,0,,,,,
58,0.6414446234703064,0,,,,,
59,0.7689186930656433,0,,,,,
60,0.5602051019668579,0,,,,,
61,0.5865633487701416,0,,,,,
62,0.6006195545196533,0,,,,,
63,0.5072886347770691,0,,,,,
64,0.49010226130485535,0,,,,,
65,0.5034728050231934,0,,,,,
66,0.593542754650116,0,,,,,
67,0.46302446722984314,0,,,,,
68,0.5973682999610901,0,,,,,
69,0.49392157793045044,0,,,,,
70,0.5156662464141846,0,,,,,
71,0.5044939517974854,0,,,,,
72,0.5233508944511414,0,,,,,
73,0.5320512056350708,0,,,,,
74,0.4430859088897705,0,,,,,
75,0.4391179084777832,0,,,,,
76,0.48370087146759033,0,,,,,
77,0.5088666081428528,0,,,,,
78,0.3901187777519226,0,,,,,
79,0.4016376733779907,0,,,,,
80,0.4847579896450043,0,,,,,
81,0.33613407611846924,0,,,,,
82,0.46632489562034607,0,,,,,
83,0.4041137397289276,0,,,,,
84,0.47240757942199707,0,,,,,
85,0.42429840564727783,0,,,,,
86,0.3868085443973541,0,,,,,
87,0.3369361460208893,0,,,,,
88,0.30236899852752686,0,,,,,
89,0.3541317582130432,0,,,,,
90,0.2311241179704666,0,,,,,
91,0.27843281626701355,0,,,,,
92,0.3200613260269165,0,,,,,
93,0.2524031698703766,0,,,,,
94,0.34305906295776367,0,,,,,
95,0.3289269208908081,0,,,,,
96,0.27444279193878174,0,,,,,
97,0.2829340398311615,0,,,,,
98,0.30733615159988403,0,,,,,
99,0.3141099810600281,0,,,,,
100,0.25124332308769226,0,,,,,
101,0.34896528720855713,0,,,,,
102,0.2711421549320221,0,,,,,
103,0.29444196820259094,0,,,,,
104,0.221521258354187,0,,,,,
105,0.25416719913482666,0,,,,,
106,0.23873750865459442,0,,,,,
107,0.2368539273738861,0,,,,,
108,0.23131075501441956,0,,,,,
109,0.18920961022377014,0,,,,,
110,0.18506072461605072,0,,,,,
111,0.242573544383049,0,,,,,
112,0.17839272320270538,0,,,,,
113,0.2912602722644806,0,,,,,
114,0.27315792441368103,0,,,,,
115,0.27843138575553894,0,,,,,
116,0.2521481513977051,0,,,,,
117,0.22724482417106628,0,,,,,
118,0.1702699512243271,0,,,,,
119,0.2151167392730713,0,,,,,
120,0.2572675347328186,0,,,,,
121,0.25951528549194336,0,,,,,
122,0.2915440797805786,0,,,,,
123,0.2887321710586548,0,,,,,
124,0.20522870123386383,0,,,,,
125,0.24619145691394806,0,,,,,
126,0.1689828485250473,0,,,,,
127,0.1686154007911682,0,,,,,
128,0.23488430678844452,0,,,,,
129,0.23107998073101044,0,,,,,
130,0.20076030492782593,0,,,,,
131,0.17487318813800812,0,,,,,
132,0.24910955131053925,0,,,,,
133,0.15821410715579987,0,,,,,
134,0.15794514119625092,0,,,,,
135,0.14633384346961975,0,,,,,
136,0.22464142739772797,0,,,,,
137,0.1934247612953186,0,,,,,
138,0.20235636830329895,0,,,,,
139,0.17198145389556885,0,,,,,
140,0.11205005645751953,0,,,,,
141,0.19338136911392212,0,,,,,
142,0.17700305581092834,0,,,,,
143,0.1846143752336502,0,,,,,
144,0.20332810282707214,0,,,,,
145,0.16548912227153778,0,,,,,
146,0.17159561812877655,0,,,,,
147,0.15403127670288086,0,,,,,
148,0.11851143836975098,0,,,,,
149,0.23675882816314697,0,,,,,
150,0.15211181342601776,0,,,,,
151,0.13017453253269196,0,,,,,
152,0.11334486305713654,0,,,,,
153,0.1343856304883957,0,,,,,
154,0.052613914012908936,0,,,,,
155,0.12266531586647034,0,,,,,
156,0.11791390180587769,0,,,,,
157,0.13938309252262115,0,,,,,
158,0.2039812207221985,0,,,,,
159,0.17047247290611267,0,,,,,
160,0.10295182466506958,0,,,,,
161,0.12735161185264587,0,,,,,
162,0.1333804875612259,0,,,,,
163,0.12086134403944016,0,,,,,
164,0.16495320200920105,0,,,,,
