csv-epoch,csv-train_loss_step,step,csv-val_loss_step,csv-val_loss_epoch,csv-train_loss_epoch,csv-accuracy/validator,csv-accuracy/exact
0,3.9166793823242188,0,,,,,
0,3.227782964706421,1,,,,,
0,3.522003173828125,2,,,,,
0,3.3583297729492188,3,,,,,
0,3.085728168487549,4,,,,,
0,2.742396116256714,5,,,,,
0,2.4091925621032715,6,,,,,
0,2.502560615539551,7,,,,,
0,2.4552597999572754,8,,,,,
0,2.3907558917999268,9,,,,,
0,2.1590828895568848,10,,,,,
0,2.1807610988616943,11,,,,,
0,2.1288528442382812,12,,,,,
0,1.9387840032577515,13,,,,,
0,1.8767316341400146,14,,,,,
0,1.9478745460510254,15,,,,,
0,1.6970335245132446,16,,,,,
0,1.6068483591079712,17,,,,,
0,1.5042308568954468,18,,,,,
0,1.5614782571792603,19,,,,,
0,1.8113682270050049,20,,,,,
0,1.5374232530593872,21,,,,,
0,1.3869574069976807,22,,,,,
0,1.4751923084259033,23,,,,,
0,1.32783043384552,24,,,,,
0,1.4104342460632324,25,,,,,
0,1.4780641794204712,26,,,,,
0,1.1192995309829712,27,,,,,
0,1.41727876663208,28,,,,,
0,1.1766356229782104,29,,,,,
0,1.3362336158752441,30,,,,,
0,1.4002690315246582,31,,,,,
0,1.1438260078430176,32,,,,,
0,1.2034798860549927,33,,,,,
0,1.0558596849441528,34,,,,,
0,1.260262131690979,35,,,,,
0,0.9765384793281555,36,,,,,
0,0.9662851691246033,37,,,,,
0,1.134175419807434,38,,,,,
0,1.0438263416290283,39,,,,,
,,0,0.6344786882400513,,,,
,,1,0.5736446380615234,,,,
,,2,0.9293241500854492,,,,
,,3,0.6854780316352844,,,,
,,4,0.5717144012451172,,,,
,,5,0.7771976590156555,,,,
,,6,0.6605713367462158,,,,
,,7,0.7770014405250549,,,,
,,8,0.6469664573669434,,,,
,,9,0.8461125493049622,,,,
,,10,0.574232816696167,,,,
,,11,0.5472472906112671,,,,
,,12,0.7174504995346069,,,,
,,13,0.8571568727493286,,,,
,,14,0.7484844326972961,,,,
