csv-train_loss_step,csv-epoch,step,csv-val_loss_step,csv-val_loss_epoch,csv-train_loss_epoch,csv-accuracy/exact,csv-accuracy/validator
3.697399139404297,0,0,,,,,
3.4155941009521484,0,1,,,,,
3.298656463623047,0,2,,,,,
3.03140926361084,0,3,,,,,
2.7287516593933105,0,4,,,,,
2.6221940517425537,0,5,,,,,
2.7154641151428223,0,6,,,,,
2.521327495574951,0,7,,,,,
2.248701810836792,0,8,,,,,
2.2600173950195312,0,9,,,,,
2.081096649169922,0,10,,,,,
1.976579189300537,0,11,,,,,
1.9805574417114258,0,12,,,,,
2.0838193893432617,0,13,,,,,
2.1004559993743896,0,14,,,,,
1.837103247642517,0,15,,,,,
1.9210929870605469,0,16,,,,,
1.8488932847976685,0,17,,,,,
1.6977152824401855,0,18,,,,,
1.8372514247894287,0,19,,,,,
1.743288516998291,0,20,,,,,
1.780696988105774,0,21,,,,,
1.5824134349822998,0,22,,,,,
1.6150455474853516,0,23,,,,,
1.5950827598571777,0,24,,,,,
1.5219075679779053,0,25,,,,,
1.5545284748077393,0,26,,,,,
1.5636297464370728,0,27,,,,,
1.3974050283432007,0,28,,,,,
1.4945459365844727,0,29,,,,,
1.486297845840454,0,30,,,,,
1.4892725944519043,0,31,,,,,
1.3322690725326538,0,32,,,,,
1.3217824697494507,0,33,,,,,
1.3286795616149902,0,34,,,,,
1.3658305406570435,0,35,,,,,
1.4714560508728027,0,36,,,,,
1.2422797679901123,0,37,,,,,
1.4084547758102417,0,38,,,,,
1.1758410930633545,0,39,,,,,
1.2306756973266602,0,40,,,,,
,,0,0.8869735598564148,,,,
,,1,0.9968507885932922,,,,
,,2,0.7933827638626099,,,,
,,3,0.8708370923995972,,,,
,,4,0.8790043592453003,,,,
,,5,1.0250372886657715,,,,
,0,40,,0.8888152241706848,,,
,0,40,,,1.9278337955474854,0.0,0.015625
1.2379168272018433,1,41,,,,,
1.2660232782363892,1,42,,,,,
1.1106635332107544,1,43,,,,,
1.3294408321380615,1,44,,,,,
1.1584653854370117,1,45,,,,,
1.4280627965927124,1,46,,,,,
1.141828179359436,1,47,,,,,
1.1598261594772339,1,48,,,,,
1.2350337505340576,1,49,,,,,
1.2041852474212646,1,50,,,,,
1.1906723976135254,1,51,,,,,
1.2493555545806885,1,52,,,,,
1.170009970664978,1,53,,,,,
1.0531630516052246,1,54,,,,,
1.3460723161697388,1,55,,,,,
1.1464310884475708,1,56,,,,,
1.213702917098999,1,57,,,,,
1.2029945850372314,1,58,,,,,
1.0369322299957275,1,59,,,,,
1.1878278255462646,1,60,,,,,
