csv-train_loss_step,csv-epoch,step,csv-val_loss_step,csv-val_loss_epoch,csv-train_loss_epoch,csv-accuracy/exact,csv-accuracy/validator
13.132514953613281,0,0,,,,,
0.88271564245224,0,1,,,,,
0.2350376844406128,0,2,,,,,
0.19808077812194824,0,3,,,,,
0.16597190499305725,0,4,,,,,
0.13489757478237152,0,5,,,,,
0.22896865010261536,0,6,,,,,
0.12776696681976318,0,7,,,,,
0.11298004537820816,0,8,,,,,
0.11114726215600967,0,9,,,,,
0.12311132252216339,0,10,,,,,
0.1558634638786316,0,11,,,,,
0.11365002393722534,0,12,,,,,
0.11270727217197418,0,13,,,,,
0.09791962802410126,0,14,,,,,
0.09711447358131409,0,15,,,,,
0.09257175028324127,0,16,,,,,
0.1191873550415039,0,17,,,,,
0.09627067297697067,0,18,,,,,
0.09015411138534546,0,19,,,,,
0.08202938735485077,0,20,,,,,
0.07412641495466232,0,21,,,,,
0.08640074729919434,0,22,,,,,
0.13354948163032532,0,23,,,,,
0.08835272490978241,0,24,,,,,
0.09024656563997269,0,25,,,,,
0.0822632908821106,0,26,,,,,
0.11057139188051224,0,27,,,,,
0.09259721636772156,0,28,,,,,
0.07285616546869278,0,29,,,,,
0.08420007675886154,0,30,,,,,
0.09081093966960907,0,31,,,,,
0.0950014591217041,0,32,,,,,
0.08101315796375275,0,33,,,,,
0.07244636118412018,0,34,,,,,
0.07299447804689407,0,35,,,,,
0.11253829300403595,0,36,,,,,
0.12314946204423904,0,37,,,,,
0.06527955830097198,0,38,,,,,
0.07001064717769623,0,39,,,,,
0.11124097555875778,0,40,,,,,
0.0707414448261261,0,41,,,,,
0.05298234894871712,0,42,,,,,
0.07042454183101654,0,43,,,,,
0.07450255751609802,0,44,,,,,
0.06960429251194,0,45,,,,,
0.05340195447206497,0,46,,,,,
0.09502139687538147,0,47,,,,,
0.07265894114971161,0,48,,,,,
0.06310787051916122,0,49,,,,,
0.05699722841382027,0,50,,,,,
0.04354829341173172,0,51,,,,,
0.05542837083339691,0,52,,,,,
0.06493878364562988,0,53,,,,,
0.050904497504234314,0,54,,,,,
0.0353795550763607,0,55,,,,,
0.08096543699502945,0,56,,,,,
0.08925040811300278,0,57,,,,,
0.04273199290037155,0,58,,,,,
0.037261150777339935,0,59,,,,,
0.04105723276734352,0,60,,,,,
0.060968175530433655,0,61,,,,,
0.0742640346288681,0,62,,,,,
0.051508888602256775,0,63,,,,,
0.050013162195682526,0,64,,,,,
0.05897890776395798,0,65,,,,,
0.08727725595235825,0,66,,,,,
0.04778639227151871,0,67,,,,,
0.054896168410778046,0,68,,,,,
0.04960237070918083,0,69,,,,,
0.04906494915485382,0,70,,,,,
0.04697899892926216,0,71,,,,,
0.0672973245382309,0,72,,,,,
0.03523125499486923,0,73,,,,,
0.05784228444099426,0,74,,,,,
0.05894196033477783,0,75,,,,,
0.04480384662747383,0,76,,,,,
0.024508871138095856,0,77,,,,,
0.0761169046163559,0,78,,,,,
0.05181589722633362,0,79,,,,,
,,0,0.044265031814575195,,,,
,,1,0.02285480871796608,,,,
,,2,0.05317112058401108,,,,
,,3,0.0745561420917511,,,,
,,4,0.06465368717908859,,,,
,,5,0.07982911914587021,,,,
,,6,0.057923153042793274,,,,
,,7,0.0790882259607315,,,,
,,8,0.07782672345638275,,,,
,,9,0.044228505343198776,,,,
,0,79,,0.0598396472632885,,,
,0,79,,,0.2573639154434204,0.0,0.07500000298023224
0.061775654554367065,1,80,,,,,
0.06533636152744293,1,81,,,,,
0.06316240131855011,1,82,,,,,
0.05013520270586014,1,83,,,,,
0.03812791407108307,1,84,,,,,
0.06835836172103882,1,85,,,,,
0.061066292226314545,1,86,,,,,
0.05612891912460327,1,87,,,,,
0.035279110074043274,1,88,,,,,
0.04490832984447479,1,89,,,,,
0.02813766524195671,1,90,,,,,
0.041986167430877686,1,91,,,,,
0.03515200689435005,1,92,,,,,
0.05366499349474907,1,93,,,,,
0.04655174911022186,1,94,,,,,
0.034196898341178894,1,95,,,,,
0.042664334177970886,1,96,,,,,
0.0735093429684639,1,97,,,,,
0.05982362478971481,1,98,,,,,
0.03225403279066086,1,99,,,,,
0.03849579393863678,1,100,,,,,
0.045736752450466156,1,101,,,,,
0.055362340062856674,1,102,,,,,
0.033806703984737396,1,103,,,,,
0.03860325366258621,1,104,,,,,
0.03892099857330322,1,105,,,,,
0.032763779163360596,1,106,,,,,
0.02583412453532219,1,107,,,,,
0.057910431176424026,1,108,,,,,
0.04173769801855087,1,109,,,,,
0.033161651343107224,1,110,,,,,
0.058277033269405365,1,111,,,,,
0.054479606449604034,1,112,,,,,
0.04441782087087631,1,113,,,,,
0.041661977767944336,1,114,,,,,
0.023696638643741608,1,115,,,,,
0.038309648633003235,1,116,,,,,
0.03258595988154411,1,117,,,,,
0.05942165106534958,1,118,,,,,
0.025436267256736755,1,119,,,,,
0.072713702917099,1,120,,,,,
