csv-train_loss_step,step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-accuracy/exact,csv-train_loss_epoch
3.7528815269470215,0,0,,,,,
3.4660887718200684,1,0,,,,,
3.210712432861328,2,0,,,,,
2.995554208755493,3,0,,,,,
2.9244942665100098,4,0,,,,,
2.6594557762145996,5,0,,,,,
2.5297131538391113,6,0,,,,,
2.5122897624969482,7,0,,,,,
2.3005032539367676,8,0,,,,,
2.192610502243042,9,0,,,,,
,0,,1.745176911354065,,,,
,1,,1.800343632698059,,,,
,9,0,,1.7562100887298584,,,
,9,0,,,0.0,0.0,2.8544301986694336
2.1762053966522217,10,1,,,,,
1.9836961030960083,11,1,,,,,
1.9665632247924805,12,1,,,,,
1.889297366142273,13,1,,,,,
1.840092658996582,14,1,,,,,
1.8380990028381348,15,1,,,,,
1.7838555574417114,16,1,,,,,
1.7492033243179321,17,1,,,,,
1.7141073942184448,18,1,,,,,
1.649662733078003,19,1,,,,,
,2,,1.276039958000183,,,,
,3,,1.3216007947921753,,,,
,19,1,,1.2851521968841553,,,
,19,1,,,0.0,0.0,1.8590781688690186
1.5852841138839722,20,2,,,,,
1.597496509552002,21,2,,,,,
1.4339045286178589,22,2,,,,,
1.4413905143737793,23,2,,,,,
1.3918428421020508,24,2,,,,,
1.4096773862838745,25,2,,,,,
1.3505617380142212,26,2,,,,,
1.3368711471557617,27,2,,,,,
1.3408275842666626,28,2,,,,,
1.3397222757339478,29,2,,,,,
,4,,1.0339511632919312,,,,
,5,,1.062157154083252,,,,
,29,2,,1.0395925045013428,,,
,29,2,,,0.0,0.0,1.422757863998413
1.2838958501815796,30,3,,,,,
1.2880007028579712,31,3,,,,,
1.2570173740386963,32,3,,,,,
1.2390198707580566,33,3,,,,,
1.2374389171600342,34,3,,,,,
1.2241830825805664,35,3,,,,,
1.1877901554107666,36,3,,,,,
1.1451711654663086,37,3,,,,,
1.1784588098526,38,3,,,,,
1.2196539640426636,39,3,,,,,
,6,,0.8390600681304932,,,,
,7,,0.8503840565681458,,,,
,39,3,,0.8413248062133789,,,
,39,3,,,0.046875,0.0,1.2260630130767822
1.191452980041504,40,4,,,,,
1.1656886339187622,41,4,,,,,
1.1019423007965088,42,4,,,,,
1.0268139839172363,43,4,,,,,
1.0779879093170166,44,4,,,,,
1.0175988674163818,45,4,,,,,
1.0462274551391602,46,4,,,,,
1.0512255430221558,47,4,,,,,
0.9986470937728882,48,4,,,,,
0.932651937007904,49,4,,,,,
,8,,0.7162937521934509,,,,
,9,,0.7273646593093872,,,,
,49,4,,0.7185078859329224,,,
,49,4,,,0.15625,0.0,1.0610237121582031
0.9557669162750244,50,5,,,,,
1.019059658050537,51,5,,,,,
0.9589543342590332,52,5,,,,,
0.920587956905365,53,5,,,,,
0.921660304069519,54,5,,,,,
0.8933897614479065,55,5,,,,,
0.8516019582748413,56,5,,,,,
0.9395211935043335,57,5,,,,,
0.8601275086402893,58,5,,,,,
0.9165771007537842,59,5,,,,,
,10,,0.6429775357246399,,,,
,11,,0.6449193954467773,,,,
,59,5,,0.6433659195899963,,,
,59,5,,,0.15625,0.0,0.9237247705459595
0.8709690570831299,60,6,,,,,
0.9003205299377441,61,6,,,,,
0.7658239006996155,62,6,,,,,
0.8236120343208313,63,6,,,,,
0.8140595555305481,64,6,,,,,
0.7578719854354858,65,6,,,,,
0.7733643054962158,66,6,,,,,
0.7568415999412537,67,6,,,,,
0.7575612664222717,68,6,,,,,
0.7508007287979126,69,6,,,,,
,12,,0.5453563928604126,,,,
,13,,0.538608968257904,,,,
,69,6,,0.5440069437026978,,,
,69,6,,,0.1796875,0.0078125,0.7971225380897522
0.7337533235549927,70,7,,,,,
0.685204803943634,71,7,,,,,
0.8082342147827148,72,7,,,,,
0.7483186721801758,73,7,,,,,
0.6277493238449097,74,7,,,,,
0.6601870656013489,75,7,,,,,
0.6778650283813477,76,7,,,,,
0.6365619897842407,77,7,,,,,
0.6806280612945557,78,7,,,,,
0.5400285720825195,79,7,,,,,
,14,,0.41709861159324646,,,,
,15,,0.40142303705215454,,,,
,79,7,,0.4139634966850281,,,
,79,7,,,0.390625,0.1328125,0.6798531413078308
0.6196896433830261,80,8,,,,,
0.5871355533599854,81,8,,,,,
0.6182652115821838,82,8,,,,,
0.562598705291748,83,8,,,,,
0.6375913619995117,84,8,,,,,
0.5776074528694153,85,8,,,,,
0.476370245218277,86,8,,,,,
0.5804373621940613,87,8,,,,,
0.46785613894462585,88,8,,,,,
0.6476678848266602,89,8,,,,,
,16,,0.32347723841667175,,,,
,17,,0.3094720244407654,,,,
