step,csv-train_loss_step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-train_loss_epoch,csv-accuracy/exact,csv-accuracy/validator
0,12.862760543823242,0,,,,,
1,0.9354928135871887,0,,,,,
2,0.16186414659023285,0,,,,,
3,0.2165570706129074,0,,,,,
4,0.16823194921016693,0,,,,,
5,0.13895617425441742,0,,,,,
6,0.17148377001285553,0,,,,,
7,0.13386820256710052,0,,,,,
8,0.12209046632051468,0,,,,,
9,0.1485709249973297,0,,,,,
10,0.11472591757774353,0,,,,,
11,0.12968118488788605,0,,,,,
12,0.09984032809734344,0,,,,,
13,0.09883590787649155,0,,,,,
14,0.14142177999019623,0,,,,,
15,0.08994978666305542,0,,,,,
16,0.08690914511680603,0,,,,,
17,0.08514171838760376,0,,,,,
18,0.11604230105876923,0,,,,,
19,0.12132950872182846,0,,,,,
20,0.08403363823890686,0,,,,,
21,0.11998286843299866,0,,,,,
22,0.11905140429735184,0,,,,,
23,0.06989908963441849,0,,,,,
24,0.09486392885446548,0,,,,,
25,0.08220494538545609,0,,,,,
26,0.0947280004620552,0,,,,,
27,0.08480726182460785,0,,,,,
28,0.10744845867156982,0,,,,,
29,0.08310195803642273,0,,,,,
30,0.08735081553459167,0,,,,,
31,0.06713473051786423,0,,,,,
32,0.05695509910583496,0,,,,,
33,0.09163515269756317,0,,,,,
34,0.0692751556634903,0,,,,,
35,0.05854849889874458,0,,,,,
36,0.06357467919588089,0,,,,,
37,0.0606674924492836,0,,,,,
38,0.06443008780479431,0,,,,,
39,0.07603484392166138,0,,,,,
40,0.06055232882499695,0,,,,,
41,0.08094558119773865,0,,,,,
42,0.05426429212093353,0,,,,,
43,0.05882623419165611,0,,,,,
44,0.05715853348374367,0,,,,,
45,0.06919105350971222,0,,,,,
46,0.08111398667097092,0,,,,,
47,0.0672241672873497,0,,,,,
48,0.05334318056702614,0,,,,,
49,0.07034187763929367,0,,,,,
50,0.057474154978990555,0,,,,,
51,0.0624091662466526,0,,,,,
52,0.05240781232714653,0,,,,,
53,0.0725637748837471,0,,,,,
54,0.06602887064218521,0,,,,,
55,0.09335951507091522,0,,,,,
56,0.07826704531908035,0,,,,,
57,0.053979262709617615,0,,,,,
58,0.07503195852041245,0,,,,,
59,0.037792738527059555,0,,,,,
60,0.07833594083786011,0,,,,,
61,0.040107619017362595,0,,,,,
62,0.07114426791667938,0,,,,,
63,0.04277368634939194,0,,,,,
64,0.04690369963645935,0,,,,,
65,0.06773904711008072,0,,,,,
66,0.07344159483909607,0,,,,,
67,0.057578157633543015,0,,,,,
68,0.04473936930298805,0,,,,,
69,0.050208598375320435,0,,,,,
70,0.05962846055626869,0,,,,,
71,0.0363650843501091,0,,,,,
72,0.061904121190309525,0,,,,,
73,0.10035090893507004,0,,,,,
74,0.05632954090833664,0,,,,,
75,0.05952630937099457,0,,,,,
76,0.05201324447989464,0,,,,,
77,0.03974257409572601,0,,,,,
78,0.0437789224088192,0,,,,,
79,0.04717828705906868,0,,,,,
80,0.0648733451962471,0,,,,,
81,0.06128779053688049,0,,,,,
82,0.052799440920352936,0,,,,,
83,0.04508903622627258,0,,,,,
84,0.05516617000102997,0,,,,,
85,0.05960582569241524,0,,,,,
86,0.03631267696619034,0,,,,,
87,0.04645233228802681,0,,,,,
88,0.06725215911865234,0,,,,,
89,0.04526802524924278,0,,,,,
90,0.036384813487529755,0,,,,,
91,0.04208314046263695,0,,,,,
92,0.058814387768507004,0,,,,,
93,0.037897489964962006,0,,,,,
94,0.03720443323254585,0,,,,,
95,0.04016238823533058,0,,,,,
96,0.04249747097492218,0,,,,,
97,0.04992260783910751,0,,,,,
98,0.09208471328020096,0,,,,,
99,0.07213923335075378,0,,,,,
100,0.07698935270309448,0,,,,,
101,0.050194211304187775,0,,,,,
102,0.04706064239144325,0,,,,,
103,0.039429277181625366,0,,,,,
104,0.05949641019105911,0,,,,,
105,0.05445278808474541,0,,,,,
106,0.04321464151144028,0,,,,,
107,0.08524391800165176,0,,,,,
108,0.05527207627892494,0,,,,,
109,0.03329151123762131,0,,,,,
110,0.06103096529841423,0,,,,,
111,0.06329978257417679,0,,,,,
112,0.048618294298648834,0,,,,,
113,0.03943228721618652,0,,,,,
114,0.04328516870737076,0,,,,,
115,0.07488228380680084,0,,,,,
116,0.04257308319211006,0,,,,,
117,0.036033302545547485,0,,,,,
118,0.03953084349632263,0,,,,,
119,0.03583510220050812,0,,,,,
120,0.04636503756046295,0,,,,,
121,0.04690627381205559,0,,,,,
122,0.05276159569621086,0,,,,,
123,0.07246533036231995,0,,,,,
124,0.06443005055189133,0,,,,,
125,0.043321359902620316,0,,,,,
126,0.030161874368786812,0,,,,,
127,0.0345684252679348,0,,,,,
128,0.06961524486541748,0,,,,,
129,0.06289619207382202,0,,,,,
130,0.04720296710729599,0,,,,,
131,0.05025593936443329,0,,,,,
132,0.04157073423266411,0,,,,,
133,0.058576878160238266,0,,,,,
134,0.03589634597301483,0,,,,,
135,0.04978986084461212,0,,,,,
136,0.0648164451122284,0,,,,,
137,0.05764196440577507,0,,,,,
138,0.044322412461042404,0,,,,,
139,0.04541759565472603,0,,,,,
140,0.056227393448352814,0,,,,,
141,0.04108390957117081,0,,,,,
142,0.03549700602889061,0,,,,,
143,0.042075689882040024,0,,,,,
144,0.0573333315551281,0,,,,,
145,0.049547187983989716,0,,,,,
146,0.06930550932884216,0,,,,,
147,0.03652023896574974,0,,,,,
148,0.04109017550945282,0,,,,,
149,0.03345818817615509,0,,,,,
150,0.035921189934015274,0,,,,,
151,0.03254091739654541,0,,,,,
152,0.02984732575714588,0,,,,,
153,0.06538891792297363,0,,,,,
154,0.030633622780442238,0,,,,,
155,0.044847678393125534,0,,,,,
156,0.03559088706970215,0,,,,,
157,0.06780234724283218,0,,,,,
158,0.052164044231176376,0,,,,,
159,0.05220963433384895,0,,,,,
160,0.03571923449635506,0,,,,,
161,0.06214559078216553,0,,,,,
162,0.045439526438713074,0,,,,,
163,0.0636608824133873,0,,,,,
164,0.02517089806497097,0,,,,,
165,0.029508743435144424,0,,,,,
166,0.0672156810760498,0,,,,,
167,0.04838786646723747,0,,,,,
168,0.0499037504196167,0,,,,,
169,0.05511006712913513,0,,,,,
170,0.04046700894832611,0,,,,,
171,0.03412418067455292,0,,,,,
172,0.03699954226613045,0,,,,,
173,0.04383484646677971,0,,,,,
174,0.04764809086918831,0,,,,,
175,0.06056196242570877,0,,,,,
176,0.038629770278930664,0,,,,,
177,0.035553574562072754,0,,,,,
178,0.035355016589164734,0,,,,,
179,0.04192759469151497,0,,,,,
180,0.044540029019117355,0,,,,,
181,0.037615008652210236,0,,,,,
182,0.027365094050765038,0,,,,,
183,0.03475210815668106,0,,,,,
184,0.0359770841896534,0,,,,,
185,0.13080574572086334,0,,,,,
186,0.055415667593479156,0,,,,,
187,0.05181967467069626,0,,,,,
188,0.05159103870391846,0,,,,,
189,0.04852705076336861,0,,,,,
190,0.039550743997097015,0,,,,,
191,0.05073980242013931,0,,,,,
192,0.061297908425331116,0,,,,,
193,0.03782112896442413,0,,,,,
194,0.04128063842654228,0,,,,,
195,0.05052218213677406,0,,,,,
196,0.03777693957090378,0,,,,,
197,0.037345144897699356,0,,,,,
198,0.05676113814115524,0,,,,,
199,0.06820780038833618,0,,,,,
200,0.08425477147102356,0,,,,,
201,0.05743525177240372,0,,,,,
202,0.04717259109020233,0,,,,,
203,0.04912362992763519,0,,,,,
204,0.042366452515125275,0,,,,,
205,0.02937120571732521,0,,,,,
206,0.04668988287448883,0,,,,,
207,0.029669616371393204,0,,,,,
208,0.06409607082605362,0,,,,,
209,0.0641484335064888,0,,,,,
210,0.03435410186648369,0,,,,,
211,0.04992588236927986,0,,,,,
212,0.04163195937871933,0,,,,,
213,0.032102953642606735,0,,,,,
214,0.04229173809289932,0,,,,,
215,0.02672305330634117,0,,,,,
216,0.05136047303676605,0,,,,,
217,0.04039306566119194,0,,,,,
218,0.03616686910390854,0,,,,,
219,0.04576876014471054,0,,,,,
220,0.04827475920319557,0,,,,,
221,0.026154307648539543,0,,,,,
222,0.049088019877672195,0,,,,,
223,0.05534811690449715,0,,,,,
224,0.0709364041686058,0,,,,,
225,0.04282715916633606,0,,,,,
226,0.054434824734926224,0,,,,,
227,0.0470343679189682,0,,,,,
228,0.04203025996685028,0,,,,,
229,0.044729083776474,0,,,,,
230,0.05833218991756439,0,,,,,
231,0.04128287732601166,0,,,,,
232,0.0567588172852993,0,,,,,
233,0.05055058375000954,0,,,,,
234,0.025345392525196075,0,,,,,
235,0.03254559263586998,0,,,,,
236,0.04393932595849037,0,,,,,
237,0.03409765660762787,0,,,,,
238,0.04012279585003853,0,,,,,
239,0.0410056933760643,0,,,,,
240,0.023791253566741943,0,,,,,
241,0.053081214427948,0,,,,,
242,0.03733435645699501,0,,,,,
243,0.0345921516418457,0,,,,,
244,0.04275099188089371,0,,,,,
245,0.04378308355808258,0,,,,,
246,0.06703681498765945,0,,,,,
247,0.044363636523485184,0,,,,,
248,0.052531689405441284,0,,,,,
249,0.06771831214427948,0,,,,,
250,0.050052210688591,0,,,,,
251,0.05332731083035469,0,,,,,
252,0.034508801996707916,0,,,,,
253,0.028368188068270683,0,,,,,
254,0.03780501335859299,0,,,,,
255,0.0311447661370039,0,,,,,
256,0.03935636207461357,0,,,,,
257,0.03659020736813545,0,,,,,
258,0.02861727774143219,0,,,,,
259,0.04519297555088997,0,,,,,
260,0.02677309140563011,0,,,,,
261,0.050015222281217575,0,,,,,
262,0.01896880567073822,0,,,,,
263,0.0379600003361702,0,,,,,
264,0.027046965435147285,0,,,,,
265,0.050852611660957336,0,,,,,
266,0.03585506230592728,0,,,,,
267,0.02961752936244011,0,,,,,
268,0.03577500954270363,0,,,,,
269,0.05702629312872887,0,,,,,
270,0.052815668284893036,0,,,,,
271,0.04314684122800827,0,,,,,
272,0.043170999735593796,0,,,,,
273,0.03562445566058159,0,,,,,
274,0.0328892320394516,0,,,,,
275,0.05387188866734505,0,,,,,
276,0.04504060745239258,0,,,,,
277,0.04132195934653282,0,,,,,
278,0.05915980786085129,0,,,,,
279,0.06694872677326202,0,,,,,
280,0.029262922704219818,0,,,,,
281,0.0523986853659153,0,,,,,
282,0.06802136451005936,0,,,,,
283,0.03436640650033951,0,,,,,
284,0.03851613774895668,0,,,,,
285,0.0416928194463253,0,,,,,
286,0.04352044686675072,0,,,,,
287,0.0418473444879055,0,,,,,
288,0.046809304505586624,0,,,,,
289,0.03239084780216217,0,,,,,
290,0.04762234911322594,0,,,,,
291,0.07048000395298004,0,,,,,
292,0.03724939003586769,0,,,,,
293,0.04995026811957359,0,,,,,
294,0.062121376395225525,0,,,,,
295,0.029388559982180595,0,,,,,
296,0.03122921660542488,0,,,,,
297,0.053767140954732895,0,,,,,
298,0.076338991522789,0,,,,,
299,0.046278901398181915,0,,,,,
300,0.04522302374243736,0,,,,,
301,0.03045995719730854,0,,,,,
302,0.03585600107908249,0,,,,,
303,0.03694355487823486,0,,,,,
304,0.046590328216552734,0,,,,,
305,0.039845895022153854,0,,,,,
306,0.048119667917490005,0,,,,,
307,0.03135516867041588,0,,,,,
308,0.04325045272707939,0,,,,,
309,0.02859276905655861,0,,,,,
310,0.044314656406641006,0,,,,,
311,0.027394412085413933,0,,,,,
312,0.035516973584890366,0,,,,,
313,0.02866859920322895,0,,,,,
314,0.028944632038474083,0,,,,,
315,0.03225543722510338,0,,,,,
316,0.043391093611717224,0,,,,,
317,0.03126927837729454,0,,,,,
318,0.049365319311618805,0,,,,,
319,0.03413061052560806,0,,,,,
0,,,0.06468432396650314,,,,
1,,,0.053592316806316376,,,,
2,,,0.025713404640555382,,,,
3,,,0.03351512551307678,,,,
4,,,0.020809711888432503,,,,
5,,,0.04293021932244301,,,,
6,,,0.02467304840683937,,,,
7,,,0.03284390643239021,,,,
8,,,0.034984443336725235,,,,
9,,,0.051933757960796356,,,,
10,,,0.033027950674295425,,,,
11,,,0.029422082006931305,,,,
12,,,0.050064608454704285,,,,
13,,,0.0345766581594944,,,,
14,,,0.04072045907378197,,,,
15,,,0.06194431334733963,,,,
16,,,0.053578585386276245,,,,
17,,,0.03772825375199318,,,,
18,,,0.04345200955867767,,,,
19,,,0.029759138822555542,,,,
20,,,0.08337576687335968,,,,
21,,,0.022653477266430855,,,,
22,,,0.0352926030755043,,,,
23,,,0.04919449985027313,,,,
24,,,0.08484869450330734,,,,
25,,,0.036871958523988724,,,,
26,,,0.052630774676799774,,,,
27,,,0.032666370272636414,,,,
28,,,0.05971895530819893,,,,
29,,,0.03337103873491287,,,,
30,,,0.0692649781703949,,,,
31,,,0.029863916337490082,,,,
32,,,0.03688301146030426,,,,
33,,,0.04445478320121765,,,,
34,,,0.05219469591975212,,,,
35,,,0.047725044190883636,,,,
36,,,0.03835753723978996,,,,
37,,,0.04810361564159393,,,,
38,,,0.03081112541258335,,,,
39,,,0.042039670050144196,,,,
319,,0,,0.04325691610574722,,,
319,,0,,,0.0978112742304802,0.0,0.16562500596046448
320,0.0249117873609066,1,,,,,
321,0.04595453292131424,1,,,,,
322,0.05137642100453377,1,,,,,
323,0.02732711285352707,1,,,,,
324,0.04893777519464493,1,,,,,
325,0.0347256176173687,1,,,,,
326,0.03003953956067562,1,,,,,
327,0.03938210383057594,1,,,,,
328,0.035407572984695435,1,,,,,
329,0.0583842396736145,1,,,,,
330,0.028978310525417328,1,,,,,
331,0.048125866800546646,1,,,,,
332,0.02878849394619465,1,,,,,
333,0.028679924085736275,1,,,,,
334,0.030489381402730942,1,,,,,
335,0.02149316482245922,1,,,,,
336,0.026606515049934387,1,,,,,
337,0.05464205518364906,1,,,,,
338,0.024289678782224655,1,,,,,
339,0.028366217389702797,1,,,,,
340,0.044647734612226486,1,,,,,
341,0.03830501437187195,1,,,,,
342,0.02821311354637146,1,,,,,
343,0.029170220717787743,1,,,,,
344,0.0267068762332201,1,,,,,
345,0.03417142480611801,1,,,,,
346,0.02591080777347088,1,,,,,
347,0.03292985260486603,1,,,,,
348,0.033003032207489014,1,,,,,
349,0.0278411116451025,1,,,,,
350,0.04544757306575775,1,,,,,
351,0.03219452127814293,1,,,,,
352,0.03577183187007904,1,,,,,
353,0.068140409886837,1,,,,,
354,0.03177472576498985,1,,,,,
355,0.018568310886621475,1,,,,,
356,0.05482880398631096,1,,,,,
357,0.03512124717235565,1,,,,,
358,0.03524690121412277,1,,,,,
359,0.03296228125691414,1,,,,,
360,0.046588361263275146,1,,,,,
361,0.0420580692589283,1,,,,,
362,0.0347571037709713,1,,,,,
363,0.05230613425374031,1,,,,,
364,0.03517792001366615,1,,,,,
365,0.02712097391486168,1,,,,,
366,0.029785066843032837,1,,,,,
367,0.03969699144363403,1,,,,,
368,0.049930453300476074,1,,,,,
369,0.06941750645637512,1,,,,,
370,0.027794457972049713,1,,,,,
