csv-epoch,step,csv-train_loss_step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-accuracy/exact,csv-train_loss_epoch
0,0,3.689507484436035,,,,,
0,1,3.5671238899230957,,,,,
0,2,3.217984437942505,,,,,
0,3,3.0421462059020996,,,,,
0,4,2.7371301651000977,,,,,
0,5,2.7483131885528564,,,,,
0,6,2.5877692699432373,,,,,
0,7,2.4580399990081787,,,,,
0,8,2.3181207180023193,,,,,
0,9,2.2205569744110107,,,,,
0,10,2.218130111694336,,,,,
0,11,2.2003681659698486,,,,,
0,12,2.040829658508301,,,,,
0,13,1.9863001108169556,,,,,
0,14,1.9604711532592773,,,,,
0,15,1.802026391029358,,,,,
0,16,1.8820854425430298,,,,,
0,17,1.7592647075653076,,,,,
0,18,1.6876178979873657,,,,,
0,19,1.6922056674957275,,,,,
,0,,1.2950215339660645,,,,
,1,,1.3725626468658447,,,,
,2,,1.272369623184204,,,,
0,19,,,1.3215076923370361,,,
0,19,,,,0.0,0.0,2.3907995223999023
1,20,1.6150802373886108,,,,,
1,21,1.6594264507293701,,,,,
1,22,1.7403457164764404,,,,,
1,23,1.448094129562378,,,,,
1,24,1.4559447765350342,,,,,
1,25,1.5481940507888794,,,,,
1,26,1.430322289466858,,,,,
1,27,1.4346479177474976,,,,,
1,28,1.4711236953735352,,,,,
1,29,1.412902593612671,,,,,
1,30,1.422345757484436,,,,,
1,31,1.3201231956481934,,,,,
1,32,1.4150512218475342,,,,,
1,33,1.2359814643859863,,,,,
1,34,1.3716408014297485,,,,,
1,35,1.3367085456848145,,,,,
1,36,1.2018320560455322,,,,,
1,37,1.1956177949905396,,,,,
1,38,1.1119965314865112,,,,,
1,39,1.2031500339508057,,,,,
,3,,0.8768759965896606,,,,
,4,,0.947106659412384,,,,
,5,,0.8846513628959656,,,,
1,39,,,0.9065233469009399,,,
1,39,,,,0.0,0.0,1.4015264511108398
2,40,1.2711288928985596,,,,,
2,41,1.167989730834961,,,,,
2,42,1.2178170680999756,,,,,
2,43,1.1803855895996094,,,,,
2,44,1.140140414237976,,,,,
2,45,1.1595970392227173,,,,,
2,46,1.2244744300842285,,,,,
2,47,1.1185352802276611,,,,,
2,48,1.1025806665420532,,,,,
2,49,1.1652522087097168,,,,,
2,50,1.1290764808654785,,,,,
2,51,1.0416488647460938,,,,,
2,52,1.0881357192993164,,,,,
2,53,1.0901057720184326,,,,,
2,54,0.9979076385498047,,,,,
2,55,0.9274037480354309,,,,,
2,56,1.0119651556015015,,,,,
2,57,0.9740762114524841,,,,,
2,58,0.8920748829841614,,,,,
2,59,0.926435112953186,,,,,
,6,,0.6467278599739075,,,,
,7,,0.7050414681434631,,,,
,8,,0.7074089050292969,,,,
2,59,,,0.6821895241737366,,,
2,59,,,,0.0052083334885537624,0.0,1.0913364887237549
3,60,0.940009355545044,,,,,
3,61,1.1196125745773315,,,,,
3,62,0.885903000831604,,,,,
3,63,0.9152147769927979,,,,,
3,64,0.9680167436599731,,,,,
3,65,0.8733788132667542,,,,,
3,66,0.8291304111480713,,,,,
3,67,0.8891482353210449,,,,,
3,68,0.8584938049316406,,,,,
3,69,0.814015805721283,,,,,
3,70,1.0646411180496216,,,,,
3,71,0.8369953632354736,,,,,
3,72,0.8933186531066895,,,,,
3,73,0.8006746172904968,,,,,
