csv-train_loss_step,step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-train_loss_epoch,csv-accuracy/validator,csv-accuracy/exact
3.290565252304077,0,0,,,,,
2.9349136352539062,1,0,,,,,
2.80997633934021,2,0,,,,,
2.745473623275757,3,0,,,,,
2.534162998199463,4,0,,,,,
2.3899526596069336,5,0,,,,,
2.4505746364593506,6,0,,,,,
2.3776707649230957,7,0,,,,,
2.3835573196411133,8,0,,,,,
2.195236921310425,9,0,,,,,
2.203742742538452,10,0,,,,,
1.9421387910842896,11,0,,,,,
2.0104801654815674,12,0,,,,,
1.951052188873291,13,0,,,,,
1.8246883153915405,14,0,,,,,
1.9136918783187866,15,0,,,,,
1.9173768758773804,16,0,,,,,
1.7949161529541016,17,0,,,,,
1.8182820081710815,18,0,,,,,
1.945838451385498,19,0,,,,,
1.7910434007644653,20,0,,,,,
1.7278828620910645,21,0,,,,,
1.7115905284881592,22,0,,,,,
1.6996760368347168,23,0,,,,,
1.6342459917068481,24,0,,,,,
1.578878402709961,25,0,,,,,
1.476069688796997,26,0,,,,,
1.4858076572418213,27,0,,,,,
1.5111308097839355,28,0,,,,,
1.423616886138916,29,0,,,,,
1.442574381828308,30,0,,,,,
1.3553608655929565,31,0,,,,,
1.3508176803588867,32,0,,,,,
1.290928602218628,33,0,,,,,
1.2474220991134644,34,0,,,,,
1.2862069606781006,35,0,,,,,
1.2115241289138794,36,0,,,,,
1.0847934484481812,37,0,,,,,
1.1204770803451538,38,0,,,,,
1.2390729188919067,39,0,,,,,
1.132480502128601,40,0,,,,,
1.1190911531448364,41,0,,,,,
1.1196669340133667,42,0,,,,,
1.0180275440216064,43,0,,,,,
1.00783109664917,44,0,,,,,
1.0333703756332397,45,0,,,,,
0.9534228444099426,46,0,,,,,
0.8991010785102844,47,0,,,,,
0.9317260384559631,48,0,,,,,
1.0457626581192017,49,0,,,,,
0.9098179936408997,50,0,,,,,
0.8937375545501709,51,0,,,,,
0.8183066844940186,52,0,,,,,
0.8819830417633057,53,0,,,,,
0.8569276332855225,54,0,,,,,
0.7452757358551025,55,0,,,,,
0.8120503425598145,56,0,,,,,
0.7447951436042786,57,0,,,,,
0.7960536479949951,58,0,,,,,
0.6765692830085754,59,0,,,,,
0.5314902067184448,60,0,,,,,
0.6211010217666626,61,0,,,,,
0.6119374632835388,62,0,,,,,
0.7303555607795715,63,0,,,,,
0.5983918905258179,64,0,,,,,
0.6842552423477173,65,0,,,,,
0.5344334244728088,66,0,,,,,
0.6125573515892029,67,0,,,,,
0.5896390080451965,68,0,,,,,
0.5641091465950012,69,0,,,,,
0.5037272572517395,70,0,,,,,
0.549227774143219,71,0,,,,,
0.5139620304107666,72,0,,,,,
0.5569130182266235,73,0,,,,,
0.49387139081954956,74,0,,,,,
0.44982263445854187,75,0,,,,,
0.4714375138282776,76,0,,,,,
0.49626144766807556,77,0,,,,,
0.47860097885131836,78,0,,,,,
0.3835935890674591,79,0,,,,,
0.45040038228034973,80,0,,,,,
0.3862592875957489,81,0,,,,,
0.45753753185272217,82,0,,,,,
0.29351261258125305,83,0,,,,,
0.34659597277641296,84,0,,,,,
0.37688881158828735,85,0,,,,,
0.3327648639678955,86,0,,,,,
0.40181538462638855,87,0,,,,,
0.3616099953651428,88,0,,,,,
0.3524041771888733,89,0,,,,,
0.33396685123443604,90,0,,,,,
0.4156077802181244,91,0,,,,,
0.30981412529945374,92,0,,,,,
0.36122927069664,93,0,,,,,
0.344023734331131,94,0,,,,,
0.2705000936985016,95,0,,,,,
0.3017910122871399,96,0,,,,,
0.2985335886478424,97,0,,,,,
0.4001864790916443,98,0,,,,,
0.29637184739112854,99,0,,,,,
0.34811145067214966,100,0,,,,,
0.3829560875892639,101,0,,,,,
0.31277474761009216,102,0,,,,,
0.23720867931842804,103,0,,,,,
0.2515772581100464,104,0,,,,,
0.2508688271045685,105,0,,,,,
0.24750462174415588,106,0,,,,,
,0,,0.14652812480926514,,,,
,1,,0.1679358333349228,,,,
,2,,0.1658574342727661,,,,
,3,,0.22083152830600739,,,,
,4,,0.14960189163684845,,,,
,5,,0.13441629707813263,,,,
,6,,0.15546369552612305,,,,
,7,,0.16178974509239197,,,,
,8,,0.21005722880363464,,,,
,9,,0.16444307565689087,,,,
,10,,0.18620947003364563,,,,
,11,,0.15033717453479767,,,,
,12,,0.24292708933353424,,,,
,13,,0.2273939698934555,,,,
,106,0,,0.17507824301719666,,,
,106,0,,,1.0542018413543701,0.858134925365448,0.4831349551677704
0.3127138912677765,107,1,,,,,
0.28377729654312134,108,1,,,,,
0.3390299677848816,109,1,,,,,
0.3687693774700165,110,1,,,,,
0.1541665941476822,111,1,,,,,
0.23645518720149994,112,1,,,,,
0.27396178245544434,113,1,,,,,
0.17479106783866882,114,1,,,,,
0.19949623942375183,115,1,,,,,
0.19757716357707977,116,1,,,,,
0.3101431429386139,117,1,,,,,
0.18099544942378998,118,1,,,,,
0.27420586347579956,119,1,,,,,
0.1891797035932541,120,1,,,,,
0.24508894979953766,121,1,,,,,
0.21961839497089386,122,1,,,,,
0.21034400165081024,123,1,,,,,
0.1701117753982544,124,1,,,,,
0.19941793382167816,125,1,,,,,
0.2820560932159424,126,1,,,,,
0.20536436140537262,127,1,,,,,
0.24482429027557373,128,1,,,,,
0.3016941547393799,129,1,,,,,
0.19829893112182617,130,1,,,,,
0.21907587349414825,131,1,,,,,
0.24412676692008972,132,1,,,,,
0.19696509838104248,133,1,,,,,
0.2581196129322052,134,1,,,,,
0.22302812337875366,135,1,,,,,
0.21878457069396973,136,1,,,,,
0.2722088396549225,137,1,,,,,
0.18195705115795135,138,1,,,,,
0.2763160467147827,139,1,,,,,
0.1511068195104599,140,1,,,,,
0.1335858702659607,141,1,,,,,
0.22258424758911133,142,1,,,,,
0.21154044568538666,143,1,,,,,
0.1651003360748291,144,1,,,,,
0.20662859082221985,145,1,,,,,
0.18147097527980804,146,1,,,,,
0.17916904389858246,147,1,,,,,
0.17690330743789673,148,1,,,,,
0.18141460418701172,149,1,,,,,
0.20588372647762299,150,1,,,,,
0.2528480589389801,151,1,,,,,
0.16164344549179077,152,1,,,,,
0.2223668098449707,153,1,,,,,
0.28355151414871216,154,1,,,,,
0.21002180874347687,155,1,,,,,
0.18957370519638062,156,1,,,,,
0.19184868037700653,157,1,,,,,
0.1740218698978424,158,1,,,,,
0.2125965803861618,159,1,,,,,
0.20284497737884521,160,1,,,,,
0.17156967520713806,161,1,,,,,
