csv-epoch,csv-train_loss_step,step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-accuracy/exact,csv-train_loss_epoch
0,3.8751325607299805,0,,,,,
0,3.458087921142578,1,,,,,
0,3.262889862060547,2,,,,,
0,2.9613614082336426,3,,,,,
0,2.8440592288970947,4,,,,,
0,2.6761603355407715,5,,,,,
0,2.5529093742370605,6,,,,,
0,2.483245611190796,7,,,,,
0,2.3392367362976074,8,,,,,
0,2.330286979675293,9,,,,,
0,2.2266101837158203,10,,,,,
0,2.1872575283050537,11,,,,,
0,2.160634994506836,12,,,,,
0,2.0833702087402344,13,,,,,
0,2.019681692123413,14,,,,,
0,1.949199914932251,15,,,,,
0,1.8884222507476807,16,,,,,
0,1.8512206077575684,17,,,,,
0,1.8021774291992188,18,,,,,
0,1.7622783184051514,19,,,,,
0,1.6625618934631348,20,,,,,
0,1.6852035522460938,21,,,,,
0,1.6139554977416992,22,,,,,
0,1.572135090827942,23,,,,,
0,1.5418736934661865,24,,,,,
0,1.5165754556655884,25,,,,,
0,1.5098457336425781,26,,,,,
0,1.4303034543991089,27,,,,,
0,1.4113739728927612,28,,,,,
0,1.3853963613510132,29,,,,,
0,1.3441951274871826,30,,,,,
0,1.3122318983078003,31,,,,,
0,1.3131624460220337,32,,,,,
0,1.2645422220230103,33,,,,,
0,1.237073302268982,34,,,,,
0,1.2315019369125366,35,,,,,
0,1.1731570959091187,36,,,,,
0,1.2031519412994385,37,,,,,
0,1.2111258506774902,38,,,,,
0,1.1596263647079468,39,,,,,
0,1.1467336416244507,40,,,,,
0,1.1465413570404053,41,,,,,
0,1.144295573234558,42,,,,,
0,1.1158978939056396,43,,,,,
0,1.1078978776931763,44,,,,,
0,1.061771035194397,45,,,,,
0,1.0876071453094482,46,,,,,
0,1.0692434310913086,47,,,,,
0,1.0654833316802979,48,,,,,
0,1.0674359798431396,49,,,,,
0,1.0679799318313599,50,,,,,
0,0.9817659854888916,51,,,,,
,,0,0.8722063899040222,,,,
,,1,0.8614522218704224,,,,
,,2,0.8833664655685425,,,,
,,3,0.8742638826370239,,,,
,,4,0.8580199480056763,,,,
,,5,0.8779023289680481,,,,
,,6,0.8768424987792969,,,,
0,,51,,0.8716358542442322,,,
0,,51,,,0.008928571827709675,0.0,1.7330641746520996
1,1.0320078134536743,52,,,,,
1,1.0238428115844727,53,,,,,
1,0.999005913734436,54,,,,,
1,1.0018771886825562,55,,,,,
1,1.0335280895233154,56,,,,,
1,0.992268443107605,57,,,,,
1,0.9835227131843567,58,,,,,
1,0.9769144654273987,59,,,,,
1,0.9739511609077454,60,,,,,
1,0.9570521116256714,61,,,,,
1,0.9781373739242554,62,,,,,
1,0.9547561407089233,63,,,,,
1,0.9627746939659119,64,,,,,
1,0.948918879032135,65,,,,,
1,0.9575260281562805,66,,,,,
