step,csv-epoch,csv-train_loss_step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-train_loss_epoch,csv-accuracy/exact
0,0,4.069995403289795,,,,,
1,0,3.4679932594299316,,,,,
2,0,3.3475329875946045,,,,,
3,0,2.9805350303649902,,,,,
4,0,2.89377760887146,,,,,
5,0,2.6437509059906006,,,,,
6,0,2.6230266094207764,,,,,
7,0,2.477278232574463,,,,,
8,0,2.3545243740081787,,,,,
9,0,2.2906014919281006,,,,,
10,0,2.269371509552002,,,,,
11,0,2.151824951171875,,,,,
12,0,2.0524559020996094,,,,,
13,0,2.043339490890503,,,,,
14,0,2.043046712875366,,,,,
15,0,2.0068697929382324,,,,,
16,0,1.922294020652771,,,,,
17,0,1.7722985744476318,,,,,
18,0,1.7640931606292725,,,,,
19,0,1.7770166397094727,,,,,
20,0,1.7807397842407227,,,,,
21,0,1.694599986076355,,,,,
22,0,1.7253443002700806,,,,,
23,0,1.5851200819015503,,,,,
24,0,1.6490917205810547,,,,,
25,0,1.584033727645874,,,,,
26,0,1.5605279207229614,,,,,
0,,,1.1418873071670532,,,,
1,,,1.076665997505188,,,,
2,,,1.1372942924499512,,,,
3,,,1.0924419164657593,,,,
26,0,,,1.1157076358795166,,,
26,0,,,,0.0052083334885537624,2.241891860961914,0.0
27,1,1.478706955909729,,,,,
28,1,1.4821308851242065,,,,,
29,1,1.4275476932525635,,,,,
30,1,1.3896775245666504,,,,,
31,1,1.3934663534164429,,,,,
32,1,1.3589028120040894,,,,,
33,1,1.3068000078201294,,,,,
34,1,1.3342119455337524,,,,,
35,1,1.2672557830810547,,,,,
36,1,1.3868383169174194,,,,,
37,1,1.37752103805542,,,,,
38,1,1.3233298063278198,,,,,
39,1,1.3446530103683472,,,,,
40,1,1.2987152338027954,,,,,
41,1,1.208213448524475,,,,,
42,1,1.2169189453125,,,,,
43,1,1.1359001398086548,,,,,
44,1,1.2779680490493774,,,,,
45,1,1.194246768951416,,,,,
46,1,1.190600037574768,,,,,
47,1,1.0797053575515747,,,,,
48,1,1.300036907196045,,,,,
49,1,1.2373509407043457,,,,,
50,1,1.2224862575531006,,,,,
