csv-epoch,step,csv-train_loss_step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/exact,csv-train_loss_epoch,csv-accuracy/validator
0,0,2.8005130290985107,,,,,
0,1,2.9087326526641846,,,,,
0,2,2.73341703414917,,,,,
0,3,2.8057332038879395,,,,,
0,4,2.6013619899749756,,,,,
0,5,2.529069185256958,,,,,
0,6,2.476729393005371,,,,,
0,7,2.6046361923217773,,,,,
0,8,2.5559966564178467,,,,,
0,9,2.264249324798584,,,,,
0,10,2.3277759552001953,,,,,
0,11,2.290273427963257,,,,,
0,12,2.0567002296447754,,,,,
0,13,2.1010260581970215,,,,,
0,14,2.0388875007629395,,,,,
0,15,1.9394140243530273,,,,,
0,16,2.1164987087249756,,,,,
0,17,1.8720251321792603,,,,,
0,18,2.3043696880340576,,,,,
0,19,1.9533332586288452,,,,,
0,20,1.7231249809265137,,,,,
0,21,1.7784439325332642,,,,,
0,22,2.090695858001709,,,,,
0,23,1.9682953357696533,,,,,
0,24,2.0542850494384766,,,,,
0,25,1.736130714416504,,,,,
0,26,2.0035252571105957,,,,,
0,27,1.5520033836364746,,,,,
0,28,1.7621634006500244,,,,,
0,29,1.5074070692062378,,,,,
0,30,1.7874829769134521,,,,,
0,31,1.7590926885604858,,,,,
0,32,1.6548467874526978,,,,,
0,33,1.524113655090332,,,,,
0,34,1.7013421058654785,,,,,
0,35,1.4223096370697021,,,,,
0,36,1.441949725151062,,,,,
0,37,1.5269783735275269,,,,,
0,38,1.5087445974349976,,,,,
0,39,1.7317616939544678,,,,,
,0,,1.1600680351257324,,,,
,1,,1.0876573324203491,,,,
,2,,1.461406946182251,,,,
,3,,1.1659811735153198,,,,
,4,,1.1679033041000366,,,,
0,39,,,1.2086033821105957,,,
0,39,,,,0.0,2.0378856658935547,0.02500000037252903
1,40,1.5947901010513306,,,,,
1,41,1.2486536502838135,,,,,
1,42,1.696808934211731,,,,,
1,43,1.3105213642120361,,,,,
1,44,1.2390804290771484,,,,,
1,45,1.2692896127700806,,,,,
1,46,1.349606990814209,,,,,
1,47,1.2992639541625977,,,,,
1,48,1.4327943325042725,,,,,
1,49,1.0644115209579468,,,,,
1,50,1.2833497524261475,,,,,
1,51,0.9019295573234558,,,,,
1,52,1.0260224342346191,,,,,
1,53,1.0296504497528076,,,,,
1,54,1.395461082458496,,,,,
1,55,1.483647346496582,,,,,
1,56,0.9317049980163574,,,,,
1,57,0.883803129196167,,,,,
1,58,1.2615207433700562,,,,,
1,59,1.1808257102966309,,,,,
1,60,1.139855146408081,,,,,
1,61,0.8298121094703674,,,,,
1,62,0.9976215362548828,,,,,
1,63,1.1756281852722168,,,,,
1,64,1.134551763534546,,,,,
1,65,0.7394715547561646,,,,,
1,66,0.9832813143730164,,,,,
1,67,0.9936563372612,,,,,
1,68,0.8965476155281067,,,,,
1,69,0.7860876321792603,,,,,
1,70,0.9541608691215515,,,,,
1,71,0.846699059009552,,,,,
