csv-epoch,csv-train_loss_step,step,csv-val_loss_step,csv-val_loss_epoch,csv-train_loss_epoch,csv-accuracy/validator,csv-accuracy/exact
0,3.9228861331939697,0,,,,,
0,3.2167727947235107,1,,,,,
0,3.080274820327759,2,,,,,
0,3.2561490535736084,3,,,,,
0,2.388572931289673,4,,,,,
0,2.635673999786377,5,,,,,
0,2.626509189605713,6,,,,,
0,2.3022634983062744,7,,,,,
0,2.0831403732299805,8,,,,,
0,2.19503116607666,9,,,,,
0,2.1189286708831787,10,,,,,
0,1.9288240671157837,11,,,,,
0,2.004390239715576,12,,,,,
0,1.768828272819519,13,,,,,
0,1.8396333456039429,14,,,,,
0,1.8444907665252686,15,,,,,
0,1.9339923858642578,16,,,,,
0,1.8425979614257812,17,,,,,
0,1.642921805381775,18,,,,,
0,1.7261158227920532,19,,,,,
,,0,1.3153618574142456,,,,
,,1,1.0220370292663574,,,,
,,2,1.0645495653152466,,,,
,,3,1.2419096231460571,,,,
,,4,1.161933183670044,,,,
,,5,1.1351282596588135,,,,
,,6,1.0901050567626953,,,,
,,7,0.9794766902923584,,,,
,,8,1.1398530006408691,,,,
,,9,1.1850064992904663,,,,
,,10,1.2975865602493286,,,,
,,11,0.9786924719810486,,,,
,,12,1.185171127319336,,,,
,,13,1.3254454135894775,,,,
,,14,1.159327507019043,,,,
,,15,1.3654018640518188,,,,
,,16,1.2114382982254028,,,,
,,17,1.1941094398498535,,,,
,,18,1.3402129411697388,,,,
,,19,1.123833179473877,,,,
0,,19,,1.1758289337158203,,,
0,,19,,,2.3282158374786377,0.0,0.0
1,1.7433397769927979,20,,,,,
1,1.4582586288452148,21,,,,,
1,1.467315912246704,22,,,,,
1,1.7299555540084839,23,,,,,
1,1.4838756322860718,24,,,,,
1,1.3027105331420898,25,,,,,
1,1.452496886253357,26,,,,,
1,1.3549555540084839,27,,,,,
1,1.1602046489715576,28,,,,,
1,1.136564016342163,29,,,,,
1,1.251312255859375,30,,,,,
1,1.2370957136154175,31,,,,,
1,1.132794976234436,32,,,,,
1,1.245229959487915,33,,,,,
1,1.1591840982437134,34,,,,,
1,1.1112219095230103,35,,,,,
1,0.9647989273071289,36,,,,,
1,1.104570746421814,37,,,,,
1,1.21428644657135,38,,,,,
1,1.1262824535369873,39,,,,,
,,20,0.8460137248039246,,,,
,,21,0.5477550625801086,,,,
,,22,0.6382849812507629,,,,
,,23,0.700093686580658,,,,
,,24,0.8247655034065247,,,,
,,25,0.6097773313522339,,,,
,,26,0.6398698091506958,,,,
,,27,0.5996298789978027,,,,
,,28,0.7439333200454712,,,,
,,29,0.782800018787384,,,,
,,30,0.8630232810974121,,,,
,,31,0.5857277512550354,,,,
,,32,0.7516728639602661,,,,
,,33,0.9138801097869873,,,,
,,34,0.7952012419700623,,,,
,,35,0.8607585430145264,,,,
,,36,0.7757951021194458,,,,
,,37,0.75572669506073,,,,
,,38,0.9053450226783752,,,,
,,39,0.6632422208786011,,,,
1,,39,,0.7401648759841919,,,
1,,39,,,1.2718183994293213,0.10000000149011612,0.012500000186264515
2,1.1458207368850708,40,,,,,
2,1.0848172903060913,41,,,,,
2,1.0838361978530884,42,,,,,
2,0.9380297064781189,43,,,,,
2,1.1964874267578125,44,,,,,
2,1.0507324934005737,45,,,,,
2,0.882629930973053,46,,,,,
2,0.8533068299293518,47,,,,,
2,0.9954833984375,48,,,,,
2,0.8067361116409302,49,,,,,
2,1.005089282989502,50,,,,,
2,0.8892974853515625,51,,,,,
2,0.7088705897331238,52,,,,,
2,0.882247269153595,53,,,,,
2,0.8455232977867126,54,,,,,
2,0.8941022753715515,55,,,,,
2,0.7770932912826538,56,,,,,
2,0.7476813793182373,57,,,,,
2,0.7590522170066833,58,,,,,
2,0.8968653082847595,59,,,,,
,,40,0.6416634917259216,,,,
