csv-train_loss_step,csv-epoch,step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/exact,csv-train_loss_epoch,csv-accuracy/validator
3.9004881381988525,0,0,,,,,
3.3291587829589844,0,1,,,,,
3.129366159439087,0,2,,,,,
2.9735770225524902,0,3,,,,,
2.752795696258545,0,4,,,,,
2.724578619003296,0,5,,,,,
2.447784185409546,0,6,,,,,
2.503023147583008,0,7,,,,,
2.4296231269836426,0,8,,,,,
2.2959775924682617,0,9,,,,,
2.185047149658203,0,10,,,,,
2.139350175857544,0,11,,,,,
2.036983013153076,0,12,,,,,
2.088796615600586,0,13,,,,,
1.9252865314483643,0,14,,,,,
1.8590718507766724,0,15,,,,,
1.783531665802002,0,16,,,,,
1.739032506942749,0,17,,,,,
1.7501041889190674,0,18,,,,,
1.695951223373413,0,19,,,,,
1.6454763412475586,0,20,,,,,
1.5892114639282227,0,21,,,,,
1.5607995986938477,0,22,,,,,
1.5541752576828003,0,23,,,,,
1.4880006313323975,0,24,,,,,
1.4614379405975342,0,25,,,,,
1.3968851566314697,0,26,,,,,
1.3724488019943237,0,27,,,,,
1.399648904800415,0,28,,,,,
1.3260161876678467,0,29,,,,,
1.2810335159301758,0,30,,,,,
1.359297513961792,0,31,,,,,
1.3164619207382202,0,32,,,,,
1.2584190368652344,0,33,,,,,
1.2040135860443115,0,34,,,,,
1.2488188743591309,0,35,,,,,
1.228369951248169,0,36,,,,,
1.1093037128448486,0,37,,,,,
1.2379984855651855,0,38,,,,,
1.1735584735870361,0,39,,,,,
1.1700574159622192,0,40,,,,,
1.0433233976364136,0,41,,,,,
1.1401423215866089,0,42,,,,,
1.0497292280197144,0,43,,,,,
0.9902251958847046,0,44,,,,,
1.1428686380386353,0,45,,,,,
1.000592827796936,0,46,,,,,
1.0106453895568848,0,47,,,,,
1.0625056028366089,0,48,,,,,
1.0204681158065796,0,49,,,,,
1.039338231086731,0,50,,,,,
0.9609557390213013,0,51,,,,,
0.9867949485778809,0,52,,,,,
1.051155924797058,0,53,,,,,
0.9048600196838379,0,54,,,,,
0.8890926837921143,0,55,,,,,
1.0217427015304565,0,56,,,,,
0.930729866027832,0,57,,,,,
0.9191001653671265,0,58,,,,,
0.8160692453384399,0,59,,,,,
0.7781302332878113,0,60,,,,,
0.843787431716919,0,61,,,,,
0.8042389750480652,0,62,,,,,
0.897318422794342,0,63,,,,,
0.800286591053009,0,64,,,,,
0.8218916654586792,0,65,,,,,
0.8294530510902405,0,66,,,,,
0.8013219237327576,0,67,,,,,
0.8352138996124268,0,68,,,,,
0.8369501233100891,0,69,,,,,
0.7338178157806396,0,70,,,,,
0.7278284430503845,0,71,,,,,
0.7564873099327087,0,72,,,,,
