csv-epoch,step,csv-train_loss_step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/exact,csv-train_loss_epoch
0,0,7.378547668457031,,,,
0,1,7.562242031097412,,,,
0,2,7.3624420166015625,,,,
0,3,6.543473243713379,,,,
0,4,6.232999801635742,,,,
0,5,5.97472620010376,,,,
0,6,5.891139507293701,,,,
0,7,5.466648578643799,,,,
0,8,5.339524269104004,,,,
0,9,4.896312713623047,,,,
0,10,5.008829593658447,,,,
0,11,4.503014087677002,,,,
0,12,5.0407280921936035,,,,
0,13,4.600806713104248,,,,
0,14,4.397350311279297,,,,
0,15,4.491843223571777,,,,
0,16,3.9372687339782715,,,,
0,17,3.9790191650390625,,,,
0,18,3.7262930870056152,,,,
0,19,3.6915340423583984,,,,
0,20,3.5527470111846924,,,,
0,21,3.6193318367004395,,,,
0,22,3.3913803100585938,,,,
0,23,3.380709171295166,,,,
0,24,3.161202907562256,,,,
0,25,2.9947900772094727,,,,
0,26,3.149484872817993,,,,
0,27,2.94477915763855,,,,
0,28,3.044966697692871,,,,
0,29,2.8131182193756104,,,,
0,30,2.6674644947052,,,,
0,31,2.662670135498047,,,,
0,32,2.5744409561157227,,,,
0,33,2.5571279525756836,,,,
0,34,2.5346171855926514,,,,
0,35,2.454542875289917,,,,
0,36,2.3411242961883545,,,,
0,37,2.339841842651367,,,,
0,38,2.3925929069519043,,,,
0,39,2.4033946990966797,,,,
0,40,2.3220603466033936,,,,
0,41,2.244901657104492,,,,
0,42,2.2507500648498535,,,,
0,43,2.2838289737701416,,,,
0,44,2.0988826751708984,,,,
0,45,2.236050605773926,,,,
0,46,2.206045627593994,,,,
0,47,2.3262696266174316,,,,
0,48,2.2699637413024902,,,,
0,49,2.0768861770629883,,,,
0,50,2.272644281387329,,,,
0,51,2.0738208293914795,,,,
0,52,2.091613531112671,,,,
0,53,2.1216087341308594,,,,
0,54,2.259969711303711,,,,
0,55,2.2820072174072266,,,,
0,56,2.0719516277313232,,,,
0,57,2.081350326538086,,,,
0,58,2.102590799331665,,,,
0,59,2.2041447162628174,,,,
0,60,2.101395606994629,,,,
0,61,2.10858154296875,,,,
0,62,2.184628486633301,,,,
0,63,2.284748077392578,,,,
0,64,2.200305461883545,,,,
0,65,2.1488993167877197,,,,
0,66,2.0196995735168457,,,,
0,67,1.9691351652145386,,,,
0,68,2.220503091812134,,,,
0,69,2.0397207736968994,,,,
0,70,2.007949113845825,,,,
0,71,2.0247888565063477,,,,
0,72,2.0212552547454834,,,,
0,73,2.1796417236328125,,,,
0,74,2.045410633087158,,,,
0,75,2.0047905445098877,,,,
0,76,1.9263752698898315,,,,
0,77,2.0953807830810547,,,,
0,78,2.0942397117614746,,,,
0,79,2.1241912841796875,,,,
0,80,2.026900291442871,,,,
0,81,2.0589091777801514,,,,
0,82,1.9097256660461426,,,,
0,83,1.9857054948806763,,,,
0,84,2.0204358100891113,,,,
0,85,1.872633457183838,,,,
0,86,1.930145263671875,,,,
0,87,2.0588083267211914,,,,
0,88,1.8825032711029053,,,,
0,89,1.843455195426941,,,,
0,90,1.7709535360336304,,,,
0,91,1.9494746923446655,,,,
0,92,1.941054344177246,,,,
0,93,1.829310417175293,,,,
0,94,1.8165496587753296,,,,
0,95,1.9313359260559082,,,,
0,96,1.8321127891540527,,,,
0,97,1.9756362438201904,,,,
0,98,1.9070820808410645,,,,
0,99,1.9984440803527832,,,,
0,100,1.9343153238296509,,,,
0,101,1.951587200164795,,,,
0,102,2.0284423828125,,,,
0,103,1.8707270622253418,,,,
0,104,1.7003073692321777,,,,
0,105,2.0904324054718018,,,,
0,106,1.846697211265564,,,,
0,107,1.9286056756973267,,,,
0,108,1.916028618812561,,,,
0,109,1.8560084104537964,,,,
0,110,1.990780234336853,,,,
0,111,1.7254191637039185,,,,
0,112,2.002894878387451,,,,
0,113,1.7562142610549927,,,,
0,114,1.866967797279358,,,,
0,115,1.7952055931091309,,,,
0,116,1.90245521068573,,,,
0,117,1.866804599761963,,,,
0,118,1.9342526197433472,,,,
0,119,1.8831936120986938,,,,
0,120,1.838181495666504,,,,
0,121,1.7318475246429443,,,,
0,122,1.8945393562316895,,,,
0,123,1.9668974876403809,,,,
0,124,1.8517217636108398,,,,
,0,,1.883939504623413,,,
,1,,1.6794862747192383,,,
,2,,1.7963457107543945,,,
,3,,1.639149785041809,,,
,4,,1.6856629848480225,,,
,5,,1.7672230005264282,,,
,6,,1.9193605184555054,,,
,7,,1.8238086700439453,,,
,8,,1.5710506439208984,,,
,9,,1.8913191556930542,,,
,10,,1.622144103050232,,,
,11,,1.5622838735580444,,,
,12,,1.7553726434707642,,,
