csv-epoch,csv-train_loss_step,step,csv-val_loss_step,csv-val_loss_epoch,csv-train_loss_epoch,csv-accuracy/exact,csv-accuracy/validator
0,4.264984130859375,0,,,,,
0,3.369546890258789,1,,,,,
0,3.119533061981201,2,,,,,
0,2.9144680500030518,3,,,,,
0,2.656007766723633,4,,,,,
0,2.650515079498291,5,,,,,
0,2.7382354736328125,6,,,,,
0,2.133115530014038,7,,,,,
0,2.166001796722412,8,,,,,
0,2.176950693130493,9,,,,,
0,1.969679355621338,10,,,,,
0,1.9519665241241455,11,,,,,
0,1.8846161365509033,12,,,,,
0,1.960970163345337,13,,,,,
0,1.8329578638076782,14,,,,,
0,1.7766834497451782,15,,,,,
0,1.9555048942565918,16,,,,,
0,1.6300983428955078,17,,,,,
0,1.4251867532730103,18,,,,,
0,1.656215786933899,19,,,,,
,,0,1.2482517957687378,,,,
,,1,0.9102829098701477,,,,
,,2,0.9810329675674438,,,,
,,3,1.176157832145691,,,,
,,4,1.0771878957748413,,,,
,,5,1.0429351329803467,,,,
,,6,0.9924701452255249,,,,
,,7,0.9030568599700928,,,,
,,8,1.0926300287246704,,,,
,,9,1.124633550643921,,,,
,,10,1.2253410816192627,,,,
,,11,0.9119189381599426,,,,
,,12,1.1041808128356934,,,,
,,13,1.2332677841186523,,,,
,,14,1.085005760192871,,,,
,,15,1.271271824836731,,,,
,,16,1.1356463432312012,,,,
,,17,1.1205555200576782,,,,
,,18,1.2909940481185913,,,,
,,19,1.0680632591247559,,,,
0,,19,,1.099744439125061,,,
0,,19,,,2.282653331756592,0.0,0.01875000074505806
1,1.6976463794708252,20,,,,,
1,1.3510559797286987,21,,,,,
1,1.5922008752822876,22,,,,,
1,1.6032222509384155,23,,,,,
1,1.4477699995040894,24,,,,,
1,1.2825934886932373,25,,,,,
1,1.3678581714630127,26,,,,,
1,1.3272297382354736,27,,,,,
1,1.2243728637695312,28,,,,,
1,1.1267868280410767,29,,,,,
1,1.330102562904358,30,,,,,
1,1.1706935167312622,31,,,,,
1,1.055487871170044,32,,,,,
1,1.3191397190093994,33,,,,,
1,1.1531505584716797,34,,,,,
1,1.0345654487609863,35,,,,,
1,0.8785519599914551,36,,,,,
1,1.0044502019882202,37,,,,,
1,1.0701268911361694,38,,,,,
1,1.2429169416427612,39,,,,,
,,20,0.7492338418960571,,,,
,,21,0.5067304968833923,,,,
,,22,0.5895144939422607,,,,
,,23,0.6509461402893066,,,,
,,24,0.7648872137069702,,,,
,,25,0.5980900526046753,,,,
,,26,0.5798208117485046,,,,
,,27,0.5507460236549377,,,,
,,28,0.7097017765045166,,,,
,,29,0.7428411245346069,,,,
,,30,0.8142021894454956,,,,
,,31,0.5305705070495605,,,,
,,32,0.6995521187782288,,,,
,,33,0.8849167227745056,,,,
,,34,0.7721735835075378,,,,
,,35,0.8138485550880432,,,,
,,36,0.7311163544654846,,,,
,,37,0.7153561115264893,,,,
,,38,0.8477816581726074,,,,
,,39,0.608784019947052,,,,
1,,39,,0.693040668964386,,,
1,,39,,,1.229910969734192,0.012500000186264515,0.09375
2,1.0908218622207642,40,,,,,
2,0.9553587436676025,41,,,,,
2,1.0314899682998657,42,,,,,
2,0.9608697295188904,43,,,,,
2,0.954287052154541,44,,,,,
2,0.9590953588485718,45,,,,,
2,0.9227988123893738,46,,,,,
2,0.6928778886795044,47,,,,,
2,0.9809602499008179,48,,,,,
2,0.8911581039428711,49,,,,,
2,1.0613540410995483,50,,,,,
2,0.8796828389167786,51,,,,,
2,0.6931667923927307,52,,,,,
2,0.6635934710502625,53,,,,,
2,0.7460858821868896,54,,,,,
2,0.6918070912361145,55,,,,,
2,0.8074849247932434,56,,,,,
2,0.6764953136444092,57,,,,,
2,0.7620104551315308,58,,,,,
2,0.8164114356040955,59,,,,,
,,40,0.523078441619873,,,,
,,41,0.3176079988479614,,,,
,,42,0.41712120175361633,,,,
,,43,0.3589722514152527,,,,
,,44,0.5701314210891724,,,,
,,45,0.3654639720916748,,,,
,,46,0.4049794375896454,,,,
,,47,0.39766475558280945,,,,
,,48,0.4845207929611206,,,,
,,49,0.5513606071472168,,,,
,,50,0.6174749135971069,,,,
,,51,0.3816630244255066,,,,
,,52,0.5601250529289246,,,,
,,53,0.6367606520652771,,,,
,,54,0.6360348463058472,,,,
,,55,0.5453949570655823,,,,
,,56,0.5016392469406128,,,,
,,57,0.471092164516449,,,,
,,58,0.6218731999397278,,,,
,,59,0.3947494328022003,,,,
2,,59,,0.48788538575172424,,,
2,,59,,,0.8438068628311157,0.012500000186264515,0.125
3,0.574768602848053,60,,,,,
3,0.9006780385971069,61,,,,,
3,0.5425341725349426,62,,,,,
3,0.7700045108795166,63,,,,,
3,0.7214416265487671,64,,,,,
3,0.8446002006530762,65,,,,,
3,0.6700034141540527,66,,,,,
3,0.5222870707511902,67,,,,,
3,0.8353400826454163,68,,,,,
3,0.6696997284889221,69,,,,,
3,0.48886314034461975,70,,,,,
3,0.5931248068809509,71,,,,,
3,0.45439842343330383,72,,,,,
3,0.5933369398117065,73,,,,,
3,0.5407992005348206,74,,,,,
3,0.5718472003936768,75,,,,,
3,0.43560177087783813,76,,,,,
3,0.6051356792449951,77,,,,,
3,0.6184118986129761,78,,,,,
3,0.4872777760028839,79,,,,,
,,60,0.3302738070487976,,,,
,,61,0.14478248357772827,,,,
,,62,0.25386282801628113,,,,
,,63,0.11909616738557816,,,,
,,64,0.32016292214393616,,,,
,,65,0.1872924417257309,,,,
,,66,0.22035281360149384,,,,
,,67,0.2331346869468689,,,,
,,68,0.289044588804245,,,,
,,69,0.381155788898468,,,,
,,70,0.39142200350761414,,,,
,,71,0.22784210741519928,,,,
,,72,0.37378326058387756,,,,
,,73,0.3904707729816437,,,,
,,74,0.41849106550216675,,,,
,,75,0.29907670617103577,,,,
,,76,0.2827077805995941,,,,
,,77,0.2077154666185379,,,,
,,78,0.38115066289901733,,,,
,,79,0.20698928833007812,,,,
3,,79,,0.2829403579235077,,,
3,,79,,,0.6174631118774414,0.3687500059604645,0.606249988079071
4,0.37034809589385986,80,,,,,
4,0.33115699887275696,81,,,,,
4,0.4604126811027527,82,,,,,
4,0.38112619519233704,83,,,,,
4,0.5409919023513794,84,,,,,
4,0.9218659996986389,85,,,,,
4,0.4176945686340332,86,,,,,
4,0.3828229010105133,87,,,,,
4,0.5503817200660706,88,,,,,
4,0.26047083735466003,89,,,,,
4,0.3478993773460388,90,,,,,
4,0.44732576608657837,91,,,,,
4,0.7475009560585022,92,,,,,
4,0.28414416313171387,93,,,,,
4,0.3229333460330963,94,,,,,
4,0.33361801505088806,95,,,,,
4,0.6397444605827332,96,,,,,
4,0.2447928935289383,97,,,,,
4,0.5318973064422607,98,,,,,
4,0.23511412739753723,99,,,,,
,,80,0.23403534293174744,,,,
,,81,0.07208550721406937,,,,
,,82,0.1747397780418396,,,,
,,83,0.05784584954380989,,,,
,,84,0.1794419139623642,,,,
,,85,0.12232764810323715,,,,
,,86,0.13404017686843872,,,,
,,87,0.13892188668251038,,,,
,,88,0.20571961998939514,,,,
,,89,0.2901626229286194,,,,
,,90,0.3092549741268158,,,,
,,91,0.13863961398601532,,,,
,,92,0.25287315249443054,,,,
,,93,0.27214041352272034,,,,
,,94,0.28496986627578735,,,,
,,95,0.23761585354804993,,,,
,,96,0.1696089506149292,,,,
,,97,0.13663555681705475,,,,
,,98,0.20023514330387115,,,,
,,99,0.12969820201396942,,,,
4,,99,,0.18704959750175476,,,
4,,99,,,0.42999067902565,0.5249999761581421,0.800000011920929
5,0.20969922840595245,100,,,,,
5,0.5217239856719971,101,,,,,
5,0.3675316572189331,102,,,,,
5,0.2686668932437897,103,,,,,
5,0.3632534444332123,104,,,,,
5,0.4367256462574005,105,,,,,
5,0.5183303356170654,106,,,,,
5,0.18357251584529877,107,,,,,
5,0.2567116320133209,108,,,,,
5,0.4868945777416229,109,,,,,
5,0.5166170001029968,110,,,,,
5,0.1410595327615738,111,,,,,
5,0.342384934425354,112,,,,,
5,0.15150268375873566,113,,,,,
5,0.4825383126735687,114,,,,,
5,0.2982099950313568,115,,,,,
5,0.22986853122711182,116,,,,,
5,0.17518968880176544,117,,,,,
5,0.3529016375541687,118,,,,,
5,0.27920001745224,119,,,,,
,,100,0.2036115974187851,,,,
,,101,0.053205765783786774,,,,
,,102,0.12425260990858078,,,,
,,103,0.03388480469584465,,,,
,,104,0.12954451143741608,,,,
,,105,0.08475996553897858,,,,
,,106,0.0943898931145668,,,,
,,107,0.10712433606386185,,,,
,,108,0.17767435312271118,,,,
,,109,0.2225310504436493,,,,
,,110,0.2548896372318268,,,,
,,111,0.1022811010479927,,,,
,,112,0.1901242434978485,,,,
,,113,0.227843776345253,,,,
,,114,0.2142031490802765,,,,
,,115,0.20876546204090118,,,,
,,116,0.13033123314380646,,,,
,,117,0.0962628722190857,,,,
,,118,0.15744943916797638,,,,
,,119,0.09342318773269653,,,,
5,,119,,0.14532765746116638,,,
5,,119,,,0.3122795820236206,0.574999988079071,0.887499988079071
6,0.1819794774055481,120,,,,,
6,0.39009854197502136,121,,,,,
6,0.30910786986351013,122,,,,,
6,0.3456408679485321,123,,,,,
6,0.6311970949172974,124,,,,,
6,0.2687102258205414,125,,,,,
6,0.17656923830509186,126,,,,,
6,0.3996475040912628,127,,,,,
6,0.30335021018981934,128,,,,,
6,0.17710797488689423,129,,,,,
6,0.22895489633083344,130,,,,,
6,0.18789952993392944,131,,,,,
6,0.14586934447288513,132,,,,,
6,0.08666276186704636,133,,,,,
6,0.22252069413661957,134,,,,,
6,0.08280441164970398,135,,,,,
6,0.3749464154243469,136,,,,,
6,0.15735889971256256,137,,,,,
6,0.35653361678123474,138,,,,,
6,0.22500482201576233,139,,,,,
,,120,0.1828961819410324,,,,
,,121,0.042039696127176285,,,,
,,122,0.10463959723711014,,,,
,,123,0.03073861077427864,,,,
,,124,0.10884913057088852,,,,
,,125,0.07446985691785812,,,,
,,126,0.08011208474636078,,,,
,,127,0.09259121119976044,,,,
,,128,0.16263054311275482,,,,
,,129,0.19734132289886475,,,,
,,130,0.236531600356102,,,,
,,131,0.07775186002254486,,,,
,,132,0.16780522465705872,,,,
,,133,0.20285238325595856,,,,
,,134,0.1793045997619629,,,,
,,135,0.19739344716072083,,,,
,,136,0.10928139835596085,,,,
,,137,0.07774423062801361,,,,
,,138,0.1254454404115677,,,,
,,139,0.07946217805147171,,,,
6,,139,,0.12649402022361755,,,
6,,139,,,0.2552509009838104,0.6499999761581421,0.9437500238418579
7,0.2721599042415619,140,,,,,
7,0.15984946489334106,141,,,,,
7,0.3061966896057129,142,,,,,
7,0.22876867651939392,143,,,,,
7,0.18586131930351257,144,,,,,
7,0.2727723717689514,145,,,,,
7,0.18669791519641876,146,,,,,
7,0.2945405840873718,147,,,,,
7,0.132615864276886,148,,,,,
7,0.30064234137535095,149,,,,,
7,0.09016495198011398,150,,,,,
7,0.07994548231363297,151,,,,,
7,0.21593759953975677,152,,,,,
7,0.19717420637607574,153,,,,,
7,0.1695248931646347,154,,,,,
7,0.2273649275302887,155,,,,,
7,0.15390177071094513,156,,,,,
7,0.15042148530483246,157,,,,,
7,0.3484213352203369,158,,,,,
7,0.20896728336811066,159,,,,,
,,140,0.16388168931007385,,,,
,,141,0.03697233647108078,,,,
,,142,0.09415256977081299,,,,
,,143,0.039021920412778854,,,,
,,144,0.09481538832187653,,,,
,,145,0.08020754903554916,,,,
,,146,0.07667156308889389,,,,
,,147,0.08468623459339142,,,,
,,148,0.13861443102359772,,,,
,,149,0.1809583604335785,,,,
,,150,0.21669591963291168,,,,
,,151,0.07568811625242233,,,,
,,152,0.1542854607105255,,,,
,,153,0.17481136322021484,,,,
,,154,0.16560688614845276,,,,
,,155,0.1891009360551834,,,,
,,156,0.0953035056591034,,,,
,,157,0.06714731454849243,,,,
,,158,0.12377721816301346,,,,
,,159,0.0720154419541359,,,,
7,,159,,0.11622069776058197,,,
7,,159,,,0.21998775005340576,0.637499988079071,0.856249988079071
8,0.3225451409816742,160,,,,,
8,0.357369065284729,161,,,,,
8,0.19625292718410492,162,,,,,
8,0.27996712923049927,163,,,,,
8,0.05518757179379463,164,,,,,
8,0.11586643010377884,165,,,,,
8,0.4064030051231384,166,,,,,
8,0.1441083550453186,167,,,,,
8,0.31670480966567993,168,,,,,
8,0.14706842601299286,169,,,,,
8,0.16153961420059204,170,,,,,
8,0.09630545228719711,171,,,,,
8,0.26662975549697876,172,,,,,
8,0.2583966851234436,173,,,,,
8,0.15494969487190247,174,,,,,
8,0.2679620087146759,175,,,,,
8,0.4152243435382843,176,,,,,
8,0.15756294131278992,177,,,,,
8,0.10192639380693436,178,,,,,
8,0.32084786891937256,179,,,,,
,,160,0.1601746529340744,,,,
,,161,0.03310233727097511,,,,
,,162,0.08130599558353424,,,,
,,163,0.031171519309282303,,,,
,,164,0.08476416021585464,,,,
,,165,0.06213892623782158,,,,
,,166,0.0679687038064003,,,,
,,167,0.07255925983190536,,,,
,,168,0.12798692286014557,,,,
,,169,0.17274163663387299,,,,
,,170,0.200814887881279,,,,
,,171,0.05749697610735893,,,,
,,172,0.14314527809619904,,,,
,,173,0.16685743629932404,,,,
,,174,0.13976597785949707,,,,
,,175,0.17439009249210358,,,,
,,176,0.09491541236639023,,,,
,,177,0.054000772535800934,,,,
,,178,0.10073897987604141,,,,
,,179,0.07045180350542068,,,,
8,,179,,0.10482458025217056,,,
8,,179,,,0.19767509400844574,0.606249988079071,0.84375
9,0.2649661898612976,180,,,,,
9,0.20275703072547913,181,,,,,
9,0.2967525124549866,182,,,,,
9,0.11749351024627686,183,,,,,
9,0.04487081617116928,184,,,,,
9,0.26916542649269104,185,,,,,
9,0.21584253013134003,186,,,,,
9,0.22587445378303528,187,,,,,
9,0.2361903339624405,188,,,,,
9,0.10622724145650864,189,,,,,
9,0.34092554450035095,190,,,,,
9,0.04968719184398651,191,,,,,
9,0.24600253999233246,192,,,,,
9,0.09387531131505966,193,,,,,
9,0.2029610127210617,194,,,,,
9,0.3108395040035248,195,,,,,
9,0.32108306884765625,196,,,,,
9,0.2545088827610016,197,,,,,
9,0.1560455858707428,198,,,,,
9,0.08050180971622467,199,,,,,
,,180,0.15183787047863007,,,,
,,181,0.031631648540496826,,,,
,,182,0.09323850274085999,,,,
,,183,0.03747798874974251,,,,
,,184,0.0896327942609787,,,,
,,185,0.06022428348660469,,,,
,,186,0.07290096580982208,,,,
,,187,0.09173934161663055,,,,
,,188,0.12083553522825241,,,,
,,189,0.1714542657136917,,,,
,,190,0.20220066606998444,,,,
,,191,0.07002091407775879,,,,
,,192,0.13199450075626373,,,,
,,193,0.14906881749629974,,,,
,,194,0.1405194252729416,,,,
,,195,0.17241443693637848,,,,
,,196,0.08153998851776123,,,,
,,197,0.05509717017412186,,,,
,,198,0.11445049196481705,,,,
,,199,0.0659991055727005,,,,
9,,199,,0.10521392524242401,,,
9,,199,,,0.18432141840457916,0.581250011920929,0.793749988079071
10,0.23130324482917786,200,,,,,
10,0.15390118956565857,201,,,,,
10,0.09218289703130722,202,,,,,
10,0.19693978130817413,203,,,,,
10,0.11389414221048355,204,,,,,
10,0.16081540286540985,205,,,,,
10,0.3802950084209442,206,,,,,
10,0.17902132868766785,207,,,,,
10,0.09910512715578079,208,,,,,
10,0.1369308978319168,209,,,,,
10,0.08165767043828964,210,,,,,
10,0.18771930038928986,211,,,,,
10,0.10364102572202682,212,,,,,
10,0.25314024090766907,213,,,,,
10,0.31001994013786316,214,,,,,
10,0.14649748802185059,215,,,,,
10,0.18593831360340118,216,,,,,
10,0.2716042399406433,217,,,,,
10,0.13035160303115845,218,,,,,
10,0.06644801050424576,219,,,,,
,,200,0.1486777514219284,,,,
,,201,0.026040149852633476,,,,
,,202,0.08135984092950821,,,,
,,203,0.024263769388198853,,,,
,,204,0.06999754160642624,,,,
,,205,0.05834079533815384,,,,
,,206,0.05831589922308922,,,,
,,207,0.06866118311882019,,,,
,,208,0.10926102846860886,,,,
,,209,0.16009771823883057,,,,
,,210,0.18027560412883759,,,,
,,211,0.0532529391348362,,,,
