csv-train_loss_step,csv-epoch,step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-accuracy/exact,csv-train_loss_epoch
3.74700927734375,0,0,,,,,
3.3562734127044678,0,1,,,,,
3.2086827754974365,0,2,,,,,
3.0557425022125244,0,3,,,,,
2.851395845413208,0,4,,,,,
2.6273114681243896,0,5,,,,,
2.596712112426758,0,6,,,,,
2.499350070953369,0,7,,,,,
2.496044397354126,0,8,,,,,
2.352578639984131,0,9,,,,,
2.142916679382324,0,10,,,,,
2.1095144748687744,0,11,,,,,
2.04097056388855,0,12,,,,,
2.06636905670166,0,13,,,,,
1.9547390937805176,0,14,,,,,
1.8872320652008057,0,15,,,,,
1.9725838899612427,0,16,,,,,
1.8504834175109863,0,17,,,,,
1.767938494682312,0,18,,,,,
1.749680757522583,0,19,,,,,
1.788698673248291,0,20,,,,,
1.634435772895813,0,21,,,,,
1.6569759845733643,0,22,,,,,
1.7129594087600708,0,23,,,,,
1.5309560298919678,0,24,,,,,
1.451522707939148,0,25,,,,,
1.4827574491500854,0,26,,,,,
,,0,0.9830929040908813,,,,
,,1,1.0534974336624146,,,,
,,2,1.1183898448944092,,,,
,,3,0.9485228657722473,,,,
,0,26,,1.0402003526687622,,,
,0,26,,,0.0243055559694767,0.0052083334885537624,2.2071049213409424
1.375356912612915,1,27,,,,,
1.3458949327468872,1,28,,,,,
1.4578897953033447,1,29,,,,,
1.4002320766448975,1,30,,,,,
1.4396257400512695,1,31,,,,,
1.4962522983551025,1,32,,,,,
1.2808321714401245,1,33,,,,,
1.2897566556930542,1,34,,,,,
1.3322734832763672,1,35,,,,,
1.2761207818984985,1,36,,,,,
1.193364143371582,1,37,,,,,
1.2465300559997559,1,38,,,,,
1.340615153312683,1,39,,,,,
1.304590106010437,1,40,,,,,
1.3517451286315918,1,41,,,,,
1.2614434957504272,1,42,,,,,
1.316601037979126,1,43,,,,,
1.2054412364959717,1,44,,,,,
1.0857429504394531,1,45,,,,,
1.1600706577301025,1,46,,,,,
1.252842664718628,1,47,,,,,
1.1184450387954712,1,48,,,,,
1.09112548828125,1,49,,,,,
1.0305418968200684,1,50,,,,,
1.186985731124878,1,51,,,,,
1.0940933227539062,1,52,,,,,
1.1745941638946533,1,53,,,,,
,,4,0.6756921410560608,,,,
,,5,0.8206920027732849,,,,
,,6,0.8521242737770081,,,,
,,7,0.6807940006256104,,,,
,1,53,,0.7714980840682983,,,
,1,53,,,0.0277777798473835,0.01388888992369175,1.2632966041564941
1.0589064359664917,2,54,,,,,
1.0294075012207031,2,55,,,,,
0.9659803509712219,2,56,,,,,
1.1443979740142822,2,57,,,,,
0.9247631430625916,2,58,,,,,
1.0354963541030884,2,59,,,,,
0.9743096828460693,2,60,,,,,
0.8930994272232056,2,61,,,,,
1.0310765504837036,2,62,,,,,
1.0821740627288818,2,63,,,,,
0.940880298614502,2,64,,,,,
1.086509346961975,2,65,,,,,
0.9518231749534607,2,66,,,,,
0.9198309779167175,2,67,,,,,
0.9847626090049744,2,68,,,,,
0.9679418802261353,2,69,,,,,
0.9467630386352539,2,70,,,,,
0.9596901535987854,2,71,,,,,
0.9058732390403748,2,72,,,,,
1.0001140832901,2,73,,,,,
1.135886311531067,2,74,,,,,
0.808576226234436,2,75,,,,,
0.8265798091888428,2,76,,,,,
0.9977814555168152,2,77,,,,,
0.8158116340637207,2,78,,,,,
0.8337573409080505,2,79,,,,,
0.8213273882865906,2,80,,,,,
,,8,0.46498116850852966,,,,
,,9,0.6177210211753845,,,,
,,10,0.6343938112258911,,,,
,,11,0.4726885259151459,,,,
,2,80,,0.5612901449203491,,,
,2,80,,,0.0694444477558136,0.0052083334885537624,0.9645748138427734
0.7529802918434143,3,81,,,,,
0.7784116864204407,3,82,,,,,
0.7148141860961914,3,83,,,,,
0.9581193923950195,3,84,,,,,
0.7488222122192383,3,85,,,,,
0.8793826699256897,3,86,,,,,
0.8607518672943115,3,87,,,,,
0.7030213475227356,3,88,,,,,
0.677130401134491,3,89,,,,,
0.6963766813278198,3,90,,,,,
0.6490660309791565,3,91,,,,,
0.8336247801780701,3,92,,,,,
0.851180374622345,3,93,,,,,
0.6875205636024475,3,94,,,,,
0.8219442963600159,3,95,,,,,
0.7660236358642578,3,96,,,,,
0.7173264622688293,3,97,,,,,
0.6305204629898071,3,98,,,,,
0.6440800428390503,3,99,,,,,
0.6362119317054749,3,100,,,,,
0.6941736936569214,3,101,,,,,
0.5689764022827148,3,102,,,,,
0.5572195649147034,3,103,,,,,
0.7738487720489502,3,104,,,,,
0.5984072685241699,3,105,,,,,
0.8097096085548401,3,106,,,,,
0.5557823181152344,3,107,,,,,
,,12,0.2274843007326126,,,,
,,13,0.3441947400569916,,,,
,,14,0.39564022421836853,,,,
,,15,0.22545960545539856,,,,
,3,107,,0.3116641938686371,,,
,3,107,,,0.5104166865348816,0.2968750298023224,0.7246453762054443
0.5468315482139587,4,108,,,,,
0.6883447170257568,4,109,,,,,
0.6674765944480896,4,110,,,,,
0.6168033480644226,4,111,,,,,
0.6032684445381165,4,112,,,,,
0.5709108710289001,4,113,,,,,
0.4045739769935608,4,114,,,,,
0.5884717702865601,4,115,,,,,
0.7881371378898621,4,116,,,,,
0.576242983341217,4,117,,,,,
0.43108612298965454,4,118,,,,,
0.3856982886791229,4,119,,,,,
0.38636139035224915,4,120,,,,,
0.5112185478210449,4,121,,,,,
0.6267739534378052,4,122,,,,,
0.4085708260536194,4,123,,,,,
0.4170460104942322,4,124,,,,,
0.4589628279209137,4,125,,,,,
0.44660279154777527,4,126,,,,,
0.39999818801879883,4,127,,,,,
0.34813013672828674,4,128,,,,,
0.4002186954021454,4,129,,,,,
0.3380478620529175,4,130,,,,,
0.47324803471565247,4,131,,,,,
0.4595741629600525,4,132,,,,,
0.5779538154602051,4,133,,,,,
0.3603878617286682,4,134,,,,,
,,16,0.170073464512825,,,,
,,17,0.2749093770980835,,,,
,,18,0.3160630166530609,,,,
,,19,0.15697793662548065,,,,
,4,134,,0.24293707311153412,,,
,4,134,,,0.6371527910232544,0.3402777910232544,0.49929410219192505
0.46385353803634644,5,135,,,,,
0.32052239775657654,5,136,,,,,
0.3445897698402405,5,137,,,,,
0.5882353186607361,5,138,,,,,
0.36965832114219666,5,139,,,,,
0.37296029925346375,5,140,,,,,
0.37507933378219604,5,141,,,,,
0.4337038993835449,5,142,,,,,
0.4232979714870453,5,143,,,,,
0.3106149435043335,5,144,,,,,
0.3343537747859955,5,145,,,,,
0.5145231485366821,5,146,,,,,
0.3003159165382385,5,147,,,,,
0.3295515775680542,5,148,,,,,
0.4103391170501709,5,149,,,,,
0.41072356700897217,5,150,,,,,
0.3223744034767151,5,151,,,,,
0.42933887243270874,5,152,,,,,
0.2601514160633087,5,153,,,,,
0.33216121792793274,5,154,,,,,
0.27467435598373413,5,155,,,,,
0.4042346775531769,5,156,,,,,
0.251111775636673,5,157,,,,,
0.3957882523536682,5,158,,,,,
0.2629750669002533,5,159,,,,,
0.2783602178096771,5,160,,,,,
0.5862210392951965,5,161,,,,,
,,20,0.11248767375946045,,,,
,,21,0.21164263784885406,,,,
,,22,0.24635513126850128,,,,
,,23,0.10286970436573029,,,,
,5,161,,0.18046267330646515,,,
,5,161,,,0.9479166865348816,0.428819477558136,0.37406349182128906
0.2468685358762741,6,162,,,,,
0.27330926060676575,6,163,,,,,
0.36178097128868103,6,164,,,,,
0.28763049840927124,6,165,,,,,
0.23563122749328613,6,166,,,,,
0.46505606174468994,6,167,,,,,
0.2456441968679428,6,168,,,,,
0.3170672059059143,6,169,,,,,
0.3692997694015503,6,170,,,,,
0.23815736174583435,6,171,,,,,
0.24117808043956757,6,172,,,,,
0.23230095207691193,6,173,,,,,
0.28905579447746277,6,174,,,,,
0.39166393876075745,6,175,,,,,
0.2767891585826874,6,176,,,,,
0.31469646096229553,6,177,,,,,
0.4088224768638611,6,178,,,,,
0.25063422322273254,6,179,,,,,
0.28371962904930115,6,180,,,,,
0.40971052646636963,6,181,,,,,
0.20076647400856018,6,182,,,,,
0.29220426082611084,6,183,,,,,
0.3270508348941803,6,184,,,,,
0.3015059232711792,6,185,,,,,
0.5051474571228027,6,186,,,,,
0.2821289300918579,6,187,,,,,
0.2243998795747757,6,188,,,,,
,,24,0.10020728409290314,,,,
,,25,0.19231361150741577,,,,
,,26,0.21187762916088104,,,,
,,27,0.0959145575761795,,,,
,6,188,,0.16010859608650208,,,
,6,188,,,0.9427083730697632,0.46875,0.3063785135746002
0.2535059452056885,7,189,,,,,
0.3064458966255188,7,190,,,,,
0.24475769698619843,7,191,,,,,
0.26019495725631714,7,192,,,,,
0.20273125171661377,7,193,,,,,
0.3129878044128418,7,194,,,,,
0.2196398377418518,7,195,,,,,
0.3365810513496399,7,196,,,,,
0.29276198148727417,7,197,,,,,
0.32281172275543213,7,198,,,,,
0.18098965287208557,7,199,,,,,
0.18526528775691986,7,200,,,,,
0.21092377603054047,7,201,,,,,
0.30356642603874207,7,202,,,,,
0.22858580946922302,7,203,,,,,
0.463113397359848,7,204,,,,,
0.1761154979467392,7,205,,,,,
0.2548234760761261,7,206,,,,,
0.3890889883041382,7,207,,,,,
0.39484935998916626,7,208,,,,,
0.18875831365585327,7,209,,,,,
0.16498802602291107,7,210,,,,,
0.345828652381897,7,211,,,,,
0.2600131034851074,7,212,,,,,
0.1555694341659546,7,213,,,,,
0.17805519700050354,7,214,,,,,
0.2405611127614975,7,215,,,,,
,,28,0.08974017947912216,,,,
,,29,0.169835165143013,,,,
,,30,0.19339226186275482,,,,
,,31,0.08033842593431473,,,,
,7,215,,0.14313910901546478,,,
,7,215,,,0.9531249403953552,0.4635416865348816,0.2619819641113281
0.1877993792295456,8,216,,,,,
0.2503701448440552,8,217,,,,,
0.2812231779098511,8,218,,,,,
0.43225184082984924,8,219,,,,,
0.2404186725616455,8,220,,,,,
0.2943299412727356,8,221,,,,,
0.15942510962486267,8,222,,,,,
0.1928376704454422,8,223,,,,,
0.3130039572715759,8,224,,,,,
0.2032553255558014,8,225,,,,,
0.24656428396701813,8,226,,,,,
0.2326042205095291,8,227,,,,,
0.25846120715141296,8,228,,,,,
0.18374685943126678,8,229,,,,,
0.19687668979167938,8,230,,,,,
0.1939062923192978,8,231,,,,,
0.2820146381855011,8,232,,,,,
0.253470242023468,8,233,,,,,
0.1714911013841629,8,234,,,,,
0.163137748837471,8,235,,,,,
0.17018839716911316,8,236,,,,,
0.3221587836742401,8,237,,,,,
0.2899749279022217,8,238,,,,,
0.23176568746566772,8,239,,,,,
0.18142816424369812,8,240,,,,,
0.3067258298397064,8,241,,,,,
0.16817551851272583,8,242,,,,,
,,32,0.08291059732437134,,,,
,,33,0.1571258306503296,,,,
,,34,0.18042190372943878,,,,
,,35,0.07950055599212646,,,,
,8,242,,0.1334136426448822,,,
,8,242,,,0.96875,0.5434028506278992,0.2373187243938446
0.18528474867343903,9,243,,,,,
0.19334620237350464,9,244,,,,,
0.22533734142780304,9,245,,,,,
0.2993868291378021,9,246,,,,,
0.2543448805809021,9,247,,,,,
0.1674426943063736,9,248,,,,,
0.22012481093406677,9,249,,,,,
0.15808887779712677,9,250,,,,,
0.2652200162410736,9,251,,,,,
0.29010993242263794,9,252,,,,,
0.26356521248817444,9,253,,,,,
0.20304018259048462,9,254,,,,,
0.2218378782272339,9,255,,,,,
0.18561314046382904,9,256,,,,,
0.34484076499938965,9,257,,,,,
0.15104666352272034,9,258,,,,,
0.1291719377040863,9,259,,,,,
0.15393367409706116,9,260,,,,,
0.1400713175535202,9,261,,,,,
0.24735461175441742,9,262,,,,,
0.1560026854276657,9,263,,,,,
0.25242289900779724,9,264,,,,,
0.1363316774368286,9,265,,,,,
0.21727940440177917,9,266,,,,,
0.2654232382774353,9,267,,,,,
0.23372381925582886,9,268,,,,,
0.17953214049339294,9,269,,,,,
,,36,0.0806613489985466,,,,
,,37,0.1418149471282959,,,,
,,38,0.16554023325443268,,,,
,,39,0.0714041218161583,,,,
,9,269,,0.12290164828300476,,,
,9,269,,,0.9687500596046448,0.5920138955116272,0.21258805692195892
0.33564066886901855,10,270,,,,,
0.2646985352039337,10,271,,,,,
0.20998182892799377,10,272,,,,,
0.23485399782657623,10,273,,,,,
0.150159552693367,10,274,,,,,
0.18949101865291595,10,275,,,,,
0.18246178328990936,10,276,,,,,
0.17428377270698547,10,277,,,,,
0.28647640347480774,10,278,,,,,
0.1410481184720993,10,279,,,,,
0.18154534697532654,10,280,,,,,
0.13714304566383362,10,281,,,,,
0.1729503870010376,10,282,,,,,
0.14652813971042633,10,283,,,,,
0.2491164207458496,10,284,,,,,
0.24759668111801147,10,285,,,,,
0.16833946108818054,10,286,,,,,
0.22456738352775574,10,287,,,,,
0.1489032357931137,10,288,,,,,
0.32006922364234924,10,289,,,,,
0.14165467023849487,10,290,,,,,
0.1512031853199005,10,291,,,,,
0.2670786678791046,10,292,,,,,
0.2049068659543991,10,293,,,,,
0.14569884538650513,10,294,,,,,
0.20392270386219025,10,295,,,,,
0.1673581302165985,10,296,,,,,
,,40,0.07966184616088867,,,,
,,41,0.13220903277397156,,,,
,,42,0.15677538514137268,,,,
,,43,0.07545139640569687,,,,
,10,296,,0.11761201173067093,,,
,10,296,,,0.953125,0.560763955116272,0.20176585018634796
0.16585484147071838,11,297,,,,,
0.15279990434646606,11,298,,,,,
0.1713704913854599,11,299,,,,,
0.13880954682826996,11,300,,,,,
0.22151505947113037,11,301,,,,,
0.22770707309246063,11,302,,,,,
0.1302412897348404,11,303,,,,,
0.13641031086444855,11,304,,,,,
0.12765651941299438,11,305,,,,,
0.26120665669441223,11,306,,,,,
0.20513883233070374,11,307,,,,,
0.13036492466926575,11,308,,,,,
0.36267146468162537,11,309,,,,,
0.1633862555027008,11,310,,,,,
0.14540109038352966,11,311,,,,,
0.26758211851119995,11,312,,,,,
0.232931450009346,11,313,,,,,
0.17912226915359497,11,314,,,,,
0.1516670137643814,11,315,,,,,
0.24445809423923492,11,316,,,,,
0.22920233011245728,11,317,,,,,
0.17376981675624847,11,318,,,,,
0.22403325140476227,11,319,,,,,
0.1619843691587448,11,320,,,,,
0.1914699673652649,11,321,,,,,
0.09641808271408081,11,322,,,,,
0.17646826803684235,11,323,,,,,
,,44,0.07891612499952316,,,,
,,45,0.1114620715379715,,,,
,,46,0.14053192734718323,,,,
,,47,0.07294382899999619,,,,
,11,323,,0.10615230351686478,,,
,11,323,,,0.9739583730697632,0.5763888955116272,0.1877644807100296
0.18352562189102173,12,324,,,,,
0.1521317958831787,12,325,,,,,
0.22374731302261353,12,326,,,,,
0.20471805334091187,12,327,,,,,
0.14862746000289917,12,328,,,,,
0.2698180377483368,12,329,,,,,
0.24168460071086884,12,330,,,,,
0.17348612844944,12,331,,,,,
0.14433829486370087,12,332,,,,,
0.1928948312997818,12,333,,,,,
0.1842900514602661,12,334,,,,,
0.13966891169548035,12,335,,,,,
0.150209441781044,12,336,,,,,
0.13715976476669312,12,337,,,,,
0.1341271847486496,12,338,,,,,
0.19762571156024933,12,339,,,,,
0.18664425611495972,12,340,,,,,
0.16381233930587769,12,341,,,,,
0.14798760414123535,12,342,,,,,
0.13522225618362427,12,343,,,,,
0.1416749507188797,12,344,,,,,
0.29785484075546265,12,345,,,,,
0.1287759691476822,12,346,,,,,
0.14137917757034302,12,347,,,,,
0.12107279896736145,12,348,,,,,
0.10238432139158249,12,349,,,,,
0.1400943398475647,12,350,,,,,
,,48,0.07468666136264801,,,,
,,49,0.09817901253700256,,,,
,,50,0.12569589912891388,,,,
,,51,0.062490496784448624,,,,
,12,350,,0.09540608525276184,,,
,12,350,,,0.9583333730697632,0.6024305820465088,0.16981317102909088
0.1919752061367035,13,351,,,,,
0.19123883545398712,13,352,,,,,
0.1949707716703415,13,353,,,,,
0.17151111364364624,13,354,,,,,
0.10096903145313263,13,355,,,,,
0.11694344133138657,13,356,,,,,
0.15739135444164276,13,357,,,,,
0.1942949742078781,13,358,,,,,
0.14350859820842743,13,359,,,,,
