step,csv-epoch,csv-train_loss_step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-accuracy/exact,csv-train_loss_epoch
0,0,3.8620269298553467,,,,,
1,0,3.2604165077209473,,,,,
2,0,3.26393723487854,,,,,
3,0,2.872323513031006,,,,,
4,0,2.744688034057617,,,,,
5,0,2.5567619800567627,,,,,
6,0,2.4631857872009277,,,,,
7,0,2.3504984378814697,,,,,
0,,,1.8069928884506226,,,,
7,0,,,1.8069928884506226,,,
7,0,,,,0.0,0.0,2.921729564666748
8,1,2.3085014820098877,,,,,
9,1,2.1364707946777344,,,,,
10,1,2.070812463760376,,,,,
11,1,1.939934253692627,,,,,
12,1,2.1054155826568604,,,,,
13,1,1.9646387100219727,,,,,
14,1,1.9474116563796997,,,,,
15,1,1.781708836555481,,,,,
1,,,1.4478625059127808,,,,
15,1,,,1.4478625059127808,,,
15,1,,,,0.0,0.0,2.0318617820739746
16,2,1.6918548345565796,,,,,
17,2,1.7774144411087036,,,,,
18,2,1.7205063104629517,,,,,
19,2,1.6810871362686157,,,,,
20,2,1.595450520515442,,,,,
21,2,1.5767948627471924,,,,,
22,2,1.5200324058532715,,,,,
23,2,1.4587011337280273,,,,,
2,,,1.162094235420227,,,,
23,2,,,1.162094235420227,,,
23,2,,,,0.0,0.0,1.627730131149292
24,3,1.5177940130233765,,,,,
25,3,1.4231047630310059,,,,,
26,3,1.3892719745635986,,,,,
27,3,1.4082914590835571,,,,,
28,3,1.2875723838806152,,,,,
29,3,1.3378616571426392,,,,,
30,3,1.3322283029556274,,,,,
31,3,1.3130218982696533,,,,,
3,,,0.9589616656303406,,,,
31,3,,,0.9589616656303406,,,
31,3,,,,0.0,0.0,1.376143217086792
32,4,1.3055603504180908,,,,,
33,4,1.4532923698425293,,,,,
34,4,1.298050045967102,,,,,
35,4,1.2169675827026367,,,,,
36,4,1.2395401000976562,,,,,
37,4,1.192427396774292,,,,,
38,4,1.1186764240264893,,,,,
39,4,1.1667295694351196,,,,,
4,,,0.8176500797271729,,,,
39,4,,,0.8176500797271729,,,
39,4,,,,0.0,0.0,1.2489055395126343
40,5,1.1791132688522339,,,,,
41,5,1.1611145734786987,,,,,
42,5,1.1977280378341675,,,,,
43,5,1.14091956615448,,,,,
44,5,1.125093698501587,,,,,
45,5,1.0582157373428345,,,,,
46,5,1.055304765701294,,,,,
47,5,1.0449153184890747,,,,,
5,,,0.7196714282035828,,,,
47,5,,,0.7196714282035828,,,
47,5,,,,0.0,0.0,1.1203006505966187
48,6,1.0373939275741577,,,,,
49,6,0.9539312124252319,,,,,
50,6,1.0940852165222168,,,,,
51,6,0.9906898140907288,,,,,
52,6,0.9672704935073853,,,,,
53,6,0.9473976492881775,,,,,
54,6,0.9862971305847168,,,,,
55,6,1.0387681722640991,,,,,
6,,,0.6516415476799011,,,,
55,6,,,0.6516415476799011,,,
55,6,,,,0.0,0.0,1.0019792318344116
56,7,0.9430009722709656,,,,,
57,7,0.9650537371635437,,,,,
58,7,0.851874589920044,,,,,
59,7,0.8023082613945007,,,,,
60,7,0.8889117240905762,,,,,
61,7,0.8893961906433105,,,,,
62,7,0.8977950811386108,,,,,
63,7,0.8419400453567505,,,,,
7,,,0.558352530002594,,,,
63,7,,,0.558352530002594,,,
63,7,,,,0.0,0.0,0.8850350975990295
64,8,0.9369335174560547,,,,,
65,8,0.8204032778739929,,,,,
66,8,0.7089829444885254,,,,,
67,8,0.7950373291969299,,,,,
68,8,0.8273050785064697,,,,,
69,8,0.7900201082229614,,,,,
70,8,0.740234375,,,,,
