step,csv-epoch,csv-train_loss_step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-accuracy/exact,csv-train_loss_epoch
0,0,12.550973892211914,,,,,
1,0,0.842059314250946,,,,,
2,0,0.18519458174705505,,,,,
3,0,0.2066946178674698,,,,,
4,0,0.19333183765411377,,,,,
5,0,0.117779441177845,,,,,
6,0,0.21676063537597656,,,,,
7,0,0.13088548183441162,,,,,
8,0,0.12296497821807861,,,,,
9,0,0.17979897558689117,,,,,
10,0,0.10975079238414764,,,,,
11,0,0.12252230942249298,,,,,
12,0,0.14782515168190002,,,,,
13,0,0.12669843435287476,,,,,
14,0,0.09938588738441467,,,,,
15,0,0.1039738804101944,,,,,
16,0,0.14517128467559814,,,,,
17,0,0.12237480282783508,,,,,
18,0,0.12248998880386353,,,,,
19,0,0.12918555736541748,,,,,
20,0,0.09883362054824829,,,,,
21,0,0.10815516114234924,,,,,
22,0,0.11249522864818573,,,,,
23,0,0.11612638086080551,,,,,
24,0,0.11169800162315369,,,,,
25,0,0.10067139565944672,,,,,
26,0,0.0718846470117569,,,,,
27,0,0.0977330356836319,,,,,
28,0,0.10977299511432648,,,,,
29,0,0.10403549671173096,,,,,
30,0,0.10948676615953445,,,,,
31,0,0.08480100333690643,,,,,
32,0,0.0943816527724266,,,,,
33,0,0.08156297355890274,,,,,
34,0,0.11946319788694382,,,,,
35,0,0.10858888924121857,,,,,
36,0,0.06734421849250793,,,,,
37,0,0.11164489388465881,,,,,
38,0,0.08070750534534454,,,,,
39,0,0.0935218334197998,,,,,
40,0,0.10935765504837036,,,,,
41,0,0.0707206055521965,,,,,
42,0,0.1011771708726883,,,,,
43,0,0.1458207368850708,,,,,
44,0,0.05895780399441719,,,,,
45,0,0.07751929014921188,,,,,
46,0,0.04851289466023445,,,,,
47,0,0.07868269085884094,,,,,
48,0,0.12287774682044983,,,,,
49,0,0.0905599594116211,,,,,
50,0,0.059423379600048065,,,,,
51,0,0.03394097089767456,,,,,
52,0,0.10200372338294983,,,,,
53,0,0.08191049844026566,,,,,
54,0,0.0615588054060936,,,,,
55,0,0.05751899629831314,,,,,
56,0,0.08927367627620697,,,,,
57,0,0.0312204547226429,,,,,
58,0,0.062161579728126526,,,,,
59,0,0.05150145664811134,,,,,
60,0,0.03997987508773804,,,,,
61,0,0.044679269194602966,,,,,
62,0,0.0446888729929924,,,,,
63,0,0.05349387973546982,,,,,
64,0,0.07838321477174759,,,,,
65,0,0.07282843440771103,,,,,
66,0,0.08222097158432007,,,,,
67,0,0.04845814034342766,,,,,
68,0,0.046047184616327286,,,,,
69,0,0.04383770376443863,,,,,
70,0,0.06506086885929108,,,,,
71,0,0.02829674817621708,,,,,
72,0,0.05848826467990875,,,,,
73,0,0.052444927394390106,,,,,
74,0,0.03156840428709984,,,,,
75,0,0.07567255944013596,,,,,
76,0,0.061111629009246826,,,,,
77,0,0.0522855743765831,,,,,
78,0,0.04123970493674278,,,,,
79,0,0.11601082980632782,,,,,
80,0,0.043547987937927246,,,,,
81,0,0.07273824512958527,,,,,
82,0,0.0923689603805542,,,,,
83,0,0.06440139561891556,,,,,
84,0,0.044665925204753876,,,,,
85,0,0.03293983265757561,,,,,
86,0,0.04420262575149536,,,,,
87,0,0.05407605320215225,,,,,
88,0,0.035553816705942154,,,,,
89,0,0.07242557406425476,,,,,
90,0,0.03931689262390137,,,,,
91,0,0.06223830208182335,,,,,
92,0,0.038426194339990616,,,,,
93,0,0.0486440472304821,,,,,
94,0,0.04952143877744675,,,,,
95,0,0.04014265537261963,,,,,
96,0,0.09277265518903732,,,,,
97,0,0.06676334142684937,,,,,
98,0,0.06792531907558441,,,,,
99,0,0.07637728750705719,,,,,
100,0,0.04052241891622543,,,,,
101,0,0.049380943179130554,,,,,
102,0,0.08642749488353729,,,,,
103,0,0.03553145006299019,,,,,
104,0,0.06358517706394196,,,,,
105,0,0.07298225909471512,,,,,
106,0,0.03150596469640732,,,,,
107,0,0.03803744912147522,,,,,
108,0,0.03956201672554016,,,,,
109,0,0.10312315076589584,,,,,
110,0,0.06178800016641617,,,,,
111,0,0.05024404078722,,,,,
112,0,0.05341057851910591,,,,,
113,0,0.040867093950510025,,,,,
114,0,0.05101005360484123,,,,,
115,0,0.09377925097942352,,,,,
116,0,0.058437153697013855,,,,,
117,0,0.06379855424165726,,,,,
118,0,0.13716170191764832,,,,,
119,0,0.042246174067258835,,,,,
120,0,0.0635271668434143,,,,,
121,0,0.044120460748672485,,,,,
122,0,0.07467611134052277,,,,,
123,0,0.056494876742362976,,,,,
124,0,0.049426399171352386,,,,,
125,0,0.07158812880516052,,,,,
126,0,0.05630003660917282,,,,,
127,0,0.03821401298046112,,,,,
128,0,0.042622603476047516,,,,,
129,0,0.0821230560541153,,,,,
130,0,0.04994858428835869,,,,,
131,0,0.031547803431749344,,,,,
132,0,0.04822535812854767,,,,,
133,0,0.03224538639187813,,,,,
134,0,0.03443256393074989,,,,,
135,0,0.0449049212038517,,,,,
136,0,0.08323539793491364,,,,,
137,0,0.0428757518529892,,,,,
138,0,0.07028041779994965,,,,,
139,0,0.060045208781957626,,,,,
140,0,0.029801595956087112,,,,,
141,0,0.04480946436524391,,,,,
142,0,0.03781858831644058,,,,,
143,0,0.061721935868263245,,,,,
144,0,0.0772847831249237,,,,,
145,0,0.03649802878499031,,,,,
146,0,0.020545899868011475,,,,,
147,0,0.0404503308236599,,,,,
148,0,0.04859183728694916,,,,,
149,0,0.06008908525109291,,,,,
150,0,0.03617120906710625,,,,,
151,0,0.08155742287635803,,,,,
152,0,0.06158994138240814,,,,,
153,0,0.06595788896083832,,,,,
154,0,0.08214206993579865,,,,,
155,0,0.039342328906059265,,,,,
156,0,0.04433566331863403,,,,,
157,0,0.053900450468063354,,,,,
158,0,0.05593480169773102,,,,,
159,0,0.06006838381290436,,,,,
160,0,0.07892589271068573,,,,,
161,0,0.06484603136777878,,,,,
162,0,0.030218224972486496,,,,,
163,0,0.02703090012073517,,,,,
164,0,0.036016933619976044,,,,,
165,0,0.03369927778840065,,,,,
166,0,0.054384052753448486,,,,,
167,0,0.04914119839668274,,,,,
168,0,0.0475308820605278,,,,,
169,0,0.039709851145744324,,,,,
170,0,0.06154372915625572,,,,,
171,0,0.041362084448337555,,,,,
172,0,0.03175736963748932,,,,,
173,0,0.05735201761126518,,,,,
174,0,0.07309540361166,,,,,
175,0,0.06326960027217865,,,,,
176,0,0.03464405983686447,,,,,
177,0,0.04369798302650452,,,,,
178,0,0.036268092691898346,,,,,
179,0,0.03839742764830589,,,,,
180,0,0.033983953297138214,,,,,
181,0,0.0525420606136322,,,,,
182,0,0.032017916440963745,,,,,
183,0,0.04074213281273842,,,,,
184,0,0.0335073284804821,,,,,
185,0,0.03619381785392761,,,,,
186,0,0.0718715712428093,,,,,
187,0,0.01968015357851982,,,,,
188,0,0.03486611321568489,,,,,
189,0,0.04965060204267502,,,,,
190,0,0.02593284472823143,,,,,
191,0,0.04130934551358223,,,,,
192,0,0.03647962212562561,,,,,
193,0,0.0428084060549736,,,,,
194,0,0.059596575796604156,,,,,
195,0,0.03527994453907013,,,,,
196,0,0.03585827350616455,,,,,
197,0,0.032222725450992584,,,,,
198,0,0.06762683391571045,,,,,
199,0,0.03986702486872673,,,,,
200,0,0.031352054327726364,,,,,
201,0,0.03374093025922775,,,,,
202,0,0.03229681774973869,,,,,
203,0,0.04591721296310425,,,,,
204,0,0.08133292198181152,,,,,
205,0,0.04470863193273544,,,,,
206,0,0.07588831335306168,,,,,
207,0,0.09249582886695862,,,,,
208,0,0.023826785385608673,,,,,
209,0,0.03226383775472641,,,,,
210,0,0.02860325202345848,,,,,
211,0,0.04012663662433624,,,,,
212,0,0.09356626868247986,,,,,
213,0,0.05804591625928879,,,,,
214,0,0.06281635165214539,,,,,
215,0,0.06693284213542938,,,,,
216,0,0.06055455654859543,,,,,
217,0,0.03432314842939377,,,,,
218,0,0.08675488829612732,,,,,
219,0,0.05369958281517029,,,,,
220,0,0.042975254356861115,,,,,
221,0,0.03924798220396042,,,,,
222,0,0.02313011884689331,,,,,
223,0,0.02624317817389965,,,,,
224,0,0.06285323202610016,,,,,
225,0,0.05376989021897316,,,,,
226,0,0.04957626014947891,,,,,
227,0,0.06170407682657242,,,,,
228,0,0.04615725949406624,,,,,
229,0,0.04973318427801132,,,,,
230,0,0.056678399443626404,,,,,
231,0,0.08338828384876251,,,,,
232,0,0.047461770474910736,,,,,
233,0,0.033924080431461334,,,,,
234,0,0.04313354194164276,,,,,
235,0,0.07101590186357498,,,,,
236,0,0.06317894160747528,,,,,
237,0,0.04494796693325043,,,,,
238,0,0.07291616499423981,,,,,
239,0,0.03303825110197067,,,,,
240,0,0.0433984100818634,,,,,
241,0,0.05067038536071777,,,,,
242,0,0.034854404628276825,,,,,
243,0,0.027265850454568863,,,,,
244,0,0.022160599008202553,,,,,
245,0,0.052046604454517365,,,,,
246,0,0.032324858009815216,,,,,
247,0,0.06392687559127808,,,,,
248,0,0.03820984438061714,,,,,
249,0,0.026581376791000366,,,,,
250,0,0.06492527574300766,,,,,
251,0,0.06211862713098526,,,,,
252,0,0.04659673571586609,,,,,
253,0,0.03368879109621048,,,,,
254,0,0.08668021857738495,,,,,
255,0,0.05209718644618988,,,,,
256,0,0.05952689051628113,,,,,
257,0,0.041543081402778625,,,,,
258,0,0.062476273626089096,,,,,
259,0,0.0481397919356823,,,,,
260,0,0.019637854769825935,,,,,
261,0,0.04290218651294708,,,,,
262,0,0.053564563393592834,,,,,
263,0,0.035649485886096954,,,,,
264,0,0.029887061566114426,,,,,
265,0,0.024422142654657364,,,,,
266,0,0.056127503514289856,,,,,
267,0,0.03220357745885849,,,,,
268,0,0.08228747546672821,,,,,
269,0,0.04666865989565849,,,,,
270,0,0.04479464143514633,,,,,
271,0,0.03212057426571846,,,,,
272,0,0.021100837737321854,,,,,
273,0,0.03691939264535904,,,,,
274,0,0.02623586729168892,,,,,
275,0,0.05493982508778572,,,,,
276,0,0.03744170814752579,,,,,
277,0,0.05929143354296684,,,,,
