step,csv-train_loss_step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/exact,csv-train_loss_epoch,csv-accuracy/validator
0,3.8156912326812744,0,,,,,
1,2.98577880859375,0,,,,,
2,2.7792842388153076,0,,,,,
3,2.783224105834961,0,,,,,
4,2.7884109020233154,0,,,,,
5,2.4491214752197266,0,,,,,
6,2.588240146636963,0,,,,,
7,2.363060474395752,0,,,,,
8,2.3455028533935547,0,,,,,
9,2.374175548553467,0,,,,,
10,2.4722578525543213,0,,,,,
11,2.1802005767822266,0,,,,,
12,2.1570885181427,0,,,,,
13,2.3892154693603516,0,,,,,
14,2.153752326965332,0,,,,,
15,2.0932745933532715,0,,,,,
16,2.061020851135254,0,,,,,
17,1.871216058731079,0,,,,,
18,1.7748368978500366,0,,,,,
19,2.0361201763153076,0,,,,,
20,1.873557209968567,0,,,,,
21,1.9490325450897217,0,,,,,
22,1.8731942176818848,0,,,,,
23,1.7286208868026733,0,,,,,
24,1.4448268413543701,0,,,,,
25,1.6114510297775269,0,,,,,
26,1.9011752605438232,0,,,,,
27,1.5428335666656494,0,,,,,
28,1.5405464172363281,0,,,,,
29,1.5198389291763306,0,,,,,
30,1.593665599822998,0,,,,,
31,1.6683894395828247,0,,,,,
32,1.5967040061950684,0,,,,,
33,1.4884130954742432,0,,,,,
34,1.2520523071289062,0,,,,,
35,1.4783307313919067,0,,,,,
36,1.3697205781936646,0,,,,,
37,1.368241786956787,0,,,,,
38,1.4081840515136719,0,,,,,
39,1.2618041038513184,0,,,,,
40,1.267982840538025,0,,,,,
41,1.196458101272583,0,,,,,
42,1.167458415031433,0,,,,,
43,1.051288366317749,0,,,,,
44,1.1166915893554688,0,,,,,
45,1.0924570560455322,0,,,,,
46,1.0898520946502686,0,,,,,
47,1.0207690000534058,0,,,,,
48,0.9701367616653442,0,,,,,
49,0.9924246072769165,0,,,,,
50,0.9048436880111694,0,,,,,
51,0.8271322250366211,0,,,,,
52,0.753028929233551,0,,,,,
53,0.8198941349983215,0,,,,,
54,0.8517677783966064,0,,,,,
55,0.7174917459487915,0,,,,,
56,0.7232490181922913,0,,,,,
57,0.7730900049209595,0,,,,,
58,0.7054606676101685,0,,,,,
59,0.6995483636856079,0,,,,,
60,0.6081038117408752,0,,,,,
61,0.5137205719947815,0,,,,,
62,0.6898109912872314,0,,,,,
63,0.5663620233535767,0,,,,,
64,0.49588319659233093,0,,,,,
65,0.46144604682922363,0,,,,,
66,0.7645859718322754,0,,,,,
67,0.6242408156394958,0,,,,,
68,0.5293482542037964,0,,,,,
69,0.5838362574577332,0,,,,,
70,0.469022661447525,0,,,,,
71,0.34137117862701416,0,,,,,
72,0.3728371560573578,0,,,,,
73,0.3422674238681793,0,,,,,
74,0.42253321409225464,0,,,,,
75,0.45133987069129944,0,,,,,
76,0.42374202609062195,0,,,,,
77,0.45398223400115967,0,,,,,
78,0.3578883707523346,0,,,,,
79,0.4793107509613037,0,,,,,
80,0.40214619040489197,0,,,,,
81,0.41877707839012146,0,,,,,
82,0.5394030213356018,0,,,,,
83,0.3615138530731201,0,,,,,
84,0.47343769669532776,0,,,,,
85,0.381244421005249,0,,,,,
86,0.3200625479221344,0,,,,,
87,0.3591651916503906,0,,,,,
88,0.3771856129169464,0,,,,,
89,0.30458733439445496,0,,,,,
90,0.3822954297065735,0,,,,,
91,0.419821172952652,0,,,,,
92,0.27287495136260986,0,,,,,
93,0.3825381398200989,0,,,,,
94,0.2812657654285431,0,,,,,
95,0.370683878660202,0,,,,,
96,0.30165696144104004,0,,,,,
97,0.34266147017478943,0,,,,,
98,0.41508710384368896,0,,,,,
99,0.3836785554885864,0,,,,,
100,0.26097777485847473,0,,,,,
101,0.24498170614242554,0,,,,,
102,0.32910650968551636,0,,,,,
