csv-epoch,step,csv-train_loss_step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/exact,csv-accuracy/validator,csv-train_loss_epoch
0,0,3.280919075012207,,,,,
0,1,3.0739219188690186,,,,,
0,2,2.837895393371582,,,,,
0,3,3.020477533340454,,,,,
0,4,2.5725064277648926,,,,,
0,5,2.8514227867126465,,,,,
0,6,2.442169189453125,,,,,
0,7,2.5377731323242188,,,,,
0,8,2.4167585372924805,,,,,
0,9,2.220720052719116,,,,,
0,10,2.2229509353637695,,,,,
0,11,2.2049431800842285,,,,,
0,12,2.159607410430908,,,,,
0,13,2.069122552871704,,,,,
0,14,2.0334064960479736,,,,,
0,15,2.008854627609253,,,,,
0,16,2.036916732788086,,,,,
0,17,2.1520469188690186,,,,,
0,18,1.9377617835998535,,,,,
0,19,1.9907112121582031,,,,,
0,20,1.9248460531234741,,,,,
0,21,1.8298312425613403,,,,,
0,22,1.7874970436096191,,,,,
0,23,1.8001264333724976,,,,,
0,24,1.7518830299377441,,,,,
0,25,1.6883890628814697,,,,,
0,26,1.6663310527801514,,,,,
0,27,1.6247999668121338,,,,,
0,28,1.612467885017395,,,,,
0,29,1.5966323614120483,,,,,
0,30,1.6171650886535645,,,,,
0,31,1.5393822193145752,,,,,
0,32,1.562268853187561,,,,,
0,33,1.469402551651001,,,,,
0,34,1.4994475841522217,,,,,
0,35,1.4854377508163452,,,,,
0,36,1.4460704326629639,,,,,
0,37,1.3564646244049072,,,,,
0,38,1.401977777481079,,,,,
0,39,1.4118916988372803,,,,,
0,40,1.2779649496078491,,,,,
0,41,1.3032138347625732,,,,,
0,42,1.2675817012786865,,,,,
0,43,1.287664771080017,,,,,
0,44,1.294917106628418,,,,,
0,45,1.3215731382369995,,,,,
0,46,1.2233622074127197,,,,,
0,47,1.3064093589782715,,,,,
0,48,1.1734641790390015,,,,,
0,49,1.1654350757598877,,,,,
0,50,1.1548553705215454,,,,,
0,51,1.07686448097229,,,,,
0,52,1.120452880859375,,,,,
0,53,1.0568549633026123,,,,,
0,54,1.071568250656128,,,,,
0,55,1.041335105895996,,,,,
0,56,1.0703471899032593,,,,,
0,57,0.9261060357093811,,,,,
0,58,0.9547577500343323,,,,,
0,59,1.013878583908081,,,,,
0,60,0.8808351159095764,,,,,
0,61,0.9515296220779419,,,,,
0,62,0.8902224898338318,,,,,
0,63,0.8674633502960205,,,,,
0,64,0.9624438285827637,,,,,
0,65,0.7648628950119019,,,,,
0,66,0.7848300933837891,,,,,
0,67,0.817840039730072,,,,,
0,68,0.7971881628036499,,,,,
0,69,0.7497022151947021,,,,,
0,70,0.702083170413971,,,,,
0,71,0.856829822063446,,,,,
0,72,0.7514966130256653,,,,,
0,73,0.7170921564102173,,,,,
0,74,0.7414246201515198,,,,,
0,75,0.7272481322288513,,,,,
0,76,0.7559523582458496,,,,,
0,77,0.8252688050270081,,,,,
0,78,0.7734441161155701,,,,,
0,79,0.752287745475769,,,,,
0,80,0.7680320739746094,,,,,
0,81,0.661761462688446,,,,,
0,82,0.6655929684638977,,,,,
0,83,0.654573380947113,,,,,
0,84,0.6849263310432434,,,,,
0,85,0.6910949945449829,,,,,
0,86,0.7344846129417419,,,,,
0,87,0.6996029615402222,,,,,
0,88,0.6506534814834595,,,,,
0,89,0.6336800456047058,,,,,
0,90,0.654511034488678,,,,,
0,91,0.6447142362594604,,,,,
0,92,0.6871124505996704,,,,,
0,93,0.6289894580841064,,,,,
0,94,0.6479565501213074,,,,,
0,95,0.6710353493690491,,,,,
0,96,0.6318926811218262,,,,,
0,97,0.6102687120437622,,,,,
0,98,0.5910176038742065,,,,,
0,99,0.6162295341491699,,,,,
0,100,0.6079373955726624,,,,,
0,101,0.5931544303894043,,,,,
0,102,0.6090068817138672,,,,,
0,103,0.6075779795646667,,,,,
0,104,0.600433886051178,,,,,
0,105,0.6460515260696411,,,,,
0,106,0.5423339009284973,,,,,
0,107,0.5775972008705139,,,,,
0,108,0.5289672613143921,,,,,
0,109,0.6048636436462402,,,,,
0,110,0.6008004546165466,,,,,
0,111,0.5749708414077759,,,,,
0,112,0.5760834217071533,,,,,
0,113,0.6115977764129639,,,,,
0,114,0.5850212574005127,,,,,
0,115,0.5357481241226196,,,,,
0,116,0.5099493861198425,,,,,
0,117,0.5824860334396362,,,,,
0,118,0.5657445788383484,,,,,
0,119,0.6269992589950562,,,,,
0,120,0.5515984892845154,,,,,
0,121,0.6161022186279297,,,,,
0,122,0.5863458514213562,,,,,
0,123,0.5217282772064209,,,,,
0,124,0.5561288595199585,,,,,
0,125,0.5428586006164551,,,,,
0,126,0.5564878582954407,,,,,
0,127,0.5644225478172302,,,,,
0,128,0.554863691329956,,,,,
0,129,0.5304909348487854,,,,,
0,130,0.5249945521354675,,,,,
0,131,0.481876015663147,,,,,
0,132,0.5227567553520203,,,,,
0,133,0.5078827738761902,,,,,
0,134,0.5538498163223267,,,,,
0,135,0.5151416659355164,,,,,
0,136,0.5515201687812805,,,,,
0,137,0.518294632434845,,,,,
0,138,0.48672470450401306,,,,,
0,139,0.5407373309135437,,,,,
0,140,0.5734887719154358,,,,,
0,141,0.5374873280525208,,,,,
0,142,0.6023971438407898,,,,,
0,143,0.5343534350395203,,,,,
0,144,0.4790043234825134,,,,,
0,145,0.5183942914009094,,,,,
0,146,0.4555850923061371,,,,,
0,147,0.5915946364402771,,,,,
0,148,0.5095386505126953,,,,,
0,149,0.5450065732002258,,,,,
0,150,0.5112833976745605,,,,,
0,151,0.6161136031150818,,,,,
0,152,0.5036076307296753,,,,,
0,153,0.468670129776001,,,,,
0,154,0.4983014464378357,,,,,
0,155,0.5227268934249878,,,,,
0,156,0.4956822395324707,,,,,
0,157,0.5013176202774048,,,,,
0,158,0.458992063999176,,,,,
0,159,0.5319153666496277,,,,,
0,160,0.5076618194580078,,,,,
0,161,0.5089783668518066,,,,,
0,162,0.48488831520080566,,,,,
0,163,0.46820706129074097,,,,,
0,164,0.49679726362228394,,,,,
0,165,0.4841289520263672,,,,,
0,166,0.4974987804889679,,,,,
0,167,0.45608606934547424,,,,,
0,168,0.42740222811698914,,,,,
0,169,0.5249849557876587,,,,,
0,170,0.4745233952999115,,,,,
0,171,0.4722215235233307,,,,,
0,172,0.4526076316833496,,,,,
0,173,0.4145447313785553,,,,,
0,174,0.4365355372428894,,,,,
0,175,0.4330774247646332,,,,,
0,176,0.4314000904560089,,,,,
0,177,0.43260106444358826,,,,,
0,178,0.41174712777137756,,,,,
0,179,0.44812676310539246,,,,,
0,180,0.5079445838928223,,,,,
0,181,0.45724424719810486,,,,,
0,182,0.43798118829727173,,,,,
0,183,0.36204755306243896,,,,,
0,184,0.4155343174934387,,,,,
0,185,0.4192969799041748,,,,,
0,186,0.47450947761535645,,,,,
0,187,0.4099401533603668,,,,,
0,188,0.4412930905818939,,,,,
0,189,0.47474804520606995,,,,,
0,190,0.4649462103843689,,,,,
0,191,0.46061253547668457,,,,,
0,192,0.4720553755760193,,,,,
0,193,0.48830199241638184,,,,,
0,194,0.47728580236434937,,,,,
0,195,0.5009176731109619,,,,,
0,196,0.49179333448410034,,,,,
0,197,0.4272609353065491,,,,,
0,198,0.4291818141937256,,,,,
0,199,0.41076356172561646,,,,,
0,200,0.4368450939655304,,,,,
0,201,0.39528530836105347,,,,,
0,202,0.44579192996025085,,,,,
0,203,0.4002513289451599,,,,,
0,204,0.43650880455970764,,,,,
0,205,0.4277896285057068,,,,,
0,206,0.5757322907447815,,,,,
0,207,0.4404669404029846,,,,,
0,208,0.40507403016090393,,,,,
0,209,0.40995776653289795,,,,,
0,210,0.4893897473812103,,,,,
0,211,0.42226138710975647,,,,,
0,212,0.3957356810569763,,,,,
0,213,0.4806356132030487,,,,,
0,214,0.4193800091743469,,,,,
0,215,0.3953593969345093,,,,,
0,216,0.39519205689430237,,,,,
0,217,0.4202323257923126,,,,,
0,218,0.3957045376300812,,,,,
0,219,0.39267078042030334,,,,,
0,220,0.43358075618743896,,,,,
0,221,0.4182124137878418,,,,,
0,222,0.38886743783950806,,,,,
0,223,0.4179365038871765,,,,,
0,224,0.43764451146125793,,,,,
0,225,0.4407545328140259,,,,,
0,226,0.4214679002761841,,,,,
0,227,0.4066625237464905,,,,,
0,228,0.4308099150657654,,,,,
0,229,0.40706485509872437,,,,,
0,230,0.4179600477218628,,,,,
0,231,0.40221089124679565,,,,,
0,232,0.35664016008377075,,,,,
0,233,0.4174758791923523,,,,,
0,234,0.3705945312976837,,,,,
0,235,0.40143585205078125,,,,,
0,236,0.40974724292755127,,,,,
0,237,0.3696204423904419,,,,,
0,238,0.3868492841720581,,,,,
0,239,0.43777868151664734,,,,,
0,240,0.4346933960914612,,,,,
0,241,0.4286048114299774,,,,,
0,242,0.38406550884246826,,,,,
0,243,0.44028523564338684,,,,,
0,244,0.3931059241294861,,,,,
0,245,0.41829565167427063,,,,,
0,246,0.3635440170764923,,,,,
0,247,0.5075594782829285,,,,,
0,248,0.39106541872024536,,,,,
0,249,0.3910191059112549,,,,,
0,250,0.40305784344673157,,,,,
0,251,0.37341010570526123,,,,,
0,252,0.3959926962852478,,,,,
0,253,0.43660789728164673,,,,,
0,254,0.3942064940929413,,,,,
0,255,0.3924623429775238,,,,,
0,256,0.3544798791408539,,,,,
0,257,0.3548954129219055,,,,,
0,258,0.36557045578956604,,,,,
0,259,0.37900134921073914,,,,,
0,260,0.35531461238861084,,,,,
0,261,0.379309743642807,,,,,
0,262,0.4228794276714325,,,,,
0,263,0.3993782103061676,,,,,
0,264,0.4538142681121826,,,,,
0,265,0.4427725374698639,,,,,
0,266,0.3586233854293823,,,,,
0,267,0.3431013226509094,,,,,
0,268,0.40272796154022217,,,,,
0,269,0.3658973276615143,,,,,
0,270,0.35739946365356445,,,,,
0,271,0.3870371878147125,,,,,
0,272,0.399660587310791,,,,,
0,273,0.34383928775787354,,,,,
0,274,0.39416635036468506,,,,,
0,275,0.35000741481781006,,,,,
0,276,0.3455866277217865,,,,,
0,277,0.34579816460609436,,,,,
0,278,0.40141597390174866,,,,,
0,279,0.4189874231815338,,,,,
0,280,0.38405677676200867,,,,,
0,281,0.3697302043437958,,,,,
0,282,0.37959691882133484,,,,,
0,283,0.42044317722320557,,,,,
0,284,0.3584240972995758,,,,,
0,285,0.39626264572143555,,,,,
0,286,0.37505561113357544,,,,,
0,287,0.3963969051837921,,,,,
0,288,0.37288129329681396,,,,,
0,289,0.37341660261154175,,,,,
0,290,0.39120060205459595,,,,,
0,291,0.3784768283367157,,,,,
0,292,0.33504757285118103,,,,,
0,293,0.4193771183490753,,,,,
0,294,0.3832601308822632,,,,,
0,295,0.38621827960014343,,,,,
0,296,0.38059180974960327,,,,,
0,297,0.3609008193016052,,,,,
0,298,0.3970293402671814,,,,,
0,299,0.3123531639575958,,,,,
0,300,0.3697659969329834,,,,,
0,301,0.3459031581878662,,,,,
0,302,0.39216864109039307,,,,,
0,303,0.36117494106292725,,,,,
0,304,0.39644020795822144,,,,,
0,305,0.37302660942077637,,,,,
0,306,0.3918555974960327,,,,,
0,307,0.3735097050666809,,,,,
0,308,0.34648558497428894,,,,,
0,309,0.42654043436050415,,,,,
0,310,0.3672926127910614,,,,,
0,311,0.3898811638355255,,,,,
0,312,0.3795451521873474,,,,,
0,313,0.37114417552948,,,,,
0,314,0.3644046187400818,,,,,
0,315,0.3269909620285034,,,,,
0,316,0.32713478803634644,,,,,
0,317,0.3592335879802704,,,,,
0,318,0.4322807788848877,,,,,
0,319,0.3703201711177826,,,,,
0,320,0.3575575649738312,,,,,
0,321,0.3529037833213806,,,,,
0,322,0.3804493546485901,,,,,
0,323,0.3593282699584961,,,,,
0,324,0.37293103337287903,,,,,
0,325,0.36713749170303345,,,,,
0,326,0.3754507005214691,,,,,
0,327,0.3663433790206909,,,,,
0,328,0.35252144932746887,,,,,
0,329,0.3565182685852051,,,,,
0,330,0.36340653896331787,,,,,
0,331,0.35829272866249084,,,,,
0,332,0.36928561329841614,,,,,
0,333,0.337191104888916,,,,,
0,334,0.36466094851493835,,,,,
0,335,0.3735308349132538,,,,,
0,336,0.37317368388175964,,,,,
0,337,0.37905353307724,,,,,
0,338,0.3278658390045166,,,,,
0,339,0.32283249497413635,,,,,
0,340,0.35982993245124817,,,,,
0,341,0.33010488748550415,,,,,
0,342,0.32947084307670593,,,,,
0,343,0.3508230149745941,,,,,
0,344,0.34613677859306335,,,,,
0,345,0.32945290207862854,,,,,
0,346,0.39219930768013,,,,,
0,347,0.3478738069534302,,,,,
0,348,0.37132135033607483,,,,,
0,349,0.3746510446071625,,,,,
0,350,0.37593430280685425,,,,,
0,351,0.45562633872032166,,,,,
0,352,0.3337283432483673,,,,,
0,353,0.3612116873264313,,,,,
0,354,0.37177085876464844,,,,,
0,355,0.35096853971481323,,,,,
0,356,0.3664220869541168,,,,,
0,357,0.443122923374176,,,,,
0,358,0.39490851759910583,,,,,
0,359,0.3618881106376648,,,,,
0,360,0.3475935161113739,,,,,
0,361,0.34374529123306274,,,,,
0,362,0.42193856835365295,,,,,
0,363,0.37749576568603516,,,,,
0,364,0.3682172894477844,,,,,
0,365,0.3181106448173523,,,,,
0,366,0.3394646644592285,,,,,
0,367,0.33581259846687317,,,,,
0,368,0.3583192527294159,,,,,
0,369,0.34942933917045593,,,,,
0,370,0.3606609106063843,,,,,
0,371,0.3232606053352356,,,,,
0,372,0.3540472090244293,,,,,
0,373,0.359530508518219,,,,,
0,374,0.3389843702316284,,,,,
0,375,0.35820117592811584,,,,,
0,376,0.3581496477127075,,,,,
0,377,0.3215089738368988,,,,,
0,378,0.3262997269630432,,,,,
0,379,0.32807984948158264,,,,,
0,380,0.3067782521247864,,,,,
0,381,0.3537757992744446,,,,,
0,382,0.3144634962081909,,,,,
0,383,0.3619603216648102,,,,,
0,384,0.3628905415534973,,,,,
0,385,0.3286389708518982,,,,,
0,386,0.3443630039691925,,,,,
0,387,0.31311333179473877,,,,,
0,388,0.3296602666378021,,,,,
0,389,0.33549389243125916,,,,,
0,390,0.32943373918533325,,,,,
0,391,0.3182532787322998,,,,,
0,392,0.35800421237945557,,,,,
0,393,0.3675847053527832,,,,,
0,394,0.3828216791152954,,,,,
0,395,0.32648804783821106,,,,,
0,396,0.3549376428127289,,,,,
0,397,0.3152402639389038,,,,,
0,398,0.31149816513061523,,,,,
0,399,0.31658935546875,,,,,
0,400,0.3282645046710968,,,,,
0,401,0.3123975992202759,,,,,
0,402,0.3675380051136017,,,,,
0,403,0.3287785053253174,,,,,
0,404,0.3477413058280945,,,,,
0,405,0.335255891084671,,,,,
0,406,0.38377809524536133,,,,,
0,407,0.3301355838775635,,,,,
0,408,0.30531179904937744,,,,,
0,409,0.30314943194389343,,,,,
,0,,0.25786304473876953,,,,
,1,,0.3079599440097809,,,,
,2,,0.2731056213378906,,,,
,3,,0.26436030864715576,,,,
,4,,0.24630531668663025,,,,
,5,,0.2576751112937927,,,,
,6,,0.2731544077396393,,,,
,7,,0.2969329059123993,,,,
,8,,0.26227426528930664,,,,
,9,,0.26370978355407715,,,,
,10,,0.2581424117088318,,,,
,11,,0.2431342899799347,,,,
,12,,0.2950802445411682,,,,
,13,,0.2737348675727844,,,,
,14,,0.27757182717323303,,,,
,15,,0.275770902633667,,,,
,16,,0.28104066848754883,,,,
,17,,0.2659074664115906,,,,
,18,,0.28848764300346375,,,,
,19,,0.2731342911720276,,,,
,20,,0.2632851302623749,,,,
,21,,0.2586575448513031,,,,
,22,,0.26429080963134766,,,,
,23,,0.29726797342300415,,,,
,24,,0.27826255559921265,,,,
,25,,0.2522883713245392,,,,
,26,,0.2741338014602661,,,,
,27,,0.262550950050354,,,,
,28,,0.278878778219223,,,,
,29,,0.2743849754333496,,,,
,30,,0.273044615983963,,,,
,31,,0.26262760162353516,,,,
,32,,0.2726697325706482,,,,
,33,,0.24904105067253113,,,,
,34,,0.2800602912902832,,,,
,35,,0.2669256329536438,,,,
,36,,0.25809013843536377,,,,
,37,,0.2725163698196411,,,,
,38,,0.24583546817302704,,,,
,39,,0.2996675372123718,,,,
,40,,0.2711677849292755,,,,
,41,,0.2623930275440216,,,,
,42,,0.2833828330039978,,,,
,43,,0.28001996874809265,,,,
,44,,0.2854211926460266,,,,
,45,,0.2620799243450165,,,,
,46,,0.29169216752052307,,,,
,47,,0.2730315625667572,,,,
,48,,0.2716461718082428,,,,
,49,,0.2806306779384613,,,,
,50,,0.27125540375709534,,,,
,51,,0.24820703268051147,,,,
0,409,,,0.2711682915687561,,,
0,409,,,,0.0,0.9567307829856873,0.6410862803459167
1,410,0.3218083083629608,,,,,
1,411,0.3334887623786926,,,,,
1,412,0.3204271197319031,,,,,
1,413,0.3377290964126587,,,,,
1,414,0.3458273708820343,,,,,
1,415,0.34413883090019226,,,,,
1,416,0.37138113379478455,,,,,
1,417,0.335769385099411,,,,,
1,418,0.3747180998325348,,,,,
1,419,0.31555283069610596,,,,,
1,420,0.34228575229644775,,,,,
1,421,0.36425504088401794,,,,,
1,422,0.30669960379600525,,,,,
1,423,0.31310680508613586,,,,,
1,424,0.3497350513935089,,,,,
1,425,0.36646023392677307,,,,,
1,426,0.34490761160850525,,,,,
1,427,0.31088167428970337,,,,,
1,428,0.29422950744628906,,,,,
1,429,0.2902011275291443,,,,,
1,430,0.3318600058555603,,,,,
1,431,0.3257162570953369,,,,,
1,432,0.31948399543762207,,,,,
1,433,0.33502528071403503,,,,,
1,434,0.32403573393821716,,,,,
1,435,0.34782204031944275,,,,,
1,436,0.33565884828567505,,,,,
1,437,0.34096023440361023,,,,,
1,438,0.35151931643486023,,,,,
1,439,0.34513819217681885,,,,,
1,440,0.32310184836387634,,,,,
1,441,0.31645467877388,,,,,
1,442,0.3235587179660797,,,,,
1,443,0.3249330520629883,,,,,
1,444,0.3160370886325836,,,,,
1,445,0.325064480304718,,,,,
1,446,0.34956392645835876,,,,,
1,447,0.335758239030838,,,,,
1,448,0.3057226836681366,,,,,
1,449,0.3205869197845459,,,,,
1,450,0.31597861647605896,,,,,
1,451,0.2853700518608093,,,,,
1,452,0.3054227828979492,,,,,
1,453,0.3252437710762024,,,,,
1,454,0.32419514656066895,,,,,
1,455,0.3159748315811157,,,,,
1,456,0.317722350358963,,,,,
1,457,0.3125200569629669,,,,,
1,458,0.29429614543914795,,,,,
1,459,0.34281831979751587,,,,,
1,460,0.3578164577484131,,,,,
1,461,0.30456942319869995,,,,,
1,462,0.29033246636390686,,,,,
1,463,0.3173316419124603,,,,,
1,464,0.3687419891357422,,,,,
1,465,0.3305911123752594,,,,,
1,466,0.3246413469314575,,,,,
1,467,0.2729884386062622,,,,,
1,468,0.3044012784957886,,,,,
1,469,0.3358168601989746,,,,,
1,470,0.3407949209213257,,,,,
1,471,0.29803991317749023,,,,,
