step,csv-train_loss_step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-train_loss_epoch,csv-accuracy/exact
0,4.015930652618408,0,,,,,
1,3.5470309257507324,0,,,,,
2,3.11743426322937,0,,,,,
3,2.9570138454437256,0,,,,,
4,2.717707872390747,0,,,,,
5,2.56552791595459,0,,,,,
6,2.51198410987854,0,,,,,
7,2.272115707397461,0,,,,,
8,2.1931967735290527,0,,,,,
9,2.0436501502990723,0,,,,,
10,1.9374778270721436,0,,,,,
11,1.9463508129119873,0,,,,,
12,1.8290824890136719,0,,,,,
13,1.767956256866455,0,,,,,
14,1.7084020376205444,0,,,,,
15,1.5318235158920288,0,,,,,
16,1.4852581024169922,0,,,,,
17,1.4143133163452148,0,,,,,
18,1.3745527267456055,0,,,,,
19,1.2753278017044067,0,,,,,
20,1.257383108139038,0,,,,,
21,1.2016732692718506,0,,,,,
22,1.0889281034469604,0,,,,,
23,1.0683408975601196,0,,,,,
24,1.0382750034332275,0,,,,,
25,0.9024181962013245,0,,,,,
26,0.9237889051437378,0,,,,,
27,0.8580722212791443,0,,,,,
28,0.7979195713996887,0,,,,,
29,0.782148003578186,0,,,,,
30,0.762006402015686,0,,,,,
31,0.6657823920249939,0,,,,,
32,0.694148063659668,0,,,,,
33,0.6409623622894287,0,,,,,
34,0.5998159646987915,0,,,,,
35,0.5996243953704834,0,,,,,
36,0.5574343204498291,0,,,,,
37,0.5774065852165222,0,,,,,
38,0.4767575263977051,0,,,,,
39,0.46921423077583313,0,,,,,
40,0.4165603220462799,0,,,,,
41,0.44749242067337036,0,,,,,
42,0.38218778371810913,0,,,,,
43,0.3845183849334717,0,,,,,
44,0.3548443019390106,0,,,,,
45,0.3680145740509033,0,,,,,
46,0.3331625163555145,0,,,,,
47,0.30200985074043274,0,,,,,
48,0.2565525472164154,0,,,,,
49,0.28420156240463257,0,,,,,
50,0.2226291447877884,0,,,,,
51,0.2822585105895996,0,,,,,
52,0.2197454571723938,0,,,,,
53,0.2312944084405899,0,,,,,
54,0.22308112680912018,0,,,,,
55,0.2274814397096634,0,,,,,
56,0.2752808928489685,0,,,,,
57,0.24360129237174988,0,,,,,
58,0.19229064881801605,0,,,,,
59,0.20317980647087097,0,,,,,
60,0.18511542677879333,0,,,,,
61,0.1672101467847824,0,,,,,
62,0.2312423437833786,0,,,,,
63,0.20233380794525146,0,,,,,
64,0.21165816485881805,0,,,,,
65,0.17441311478614807,0,,,,,
66,0.1604524850845337,0,,,,,
67,0.17892633378505707,0,,,,,
68,0.17737409472465515,0,,,,,
69,0.16773422062397003,0,,,,,
70,0.1340484768152237,0,,,,,
71,0.16356875002384186,0,,,,,
72,0.12302438914775848,0,,,,,
73,0.15088054537773132,0,,,,,
74,0.19867166876792908,0,,,,,
75,0.16248297691345215,0,,,,,
76,0.13033829629421234,0,,,,,
77,0.18429362773895264,0,,,,,
78,0.14900456368923187,0,,,,,
79,0.16310960054397583,0,,,,,
0,,,0.0405336394906044,,,,
1,,,0.08956771343946457,,,,
2,,,0.06385001540184021,,,,
3,,,0.07214631885290146,,,,
4,,,0.041139692068099976,,,,
5,,,0.05455690994858742,,,,
6,,,0.07021644711494446,,,,
7,,,0.09410353004932404,,,,
8,,,0.06534451991319656,,,,
9,,,0.07053755223751068,,,,
79,,0,,0.06619963049888611,,,
79,,0,,,0.9859374761581421,0.8680063486099243,0.901562511920929
80,0.13577045500278473,1,,,,,
81,0.11261888593435287,1,,,,,
82,0.12822824716567993,1,,,,,
83,0.12931011617183685,1,,,,,
84,0.09779151529073715,1,,,,,
85,0.19434773921966553,1,,,,,
