csv-train_loss_step,step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/exact,csv-accuracy/validator,csv-train_loss_epoch
3.5491349697113037,0,0,,,,,
3.314532518386841,1,0,,,,,
2.9315803050994873,2,0,,,,,
2.842665910720825,3,0,,,,,
,0,,2.125502347946167,,,,
,3,0,,2.125502347946167,,,
,3,0,,,0.0,0.0,3.1594784259796143
2.673776149749756,4,1,,,,,
2.591630220413208,5,1,,,,,
2.4389140605926514,6,1,,,,,
2.237943172454834,7,1,,,,,
,1,,1.804682731628418,,,,
,7,1,,1.804682731628418,,,
,7,1,,,0.0,0.0,2.4855659008026123
2.223597526550293,8,2,,,,,
2.104334592819214,9,2,,,,,
2.2210745811462402,10,2,,,,,
1.960229754447937,11,2,,,,,
,2,,1.5617362260818481,,,,
,11,2,,1.5617362260818481,,,
,11,2,,,0.0,0.0,2.1273090839385986
1.838925838470459,12,3,,,,,
1.8854715824127197,13,3,,,,,
1.8284800052642822,14,3,,,,,
1.7229794263839722,15,3,,,,,
,3,,1.3410449028015137,,,,
,15,3,,1.3410449028015137,,,
,15,3,,,0.0,0.0,1.8189642429351807
1.6484094858169556,16,4,,,,,
1.6625996828079224,17,4,,,,,
1.6121399402618408,18,4,,,,,
1.4832755327224731,19,4,,,,,
,4,,1.1589603424072266,,,,
,19,4,,1.1589603424072266,,,
,19,4,,,0.0,0.05000000074505806,1.6016061305999756
1.4902093410491943,20,5,,,,,
1.566322922706604,21,5,,,,,
1.4456933736801147,22,5,,,,,
1.3459703922271729,23,5,,,,,
,5,,1.065538763999939,,,,
,23,5,,1.065538763999939,,,
,23,5,,,0.0,0.05000000074505806,1.462048888206482
1.415824055671692,24,6,,,,,
1.3359636068344116,25,6,,,,,
1.2477550506591797,26,6,,,,,
1.277543067932129,27,6,,,,,
,6,,0.9910011291503906,,,,
,27,6,,0.9910011291503906,,,
,27,6,,,0.0,0.0,1.319271445274353
1.2147034406661987,28,7,,,,,
1.252649188041687,29,7,,,,,
1.3009454011917114,30,7,,,,,
1.2223048210144043,31,7,,,,,
,7,,0.9038963913917542,,,,
,31,7,,0.9038963913917542,,,
,31,7,,,0.0,0.0,1.2476506233215332
1.203212857246399,32,8,,,,,
1.249067783355713,33,8,,,,,
1.1486951112747192,34,8,,,,,
1.2192496061325073,35,8,,,,,
,8,,0.8508710265159607,,,,
,35,8,,0.8508710265159607,,,
,35,8,,,0.0,0.05000000074505806,1.2050563097000122
1.1564160585403442,36,9,,,,,
1.1786895990371704,37,9,,,,,
1.0743908882141113,38,9,,,,,
1.1030579805374146,39,9,,,,,
,9,,0.8144193887710571,,,,
,39,9,,0.8144193887710571,,,
,39,9,,,0.0,0.15000000596046448,1.1281386613845825
