csv-train_loss_step,csv-epoch,step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/exact,csv-accuracy/validator,csv-train_loss_epoch
2.8410112857818604,0,0,,,,,
3.3725616931915283,0,1,,,,,
2.835442066192627,0,2,,,,,
3.3294055461883545,0,3,,,,,
2.644761085510254,0,4,,,,,
2.8535401821136475,0,5,,,,,
2.28714919090271,0,6,,,,,
2.3339080810546875,0,7,,,,,
2.533634662628174,0,8,,,,,
2.463655471801758,0,9,,,,,
2.409616231918335,0,10,,,,,
2.2820489406585693,0,11,,,,,
2.018162250518799,0,12,,,,,
2.2991580963134766,0,13,,,,,
2.1180965900421143,0,14,,,,,
2.5156188011169434,0,15,,,,,
2.393808364868164,0,16,,,,,
2.2117502689361572,0,17,,,,,
2.3578503131866455,0,18,,,,,
2.010260820388794,0,19,,,,,
2.0605111122131348,0,20,,,,,
1.9767831563949585,0,21,,,,,
2.1218998432159424,0,22,,,,,
1.9932969808578491,0,23,,,,,
2.28898024559021,0,24,,,,,
1.9075367450714111,0,25,,,,,
2.026435613632202,0,26,,,,,
2.0282793045043945,0,27,,,,,
2.0902793407440186,0,28,,,,,
1.819484829902649,0,29,,,,,
1.8348931074142456,0,30,,,,,
2.1573269367218018,0,31,,,,,
1.779102087020874,0,32,,,,,
1.9958103895187378,0,33,,,,,
1.7121485471725464,0,34,,,,,
1.5379952192306519,0,35,,,,,
1.7010140419006348,0,36,,,,,
1.913972020149231,0,37,,,,,
1.9539082050323486,0,38,,,,,
1.9975734949111938,0,39,,,,,
,,0,1.1694597005844116,,,,
,,1,1.092374324798584,,,,
,,2,1.3171650171279907,,,,
,,3,1.0839217901229858,,,,
,,4,1.1194957494735718,,,,
,0,39,,1.1564834117889404,,,
,0,39,,,0.0,0.0,2.2252163887023926
1.5051969289779663,1,40,,,,,
1.5790152549743652,1,41,,,,,
1.6052906513214111,1,42,,,,,
1.4869935512542725,1,43,,,,,
1.4306904077529907,1,44,,,,,
1.8095749616622925,1,45,,,,,
1.1667741537094116,1,46,,,,,
1.4879000186920166,1,47,,,,,
1.5079665184020996,1,48,,,,,
1.253504991531372,1,49,,,,,
1.3941657543182373,1,50,,,,,
1.2371858358383179,1,51,,,,,
1.2916983366012573,1,52,,,,,
1.1436703205108643,1,53,,,,,
1.355368733406067,1,54,,,,,
1.1759909391403198,1,55,,,,,
1.1386207342147827,1,56,,,,,
1.096826195716858,1,57,,,,,
1.1282927989959717,1,58,,,,,
1.2860331535339355,1,59,,,,,
1.2777259349822998,1,60,,,,,
0.8275448083877563,1,61,,,,,
1.260390281677246,1,62,,,,,
1.0584003925323486,1,63,,,,,
0.897288978099823,1,64,,,,,
0.9623274207115173,1,65,,,,,
0.9710173010826111,1,66,,,,,
1.1046222448349,1,67,,,,,
0.989499032497406,1,68,,,,,
1.1123837232589722,1,69,,,,,
0.818384051322937,1,70,,,,,
0.8128258585929871,1,71,,,,,
0.8480650782585144,1,72,,,,,
1.1170700788497925,1,73,,,,,
1.300777792930603,1,74,,,,,
0.8113003373146057,1,75,,,,,
0.7985439300537109,1,76,,,,,
0.8178212642669678,1,77,,,,,
0.6661233305931091,1,78,,,,,
0.9390507936477661,1,79,,,,,
,,5,0.36017221212387085,,,,
,,6,0.4249699115753174,,,,
,,7,0.74368816614151,,,,
,,8,0.4618258774280548,,,,
,,9,0.45583540201187134,,,,
,1,79,,0.4892982840538025,,,
,1,79,,,0.02500000037252903,0.02500000037252903,1.1617978811264038
0.691051721572876,2,80,,,,,
