csv-epoch,step,csv-train_loss_step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-accuracy/exact,csv-train_loss_epoch
0,0,3.927677631378174,,,,,
0,1,3.4923200607299805,,,,,
0,2,3.2115516662597656,,,,,
0,3,3.0083651542663574,,,,,
0,4,2.8500161170959473,,,,,
0,5,2.6554479598999023,,,,,
0,6,2.5662078857421875,,,,,
0,7,2.5077714920043945,,,,,
0,8,2.362245798110962,,,,,
0,9,2.326748847961426,,,,,
0,10,2.2584407329559326,,,,,
0,11,2.1636621952056885,,,,,
0,12,2.0805835723876953,,,,,
0,13,2.026540994644165,,,,,
0,14,1.9476674795150757,,,,,
0,15,1.8795514106750488,,,,,
0,16,1.812338948249817,,,,,
0,17,1.7317098379135132,,,,,
0,18,1.7266491651535034,,,,,
0,19,1.6833300590515137,,,,,
0,20,1.6052196025848389,,,,,
0,21,1.5307496786117554,,,,,
0,22,1.4567557573318481,,,,,
0,23,1.4559743404388428,,,,,
0,24,1.4341728687286377,,,,,
0,25,1.3596305847167969,,,,,
0,26,1.3462529182434082,,,,,
0,27,1.3267139196395874,,,,,
0,28,1.2726237773895264,,,,,
0,29,1.2594962120056152,,,,,
0,30,1.220304250717163,,,,,
0,31,1.2067807912826538,,,,,
0,32,1.1827558279037476,,,,,
0,33,1.1728794574737549,,,,,
0,34,1.1288563013076782,,,,,
0,35,1.1413978338241577,,,,,
0,36,1.1034003496170044,,,,,
0,37,1.0552622079849243,,,,,
0,38,1.0915783643722534,,,,,
0,39,1.057043194770813,,,,,
0,40,1.059215784072876,,,,,
0,41,1.0719321966171265,,,,,
0,42,1.0464203357696533,,,,,
0,43,1.0245652198791504,,,,,
0,44,1.0197149515151978,,,,,
0,45,1.031779408454895,,,,,
0,46,1.0093938112258911,,,,,
0,47,0.9792473912239075,,,,,
0,48,0.9761095643043518,,,,,
0,49,0.9826467037200928,,,,,
0,50,0.9742242097854614,,,,,
0,51,0.9788343906402588,,,,,
,0,,0.8497399687767029,,,,
,1,,0.8550301790237427,,,,
,2,,0.8541041612625122,,,,
,3,,0.8568847179412842,,,,
,4,,0.8617836833000183,,,,
,5,,0.8604578375816345,,,,
,6,,0.8546658754348755,,,,
0,51,,,0.8562051057815552,,,
0,51,,,,0.0,0.0,1.6594465970993042
1,52,0.9895317554473877,,,,,
1,53,0.9642230868339539,,,,,
1,54,0.9584135413169861,,,,,
1,55,0.9465646743774414,,,,,
1,56,0.9501174092292786,,,,,
1,57,0.9482322335243225,,,,,
1,58,0.9349366426467896,,,,,
1,59,0.9463402032852173,,,,,
1,60,0.9443875551223755,,,,,
1,61,0.935975968837738,,,,,
1,62,0.9311609268188477,,,,,
1,63,0.921445906162262,,,,,
1,64,0.9151217937469482,,,,,
1,65,0.9132097363471985,,,,,
1,66,0.90138840675354,,,,,
1,67,0.9022683501243591,,,,,
1,68,0.9070153832435608,,,,,
1,69,0.9072955250740051,,,,,
1,70,0.8947499990463257,,,,,
1,71,0.8857934474945068,,,,,
1,72,0.87774658203125,,,,,
1,73,0.8806207776069641,,,,,
1,74,0.8642054796218872,,,,,
1,75,0.859024167060852,,,,,
1,76,0.8712027072906494,,,,,
1,77,0.893885612487793,,,,,
1,78,0.8672978281974792,,,,,
1,79,0.871242344379425,,,,,
1,80,0.879793643951416,,,,,
1,81,0.8692734837532043,,,,,
1,82,0.8360021710395813,,,,,
1,83,0.8410782217979431,,,,,
1,84,0.8589407801628113,,,,,
1,85,0.8413999080657959,,,,,
1,86,0.8611570000648499,,,,,
1,87,0.8413296937942505,,,,,
1,88,0.8452334403991699,,,,,
1,89,0.8236782550811768,,,,,
1,90,0.8234438896179199,,,,,
1,91,0.8271862864494324,,,,,
1,92,0.8334082365036011,,,,,
1,93,0.8456142544746399,,,,,
1,94,0.83463454246521,,,,,
1,95,0.8320418000221252,,,,,
1,96,0.8217649459838867,,,,,
1,97,0.805543839931488,,,,,
1,98,0.8213605284690857,,,,,
1,99,0.7992393374443054,,,,,
1,100,0.8011364936828613,,,,,
1,101,0.8017241954803467,,,,,
1,102,0.8166341781616211,,,,,
1,103,0.8015141487121582,,,,,
,7,,0.7338284850120544,,,,
,8,,0.7369856238365173,,,,
,9,,0.725206732749939,,,,
,10,,0.7355910539627075,,,,
,11,,0.7248562574386597,,,,
,12,,0.7484179735183716,,,,
,13,,0.743159294128418,,,,
1,103,,,0.7348408102989197,,,
1,103,,,,0.0,0.0,0.8769834041595459
2,104,0.8022462129592896,,,,,
2,105,0.8194833993911743,,,,,
2,106,0.795453667640686,,,,,
2,107,0.7982250452041626,,,,,
2,108,0.7984763979911804,,,,,
2,109,0.7962119579315186,,,,,
2,110,0.7834159135818481,,,,,
2,111,0.7862781286239624,,,,,
2,112,0.7822475433349609,,,,,
2,113,0.8091534376144409,,,,,
2,114,0.8012641668319702,,,,,
2,115,0.8041298389434814,,,,,
2,116,0.7808476686477661,,,,,
2,117,0.7780696153640747,,,,,
2,118,0.8119152784347534,,,,,
2,119,0.7898509502410889,,,,,
2,120,0.770790159702301,,,,,
2,121,0.7893604636192322,,,,,
2,122,0.7753613591194153,,,,,
2,123,0.7801976203918457,,,,,
2,124,0.7597321271896362,,,,,
2,125,0.7798831462860107,,,,,
2,126,0.7941939830780029,,,,,
2,127,0.7820680141448975,,,,,
2,128,0.7812562584877014,,,,,
2,129,0.7640787363052368,,,,,
2,130,0.772369384765625,,,,,
2,131,0.7810701727867126,,,,,
2,132,0.7731543779373169,,,,,
2,133,0.7698236703872681,,,,,
2,134,0.7647944092750549,,,,,
2,135,0.7778018712997437,,,,,
2,136,0.768191397190094,,,,,
2,137,0.7569980025291443,,,,,
2,138,0.7605515718460083,,,,,
2,139,0.7541767358779907,,,,,
2,140,0.76739901304245,,,,,
2,141,0.7679467797279358,,,,,
2,142,0.7669772505760193,,,,,
2,143,0.748133659362793,,,,,
2,144,0.7510600686073303,,,,,
2,145,0.7589595317840576,,,,,
2,146,0.7648538947105408,,,,,
2,147,0.7364965081214905,,,,,
2,148,0.7667282819747925,,,,,
2,149,0.7513484358787537,,,,,
2,150,0.7413756251335144,,,,,
2,151,0.7421625852584839,,,,,
2,152,0.7251396179199219,,,,,
2,153,0.7686939239501953,,,,,
2,154,0.7541622519493103,,,,,
2,155,0.7612408399581909,,,,,
,14,,0.6783438920974731,,,,
,15,,0.6688054203987122,,,,
,16,,0.6655999422073364,,,,
,17,,0.667914092540741,,,,
,18,,0.6659393310546875,,,,
,19,,0.6938503980636597,,,,
,20,,0.6773199439048767,,,,
2,155,,,0.6737097501754761,,,
2,155,,,,0.0,0.0,0.7745340466499329
3,156,0.7234057784080505,,,,,
3,157,0.7383548617362976,,,,,
3,158,0.723753035068512,,,,,
3,159,0.7386251091957092,,,,,
3,160,0.7601892352104187,,,,,
3,161,0.750377357006073,,,,,
3,162,0.7526240944862366,,,,,
3,163,0.7409775257110596,,,,,
3,164,0.7318586111068726,,,,,
3,165,0.7428443431854248,,,,,
3,166,0.7310250997543335,,,,,
3,167,0.7321579456329346,,,,,
3,168,0.7388176918029785,,,,,
3,169,0.7266808748245239,,,,,
3,170,0.7167214751243591,,,,,
3,171,0.7235440611839294,,,,,
3,172,0.7117583155632019,,,,,
3,173,0.7214593291282654,,,,,
3,174,0.7494031190872192,,,,,
3,175,0.7095189094543457,,,,,
3,176,0.7124293446540833,,,,,
3,177,0.7321816086769104,,,,,
3,178,0.7187213897705078,,,,,
3,179,0.7153428196907043,,,,,
3,180,0.7329564690589905,,,,,
3,181,0.7212914228439331,,,,,
3,182,0.7479943633079529,,,,,
3,183,0.7127429246902466,,,,,
3,184,0.7239508032798767,,,,,
3,185,0.7140657305717468,,,,,
3,186,0.7135859727859497,,,,,
3,187,0.7153666615486145,,,,,
3,188,0.7198723554611206,,,,,
3,189,0.699944019317627,,,,,
3,190,0.7206681966781616,,,,,
3,191,0.7180657982826233,,,,,
3,192,0.7092430591583252,,,,,
3,193,0.718342125415802,,,,,
3,194,0.6994332671165466,,,,,
3,195,0.7009046077728271,,,,,
3,196,0.7124877572059631,,,,,
3,197,0.6971782445907593,,,,,
3,198,0.700152575969696,,,,,
3,199,0.7008791565895081,,,,,
3,200,0.7070770263671875,,,,,
3,201,0.7014597654342651,,,,,
3,202,0.6898942589759827,,,,,
3,203,0.7104687094688416,,,,,
3,204,0.6929495334625244,,,,,
3,205,0.7177618741989136,,,,,
3,206,0.7016039490699768,,,,,
3,207,0.6855398416519165,,,,,
,21,,0.6613408327102661,,,,
,22,,0.6535847783088684,,,,
,23,,0.6475969552993774,,,,
,24,,0.6478123664855957,,,,
,25,,0.6456331610679626,,,,
,26,,0.6626893877983093,,,,
,27,,0.659098207950592,,,,
3,207,,,0.6535702347755432,,,
3,207,,,,0.0,0.0,0.7202828526496887
4,208,0.6888242959976196,,,,,
4,209,0.6929755806922913,,,,,
4,210,0.7157562971115112,,,,,
4,211,0.6911342144012451,,,,,
4,212,0.6969345211982727,,,,,
4,213,0.6990362405776978,,,,,
4,214,0.6968566179275513,,,,,
4,215,0.7039466500282288,,,,,
4,216,0.7000793814659119,,,,,
4,217,0.7035259008407593,,,,,
4,218,0.6982440948486328,,,,,
4,219,0.6943637132644653,,,,,
4,220,0.695135235786438,,,,,
4,221,0.698026180267334,,,,,
