csv-train_loss_step,step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-train_loss_epoch,csv-accuracy/validator,csv-accuracy/exact
3.803048849105835,0,0,,,,,
3.492100954055786,1,0,,,,,
3.0478389263153076,2,0,,,,,
2.9558236598968506,3,0,,,,,
2.669520378112793,4,0,,,,,
2.538100242614746,5,0,,,,,
2.4529666900634766,6,0,,,,,
2.443279981613159,7,0,,,,,
2.226729393005371,8,0,,,,,
2.194573163986206,9,0,,,,,
1.967487096786499,10,0,,,,,
1.9593414068222046,11,0,,,,,
1.9305872917175293,12,0,,,,,
1.8675423860549927,13,0,,,,,
1.7544136047363281,14,0,,,,,
1.7461206912994385,15,0,,,,,
1.719973087310791,16,0,,,,,
1.6636555194854736,17,0,,,,,
1.5689033269882202,18,0,,,,,
1.5857257843017578,19,0,,,,,
,0,,1.0952434539794922,,,,
,1,,1.1710739135742188,,,,
,2,,1.1921459436416626,,,,
,19,0,,1.1449562311172485,,,
,19,0,,,2.2793867588043213,0.0,0.0
1.5398082733154297,20,1,,,,,
1.4561622142791748,21,1,,,,,
1.4681308269500732,22,1,,,,,
1.444239854812622,23,1,,,,,
1.4025664329528809,24,1,,,,,
1.3740445375442505,25,1,,,,,
1.354587435722351,26,1,,,,,
1.321884274482727,27,1,,,,,
1.2498875856399536,28,1,,,,,
1.246275544166565,29,1,,,,,
1.238002896308899,30,1,,,,,
1.1986079216003418,31,1,,,,,
1.1559321880340576,32,1,,,,,
1.199612021446228,33,1,,,,,
1.1541469097137451,34,1,,,,,
1.0340485572814941,35,1,,,,,
1.0180901288986206,36,1,,,,,
1.1091686487197876,37,1,,,,,
1.0143033266067505,38,1,,,,,
1.0677434206008911,39,1,,,,,
,3,,0.6501198410987854,,,,
,4,,0.7515043616294861,,,,
,5,,0.7441412210464478,,,,
,39,1,,0.709477961063385,,,
,39,1,,,1.2523621320724487,0.0677083358168602,0.0052083334885537624
1.0595535039901733,40,2,,,,,
0.993026852607727,41,2,,,,,
0.9735283851623535,42,2,,,,,
0.9254876971244812,43,2,,,,,
0.97962886095047,44,2,,,,,
0.9258298277854919,45,2,,,,,
0.8982988595962524,46,2,,,,,
0.9072587490081787,47,2,,,,,
0.8533134460449219,48,2,,,,,
0.8447352051734924,49,2,,,,,
0.9271604418754578,50,2,,,,,
0.8470699191093445,51,2,,,,,
0.7646729946136475,52,2,,,,,
0.8515763282775879,53,2,,,,,
0.8838024735450745,54,2,,,,,
0.8782118558883667,55,2,,,,,
0.869333028793335,56,2,,,,,
0.7963966727256775,57,2,,,,,
0.7837460041046143,58,2,,,,,
0.7760796546936035,59,2,,,,,
,6,,0.4548885226249695,,,,
,7,,0.5739349722862244,,,,
,8,,0.5206554532051086,,,,
,59,2,,0.5156605243682861,,,
,59,2,,,0.8869355320930481,0.046875,0.0052083334885537624
0.7360341548919678,60,3,,,,,
0.7182250618934631,61,3,,,,,
0.6858798861503601,62,3,,,,,
0.742741048336029,63,3,,,,,
0.7785913348197937,64,3,,,,,
0.7112516760826111,65,3,,,,,
0.6460110545158386,66,3,,,,,
0.6916202306747437,67,3,,,,,
0.6056756377220154,68,3,,,,,
0.6174965500831604,69,3,,,,,
0.76204514503479,70,3,,,,,
0.5918488502502441,71,3,,,,,
0.5946664810180664,72,3,,,,,
0.5613599419593811,73,3,,,,,
0.5223401188850403,74,3,,,,,
0.5824037194252014,75,3,,,,,
0.6188527345657349,76,3,,,,,
0.61029452085495,77,3,,,,,
0.5622127056121826,78,3,,,,,
0.5650088787078857,79,3,,,,,
,9,,0.24017801880836487,,,,
,10,,0.3608432114124298,,,,
,11,,0.2764670252799988,,,,
,79,3,,0.29570189118385315,,,
,79,3,,,0.6452280282974243,0.4114583432674408,0.1927083283662796
0.45084673166275024,80,4,,,,,
0.49062448740005493,81,4,,,,,
0.46030211448669434,82,4,,,,,
0.5052237510681152,83,4,,,,,
0.41370171308517456,84,4,,,,,
0.49976664781570435,85,4,,,,,
0.5125942826271057,86,4,,,,,
0.4885615110397339,87,4,,,,,
0.45405930280685425,88,4,,,,,
0.4181978404521942,89,4,,,,,
0.48617517948150635,90,4,,,,,
0.4505809247493744,91,4,,,,,
0.5539746284484863,92,4,,,,,
0.4210972785949707,93,4,,,,,
