step,csv-epoch,csv-train_loss_step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-accuracy/exact,csv-train_loss_epoch
0,0,3.611830711364746,,,,,
1,0,3.3059475421905518,,,,,
2,0,3.1047065258026123,,,,,
3,0,3.0185387134552,,,,,
0,,,2.123866081237793,,,,
3,0,,,2.123866081237793,,,
3,0,,,,0.0,0.0,3.260256052017212
4,1,2.8198773860931396,,,,,
5,1,2.587665557861328,,,,,
6,1,2.650836944580078,,,,,
7,1,2.3921122550964355,,,,,
1,,,1.8731428384780884,,,,
7,1,,,1.8731428384780884,,,
7,1,,,,0.0,0.0,2.6126232147216797
8,2,2.3264687061309814,,,,,
9,2,2.157653331756592,,,,,
10,2,2.243234634399414,,,,,
11,2,2.0212674140930176,,,,,
2,,,1.6955715417861938,,,,
11,2,,,1.6955715417861938,,,
11,2,,,,0.0,0.0,2.1871559619903564
12,3,1.9717273712158203,,,,,
13,3,2.007437229156494,,,,,
14,3,1.8775807619094849,,,,,
15,3,1.8491002321243286,,,,,
3,,,1.5288324356079102,,,,
15,3,,,1.5288324356079102,,,
15,3,,,,0.0,0.0,1.9264614582061768
16,4,1.805793285369873,,,,,
17,4,1.7721025943756104,,,,,
18,4,1.7260743379592896,,,,,
19,4,1.624818205833435,,,,,
4,,,1.345605492591858,,,,
19,4,,,1.345605492591858,,,
19,4,,,,0.0,0.0,1.7321971654891968
20,5,1.569604754447937,,,,,
21,5,1.6781551837921143,,,,,
22,5,1.5383602380752563,,,,,
23,5,1.4659005403518677,,,,,
5,,,1.2081005573272705,,,,
23,5,,,1.2081005573272705,,,
23,5,,,,0.0,0.0,1.5630052089691162
24,6,1.566976547241211,,,,,
25,6,1.4389744997024536,,,,,
26,6,1.3539602756500244,,,,,
27,6,1.3400064706802368,,,,,
6,,,1.149307131767273,,,,
27,6,,,1.149307131767273,,,
27,6,,,,0.0,0.0,1.4249794483184814
28,7,1.3175355195999146,,,,,
29,7,1.3167603015899658,,,,,
30,7,1.3150988817214966,,,,,
31,7,1.2940746545791626,,,,,
7,,,1.074036955833435,,,,
31,7,,,1.074036955833435,,,
31,7,,,,0.0,0.0,1.3108673095703125
32,8,1.2527905702590942,,,,,
33,8,1.3410557508468628,,,,,
34,8,1.2611560821533203,,,,,
35,8,1.2338470220565796,,,,,
8,,,0.9896015524864197,,,,
35,8,,,0.9896015524864197,,,
35,8,,,,0.0,0.0,1.2722123861312866
36,9,1.2626280784606934,,,,,
37,9,1.3302738666534424,,,,,
38,9,1.1761218309402466,,,,,
39,9,1.2403584718704224,,,,,
9,,,0.9380084276199341,,,,
39,9,,,0.9380084276199341,,,
39,9,,,,0.05000000074505806,0.0,1.2523456811904907
40,10,1.2386122941970825,,,,,
41,10,1.1913679838180542,,,,,
42,10,1.2170050144195557,,,,,
43,10,1.1751247644424438,,,,,
10,,,0.8722785711288452,,,,
43,10,,,0.8722785711288452,,,
43,10,,,,0.0,0.0,1.2055275440216064
44,11,1.1993370056152344,,,,,
45,11,1.0944123268127441,,,,,
46,11,1.0787471532821655,,,,,
47,11,1.1168954372406006,,,,,
11,,,0.808159351348877,,,,
47,11,,,0.808159351348877,,,
47,11,,,,0.0,0.0,1.1223479509353638
48,12,1.06002676486969,,,,,
49,12,1.1207013130187988,,,,,
50,12,1.125734567642212,,,,,
51,12,1.0572491884231567,,,,,
12,,,0.7618584632873535,,,,
51,12,,,0.7618584632873535,,,
51,12,,,,0.0,0.0,1.0909279584884644
52,13,1.108020305633545,,,,,
53,13,0.985020637512207,,,,,
54,13,1.125054121017456,,,,,
55,13,0.9619608521461487,,,,,
13,,,0.7269575595855713,,,,
55,13,,,0.7269575595855713,,,
55,13,,,,0.0,0.0,1.0450140237808228
56,14,1.032868504524231,,,,,
57,14,0.9817867875099182,,,,,
58,14,0.9370236396789551,,,,,
59,14,1.0222365856170654,,,,,
14,,,0.6854678392410278,,,,
59,14,,,0.6854678392410278,,,
59,14,,,,0.0,0.0,0.9934788942337036
60,15,0.9618650078773499,,,,,
61,15,1.008521556854248,,,,,
62,15,0.9519320130348206,,,,,
63,15,0.9404740929603577,,,,,
15,,,0.6424065232276917,,,,
63,15,,,0.6424065232276917,,,
63,15,,,,0.0,0.0,0.9656980633735657
64,16,0.9465243220329285,,,,,
65,16,0.9126819372177124,,,,,
66,16,0.9157711267471313,,,,,
67,16,0.8998996019363403,,,,,
16,,,0.5883484482765198,,,,
67,16,,,0.5883484482765198,,,
67,16,,,,0.10000000149011612,0.0,0.9187192916870117
68,17,0.8387727737426758,,,,,
69,17,0.8472834229469299,,,,,
70,17,0.8860799074172974,,,,,
71,17,0.8632954955101013,,,,,
17,,,0.5311235189437866,,,,
71,17,,,0.5311235189437866,,,
71,17,,,,0.05000000074505806,0.0,0.8588579297065735
72,18,0.7598370313644409,,,,,
73,18,0.7907928824424744,,,,,
74,18,0.8106259703636169,,,,,
75,18,0.8533546328544617,,,,,
18,,,0.49981337785720825,,,,
75,18,,,0.49981337785720825,,,
75,18,,,,0.0,0.0,0.8036526441574097
76,19,0.8159206509590149,,,,,
77,19,0.8296997547149658,,,,,
78,19,0.7431822419166565,,,,,
79,19,0.7112592458724976,,,,,
19,,,0.4604877829551697,,,,
79,19,,,0.4604877829551697,,,
79,19,,,,0.05000000074505806,0.0,0.7750154733657837
80,20,0.6522926688194275,,,,,
81,20,0.8012683391571045,,,,,
82,20,0.7506805658340454,,,,,
83,20,0.7154500484466553,,,,,
20,,,0.4123038053512573,,,,
83,20,,,0.4123038053512573,,,
