csv-train_loss_step,step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-train_loss_epoch,csv-accuracy/exact
3.6283016204833984,0,0,,,,,
3.2686643600463867,1,0,,,,,
3.304211378097534,2,0,,,,,
2.891341209411621,3,0,,,,,
3.0602235794067383,4,0,,,,,
2.644573450088501,5,0,,,,,
2.9656128883361816,6,0,,,,,
2.7513017654418945,7,0,,,,,
2.8920772075653076,8,0,,,,,
2.496368169784546,9,0,,,,,
2.525061845779419,10,0,,,,,
2.790268898010254,11,0,,,,,
2.165350914001465,12,0,,,,,
2.414907217025757,13,0,,,,,
2.141747236251831,14,0,,,,,
2.337390184402466,15,0,,,,,
2.100818157196045,16,0,,,,,
2.1165125370025635,17,0,,,,,
2.0771303176879883,18,0,,,,,
1.9558584690093994,19,0,,,,,
,0,,1.4117337465286255,,,,
,1,,1.7911056280136108,,,,
,2,,1.3617539405822754,,,,
,19,0,,1.5534865856170654,,,
,19,0,,,0.0,2.6263859272003174,0.0
1.8906824588775635,20,1,,,,,
1.9338746070861816,21,1,,,,,
1.9334241151809692,22,1,,,,,
1.7066770792007446,23,1,,,,,
1.8547205924987793,24,1,,,,,
1.7472290992736816,25,1,,,,,
1.896667718887329,26,1,,,,,
1.8045233488082886,27,1,,,,,
1.457655429840088,28,1,,,,,
1.91017746925354,29,1,,,,,
1.4246459007263184,30,1,,,,,
1.6203579902648926,31,1,,,,,
1.7647879123687744,32,1,,,,,
1.5396490097045898,33,1,,,,,
1.4484734535217285,34,1,,,,,
1.4572087526321411,35,1,,,,,
1.3122223615646362,36,1,,,,,
1.3428910970687866,37,1,,,,,
1.4914188385009766,38,1,,,,,
1.4385334253311157,39,1,,,,,
,3,,0.9758265614509583,,,,
,4,,1.2774089574813843,,,,
,5,,0.9954047203063965,,,,
,39,1,,1.1003751754760742,,,
,39,1,,,0.0,1.648790955543518,0.0
1.2911683320999146,40,2,,,,,
1.4354722499847412,41,2,,,,,
1.2864376306533813,42,2,,,,,
1.5092430114746094,43,2,,,,,
1.2218379974365234,44,2,,,,,
1.3698780536651611,45,2,,,,,
1.3826383352279663,46,2,,,,,
1.3777134418487549,47,2,,,,,
1.223535180091858,48,2,,,,,
1.261954665184021,49,2,,,,,
1.2618589401245117,50,2,,,,,
1.4412697553634644,51,2,,,,,
1.4582666158676147,52,2,,,,,
1.3746837377548218,53,2,,,,,
1.3016629219055176,54,2,,,,,
1.1561769247055054,55,2,,,,,
1.1999117136001587,56,2,,,,,
1.29859459400177,57,2,,,,,
1.1798303127288818,58,2,,,,,
1.1184360980987549,59,2,,,,,
,6,,0.7530572414398193,,,,
,7,,1.0618627071380615,,,,
,8,,0.8992631435394287,,,,
,59,2,,0.9058206677436829,,,
,59,2,,,0.125,1.3075286149978638,0.0
1.3014856576919556,60,3,,,,,
1.1994441747665405,61,3,,,,,
0.9725600481033325,62,3,,,,,
1.1729161739349365,63,3,,,,,
1.1512470245361328,64,3,,,,,
1.3663455247879028,65,3,,,,,
1.1623896360397339,66,3,,,,,
1.1886513233184814,67,3,,,,,
1.2029443979263306,68,3,,,,,
1.1793462038040161,69,3,,,,,
1.213173270225525,70,3,,,,,
1.0497912168502808,71,3,,,,,
1.063576340675354,72,3,,,,,
1.1888068914413452,73,3,,,,,
