csv-epoch,step,csv-train_loss_step,csv-val_loss_step,csv-val_loss_epoch,csv-train_loss_epoch,csv-accuracy/validator,csv-accuracy/exact
0,0,2.6948800086975098,,,,,
0,1,2.482459783554077,,,,,
0,2,2.3410189151763916,,,,,
0,3,2.168994665145874,,,,,
0,4,2.085258960723877,,,,,
0,5,1.945846676826477,,,,,
0,6,1.8286263942718506,,,,,
0,7,1.7771097421646118,,,,,
0,8,1.7492293119430542,,,,,
0,9,1.703696608543396,,,,,
0,10,1.601783275604248,,,,,
0,11,1.5778316259384155,,,,,
0,12,1.5450276136398315,,,,,
0,13,1.5169938802719116,,,,,
0,14,1.5018129348754883,,,,,
0,15,1.392638921737671,,,,,
0,16,1.3714340925216675,,,,,
0,17,1.3772352933883667,,,,,
0,18,1.299096941947937,,,,,
0,19,1.2547804117202759,,,,,
0,20,1.239404320716858,,,,,
0,21,1.1677953004837036,,,,,
0,22,1.1715155839920044,,,,,
0,23,1.0917727947235107,,,,,
0,24,1.0846734046936035,,,,,
,0,,0.6777433156967163,,,,
,1,,0.6813887357711792,,,,
,2,,0.7048251628875732,,,,
,3,,0.6954708099365234,,,,
0,24,,,0.6882851123809814,,,
0,24,,,,1.6501461267471313,0.0,0.0
1,25,1.0203758478164673,,,,,
1,26,0.9764283299446106,,,,,
1,27,0.9762148261070251,,,,,
1,28,0.9336382150650024,,,,,
1,29,0.917298436164856,,,,,
1,30,0.8459861278533936,,,,,
1,31,0.836597204208374,,,,,
1,32,0.8380131721496582,,,,,
1,33,0.7814005613327026,,,,,
1,34,0.7775250673294067,,,,,
1,35,0.7650185823440552,,,,,
1,36,0.6911835670471191,,,,,
1,37,0.7206006050109863,,,,,
1,38,0.6602635383605957,,,,,
1,39,0.6715789437294006,,,,,
1,40,0.6138249039649963,,,,,
1,41,0.6162525415420532,,,,,
1,42,0.6012299060821533,,,,,
1,43,0.5874742269515991,,,,,
1,44,0.5922607779502869,,,,,
1,45,0.5508182644844055,,,,,
1,46,0.52291339635849,,,,,
1,47,0.513916552066803,,,,,
1,48,0.5058905482292175,,,,,
1,49,0.5166205167770386,,,,,
,4,,0.2740119993686676,,,,
,5,,0.26422733068466187,,,,
