step,csv-train_loss_step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-accuracy/exact,csv-train_loss_epoch
0,3.364367961883545,0,,,,,
1,2.8585925102233887,0,,,,,
2,2.6744155883789062,0,,,,,
3,2.724935531616211,0,,,,,
4,2.6680424213409424,0,,,,,
5,2.3236777782440186,0,,,,,
6,2.6102566719055176,0,,,,,
7,2.6730270385742188,0,,,,,
8,2.5132312774658203,0,,,,,
9,2.1848137378692627,0,,,,,
10,2.0839643478393555,0,,,,,
11,2.4703121185302734,0,,,,,
12,2.1568191051483154,0,,,,,
13,2.24688982963562,0,,,,,
14,1.822340965270996,0,,,,,
15,2.2098679542541504,0,,,,,
16,1.861872911453247,0,,,,,
17,1.9793281555175781,0,,,,,
18,1.98081374168396,0,,,,,
19,1.8353207111358643,0,,,,,
20,1.921767234802246,0,,,,,
21,1.738173007965088,0,,,,,
22,1.6163874864578247,0,,,,,
23,1.8672876358032227,0,,,,,
24,1.4633352756500244,0,,,,,
25,1.8356953859329224,0,,,,,
26,1.4442964792251587,0,,,,,
27,1.8833119869232178,0,,,,,
28,1.645241141319275,0,,,,,
29,1.7784391641616821,0,,,,,
30,1.9091821908950806,0,,,,,
31,1.677194595336914,0,,,,,
32,1.4241753816604614,0,,,,,
33,1.2821587324142456,0,,,,,
34,1.4039727449417114,0,,,,,
35,1.5832536220550537,0,,,,,
36,1.1758699417114258,0,,,,,
37,1.2452806234359741,0,,,,,
38,1.2727442979812622,0,,,,,
39,1.3084678649902344,0,,,,,
40,1.4988259077072144,0,,,,,
41,1.3144757747650146,0,,,,,
42,1.1992520093917847,0,,,,,
43,1.0363043546676636,0,,,,,
44,1.4170078039169312,0,,,,,
45,1.0735808610916138,0,,,,,
46,0.8951725363731384,0,,,,,
47,0.9359119534492493,0,,,,,
48,1.0545316934585571,0,,,,,
49,1.2573167085647583,0,,,,,
50,0.9590910077095032,0,,,,,
51,1.2673518657684326,0,,,,,
52,1.035622000694275,0,,,,,
53,1.0617070198059082,0,,,,,
