step,csv-train_loss_step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-accuracy/exact,csv-train_loss_epoch
0,2.787946939468384,0,,,,,
1,2.5008490085601807,0,,,,,
2,2.6606030464172363,0,,,,,
3,2.6061975955963135,0,,,,,
4,2.7409987449645996,0,,,,,
5,2.4015562534332275,0,,,,,
6,2.2910287380218506,0,,,,,
7,2.37479829788208,0,,,,,
8,2.4287562370300293,0,,,,,
9,2.5374066829681396,0,,,,,
10,2.404728889465332,0,,,,,
11,2.1593306064605713,0,,,,,
12,2.0604312419891357,0,,,,,
13,2.1649255752563477,0,,,,,
14,2.363997459411621,0,,,,,
15,2.2763829231262207,0,,,,,
16,2.043888807296753,0,,,,,
17,1.808368444442749,0,,,,,
18,2.005617141723633,0,,,,,
19,1.9578691720962524,0,,,,,
0,,,1.4213169813156128,,,,
1,,,1.663545846939087,,,,
2,,,1.399584412574768,,,,
19,,0,,1.513861894607544,,,
19,,0,,,0.0,0.0,2.328784227371216
20,1.6793067455291748,1,,,,,
21,1.6129652261734009,1,,,,,
22,2.232215642929077,1,,,,,
23,1.8098485469818115,1,,,,,
24,1.6782338619232178,1,,,,,
25,1.3973870277404785,1,,,,,
26,1.8782081604003906,1,,,,,
27,1.2639667987823486,1,,,,,
28,1.350480556488037,1,,,,,
29,1.6393585205078125,1,,,,,
30,1.4185117483139038,1,,,,,
31,1.458789348602295,1,,,,,
32,1.4271957874298096,1,,,,,
33,1.3797991275787354,1,,,,,
34,1.4988682270050049,1,,,,,
35,1.2568105459213257,1,,,,,
36,1.3571672439575195,1,,,,,
37,1.284975528717041,1,,,,,
38,1.3536642789840698,1,,,,,
39,1.2763410806655884,1,,,,,
3,,,0.6741526126861572,,,,
4,,,0.8841818571090698,,,,
5,,,0.7859616875648499,,,,
39,,1,,0.7805261015892029,,,
39,,1,,,0.0416666679084301,0.0,1.5127047300338745
40,1.1815954446792603,2,,,,,
41,1.132120966911316,2,,,,,
42,1.2253152132034302,2,,,,,
43,1.274100661277771,2,,,,,
44,0.9212376475334167,2,,,,,
45,1.1770089864730835,2,,,,,
46,1.3147783279418945,2,,,,,
47,0.941275417804718,2,,,,,
48,0.9882174134254456,2,,,,,
49,1.3515207767486572,2,,,,,
50,1.0506346225738525,2,,,,,
51,0.8762722611427307,2,,,,,
52,1.1882152557373047,2,,,,,
53,1.119861125946045,2,,,,,
54,0.852426290512085,2,,,,,
55,0.7843276858329773,2,,,,,
56,0.6110871434211731,2,,,,,
57,0.8763371706008911,2,,,,,
58,0.7450647950172424,2,,,,,
59,0.8864452242851257,2,,,,,
6,,,0.31498467922210693,,,,
7,,,0.4291470944881439,,,,
8,,,0.417572945356369,,,,
59,,2,,0.38116732239723206,,,
59,,2,,,0.1666666716337204,0.0,1.0248922109603882
60,0.6916154623031616,3,,,,,
61,0.8114652037620544,3,,,,,
62,0.5731976628303528,3,,,,,
63,0.6696511507034302,3,,,,,
64,0.5321993827819824,3,,,,,
65,0.924954891204834,3,,,,,
66,0.5838043093681335,3,,,,,
67,0.6553657650947571,3,,,,,
68,0.5879089832305908,3,,,,,
69,0.6134356260299683,3,,,,,
70,0.7433414459228516,3,,,,,
71,0.5530741810798645,3,,,,,
72,0.6387218236923218,3,,,,,
73,0.6289106607437134,3,,,,,
74,0.5147108435630798,3,,,,,
75,0.7280749678611755,3,,,,,
76,0.5778831839561462,3,,,,,
77,0.4811277687549591,3,,,,,
78,0.5650731921195984,3,,,,,
79,0.5666259527206421,3,,,,,
9,,,0.22493813931941986,,,,
10,,,0.32569098472595215,,,,
11,,,0.2770209312438965,,,,
79,,3,,0.2756558358669281,,,
79,,3,,,0.4583333432674408,0.375,0.6320570707321167
80,0.4361434280872345,4,,,,,
81,0.5241293907165527,4,,,,,
82,0.6103052496910095,4,,,,,
83,0.3519829511642456,4,,,,,
84,0.44642776250839233,4,,,,,
85,0.436837762594223,4,,,,,
86,0.5203788876533508,4,,,,,
87,0.506351113319397,4,,,,,
88,0.512351930141449,4,,,,,
89,0.38475343585014343,4,,,,,
90,0.48841243982315063,4,,,,,
91,0.5280178785324097,4,,,,,
92,0.388359010219574,4,,,,,
93,0.5060330033302307,4,,,,,
94,0.41020286083221436,4,,,,,
95,0.42041125893592834,4,,,,,
96,0.24925978481769562,4,,,,,
97,0.3189322352409363,4,,,,,
98,0.3395538926124573,4,,,,,
99,0.5395658612251282,4,,,,,
12,,,0.12586748600006104,,,,
13,,,0.18194565176963806,,,,
14,,,0.11520899832248688,,,,
99,,4,,0.14616705477237701,,,
99,,4,,,0.8333333134651184,0.5833333134651184,0.44592052698135376
100,0.4723638594150543,5,,,,,
101,0.23356805741786957,5,,,,,
102,0.2335536628961563,5,,,,,
103,0.4221934676170349,5,,,,,
104,0.2580486834049225,5,,,,,
105,0.3301401138305664,5,,,,,
106,0.30353227257728577,5,,,,,
107,0.30094271898269653,5,,,,,
108,0.5602312088012695,5,,,,,
109,0.27758732438087463,5,,,,,
110,0.3757551908493042,5,,,,,
111,0.2638709545135498,5,,,,,
112,0.3161728084087372,5,,,,,
113,0.22043314576148987,5,,,,,
114,0.22873970866203308,5,,,,,
