csv-train_loss_step,step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/exact,csv-train_loss_epoch,csv-accuracy/validator
2.768179178237915,0,0,,,,,
2.360935688018799,1,0,,,,,
2.189906597137451,2,0,,,,,
,0,,1.8256375789642334,,,,
,2,0,,1.825637698173523,,,
,2,0,,,0.0,2.4896273612976074,0.0
2.0701379776000977,3,1,,,,,
2.0190672874450684,4,1,,,,,
1.897100806236267,5,1,,,,,
,1,,1.5940649509429932,,,,
,5,1,,1.594064712524414,,,
,5,1,,,0.0,2.0151023864746094,0.0
1.8202497959136963,6,2,,,,,
1.774616003036499,7,2,,,,,
1.7118630409240723,8,2,,,,,
,2,,1.3098905086517334,,,,
,8,2,,1.3098905086517334,,,
,8,2,,,0.0,1.7803192138671875,0.0
1.6682389974594116,9,3,,,,,
1.566508412361145,10,3,,,,,
1.601621150970459,11,3,,,,,
,3,,1.2360386848449707,,,,
,11,3,,1.2360386848449707,,,
,11,3,,,0.0,1.6142231225967407,0.0
1.50166916847229,12,4,,,,,
1.5024855136871338,13,4,,,,,
1.4264777898788452,14,4,,,,,
,4,,1.1346726417541504,,,,
,14,4,,1.1346726417541504,,,
,14,4,,,0.0,1.486957311630249,0.0
1.4730924367904663,15,5,,,,,
1.3510910272598267,16,5,,,,,
1.275709867477417,17,5,,,,,
,5,,1.0367662906646729,,,,
,17,5,,1.0367664098739624,,,
,17,5,,,0.0,1.3848153352737427,0.0
1.3132548332214355,18,6,,,,,
1.2704859972000122,19,6,,,,,
1.1830984354019165,20,6,,,,,
,6,,0.9224839210510254,,,,
,20,6,,0.9224839806556702,,,
,20,6,,,0.0,1.2701160907745361,0.0
1.2127881050109863,21,7,,,,,
1.1372736692428589,22,7,,,,,
1.1100696325302124,23,7,,,,,
,7,,0.8273898959159851,,,,
,23,7,,0.8273898959159851,,,
,23,7,,,0.0,1.1620385646820068,0.0
1.0739855766296387,24,8,,,,,
1.062639594078064,25,8,,,,,
1.0380651950836182,26,8,,,,,
,8,,0.7841559052467346,,,,
,26,8,,0.7841560244560242,,,
,26,8,,,0.0,1.0622631311416626,0.0
0.9984843730926514,27,9,,,,,
1.0227162837982178,28,9,,,,,
0.9288123250007629,29,9,,,,,
,9,,0.707975447177887,,,,
,29,9,,0.7079753875732422,,,
,29,9,,,0.0,0.994242787361145,0.0
0.918338418006897,30,10,,,,,
0.9087380766868591,31,10,,,,,
0.7972128987312317,32,10,,,,,
,10,,0.6217564344406128,,,,
,32,10,,0.6217564344406128,,,
,32,10,,,0.0,0.8902730941772461,0.0
0.8414792418479919,33,11,,,,,
0.7874720692634583,34,11,,,,,
0.812624454498291,35,11,,,,,
,11,,0.5827856659889221,,,,
,35,11,,0.5827856063842773,,,
,35,11,,,0.0,0.8141053915023804,0.0
0.7580859065055847,36,12,,,,,
0.753625750541687,37,12,,,,,
0.8214324712753296,38,12,,,,,
,12,,0.5832938551902771,,,,
,38,12,,0.5832939147949219,,,
,38,12,,,0.0,0.7689711451530457,0.0
0.7382301688194275,39,13,,,,,
0.6998231410980225,40,13,,,,,
0.6764299273490906,41,13,,,,,
,13,,0.4946054518222809,,,,
,41,13,,0.4946054518222809,,,
,41,13,,,0.0,0.7105072736740112,0.0
0.6796207427978516,42,14,,,,,
0.6410374045372009,43,14,,,,,
0.5923975706100464,44,14,,,,,
,14,,0.4197874963283539,,,,
,44,14,,0.4197874963283539,,,
,44,14,,,0.0,0.6467427015304565,0.0
0.6060569286346436,45,15,,,,,
0.6424880623817444,46,15,,,,,
0.5805054903030396,47,15,,,,,
,15,,0.40121373534202576,,,,
,47,15,,0.40121373534202576,,,
,47,15,,,0.0,0.6155191659927368,0.0
0.5346996784210205,48,16,,,,,
0.558548629283905,49,16,,,,,
0.622706413269043,50,16,,,,,
,16,,0.38666677474975586,,,,
,50,16,,0.38666677474975586,,,
,50,16,,,0.0,0.5618406534194946,0.0
0.5404280424118042,51,17,,,,,
0.4939912259578705,52,17,,,,,
0.5040384531021118,53,17,,,,,
,17,,0.35678794980049133,,,,
,53,17,,0.3567880094051361,,,
,53,17,,,0.0,0.5145753622055054,0.0
0.4993157982826233,54,18,,,,,
0.48315727710723877,55,18,,,,,
0.479867160320282,56,18,,,,,
,18,,0.3168114423751831,,,,
,56,18,,0.3168114423751831,,,
,56,18,,,0.0,0.48896265029907227,0.0
0.4631277620792389,57,19,,,,,
0.4521872401237488,58,19,,,,,
0.40779852867126465,59,19,,,,,
,19,,0.2876465320587158,,,,
,59,19,,0.28764650225639343,,,
,59,19,,,0.0,0.44768571853637695,0.0
0.4658265709877014,60,20,,,,,
0.3812202215194702,61,20,,,,,
0.39799851179122925,62,20,,,,,
,20,,0.2504860758781433,,,,
,62,20,,0.2504860758781433,,,
,62,20,,,0.0,0.41841840744018555,0.0833333358168602
0.37849876284599304,63,21,,,,,
0.38233327865600586,64,21,,,,,
0.3933154046535492,65,21,,,,,
,21,,0.2145548164844513,,,,
,65,21,,0.2145547866821289,,,
,65,21,,,0.0,0.3829959034919739,0.0833333358168602
0.3961670994758606,66,22,,,,,
0.3146798312664032,67,22,,,,,
0.3239043951034546,68,22,,,,,
,22,,0.18168605864048004,,,,
,68,22,,0.18168604373931885,,,
,68,22,,,0.0,0.349119633436203,0.0
0.3354037404060364,69,23,,,,,
0.3398628234863281,70,23,,,,,
0.31675922870635986,71,23,,,,,
,23,,0.1538480669260025,,,,
,71,23,,0.1538480669260025,,,
,71,23,,,0.0,0.33345848321914673,0.1666666716337204
0.3227211534976959,72,24,,,,,
0.2616802453994751,73,24,,,,,
0.28908711671829224,74,24,,,,,
,24,,0.14362213015556335,,,,
,74,24,,0.14362213015556335,,,
,74,24,,,0.0,0.2915779948234558,0.2916666567325592
0.24043437838554382,75,25,,,,,
0.3003315329551697,76,25,,,,,
0.2981887459754944,77,25,,,,,
,25,,0.12832146883010864,,,,
,77,25,,0.12832146883010864,,,
,77,25,,,0.0,0.2759441137313843,0.125
0.2902268171310425,78,26,,,,,
0.24760988354682922,79,26,,,,,
0.22120605409145355,80,26,,,,,
,26,,0.10713618248701096,,,,
,80,26,,0.10713616758584976,,,
,80,26,,,0.0,0.2593758702278137,0.0833333358168602
0.23959891498088837,81,27,,,,,
0.2539002299308777,82,27,,,,,
0.2223500907421112,83,27,,,,,
,27,,0.09118970483541489,,,,
,83,27,,0.09118971228599548,,,
,83,27,,,0.0416666679084301,0.24186968803405762,0.4166666865348816
0.26371002197265625,84,28,,,,,
0.21027939021587372,85,28,,,,,
0.18967792391777039,86,28,,,,,
,28,,0.08604048937559128,,,,
,86,28,,0.08604049682617188,,,
,86,28,,,0.0833333358168602,0.2275313436985016,0.4166666865348816
0.2185397446155548,87,29,,,,,
0.20502856373786926,88,29,,,,,
0.23570340871810913,89,29,,,,,
,29,,0.08642363548278809,,,,
,89,29,,0.08642362803220749,,,
,89,29,,,0.0833333358168602,0.2165679931640625,0.5000000596046448
0.21055854856967926,90,30,,,,,
0.24003273248672485,91,30,,,,,
0.19866003096103668,92,30,,,,,
,30,,0.07620212435722351,,,,
,92,30,,0.07620211690664291,,,
,92,30,,,0.125,0.2199685126543045,0.4583333432674408
0.21634307503700256,93,31,,,,,
0.18364857137203217,94,31,,,,,
0.2287633717060089,95,31,,,,,
,31,,0.0722804069519043,,,,
,95,31,,0.0722804144024849,,,
,95,31,,,0.125,0.20574934780597687,0.5416666865348816
0.20146818459033966,96,32,,,,,
0.19587257504463196,97,32,,,,,
0.16581574082374573,98,32,,,,,
,32,,0.0688801184296608,,,,
,98,32,,0.0688801184296608,,,
,98,32,,,0.3749999701976776,0.192099466919899,0.625
0.14382632076740265,99,33,,,,,
0.19613422453403473,100,33,,,,,
0.17052699625492096,101,33,,,,,
,33,,0.06389375030994415,,,,
,101,33,,0.06389375030994415,,,
,101,33,,,0.4583333432674408,0.17008963227272034,0.6666666865348816
0.18964643776416779,102,34,,,,,
0.1514759659767151,103,34,,,,,
0.1483854055404663,104,34,,,,,
,34,,0.06276155263185501,,,,
,104,34,,0.06276154518127441,,,
