csv-train_loss_step,step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/exact,csv-train_loss_epoch,csv-accuracy/validator
3.220118761062622,0,0,,,,,
3.300544500350952,1,0,,,,,
2.793531656265259,2,0,,,,,
2.7968833446502686,3,0,,,,,
2.86698579788208,4,0,,,,,
2.574169874191284,5,0,,,,,
2.595402956008911,6,0,,,,,
2.2694766521453857,7,0,,,,,
2.5627079010009766,8,0,,,,,
2.2418713569641113,9,0,,,,,
2.4615702629089355,10,0,,,,,
2.363874912261963,11,0,,,,,
2.1477737426757812,12,0,,,,,
2.209366798400879,13,0,,,,,
2.3803539276123047,14,0,,,,,
1.9857264757156372,15,0,,,,,
1.9482269287109375,16,0,,,,,
2.1012399196624756,17,0,,,,,
1.864306926727295,18,0,,,,,
1.7928380966186523,19,0,,,,,
1.778702974319458,20,0,,,,,
1.6063789129257202,21,0,,,,,
1.7450270652770996,22,0,,,,,
1.621634840965271,23,0,,,,,
1.524500846862793,24,0,,,,,
1.6334490776062012,25,0,,,,,
1.7677865028381348,26,0,,,,,
1.4955544471740723,27,0,,,,,
1.7039276361465454,28,0,,,,,
1.6193257570266724,29,0,,,,,
1.6070261001586914,30,0,,,,,
1.3648756742477417,31,0,,,,,
1.5244156122207642,32,0,,,,,
1.61953604221344,33,0,,,,,
1.5090223550796509,34,0,,,,,
1.4301213026046753,35,0,,,,,
1.376421332359314,36,0,,,,,
1.3219587802886963,37,0,,,,,
1.292345404624939,38,0,,,,,
1.2072678804397583,39,0,,,,,
1.6793475151062012,40,0,,,,,
1.5179885625839233,41,0,,,,,
1.1451690196990967,42,0,,,,,
1.3345388174057007,43,0,,,,,
1.4665024280548096,44,0,,,,,
1.2862720489501953,45,0,,,,,
1.069053292274475,46,0,,,,,
1.2169007062911987,47,0,,,,,
0.9985551238059998,48,0,,,,,
1.1783859729766846,49,0,,,,,
1.0918769836425781,50,0,,,,,
1.0041170120239258,51,0,,,,,
1.2637155055999756,52,0,,,,,
1.037937045097351,53,0,,,,,
1.0744991302490234,54,0,,,,,
1.0724315643310547,55,0,,,,,
1.1083906888961792,56,0,,,,,
0.8546677827835083,57,0,,,,,
0.9532197117805481,58,0,,,,,
1.0059239864349365,59,0,,,,,
0.885841965675354,60,0,,,,,
1.0704017877578735,61,0,,,,,
0.9318394064903259,62,0,,,,,
1.0372025966644287,63,0,,,,,
0.8076678514480591,64,0,,,,,
0.7360278964042664,65,0,,,,,
0.5603100657463074,66,0,,,,,
0.8954517841339111,67,0,,,,,
0.9250654578208923,68,0,,,,,
0.9810243844985962,69,0,,,,,
0.7185366749763489,70,0,,,,,
0.9593032598495483,71,0,,,,,
0.9275778532028198,72,0,,,,,
0.7273179292678833,73,0,,,,,
0.5467597842216492,74,0,,,,,
0.9341572523117065,75,0,,,,,
0.8096558451652527,76,0,,,,,
0.5596309304237366,77,0,,,,,
0.7308723330497742,78,0,,,,,
1.1129368543624878,79,0,,,,,
0.6225582957267761,80,0,,,,,
1.0058578252792358,81,0,,,,,
0.3879106938838959,82,0,,,,,
0.9501568078994751,83,0,,,,,
0.5728020668029785,84,0,,,,,
1.0861425399780273,85,0,,,,,
0.9305294156074524,86,0,,,,,
1.0040732622146606,87,0,,,,,
0.42787235975265503,88,0,,,,,
0.573024332523346,89,0,,,,,
0.8882933259010315,90,0,,,,,
0.7570098638534546,91,0,,,,,
0.3784295916557312,92,0,,,,,
0.6416854858398438,93,0,,,,,
0.3376569449901581,94,0,,,,,
0.672825038433075,95,0,,,,,
0.5964978337287903,96,0,,,,,
0.6322607398033142,97,0,,,,,
0.36591091752052307,98,0,,,,,
0.4848144054412842,99,0,,,,,
0.4750857353210449,100,0,,,,,
0.7507290840148926,101,0,,,,,
0.31332698464393616,102,0,,,,,
0.6064029932022095,103,0,,,,,
0.5872610807418823,104,0,,,,,
0.5469023585319519,105,0,,,,,
0.5684177875518799,106,0,,,,,
0.5476006865501404,107,0,,,,,
0.4188876152038574,108,0,,,,,
0.5836535096168518,109,0,,,,,
0.5824079513549805,110,0,,,,,
0.25171446800231934,111,0,,,,,
0.6106013655662537,112,0,,,,,
0.2743624746799469,113,0,,,,,
0.4077737331390381,114,0,,,,,
0.7953376173973083,115,0,,,,,
0.4459933936595917,116,0,,,,,
0.551552951335907,117,0,,,,,
0.3514014184474945,118,0,,,,,
0.4967874586582184,119,0,,,,,
0.42913421988487244,120,0,,,,,
0.3366253077983856,121,0,,,,,
0.3282935619354248,122,0,,,,,
0.3686721920967102,123,0,,,,,
0.3452773094177246,124,0,,,,,
0.384362131357193,125,0,,,,,
0.1985340118408203,126,0,,,,,
0.5495057106018066,127,0,,,,,
0.37496399879455566,128,0,,,,,
0.4278820753097534,129,0,,,,,
0.24908438324928284,130,0,,,,,
0.3599637448787689,131,0,,,,,
0.5534746050834656,132,0,,,,,
0.29739925265312195,133,0,,,,,
0.2623094320297241,134,0,,,,,
0.22247612476348877,135,0,,,,,
0.49218252301216125,136,0,,,,,
0.5732392072677612,137,0,,,,,
0.3638204336166382,138,0,,,,,
0.40244293212890625,139,0,,,,,
0.30697059631347656,140,0,,,,,
0.1568356454372406,141,0,,,,,
0.4993818402290344,142,0,,,,,
0.3900303840637207,143,0,,,,,
0.28099119663238525,144,0,,,,,
0.2371739149093628,145,0,,,,,
0.44642019271850586,146,0,,,,,
0.1913003772497177,147,0,,,,,
0.36720389127731323,148,0,,,,,
0.25913578271865845,149,0,,,,,
0.19669564068317413,150,0,,,,,
0.3899853527545929,151,0,,,,,
0.3489050269126892,152,0,,,,,
0.18423515558242798,153,0,,,,,
0.4145176112651825,154,0,,,,,
0.39214059710502625,155,0,,,,,
0.2907702624797821,156,0,,,,,
0.13206547498703003,157,0,,,,,
0.19534678757190704,158,0,,,,,
0.44369685649871826,159,0,,,,,
0.1954786628484726,160,0,,,,,
0.3799585998058319,161,0,,,,,
0.21097786724567413,162,0,,,,,
0.299795925617218,163,0,,,,,
0.25847214460372925,164,0,,,,,
0.3698313534259796,165,0,,,,,
0.3327806890010834,166,0,,,,,
0.39706066250801086,167,0,,,,,
0.33445069193840027,168,0,,,,,
0.48808005452156067,169,0,,,,,
0.21709159016609192,170,0,,,,,
0.2956317961215973,171,0,,,,,
0.3692569434642792,172,0,,,,,
0.38250046968460083,173,0,,,,,
0.395987868309021,174,0,,,,,
0.16456341743469238,175,0,,,,,
0.4309527277946472,176,0,,,,,
0.23387837409973145,177,0,,,,,
0.2943766415119171,178,0,,,,,
0.3621951937675476,179,0,,,,,
0.19311106204986572,180,0,,,,,
0.33749181032180786,181,0,,,,,
0.16467881202697754,182,0,,,,,
0.21581721305847168,183,0,,,,,
0.14950622618198395,184,0,,,,,
0.11398500204086304,185,0,,,,,
0.34132060408592224,186,0,,,,,
0.24620069563388824,187,0,,,,,
0.36849117279052734,188,0,,,,,
0.15218433737754822,189,0,,,,,
0.2205599844455719,190,0,,,,,
0.2727169692516327,191,0,,,,,
0.44596853852272034,192,0,,,,,
0.323807030916214,193,0,,,,,
0.23513737320899963,194,0,,,,,
0.39999425411224365,195,0,,,,,
0.23062847554683685,196,0,,,,,
0.2826189696788788,197,0,,,,,
0.1786988526582718,198,0,,,,,
0.312265008687973,199,0,,,,,
0.3017812669277191,200,0,,,,,
0.2015799880027771,201,0,,,,,
0.2911308705806732,202,0,,,,,
0.16008396446704865,203,0,,,,,
0.13018003106117249,204,0,,,,,
0.1653366982936859,205,0,,,,,
0.15229742228984833,206,0,,,,,
0.34062397480010986,207,0,,,,,
0.2965039312839508,208,0,,,,,
0.12155067175626755,209,0,,,,,
0.31695735454559326,210,0,,,,,
0.28945887088775635,211,0,,,,,
0.19183985888957977,212,0,,,,,
0.26226016879081726,213,0,,,,,
0.13781440258026123,214,0,,,,,
0.15760934352874756,215,0,,,,,
0.1727311909198761,216,0,,,,,
0.29012253880500793,217,0,,,,,
0.2083696871995926,218,0,,,,,
0.2271936982870102,219,0,,,,,
0.10094866156578064,220,0,,,,,
0.3691581189632416,221,0,,,,,
0.10947193950414658,222,0,,,,,
0.105870820581913,223,0,,,,,
0.07078203558921814,224,0,,,,,
0.08331248909235,225,0,,,,,
0.06140676513314247,226,0,,,,,
0.18811346590518951,227,0,,,,,
0.23330070078372955,228,0,,,,,
0.13761268556118011,229,0,,,,,
0.27018409967422485,230,0,,,,,
0.31365129351615906,231,0,,,,,
0.04890025034546852,232,0,,,,,
0.3848651945590973,233,0,,,,,
0.47452136874198914,234,0,,,,,
0.07143270969390869,235,0,,,,,
0.23388761281967163,236,0,,,,,
0.08764103800058365,237,0,,,,,
0.2964208424091339,238,0,,,,,
0.30147507786750793,239,0,,,,,
0.3402712047100067,240,0,,,,,
0.3263721764087677,241,0,,,,,
0.44053414463996887,242,0,,,,,
0.19497695565223694,243,0,,,,,
0.37442708015441895,244,0,,,,,
0.11185925453901291,245,0,,,,,
0.18447503447532654,246,0,,,,,
0.0851709321141243,247,0,,,,,
0.14334531128406525,248,0,,,,,
0.21078287065029144,249,0,,,,,
0.1487566977739334,250,0,,,,,
0.11454437673091888,251,0,,,,,
0.12667249143123627,252,0,,,,,
0.5702818036079407,253,0,,,,,
0.29444706439971924,254,0,,,,,
0.15675140917301178,255,0,,,,,
0.2851088047027588,256,0,,,,,
0.24387528002262115,257,0,,,,,
0.3734520375728607,258,0,,,,,
0.18337620794773102,259,0,,,,,
0.16508328914642334,260,0,,,,,
0.1854049265384674,261,0,,,,,
0.07815457135438919,262,0,,,,,
0.1759054958820343,263,0,,,,,
0.25700685381889343,264,0,,,,,
0.32277557253837585,265,0,,,,,
0.10876419395208359,266,0,,,,,
0.11053288727998734,267,0,,,,,
0.20321865379810333,268,0,,,,,
0.262738436460495,269,0,,,,,
0.2941102385520935,270,0,,,,,
0.5577370524406433,271,0,,,,,
0.3107028007507324,272,0,,,,,
0.29241183400154114,273,0,,,,,
0.26336050033569336,274,0,,,,,
0.12864334881305695,275,0,,,,,
0.17662647366523743,276,0,,,,,
0.19361235201358795,277,0,,,,,
0.25558504462242126,278,0,,,,,
0.21613357961177826,279,0,,,,,
0.11481104791164398,280,0,,,,,
0.1860758662223816,281,0,,,,,
0.21342797577381134,282,0,,,,,
0.26020145416259766,283,0,,,,,
0.06774657219648361,284,0,,,,,
0.33321505784988403,285,0,,,,,
0.04195408523082733,286,0,,,,,
0.06955043226480484,287,0,,,,,
0.13711784780025482,288,0,,,,,
0.24228978157043457,289,0,,,,,
0.1752726286649704,290,0,,,,,
0.17788781225681305,291,0,,,,,
0.24441194534301758,292,0,,,,,
0.258871465921402,293,0,,,,,
0.24859291315078735,294,0,,,,,
0.3431670367717743,295,0,,,,,
0.2958222031593323,296,0,,,,,
0.2488349974155426,297,0,,,,,
0.4177630543708801,298,0,,,,,
0.11783348023891449,299,0,,,,,
0.1118110716342926,300,0,,,,,
0.06489507108926773,301,0,,,,,
0.46441686153411865,302,0,,,,,
0.22220975160598755,303,0,,,,,
0.14996403455734253,304,0,,,,,
0.1623491644859314,305,0,,,,,
0.2674286365509033,306,0,,,,,
0.11078841239213943,307,0,,,,,
0.07922835648059845,308,0,,,,,
0.22631224989891052,309,0,,,,,
0.2302675098180771,310,0,,,,,
0.17390602827072144,311,0,,,,,
0.30274614691734314,312,0,,,,,
0.1447325199842453,313,0,,,,,
0.04343140125274658,314,0,,,,,
0.1858019232749939,315,0,,,,,
0.09048766642808914,316,0,,,,,
0.22368067502975464,317,0,,,,,
0.42446979880332947,318,0,,,,,
0.20593510568141937,319,0,,,,,
0.23259392380714417,320,0,,,,,
0.2241063117980957,321,0,,,,,
0.1785808503627777,322,0,,,,,
0.20577767491340637,323,0,,,,,
0.082504041492939,324,0,,,,,
0.27463608980178833,325,0,,,,,
0.09943807870149612,326,0,,,,,
0.1839437633752823,327,0,,,,,
0.1679215133190155,328,0,,,,,
0.055014654994010925,329,0,,,,,
0.17251546680927277,330,0,,,,,
0.1374220848083496,331,0,,,,,
0.02749480865895748,332,0,,,,,
0.25492754578590393,333,0,,,,,
0.33567389845848083,334,0,,,,,
0.09089796990156174,335,0,,,,,
0.10979455709457397,336,0,,,,,
0.37714651226997375,337,0,,,,,
0.1755199432373047,338,0,,,,,
0.2267296463251114,339,0,,,,,
0.20259632170200348,340,0,,,,,
0.07581442594528198,341,0,,,,,
0.19422154128551483,342,0,,,,,
0.27735471725463867,343,0,,,,,
0.1912222057580948,344,0,,,,,
0.1081240102648735,345,0,,,,,
0.06090375408530235,346,0,,,,,
0.12420003116130829,347,0,,,,,
0.3823482394218445,348,0,,,,,
0.19948717951774597,349,0,,,,,
0.06087859719991684,350,0,,,,,
0.06711244583129883,351,0,,,,,
0.13642333447933197,352,0,,,,,
0.22941501438617706,353,0,,,,,
0.24469958245754242,354,0,,,,,
0.017155101522803307,355,0,,,,,
0.01690245419740677,356,0,,,,,
0.141047865152359,357,0,,,,,
0.18924739956855774,358,0,,,,,
0.012521075084805489,359,0,,,,,
0.05225956812500954,360,0,,,,,
0.02839079685509205,361,0,,,,,
