csv-epoch,csv-train_loss_step,step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/none,csv-accuracy/micro,csv-train_loss_epoch
0,2.681701421737671,0,,,,,
0,2.3496742248535156,1,,,,,
0,2.058849573135376,2,,,,,
0,2.0645437240600586,3,,,,,
0,1.9247931241989136,4,,,,,
,,0,1.3449457883834839,,,,
0,,4,,1.3449457883834839,,,
0,,4,,,0.0,0.0,2.2159125804901123
1,1.8402531147003174,5,,,,,
1,1.7274870872497559,6,,,,,
1,1.6821918487548828,7,,,,,
1,1.7308440208435059,8,,,,,
1,1.5399776697158813,9,,,,,
,,1,1.1683995723724365,,,,
1,,9,,1.1683995723724365,,,
1,,9,,,0.0,0.0,1.7041507959365845
2,1.5302764177322388,10,,,,,
2,1.5059707164764404,11,,,,,
2,1.4720126390457153,12,,,,,
2,1.4340362548828125,13,,,,,
2,1.348586082458496,14,,,,,
,,2,1.046281337738037,,,,
2,,14,,1.0462814569473267,,,
2,,14,,,0.0,0.0,1.4581763744354248
3,1.3130555152893066,15,,,,,
3,1.2650102376937866,16,,,,,
3,1.2497646808624268,17,,,,,
3,1.2009520530700684,18,,,,,
3,1.1586525440216064,19,,,,,
,,3,0.8429697155952454,,,,
3,,19,,0.8429697155952454,,,
3,,19,,,0.0,0.0,1.2374870777130127
4,1.130163550376892,20,,,,,
4,1.0985324382781982,21,,,,,
4,1.0843737125396729,22,,,,,
4,1.0156846046447754,23,,,,,
4,1.0011364221572876,24,,,,,
,,4,0.7187079191207886,,,,
4,,24,,0.7187079191207886,,,
4,,24,,,0.0,0.0,1.0659781694412231
5,0.9716432094573975,25,,,,,
5,0.9199303388595581,26,,,,,
5,0.9353620409965515,27,,,,,
5,0.8471261262893677,28,,,,,
5,0.8407562971115112,29,,,,,
,,5,0.6340215802192688,,,,
5,,29,,0.6340215802192688,,,
5,,29,,,0.0,0.0,0.9029636383056641
6,0.8095915913581848,30,,,,,
6,0.7842738628387451,31,,,,,
6,0.7088830471038818,32,,,,,
6,0.7035524845123291,33,,,,,
6,0.7052631974220276,34,,,,,
,,6,0.5355851054191589,,,,
6,,34,,0.5355851054191589,,,
6,,34,,,0.0,0.0,0.7423128485679626
7,0.7256013751029968,35,,,,,
7,0.6425957083702087,36,,,,,
7,0.6626744866371155,37,,,,,
7,0.5974990725517273,38,,,,,
7,0.6540517210960388,39,,,,,
,,7,0.4893258810043335,,,,
7,,39,,0.4893259108066559,,,
7,,39,,,0.0,0.0,0.6564844250679016
8,0.5872443914413452,40,,,,,
8,0.5718492269515991,41,,,,,
8,0.5587224364280701,42,,,,,
8,0.5147641897201538,43,,,,,
8,0.511966347694397,44,,,,,
,,8,0.4132413864135742,,,,
8,,44,,0.41324132680892944,,,
8,,44,,,0.0,0.0,0.5489093065261841
9,0.5106203556060791,45,,,,,
9,0.528713047504425,46,,,,,
9,0.4812479615211487,47,,,,,
9,0.43338555097579956,48,,,,,
9,0.41694730520248413,49,,,,,
,,9,0.3500330448150635,,,,
9,,49,,0.3500330448150635,,,
9,,49,,,0.0,0.0,0.4741829037666321
10,0.42428815364837646,50,,,,,
10,0.40739578008651733,51,,,,,
10,0.43983572721481323,52,,,,,
10,0.40087783336639404,53,,,,,
10,0.41108572483062744,54,,,,,
,,10,0.2977010905742645,,,,
10,,54,,0.2977010905742645,,,
10,,54,,,0.0,0.0,0.41669660806655884
11,0.3866540193557739,55,,,,,
11,0.3484932780265808,56,,,,,
11,0.31871509552001953,57,,,,,
11,0.4042288064956665,58,,,,,
11,0.2866903245449066,59,,,,,
,,11,0.22988662123680115,,,,
11,,59,,0.22988662123680115,,,
11,,59,,,0.0,0.0,0.34895628690719604
12,0.2962484657764435,60,,,,,
12,0.3171950578689575,61,,,,,
12,0.2743469476699829,62,,,,,
12,0.30937039852142334,63,,,,,
12,0.2825148105621338,64,,,,,
,,12,0.1822068989276886,,,,
12,,64,,0.1822068840265274,,,
12,,64,,,0.0833333358168602,0.0833333358168602,0.29593512415885925
13,0.2602776288986206,65,,,,,
13,0.2663249969482422,66,,,,,
13,0.270578533411026,67,,,,,
13,0.1969803124666214,68,,,,,
13,0.2357688844203949,69,,,,,
,,13,0.15079616010189056,,,,
13,,69,,0.15079616010189056,,,
13,,69,,,0.3750000298023224,0.3750000298023224,0.24598607420921326
14,0.22881975769996643,70,,,,,
14,0.20218823850154877,71,,,,,
14,0.24083878099918365,72,,,,,
14,0.24414072930812836,73,,,,,
14,0.19587279856204987,74,,,,,
,,14,0.13458983600139618,,,,
14,,74,,0.13458985090255737,,,
14,,74,,,0.5,0.4583333432674408,0.22237205505371094
15,0.17855113744735718,75,,,,,
15,0.2719748318195343,76,,,,,
15,0.1695263683795929,77,,,,,
15,0.15153943002223969,78,,,,,
15,0.1525181382894516,79,,,,,
,,15,0.14093729853630066,,,,
15,,79,,0.14093729853630066,,,
15,,79,,,0.4166666865348816,0.4166666865348816,0.1848219633102417
16,0.1573120653629303,80,,,,,
16,0.14796467125415802,81,,,,,
16,0.12985682487487793,82,,,,,
16,0.15932759642601013,83,,,,,
16,0.25794070959091187,84,,,,,
,,16,0.11763942986726761,,,,
16,,84,,0.11763942241668701,,,
16,,84,,,0.625,0.625,0.1704803705215454
17,0.17463050782680511,85,,,,,
17,0.1698569655418396,86,,,,,
17,0.10603203624486923,87,,,,,
17,0.13876281678676605,88,,,,,
17,0.1263471096754074,89,,,,,
,,17,0.10810933262109756,,,,
17,,89,,0.10810933262109756,,,
17,,89,,,0.5,0.5,0.14312589168548584
18,0.11771571636199951,90,,,,,
18,0.1096152663230896,91,,,,,
18,0.09851761907339096,92,,,,,
18,0.16850899159908295,93,,,,,
18,0.11893294751644135,94,,,,,
,,18,0.09804903715848923,,,,
18,,94,,0.09804903715848923,,,
18,,94,,,0.625,0.625,0.12265811115503311
19,0.10077637434005737,95,,,,,
19,0.13442182540893555,96,,,,,
19,0.1604127287864685,97,,,,,
19,0.10541517287492752,98,,,,,
19,0.08876968175172806,99,,,,,
,,19,0.09878058731555939,,,,
19,,99,,0.09878057986497879,,,
19,,99,,,0.625,0.625,0.1179591566324234
20,0.08366300910711288,100,,,,,
20,0.07213881611824036,101,,,,,
20,0.11727678030729294,102,,,,,
20,0.09950339794158936,103,,,,,
20,0.1279115527868271,104,,,,,
,,20,0.0987376868724823,,,,
20,,104,,0.0987376794219017,,,
20,,104,,,0.625,0.625,0.10009871423244476
21,0.08493340015411377,105,,,,,
21,0.07599199563264847,106,,,,,
21,0.10737183690071106,107,,,,,
21,0.054642558097839355,108,,,,,
21,0.09994813054800034,109,,,,,
,,21,0.09849243611097336,,,,
21,,109,,0.09849243611097336,,,
21,,109,,,0.625,0.625,0.08457758277654648
22,0.119792640209198,110,,,,,
22,0.10479865968227386,111,,,,,
22,0.06455346941947937,112,,,,,
22,0.08138398826122284,113,,,,,
22,0.07815736532211304,114,,,,,
,,22,0.0845680832862854,,,,
22,,114,,0.0845680832862854,,,
22,,114,,,0.5833333730697632,0.5833333730697632,0.08973722159862518
23,0.06917717307806015,115,,,,,
23,0.05230718478560448,116,,,,,
