csv-epoch,csv-train_loss_step,step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/none,csv-accuracy/micro,csv-train_loss_epoch
23,0.066949263215065,117,,,,,
23,0.0976826548576355,118,,,,,
23,0.09284388273954391,119,,,,,
,,23,0.08418729901313782,,,,
23,,119,,0.08418730646371841,,,
23,,119,,,0.7916666865348816,0.7916666865348816,0.07579203695058823
24,0.06714069098234177,120,,,,,
24,0.05887049436569214,121,,,,,
24,0.06036097928881645,122,,,,,
24,0.07124084234237671,123,,,,,
24,0.08269484341144562,124,,,,,
,,24,0.07620511204004288,,,,
24,,124,,0.07620511204004288,,,
24,,124,,,0.6666666865348816,0.6666666865348816,0.06806157529354095
25,0.05523183196783066,125,,,,,
25,0.04446999356150627,126,,,,,
25,0.051027171313762665,127,,,,,
25,0.08382115513086319,128,,,,,
25,0.10926076024770737,129,,,,,
,,25,0.0806925967335701,,,,
25,,129,,0.0806926041841507,,,
25,,129,,,0.6666666865348816,0.6666666865348816,0.06876218318939209
26,0.04419829323887825,130,,,,,
26,0.13371801376342773,131,,,,,
26,0.0411553680896759,132,,,,,
26,0.043532438576221466,133,,,,,
26,0.0555538572371006,134,,,,,
,,26,0.07912233471870422,,,,
26,,134,,0.07912234216928482,,,
26,,134,,,0.75,0.75,0.06363159418106079
27,0.08601205796003342,135,,,,,
27,0.06213466078042984,136,,,,,
27,0.08165006339550018,137,,,,,
27,0.05108638107776642,138,,,,,
27,0.043243393301963806,139,,,,,
,,27,0.07185075432062149,,,,
27,,139,,0.07185076177120209,,,
27,,139,,,0.8333333730697632,0.8333333730697632,0.06482531130313873
28,0.0593242309987545,140,,,,,
28,0.0456264428794384,141,,,,,
28,0.05858827382326126,142,,,,,
28,0.0359940305352211,143,,,,,
28,0.07902786135673523,144,,,,,
,,28,0.06849929690361023,,,,
28,,144,,0.06849930435419083,,,
28,,144,,,0.8333333730697632,0.8333333730697632,0.05571216344833374
29,0.03277631476521492,145,,,,,
29,0.045244261622428894,146,,,,,
29,0.10066506266593933,147,,,,,
29,0.05197807401418686,148,,,,,
29,0.046442847698926926,149,,,,,
,,29,0.06278903782367706,,,,
29,,149,,0.06278903782367706,,,
29,,149,,,0.875,0.875,0.055421311408281326
