csv-epoch,csv-train_loss_step,step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/exact,csv-accuracy/validator,csv-train_loss_epoch
0,2.8456599712371826,0,,,,,
0,2.8979032039642334,1,,,,,
0,2.4130733013153076,2,,,,,
0,2.3797531127929688,3,,,,,
0,2.1298909187316895,4,,,,,
0,2.338543176651001,5,,,,,
0,2.100386142730713,6,,,,,
0,2.066124200820923,7,,,,,
0,1.8494518995285034,8,,,,,
0,1.723286509513855,9,,,,,
0,1.839266061782837,10,,,,,
0,1.9029377698898315,11,,,,,
0,1.7091840505599976,12,,,,,
0,1.6718535423278809,13,,,,,
0,1.5138397216796875,14,,,,,
0,1.7165238857269287,15,,,,,
0,1.4490652084350586,16,,,,,
0,1.6620908975601196,17,,,,,
0,1.4718540906906128,18,,,,,
0,1.4550981521606445,19,,,,,
0,1.313194990158081,20,,,,,
0,1.4588556289672852,21,,,,,
0,1.3898420333862305,22,,,,,
0,1.3449758291244507,23,,,,,
0,1.4039814472198486,24,,,,,
0,1.3252449035644531,25,,,,,
0,1.2774174213409424,26,,,,,
0,1.313662052154541,27,,,,,
0,1.184730887413025,28,,,,,
0,1.1194123029708862,29,,,,,
0,1.1863948106765747,30,,,,,
0,1.1733036041259766,31,,,,,
0,1.2642418146133423,32,,,,,
0,1.239730954170227,33,,,,,
0,1.135599136352539,34,,,,,
0,1.0725135803222656,35,,,,,
0,1.0558955669403076,36,,,,,
0,1.0539745092391968,37,,,,,
0,1.0403587818145752,38,,,,,
0,1.109378695487976,39,,,,,
0,1.0975089073181152,40,,,,,
0,0.9587448239326477,41,,,,,
0,0.9524655938148499,42,,,,,
0,0.8770945072174072,43,,,,,
0,0.9449383020401001,44,,,,,
0,0.9851106405258179,45,,,,,
0,0.9339178204536438,46,,,,,
0,0.9792733192443848,47,,,,,
0,0.8113153576850891,48,,,,,
0,0.9082966446876526,49,,,,,
0,0.8058074116706848,50,,,,,
0,0.8526967763900757,51,,,,,
0,0.8628205060958862,52,,,,,
0,0.8718851208686829,53,,,,,
0,0.8076611161231995,54,,,,,
0,0.8374638557434082,55,,,,,
0,0.8276095986366272,56,,,,,
0,0.7634494304656982,57,,,,,
0,0.7601761817932129,58,,,,,
0,0.643989086151123,59,,,,,
0,0.547632098197937,60,,,,,
0,0.577151894569397,61,,,,,
0,0.5719965100288391,62,,,,,
0,0.6580548882484436,63,,,,,
0,0.6136900186538696,64,,,,,
0,0.5981373190879822,65,,,,,
