step,csv-train_loss_step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/exact,csv-accuracy/validator,csv-train_loss_epoch
0,3.238959312438965,0,,,,,
1,2.8526718616485596,0,,,,,
2,2.702601432800293,0,,,,,
3,2.529320478439331,0,,,,,
4,2.337932586669922,0,,,,,
5,2.452066659927368,0,,,,,
6,2.4117348194122314,0,,,,,
7,2.408618688583374,0,,,,,
8,2.20314621925354,0,,,,,
9,2.2162270545959473,0,,,,,
10,2.179388999938965,0,,,,,
11,2.162140369415283,0,,,,,
12,1.9549556970596313,0,,,,,
13,2.060441017150879,0,,,,,
14,1.7736411094665527,0,,,,,
15,1.8432042598724365,0,,,,,
16,1.784660816192627,0,,,,,
17,1.7892374992370605,0,,,,,
18,1.7181305885314941,0,,,,,
19,1.635689616203308,0,,,,,
20,1.6531997919082642,0,,,,,
21,1.6120573282241821,0,,,,,
22,1.5212841033935547,0,,,,,
23,1.5119597911834717,0,,,,,
24,1.400525689125061,0,,,,,
25,1.5203784704208374,0,,,,,
26,1.323546290397644,0,,,,,
27,1.4147979021072388,0,,,,,
28,1.3352134227752686,0,,,,,
29,1.219180703163147,0,,,,,
30,1.2093366384506226,0,,,,,
31,1.2810107469558716,0,,,,,
32,1.3308281898498535,0,,,,,
33,1.195970892906189,0,,,,,
34,1.1926478147506714,0,,,,,
35,1.2685093879699707,0,,,,,
36,1.1877788305282593,0,,,,,
37,1.044007658958435,0,,,,,
38,1.1137455701828003,0,,,,,
39,1.0356333255767822,0,,,,,
40,1.1226141452789307,0,,,,,
41,1.0567560195922852,0,,,,,
42,1.1773180961608887,0,,,,,
43,0.9905328750610352,0,,,,,
44,1.0351903438568115,0,,,,,
45,1.2355908155441284,0,,,,,
46,0.9198532700538635,0,,,,,
47,0.9136540293693542,0,,,,,
48,0.8636062741279602,0,,,,,
49,1.0202666521072388,0,,,,,
50,0.8031611442565918,0,,,,,
51,0.855574369430542,0,,,,,
52,0.755395770072937,0,,,,,
53,0.8787043690681458,0,,,,,
54,0.7864378094673157,0,,,,,
55,0.7740427255630493,0,,,,,
56,0.6529723405838013,0,,,,,
57,0.7349412441253662,0,,,,,
58,0.6702982783317566,0,,,,,
59,0.5701481699943542,0,,,,,
60,0.4554857313632965,0,,,,,
61,0.5924462676048279,0,,,,,
62,0.5361608862876892,0,,,,,
63,0.632189154624939,0,,,,,
64,0.45450231432914734,0,,,,,
65,0.4811556041240692,0,,,,,
66,0.5457718372344971,0,,,,,
67,0.48434722423553467,0,,,,,
68,0.5718553066253662,0,,,,,
69,0.5114568471908569,0,,,,,
70,0.4348390996456146,0,,,,,
71,0.4241948127746582,0,,,,,
72,0.3629237413406372,0,,,,,
73,0.42545199394226074,0,,,,,
74,0.35141414403915405,0,,,,,
75,0.37694695591926575,0,,,,,
76,0.3468812108039856,0,,,,,
77,0.355579674243927,0,,,,,
78,0.3855961263179779,0,,,,,
79,0.339853972196579,0,,,,,
80,0.3798074722290039,0,,,,,
81,0.3348941206932068,0,,,,,
82,0.40727007389068604,0,,,,,
83,0.2236955165863037,0,,,,,
84,0.2878648042678833,0,,,,,
85,0.32910969853401184,0,,,,,
86,0.2881353795528412,0,,,,,
87,0.2975080907344818,0,,,,,
88,0.30605143308639526,0,,,,,
89,0.2690540850162506,0,,,,,
90,0.2717437446117401,0,,,,,
91,0.3497326374053955,0,,,,,
92,0.2545498311519623,0,,,,,
93,0.2942708730697632,0,,,,,
94,0.2952596843242645,0,,,,,
95,0.2627790570259094,0,,,,,
96,0.27056315541267395,0,,,,,
97,0.2503891587257385,0,,,,,
98,0.32370951771736145,0,,,,,
99,0.23947648704051971,0,,,,,
100,0.33574676513671875,0,,,,,
101,0.3031269311904907,0,,,,,
102,0.2530868351459503,0,,,,,
103,0.21685540676116943,0,,,,,
104,0.22988758981227875,0,,,,,
105,0.19607742130756378,0,,,,,
106,0.2506025731563568,0,,,,,
0,,,0.151730015873909,,,,
1,,,0.16114677488803864,,,,
2,,,0.15978620946407318,,,,
3,,,0.21825717389583588,,,,
4,,,0.12941274046897888,,,,
5,,,0.1419413536787033,,,,
6,,,0.13163864612579346,,,,
7,,,0.14469313621520996,,,,
8,,,0.1679689884185791,,,,
9,,,0.15948715806007385,,,,
10,,,0.18617279827594757,,,,
11,,,0.14294221997261047,,,,
12,,,0.22318220138549805,,,,
13,,,0.22061322629451752,,,,
106,,0,,0.16456742584705353,,,
106,,0,,,0.5436508059501648,0.9072421193122864,0.9852091670036316
107,0.3269236385822296,1,,,,,
108,0.22845223546028137,1,,,,,
109,0.3223363161087036,1,,,,,
110,0.34939542412757874,1,,,,,
111,0.15795232355594635,1,,,,,
112,0.21769794821739197,1,,,,,
113,0.2326488494873047,1,,,,,
114,0.20007412135601044,1,,,,,
115,0.20225611329078674,1,,,,,
116,0.1919662207365036,1,,,,,
117,0.30789509415626526,1,,,,,
118,0.20555579662322998,1,,,,,
119,0.2478799968957901,1,,,,,
120,0.18572603166103363,1,,,,,
121,0.3303939700126648,1,,,,,
122,0.22787629067897797,1,,,,,
123,0.21402442455291748,1,,,,,
124,0.19871209561824799,1,,,,,
125,0.20619803667068481,1,,,,,
126,0.22949153184890747,1,,,,,
127,0.1964663565158844,1,,,,,
128,0.23180760443210602,1,,,,,
129,0.30907097458839417,1,,,,,
130,0.190207377076149,1,,,,,
131,0.19916893541812897,1,,,,,
132,0.27219754457473755,1,,,,,
133,0.19478878378868103,1,,,,,
134,0.2728895843029022,1,,,,,
135,0.2211577147245407,1,,,,,
136,0.22635293006896973,1,,,,,
137,0.2882939875125885,1,,,,,
138,0.17522494494915009,1,,,,,
139,0.27571824193000793,1,,,,,
140,0.1974838823080063,1,,,,,
141,0.1785370111465454,1,,,,,
142,0.2584778666496277,1,,,,,
143,0.24044348299503326,1,,,,,
144,0.19799600541591644,1,,,,,
145,0.262389600276947,1,,,,,
146,0.24217526614665985,1,,,,,
147,0.24367274343967438,1,,,,,
148,0.21935755014419556,1,,,,,
149,0.23618055880069733,1,,,,,
150,0.24169063568115234,1,,,,,
151,0.2830956280231476,1,,,,,
152,0.17801563441753387,1,,,,,
153,0.21929264068603516,1,,,,,
154,0.2939532995223999,1,,,,,
155,0.25412529706954956,1,,,,,
156,0.2694457769393921,1,,,,,
157,0.23980918526649475,1,,,,,
158,0.22708432376384735,1,,,,,
159,0.2599940001964569,1,,,,,
160,0.2719101905822754,1,,,,,
161,0.21543851494789124,1,,,,,
162,0.20022229850292206,1,,,,,
163,0.21369294822216034,1,,,,,
164,0.26963353157043457,1,,,,,
165,0.2121817171573639,1,,,,,
166,0.28409916162490845,1,,,,,
167,0.18991000950336456,1,,,,,
168,0.1658109426498413,1,,,,,
169,0.2517000436782837,1,,,,,
170,0.20442190766334534,1,,,,,
171,0.2458408921957016,1,,,,,
172,0.1709442436695099,1,,,,,
173,0.24031327664852142,1,,,,,
174,0.18638193607330322,1,,,,,
175,0.2403804212808609,1,,,,,
176,0.16189683973789215,1,,,,,
177,0.21783322095870972,1,,,,,
178,0.19213658571243286,1,,,,,
179,0.14043675363063812,1,,,,,
180,0.25049644708633423,1,,,,,
181,0.2372732013463974,1,,,,,
182,0.23326967656612396,1,,,,,
183,0.17718744277954102,1,,,,,
184,0.21815462410449982,1,,,,,
185,0.1361805498600006,1,,,,,
186,0.22357425093650818,1,,,,,
187,0.2169472575187683,1,,,,,
188,0.18260638415813446,1,,,,,
189,0.16778244078159332,1,,,,,
190,0.20052704215049744,1,,,,,
191,0.14575931429862976,1,,,,,
192,0.24146568775177002,1,,,,,
193,0.1250387579202652,1,,,,,
194,0.18423214554786682,1,,,,,
195,0.17721357941627502,1,,,,,
196,0.2054114192724228,1,,,,,
197,0.20050284266471863,1,,,,,
198,0.24272799491882324,1,,,,,
199,0.18426139652729034,1,,,,,
200,0.160091370344162,1,,,,,
201,0.1481437087059021,1,,,,,
202,0.20487447082996368,1,,,,,
203,0.15748143196105957,1,,,,,
204,0.17535707354545593,1,,,,,
205,0.1738872081041336,1,,,,,
206,0.15225158631801605,1,,,,,
207,0.18620017170906067,1,,,,,
208,0.11387722194194794,1,,,,,
209,0.19053567945957184,1,,,,,
210,0.1548832356929779,1,,,,,
211,0.11829914152622223,1,,,,,
