step,csv-train_loss_step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-train_loss_epoch,csv-accuracy/exact,csv-accuracy/validator
0,2.7085788249969482,0,,,,,
1,2.371467113494873,0,,,,,
2,2.172292709350586,0,,,,,
3,2.0443124771118164,0,,,,,
4,1.9449634552001953,0,,,,,
5,1.878196358680725,0,,,,,
6,1.7847362756729126,0,,,,,
7,1.7226848602294922,0,,,,,
8,1.6816632747650146,0,,,,,
9,1.6154685020446777,0,,,,,
10,1.5873448848724365,0,,,,,
11,1.5036494731903076,0,,,,,
12,1.4878464937210083,0,,,,,
13,1.389150619506836,0,,,,,
14,1.3852217197418213,0,,,,,
15,1.3162918090820312,0,,,,,
16,1.2503867149353027,0,,,,,
17,1.2464253902435303,0,,,,,
18,1.2466644048690796,0,,,,,
19,1.20993173122406,0,,,,,
0,,,0.8430119156837463,,,,
1,,,0.8195123076438904,,,,
2,,,0.8312944173812866,,,,
19,,0,,0.8312686085700989,,,
19,,0,,,1.6773637533187866,0.0,0.0
20,1.1069799661636353,1,,,,,
21,1.0949265956878662,1,,,,,
22,1.0436371564865112,1,,,,,
23,1.0528284311294556,1,,,,,
24,0.977330207824707,1,,,,,
25,0.9518338441848755,1,,,,,
26,0.9308282136917114,1,,,,,
27,0.9312832951545715,1,,,,,
28,0.8256915807723999,1,,,,,
29,0.7971745133399963,1,,,,,
30,0.8382458090782166,1,,,,,
31,0.7806398868560791,1,,,,,
32,0.7883292436599731,1,,,,,
33,0.7595376968383789,1,,,,,
34,0.70620197057724,1,,,,,
35,0.6445406675338745,1,,,,,
36,0.6693164110183716,1,,,,,
37,0.6358762383460999,1,,,,,
38,0.6714943051338196,1,,,,,
39,0.6151415109634399,1,,,,,
3,,,0.4569440484046936,,,,
4,,,0.441055566072464,,,,
5,,,0.44631659984588623,,,,
39,,1,,0.4484631419181824,,,
39,,1,,,0.8410918116569519,0.0,0.0
40,0.6085163354873657,2,,,,,
41,0.5226137638092041,2,,,,,
42,0.5676282644271851,2,,,,,
43,0.5424917936325073,2,,,,,
44,0.5822063684463501,2,,,,,
45,0.5296540260314941,2,,,,,
46,0.48134154081344604,2,,,,,
47,0.5186353921890259,2,,,,,
48,0.5206769108772278,2,,,,,
49,0.4892347455024719,2,,,,,
50,0.47329261898994446,2,,,,,
51,0.4715757668018341,2,,,,,
52,0.409440279006958,2,,,,,
53,0.42290711402893066,2,,,,,
54,0.40064293146133423,2,,,,,
55,0.41364794969558716,2,,,,,
56,0.41519516706466675,2,,,,,
57,0.3894829750061035,2,,,,,
58,0.35467591881752014,2,,,,,
59,0.3022269904613495,2,,,,,
6,,,0.24422481656074524,,,,
7,,,0.22866664826869965,,,,
8,,,0.2359328269958496,,,,
59,,2,,0.2363431751728058,,,
59,,2,,,0.4708043038845062,0.05833333358168602,0.14374999701976776
60,0.3083007335662842,3,,,,,
61,0.35514912009239197,3,,,,,
62,0.30552399158477783,3,,,,,
63,0.31464123725891113,3,,,,,
64,0.31171882152557373,3,,,,,
65,0.3277691602706909,3,,,,,
66,0.314307302236557,3,,,,,
67,0.3632100224494934,3,,,,,
68,0.2881118953227997,3,,,,,
69,0.30596378445625305,3,,,,,
70,0.28880125284194946,3,,,,,
71,0.28060129284858704,3,,,,,
72,0.2386040836572647,3,,,,,
73,0.26246485114097595,3,,,,,
74,0.26143932342529297,3,,,,,
75,0.23424986004829407,3,,,,,
76,0.24550488591194153,3,,,,,
77,0.2532426118850708,3,,,,,
78,0.1938076615333557,3,,,,,
79,0.2113090455532074,3,,,,,
9,,,0.1473178118467331,,,,
10,,,0.13585348427295685,,,,
11,,,0.14550191164016724,,,,
79,,3,,0.14236891269683838,,,
79,,3,,,0.2832360565662384,0.2874999940395355,0.4749999940395355
80,0.19300377368927002,4,,,,,
81,0.22581914067268372,4,,,,,
82,0.2350548654794693,4,,,,,
83,0.1928044706583023,4,,,,,
84,0.21692423522472382,4,,,,,
85,0.2552596628665924,4,,,,,
86,0.17770037055015564,4,,,,,
87,0.19136084616184235,4,,,,,
88,0.206133171916008,4,,,,,
89,0.18770195543766022,4,,,,,
90,0.21028807759284973,4,,,,,
91,0.17425423860549927,4,,,,,
92,0.19295050203800201,4,,,,,
93,0.17811673879623413,4,,,,,
94,0.19656963646411896,4,,,,,
95,0.1769193410873413,4,,,,,
96,0.18724197149276733,4,,,,,
97,0.1640685349702835,4,,,,,
98,0.19152337312698364,4,,,,,
99,0.1675005853176117,4,,,,,
12,,,0.11286843568086624,,,,
13,,,0.10209349542856216,,,,
14,,,0.11118528246879578,,,,
99,,4,,0.10822182893753052,,,
99,,4,,,0.19605977833271027,0.40625,0.6145833134651184
100,0.1414884328842163,5,,,,,
101,0.17895665764808655,5,,,,,
102,0.1861305683851242,5,,,,,
103,0.17007708549499512,5,,,,,
104,0.16656945645809174,5,,,,,
105,0.15139657258987427,5,,,,,
106,0.16111406683921814,5,,,,,
107,0.14598089456558228,5,,,,,
108,0.16701364517211914,5,,,,,
109,0.14682696759700775,5,,,,,
110,0.17688627541065216,5,,,,,
111,0.1751604676246643,5,,,,,
112,0.1382742077112198,5,,,,,
113,0.16521607339382172,5,,,,,
114,0.14237825572490692,5,,,,,
115,0.12365951389074326,5,,,,,
116,0.1285209357738495,5,,,,,
117,0.14767299592494965,5,,,,,
118,0.12069420516490936,5,,,,,
119,0.14979802072048187,5,,,,,
15,,,0.09848979860544205,,,,
16,,,0.08749127388000488,,,,
17,,,0.0954851284623146,,,,
119,,5,,0.09348946809768677,,,
119,,5,,,0.1541907638311386,0.5291666388511658,0.7437500357627869
120,0.14703810214996338,6,,,,,
121,0.12288092821836472,6,,,,,
122,0.1422969251871109,6,,,,,
123,0.11636270582675934,6,,,,,
124,0.1408042162656784,6,,,,,
125,0.14742089807987213,6,,,,,
126,0.12219157814979553,6,,,,,
127,0.11676204949617386,6,,,,,
128,0.12682506442070007,6,,,,,
129,0.13977397978305817,6,,,,,
130,0.12924662232398987,6,,,,,
131,0.1363581269979477,6,,,,,
132,0.13171318173408508,6,,,,,
133,0.11582034081220627,6,,,,,
134,0.1528197079896927,6,,,,,
135,0.13656924664974213,6,,,,,
136,0.10441357642412186,6,,,,,
137,0.12884517014026642,6,,,,,
138,0.11947593837976456,6,,,,,
139,0.11640464514493942,6,,,,,
18,,,0.08180023729801178,,,,
19,,,0.06828267127275467,,,,
20,,,0.07964172959327698,,,,
139,,6,,0.07596151530742645,,,
139,,6,,,0.1297011524438858,0.5322916507720947,0.7833333015441895
140,0.10256649553775787,7,,,,,
141,0.13608866930007935,7,,,,,
142,0.1038278341293335,7,,,,,
143,0.11175753176212311,7,,,,,
144,0.1152755543589592,7,,,,,
145,0.08866559714078903,7,,,,,
146,0.15017352998256683,7,,,,,
147,0.11343368887901306,7,,,,,
148,0.13834328949451447,7,,,,,
149,0.11029469966888428,7,,,,,
150,0.10693635046482086,7,,,,,
151,0.10300053656101227,7,,,,,
152,0.13821758329868317,7,,,,,
153,0.09606989473104477,7,,,,,
154,0.09309716522693634,7,,,,,
155,0.11653605103492737,7,,,,,
156,0.08342869579792023,7,,,,,
157,0.12020308524370193,7,,,,,
158,0.13169212639331818,7,,,,,
159,0.08750924468040466,7,,,,,
21,,,0.07488704472780228,,,,
22,,,0.059723835438489914,,,,
23,,,0.07046522200107574,,,,
159,,7,,0.06793739646673203,,,
159,,7,,,0.11235588788986206,0.574999988079071,0.7854166626930237
160,0.12259551882743835,8,,,,,
161,0.09849795699119568,8,,,,,
162,0.09911485761404037,8,,,,,
163,0.11196582019329071,8,,,,,
164,0.11194469034671783,8,,,,,
165,0.0665869265794754,8,,,,,
166,0.11795114725828171,8,,,,,
167,0.09650275856256485,8,,,,,
168,0.09847328811883926,8,,,,,
169,0.12312491983175278,8,,,,,
170,0.09000489115715027,8,,,,,
171,0.07129080593585968,8,,,,,
172,0.09821857511997223,8,,,,,
173,0.0993158146739006,8,,,,,
174,0.09251010417938232,8,,,,,
175,0.11164867877960205,8,,,,,
176,0.09534560143947601,8,,,,,
177,0.12150711566209793,8,,,,,
178,0.11509424448013306,8,,,,,
179,0.08667367696762085,8,,,,,
24,,,0.06614126265048981,,,,
25,,,0.05190913751721382,,,,
26,,,0.06142610311508179,,,,
179,,8,,0.05950538069009781,,,
179,,8,,,0.1014183759689331,0.6343749761581421,0.7916666865348816
180,0.08108174055814743,9,,,,,
181,0.09132201969623566,9,,,,,
182,0.0791654959321022,9,,,,,
