csv-train_loss_step,csv-epoch,step,csv-val_loss_step,csv-val_loss_epoch,csv-train_loss_epoch,csv-accuracy/validator,csv-accuracy/exact
3.0566954612731934,0,0,,,,,
2.890922784805298,0,1,,,,,
2.8074758052825928,0,2,,,,,
2.480294704437256,0,3,,,,,
2.4393582344055176,0,4,,,,,
2.3540453910827637,0,5,,,,,
2.332712173461914,0,6,,,,,
2.290560007095337,0,7,,,,,
2.1158957481384277,0,8,,,,,
2.105916976928711,0,9,,,,,
1.862630844116211,0,10,,,,,
1.955486536026001,0,11,,,,,
1.8732004165649414,0,12,,,,,
1.802100419998169,0,13,,,,,
1.7412580251693726,0,14,,,,,
1.7235405445098877,0,15,,,,,
1.7295054197311401,0,16,,,,,
1.7020012140274048,0,17,,,,,
1.4354124069213867,0,18,,,,,
1.6241964101791382,0,19,,,,,
1.4910120964050293,0,20,,,,,
1.471282720565796,0,21,,,,,
1.4835352897644043,0,22,,,,,
1.3743529319763184,0,23,,,,,
1.3259530067443848,0,24,,,,,
1.3646329641342163,0,25,,,,,
1.2008395195007324,0,26,,,,,
1.2723091840744019,0,27,,,,,
1.3588358163833618,0,28,,,,,
1.3138525485992432,0,29,,,,,
1.1209073066711426,0,30,,,,,
1.2150458097457886,0,31,,,,,
1.1059322357177734,0,32,,,,,
1.151924729347229,0,33,,,,,
1.0252643823623657,0,34,,,,,
1.0964480638504028,0,35,,,,,
1.048870325088501,0,36,,,,,
0.856385350227356,0,37,,,,,
1.0441749095916748,0,38,,,,,
0.9582203030586243,0,39,,,,,
1.050435185432434,0,40,,,,,
0.9479803442955017,0,41,,,,,
1.0401544570922852,0,42,,,,,
0.8702659010887146,0,43,,,,,
0.8039208054542542,0,44,,,,,
0.9560128450393677,0,45,,,,,
0.8637831807136536,0,46,,,,,
0.6664571166038513,0,47,,,,,
0.7488386034965515,0,48,,,,,
0.8739995956420898,0,49,,,,,
0.7878801822662354,0,50,,,,,
0.7041577100753784,0,51,,,,,
0.6816892027854919,0,52,,,,,
0.7243743538856506,0,53,,,,,
0.6139894127845764,0,54,,,,,
0.6562448740005493,0,55,,,,,
0.659990131855011,0,56,,,,,
0.5775769948959351,0,57,,,,,
0.6526431441307068,0,58,,,,,
0.4155047535896301,0,59,,,,,
0.3942502439022064,0,60,,,,,
0.4459608495235443,0,61,,,,,
0.4283306896686554,0,62,,,,,
0.46659502387046814,0,63,,,,,
0.33267736434936523,0,64,,,,,
0.4927651584148407,0,65,,,,,
0.3961137533187866,0,66,,,,,
0.4610578715801239,0,67,,,,,
0.46196308732032776,0,68,,,,,
0.40365681052207947,0,69,,,,,
0.3061160147190094,0,70,,,,,
0.3365389406681061,0,71,,,,,
