csv-epoch,csv-train_loss_step,step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/exact,csv-accuracy/validator,csv-train_loss_epoch
0,2.895824909210205,0,,,,,
0,2.773045539855957,1,,,,,
0,2.462449789047241,2,,,,,
,,0,2.2527897357940674,,,,
,,1,2.5955452919006348,,,,
,,2,2.1794605255126953,,,,
0,,2,,2.3752262592315674,,,
0,,2,,,0.0,0.0,2.818880796432495
1,2.2113029956817627,3,,,,,
1,2.3311715126037598,4,,,,,
1,2.4300999641418457,5,,,,,
,,3,2.0164499282836914,,,,
,,4,2.3284964561462402,,,,
,,5,1.9574480056762695,,,,
1,,5,,2.1294682025909424,,,
1,,5,,,0.0,0.0,2.3606150150299072
2,2.6017258167266846,6,,,,,
2,2.112860918045044,7,,,,,
2,2.0574936866760254,8,,,,,
,,6,1.6323585510253906,,,,
,,7,1.8924013376235962,,,,
,,8,1.5825871229171753,,,,
2,,8,,1.7264213562011719,,,
2,,8,,,0.0,0.0416666679084301,2.1451146602630615
3,2.002209424972534,9,,,,,
3,1.7755059003829956,10,,,,,
3,2.084441661834717,11,,,,,
,,9,1.3195013999938965,,,,
,,10,1.5733321905136108,,,,
,,11,1.2856175899505615,,,,
3,,11,,1.4142570495605469,,,
3,,11,,,0.0,0.0833333358168602,1.9194440841674805
4,1.5761761665344238,12,,,,,
4,1.6939306259155273,13,,,,,
4,1.5947188138961792,14,,,,,
,,12,1.2583675384521484,,,,
,,13,1.5527732372283936,,,,
,,14,1.2885022163391113,,,,
4,,14,,1.3821567296981812,,,
4,,14,,,0.0,0.2083333283662796,1.7382863759994507
5,1.6080348491668701,15,,,,,
5,1.8737220764160156,16,,,,,
5,1.4644529819488525,17,,,,,
,,15,1.1827962398529053,,,,
,,16,1.4572031497955322,,,,
,,17,1.2271333932876587,,,,
5,,17,,1.3014264106750488,,,
5,,17,,,0.0,0.1666666716337204,1.6228454113006592
6,1.7864183187484741,18,,,,,
6,1.5578033924102783,19,,,,,
6,1.366694688796997,20,,,,,
,,18,1.0104243755340576,,,,
,,19,1.25031316280365,,,,
,,20,1.077446460723877,,,,
6,,20,,1.1197842359542847,,,
6,,20,,,0.0,0.0833333358168602,1.4765114784240723
7,1.4354270696640015,21,,,,,
7,1.2455891370773315,22,,,,,
7,1.6942052841186523,23,,,,,
,,21,0.822493851184845,,,,
,,22,1.027573823928833,,,,
,,23,0.8715207576751709,,,,
7,,23,,0.9143312573432922,,,
7,,23,,,0.0,0.125,1.3090009689331055
8,1.499229907989502,24,,,,,
8,1.2652403116226196,25,,,,,
8,0.9395877718925476,26,,,,,
,,24,0.7102162837982178,,,,
,,25,0.873105525970459,,,,
,,26,0.7437804341316223,,,,
8,,26,,0.7820848226547241,,,
8,,26,,,0.0,0.1666666716337204,1.2704650163650513
9,1.2284926176071167,27,,,,,
9,0.855783998966217,28,,,,,
9,1.1265720129013062,29,,,,,
