csv-epoch,csv-train_loss_step,step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/exact,csv-accuracy/validator,csv-train_loss_epoch
0,2.9744274616241455,0,,,,,
0,2.813065528869629,1,,,,,
0,2.488572597503662,2,,,,,
0,2.6799190044403076,3,,,,,
0,2.4900076389312744,4,,,,,
,,0,2.420759439468384,,,,
,,1,2.108471632003784,,,,
,,2,2.3695852756500244,,,,
,,3,2.1600873470306396,,,,
,,4,2.2587673664093018,,,,
0,,4,,2.2635340690612793,,,
0,,4,,,0.0,0.0,2.761902332305908
1,2.341054916381836,5,,,,,
1,2.2839925289154053,6,,,,,
1,2.6038639545440674,7,,,,,
1,2.1573684215545654,8,,,,,
1,2.3698251247406006,9,,,,,
,,5,1.876387119293213,,,,
,,6,1.6099086999893188,,,,
,,7,1.9259098768234253,,,,
,,8,1.7182590961456299,,,,
,,9,1.7534202337265015,,,,
1,,9,,1.776776909828186,,,
1,,9,,,0.0,0.0,2.253809690475464
2,2.2868776321411133,10,,,,,
2,2.2168641090393066,11,,,,,
2,1.980621337890625,12,,,,,
2,1.9399327039718628,13,,,,,
2,1.395367980003357,14,,,,,
,,10,1.4940805435180664,,,,
,,11,1.274103045463562,,,,
,,12,1.539992094039917,,,,
,,13,1.392299771308899,,,,
,,14,1.4351181983947754,,,,
2,,14,,1.4271187782287598,,,
2,,14,,,0.0,0.0,1.9565356969833374
3,1.8686583042144775,15,,,,,
3,1.8070060014724731,16,,,,,
3,1.7186344861984253,17,,,,,
3,1.747402548789978,18,,,,,
3,1.4886248111724854,19,,,,,
,,15,1.3505973815917969,,,,
,,16,1.218929648399353,,,,
,,17,1.4501264095306396,,,,
,,18,1.3039965629577637,,,,
,,19,1.308179497718811,,,,
3,,19,,1.3263658285140991,,,
3,,19,,,0.0,0.0,1.7442600727081299
4,1.5155601501464844,20,,,,,
4,1.4787806272506714,21,,,,,
4,1.5926034450531006,22,,,,,
4,1.5104042291641235,23,,,,,
4,1.5040228366851807,24,,,,,
,,20,1.0531255006790161,,,,
,,21,0.9550835490226746,,,,
,,22,1.269390344619751,,,,
,,23,1.0453476905822754,,,,
,,24,1.0424021482467651,,,,
4,,24,,1.0730698108673096,,,
4,,24,,,0.0,0.0,1.4608254432678223
5,1.3136552572250366,25,,,,,
5,1.2698639631271362,26,,,,,
5,1.341612458229065,27,,,,,
5,1.035614252090454,28,,,,,
5,1.1944102048873901,29,,,,,
,,25,0.8165259957313538,,,,
,,26,0.8558883666992188,,,,
,,27,1.0934536457061768,,,,
,,28,0.9153262972831726,,,,
,,29,0.8595373630523682,,,,
5,,29,,0.9081462621688843,,,
5,,29,,,0.0,0.05000000074505806,1.3032941818237305
6,1.012477159500122,30,,,,,
6,0.9815472364425659,31,,,,,
6,1.2312796115875244,32,,,,,
6,0.9563045501708984,33,,,,,
6,0.8880144357681274,34,,,,,
,,30,0.6298637986183167,,,,
,,31,0.66839200258255,,,,
,,32,0.9218172430992126,,,,
,,33,0.6453571319580078,,,,
,,34,0.6892911791801453,,,,
6,,34,,0.7109442949295044,,,
6,,34,,,0.0,0.07500000298023224,1.1239880323410034
7,0.8261522650718689,35,,,,,
7,0.9546472430229187,36,,,,,
7,0.8885436654090881,37,,,,,
7,0.9902673363685608,38,,,,,
7,0.9678313136100769,39,,,,,
,,35,0.3151303231716156,,,,
,,36,0.40627697110176086,,,,
,,37,0.7008179426193237,,,,
,,38,0.35400745272636414,,,,
,,39,0.393499493598938,,,,
7,,39,,0.433946430683136,,,
7,,39,,,0.0,0.10000000149011612,0.9211019277572632
8,0.999503493309021,40,,,,,
8,0.8101475834846497,41,,,,,
8,0.9562355279922485,42,,,,,
8,0.8897177577018738,43,,,,,
8,0.7517452239990234,44,,,,,
,,40,0.20708468556404114,,,,
,,41,0.3583097457885742,,,,
,,42,0.6281136274337769,,,,
,,43,0.31581345200538635,,,,
,,44,0.3155890703201294,,,,
8,,44,,0.36498209834098816,,,
8,,44,,,0.25,0.4749999940395355,0.8118234872817993
9,0.6638103723526001,45,,,,,
9,0.4271570146083832,46,,,,,
9,0.34868618845939636,47,,,,,
9,0.5802037715911865,48,,,,,
9,0.6220728754997253,49,,,,,
,,45,0.11684010177850723,,,,
,,46,0.30568385124206543,,,,
,,47,0.5353404879570007,,,,
,,48,0.25733140110969543,,,,
,,49,0.23458467423915863,,,,
9,,49,,0.28995609283447266,,,
9,,49,,,0.5,0.7250000238418579,0.680372953414917
10,0.5683286786079407,50,,,,,
10,0.47220492362976074,51,,,,,
10,0.5773011445999146,52,,,,,
10,0.5326071977615356,53,,,,,
10,0.5086037516593933,54,,,,,
,,50,0.08385803550481796,,,,
,,51,0.2826971411705017,,,,
,,52,0.4492620527744293,,,,
,,53,0.20217646658420563,,,,
,,54,0.18356913328170776,,,,
10,,54,,0.2403125762939453,,,
10,,54,,,0.4749999940395355,0.699999988079071,0.5272048711776733
11,0.6324042081832886,55,,,,,
11,0.45302271842956543,56,,,,,
11,0.6306186318397522,57,,,,,
11,0.37676024436950684,58,,,,,
11,0.32488134503364563,59,,,,,
,,55,0.0666910856962204,,,,
,,56,0.21725183725357056,,,,
,,57,0.3868243992328644,,,,
,,58,0.13645663857460022,,,,
,,59,0.1595221757888794,,,,
11,,59,,0.1933492124080658,,,
11,,59,,,0.4749999940395355,0.75,0.4459589123725891
12,0.36145415902137756,60,,,,,
12,0.30086252093315125,61,,,,,
12,0.27584365010261536,62,,,,,
12,0.3172202706336975,63,,,,,
12,0.31585150957107544,64,,,,,
,,60,0.055687855929136276,,,,
,,61,0.19634707272052765,,,,
,,62,0.35415002703666687,,,,
,,63,0.10302869975566864,,,,
,,64,0.1393015831708908,,,,
12,,64,,0.16970305144786835,,,
12,,64,,,0.5,0.75,0.36039429903030396
13,0.16783246397972107,65,,,,,
13,0.35363849997520447,66,,,,,
13,0.1887669861316681,67,,,,,
13,0.3585319221019745,68,,,,,
13,0.21638372540473938,69,,,,,
,,65,0.048822563141584396,,,,
,,66,0.18169435858726501,,,,
,,67,0.3291834890842438,,,,
,,68,0.08029069006443024,,,,
,,69,0.12562508881092072,,,,
13,,69,,0.15312322974205017,,,
13,,69,,,0.6499999761581421,0.925000011920929,0.3200231194496155
14,0.13905617594718933,70,,,,,
14,0.28738534450531006,71,,,,,
14,0.1934068500995636,72,,,,,
14,0.2481454610824585,73,,,,,
14,0.2665785849094391,74,,,,,
,,70,0.045585110783576965,,,,
,,71,0.16778485476970673,,,,
,,72,0.2888282537460327,,,,
,,73,0.06802089512348175,,,,
,,74,0.11026289314031601,,,,
14,,74,,0.13609638810157776,,,
14,,74,,,0.675000011920929,0.9750000238418579,0.2784848213195801
15,0.27945658564567566,75,,,,,
15,0.16452649235725403,76,,,,,
15,0.14018142223358154,77,,,,,
15,0.46641042828559875,78,,,,,
15,0.15679103136062622,79,,,,,
,,75,0.04242687299847603,,,,
,,76,0.1652948558330536,,,,
,,77,0.2667679488658905,,,,
,,78,0.06497667729854584,,,,
,,79,0.10011199116706848,,,,
15,,79,,0.1279156655073166,,,
15,,79,,,0.675000011920929,1.0,0.24653694033622742
16,0.3603283762931824,80,,,,,
