csv-train_loss_step,csv-epoch,step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-train_loss_epoch,csv-accuracy/exact
3.72794508934021,0,0,,,,,
3.354992389678955,0,1,,,,,
3.155529260635376,0,2,,,,,
3.0019922256469727,0,3,,,,,
2.6975810527801514,0,4,,,,,
2.628355026245117,0,5,,,,,
2.506438732147217,0,6,,,,,
2.603724956512451,0,7,,,,,
2.308312177658081,0,8,,,,,
2.1743826866149902,0,9,,,,,
2.2705442905426025,0,10,,,,,
2.2853243350982666,0,11,,,,,
2.195683002471924,0,12,,,,,
2.078779697418213,0,13,,,,,
1.9625152349472046,0,14,,,,,
1.9298491477966309,0,15,,,,,
1.8937839269638062,0,16,,,,,
1.8903613090515137,0,17,,,,,
1.677261233329773,0,18,,,,,
1.7068471908569336,0,19,,,,,
1.766382098197937,0,20,,,,,
1.5987907648086548,0,21,,,,,
1.610621690750122,0,22,,,,,
1.5488979816436768,0,23,,,,,
1.4544579982757568,0,24,,,,,
1.441941738128662,0,25,,,,,
1.5071638822555542,0,26,,,,,
1.3801017999649048,0,27,,,,,
1.3805943727493286,0,28,,,,,
1.3259258270263672,0,29,,,,,
1.3578475713729858,0,30,,,,,
1.2647919654846191,0,31,,,,,
1.2703083753585815,0,32,,,,,
1.3001374006271362,0,33,,,,,
1.4513182640075684,0,34,,,,,
1.2850725650787354,0,35,,,,,
1.2053927183151245,0,36,,,,,
1.1814751625061035,0,37,,,,,
1.3080379962921143,0,38,,,,,
1.2008193731307983,0,39,,,,,
1.161617636680603,0,40,,,,,
1.1455135345458984,0,41,,,,,
1.1926119327545166,0,42,,,,,
1.0831620693206787,0,43,,,,,
1.1306519508361816,0,44,,,,,
1.032512903213501,0,45,,,,,
1.0977208614349365,0,46,,,,,
1.0878386497497559,0,47,,,,,
1.0868606567382812,0,48,,,,,
1.0176934003829956,0,49,,,,,
1.0108730792999268,0,50,,,,,
0.937798798084259,0,51,,,,,
0.995067834854126,0,52,,,,,
1.0365492105484009,0,53,,,,,
0.9561430215835571,0,54,,,,,
0.9346175193786621,0,55,,,,,
0.894175112247467,0,56,,,,,
0.967578649520874,0,57,,,,,
1.0126246213912964,0,58,,,,,
0.9566299915313721,0,59,,,,,
0.9927231073379517,0,60,,,,,
0.8739416599273682,0,61,,,,,
0.8777544498443604,0,62,,,,,
0.9835666418075562,0,63,,,,,
0.9485942721366882,0,64,,,,,
0.7969563007354736,0,65,,,,,
0.8969349265098572,0,66,,,,,
0.9852898120880127,0,67,,,,,
0.8738893270492554,0,68,,,,,
0.7959937453269958,0,69,,,,,
0.8321231007575989,0,70,,,,,
0.750973105430603,0,71,,,,,
0.8272675275802612,0,72,,,,,
0.8618372678756714,0,73,,,,,
0.8626400232315063,0,74,,,,,
0.8227986693382263,0,75,,,,,
0.7566702961921692,0,76,,,,,
0.7847143411636353,0,77,,,,,
0.7430719137191772,0,78,,,,,
0.9091479778289795,0,79,,,,,
0.8175452947616577,0,80,,,,,
0.7500234842300415,0,81,,,,,
0.7431668043136597,0,82,,,,,
0.7113577723503113,0,83,,,,,
0.7908958792686462,0,84,,,,,
0.7043968439102173,0,85,,,,,
0.6430337429046631,0,86,,,,,
0.6770074367523193,0,87,,,,,
0.7501752972602844,0,88,,,,,
0.5642709732055664,0,89,,,,,
0.510010838508606,0,90,,,,,
0.6669684052467346,0,91,,,,,
0.6441865563392639,0,92,,,,,
0.5294978618621826,0,93,,,,,
0.7009782195091248,0,94,,,,,
0.5861563682556152,0,95,,,,,
0.6004185676574707,0,96,,,,,
0.593827486038208,0,97,,,,,
0.5808010101318359,0,98,,,,,
0.6228677034378052,0,99,,,,,
0.6746523380279541,0,100,,,,,
0.5346736907958984,0,101,,,,,
0.6172437071800232,0,102,,,,,
0.6053629517555237,0,103,,,,,
0.7790952324867249,0,104,,,,,
0.49713003635406494,0,105,,,,,
