csv-train_loss_step,csv-epoch,step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-train_loss_epoch,csv-accuracy/exact
4.053589820861816,0,0,,,,,
3.3883774280548096,0,1,,,,,
3.2137696743011475,0,2,,,,,
3.1389963626861572,0,3,,,,,
2.7646093368530273,0,4,,,,,
2.7027523517608643,0,5,,,,,
2.531484365463257,0,6,,,,,
2.6191959381103516,0,7,,,,,
2.5395240783691406,0,8,,,,,
2.4197866916656494,0,9,,,,,
2.2826504707336426,0,10,,,,,
2.230334997177124,0,11,,,,,
2.0280041694641113,0,12,,,,,
2.074829339981079,0,13,,,,,
1.924870252609253,0,14,,,,,
1.9268850088119507,0,15,,,,,
1.8658349514007568,0,16,,,,,
1.780052900314331,0,17,,,,,
1.7117645740509033,0,18,,,,,
1.7380037307739258,0,19,,,,,
1.6375800371170044,0,20,,,,,
1.6879912614822388,0,21,,,,,
1.5867637395858765,0,22,,,,,
1.5808380842208862,0,23,,,,,
1.4700134992599487,0,24,,,,,
1.5053346157073975,0,25,,,,,
1.4021669626235962,0,26,,,,,
1.4369343519210815,0,27,,,,,
1.4364466667175293,0,28,,,,,
1.368320345878601,0,29,,,,,
1.3091799020767212,0,30,,,,,
1.3498746156692505,0,31,,,,,
1.3176218271255493,0,32,,,,,
1.317610502243042,0,33,,,,,
1.1964346170425415,0,34,,,,,
1.2579354047775269,0,35,,,,,
1.2031140327453613,0,36,,,,,
1.1235318183898926,0,37,,,,,
1.2185065746307373,0,38,,,,,
1.1948165893554688,0,39,,,,,
1.2596096992492676,0,40,,,,,
1.0862586498260498,0,41,,,,,
1.197616696357727,0,42,,,,,
1.0726763010025024,0,43,,,,,
1.0221421718597412,0,44,,,,,
1.1876517534255981,0,45,,,,,
0.9840232729911804,0,46,,,,,
1.1185239553451538,0,47,,,,,
1.0688145160675049,0,48,,,,,
1.0910375118255615,0,49,,,,,
1.0410324335098267,0,50,,,,,
0.9464257955551147,0,51,,,,,
0.9954991340637207,0,52,,,,,
1.10178542137146,0,53,,,,,
0.937716007232666,0,54,,,,,
0.9746442437171936,0,55,,,,,
0.975590169429779,0,56,,,,,
0.921015202999115,0,57,,,,,
0.9324142932891846,0,58,,,,,
0.8939158320426941,0,59,,,,,
0.8012396097183228,0,60,,,,,
0.8833654522895813,0,61,,,,,
0.861449658870697,0,62,,,,,
0.9110591411590576,0,63,,,,,
0.7956947684288025,0,64,,,,,
0.8408665060997009,0,65,,,,,
0.8497840762138367,0,66,,,,,
0.8515860438346863,0,67,,,,,
0.8842730522155762,0,68,,,,,
0.9195207953453064,0,69,,,,,
0.7504518628120422,0,70,,,,,
0.8076944947242737,0,71,,,,,
0.7920506000518799,0,72,,,,,
0.7928297519683838,0,73,,,,,
0.7145223021507263,0,74,,,,,
0.7518162131309509,0,75,,,,,
0.6943070292472839,0,76,,,,,
0.7805750966072083,0,77,,,,,
0.7145401835441589,0,78,,,,,
0.6832944750785828,0,79,,,,,
0.7422536611557007,0,80,,,,,
0.6644918918609619,0,81,,,,,
0.7550302743911743,0,82,,,,,
0.6030840277671814,0,83,,,,,
0.6323069930076599,0,84,,,,,
0.6580119132995605,0,85,,,,,
0.5702695250511169,0,86,,,,,
0.616230309009552,0,87,,,,,
0.6252445578575134,0,88,,,,,
0.651980996131897,0,89,,,,,
0.5718578696250916,0,90,,,,,
0.6188754439353943,0,91,,,,,
0.5992118120193481,0,92,,,,,
0.5939840078353882,0,93,,,,,
0.5376845002174377,0,94,,,,,
0.5134266018867493,0,95,,,,,
0.5292693972587585,0,96,,,,,
0.49184751510620117,0,97,,,,,
0.604161262512207,0,98,,,,,
0.4797455668449402,0,99,,,,,
0.5636310577392578,0,100,,,,,
