step,csv-train_loss_step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-accuracy/exact,csv-train_loss_epoch
0,3.4140067100524902,0,,,,,
1,3.012000322341919,0,,,,,
2,2.4848878383636475,0,,,,,
3,2.8943920135498047,0,,,,,
4,2.8868050575256348,0,,,,,
5,2.432690382003784,0,,,,,
6,2.743300437927246,0,,,,,
7,2.34930419921875,0,,,,,
8,2.6794822216033936,0,,,,,
9,2.374511480331421,0,,,,,
10,2.3572216033935547,0,,,,,
11,2.3021726608276367,0,,,,,
12,2.4133620262145996,0,,,,,
13,2.579430103302002,0,,,,,
14,2.522364616394043,0,,,,,
15,2.144258975982666,0,,,,,
16,1.9852757453918457,0,,,,,
17,2.0137863159179688,0,,,,,
18,2.0360875129699707,0,,,,,
19,2.1110174655914307,0,,,,,
20,1.8030781745910645,0,,,,,
21,1.7726538181304932,0,,,,,
22,2.3313558101654053,0,,,,,
23,2.3246989250183105,0,,,,,
24,1.780592918395996,0,,,,,
25,1.6291881799697876,0,,,,,
26,1.951842188835144,0,,,,,
27,2.0113208293914795,0,,,,,
28,1.8042173385620117,0,,,,,
29,1.7133305072784424,0,,,,,
30,1.8415762186050415,0,,,,,
31,1.7536189556121826,0,,,,,
32,1.963338017463684,0,,,,,
33,2.0809953212738037,0,,,,,
34,1.7986339330673218,0,,,,,
35,1.8624663352966309,0,,,,,
36,1.5343314409255981,0,,,,,
37,1.6997383832931519,0,,,,,
38,1.7053951025009155,0,,,,,
39,1.5808457136154175,0,,,,,
40,1.6249425411224365,0,,,,,
41,1.69426691532135,0,,,,,
42,1.4196233749389648,0,,,,,
43,1.469444990158081,0,,,,,
44,1.4195032119750977,0,,,,,
45,1.566996693611145,0,,,,,
46,1.280974268913269,0,,,,,
47,1.4036548137664795,0,,,,,
48,1.7042245864868164,0,,,,,
49,1.1918796300888062,0,,,,,
50,1.350040078163147,0,,,,,
51,1.2048429250717163,0,,,,,
52,1.643369436264038,0,,,,,
53,1.5195159912109375,0,,,,,
54,1.2788457870483398,0,,,,,
55,1.254618763923645,0,,,,,
56,1.3310308456420898,0,,,,,
57,1.0774418115615845,0,,,,,
58,1.0729531049728394,0,,,,,
59,1.4288336038589478,0,,,,,
60,1.2908066511154175,0,,,,,
61,0.8870033621788025,0,,,,,
62,0.9536154270172119,0,,,,,
63,1.2794840335845947,0,,,,,
64,1.1362801790237427,0,,,,,
65,1.4872400760650635,0,,,,,
66,1.3091259002685547,0,,,,,
67,1.080741047859192,0,,,,,
68,1.1964590549468994,0,,,,,
