csv-epoch,step,csv-train_loss_step,csv-val_loss_step,csv-val_loss_epoch,csv-train_loss_epoch,csv-accuracy/exact,csv-accuracy/validator
0,0,3.276815176010132,,,,,
0,1,2.8143904209136963,,,,,
0,2,2.827831745147705,,,,,
0,3,2.777362585067749,,,,,
0,4,2.336167812347412,,,,,
0,5,2.5498688220977783,,,,,
0,6,2.041694402694702,,,,,
0,7,2.0372514724731445,,,,,
0,8,2.3341922760009766,,,,,
0,9,1.824657678604126,,,,,
0,10,1.780371904373169,,,,,
0,11,1.8382083177566528,,,,,
0,12,2.0645995140075684,,,,,
0,13,1.7392970323562622,,,,,
0,14,1.6967675685882568,,,,,
0,15,1.7685041427612305,,,,,
0,16,1.7076860666275024,,,,,
0,17,1.5677775144577026,,,,,
0,18,1.1536684036254883,,,,,
0,19,1.284829020500183,,,,,
0,20,1.630871057510376,,,,,
0,21,1.3335700035095215,,,,,
0,22,1.2425092458724976,,,,,
0,23,1.2573448419570923,,,,,
0,24,1.0973953008651733,,,,,
0,25,1.1094530820846558,,,,,
0,26,1.4458963871002197,,,,,
0,27,0.8730742335319519,,,,,
0,28,1.3484773635864258,,,,,
0,29,1.034600019454956,,,,,
0,30,1.1510658264160156,,,,,
0,31,1.2228385210037231,,,,,
0,32,0.935512363910675,,,,,
0,33,0.808214545249939,,,,,
0,34,0.9394586086273193,,,,,
0,35,0.9675709009170532,,,,,
0,36,0.6736943125724792,,,,,
0,37,0.7710245251655579,,,,,
0,38,0.5530233383178711,,,,,
0,39,0.7615445256233215,,,,,
,0,,0.2280743420124054,,,,
,1,,0.18967567384243011,,,,
,2,,0.533213198184967,,,,
,3,,0.2992844879627228,,,,
,4,,0.195043683052063,,,,
,5,,0.316364586353302,,,,
,6,,0.31055545806884766,,,,
,7,,0.4694547951221466,,,,
,8,,0.21627219021320343,,,,
,9,,0.41472935676574707,,,,
,10,,0.1919020712375641,,,,
,11,,0.1666029691696167,,,,
,12,,0.33309730887413025,,,,
,13,,0.3589226305484772,,,,
,14,,0.36223796010017395,,,,
,15,,0.40282872319221497,,,,
,16,,0.3401610255241394,,,,
,17,,0.43240439891815186,,,,
,18,,0.14787326753139496,,,,
,19,,0.17909447848796844,,,,
,20,,0.20580030977725983,,,,
,21,,0.3310379683971405,,,,
,22,,0.2675890326499939,,,,
,23,,0.4026334881782532,,,,
,24,,0.2764354646205902,,,,
,25,,0.19416677951812744,,,,
,26,,0.4084390699863434,,,,
,27,,0.4241202175617218,,,,
,28,,0.26363009214401245,,,,
,29,,0.20805612206459045,,,,
,30,,0.4859476387500763,,,,
,31,,0.3764481842517853,,,,
,32,,0.3306750953197479,,,,
,33,,0.47647824883461,,,,
,34,,0.47151270508766174,,,,
,35,,0.42910972237586975,,,,
,36,,0.413731187582016,,,,
,37,,0.4189146161079407,,,,
,38,,0.3420276939868927,,,,
,39,,0.34426063299179077,,,,
0,39,,,0.32897019386291504,,,
0,39,,,,1.5641664266586304,0.08749999850988388,0.2718749940395355
1,40,0.5824322700500488,,,,,
1,41,0.7823118567466736,,,,,
1,42,0.628791868686676,,,,,
1,43,0.8043369054794312,,,,,
1,44,0.5740995407104492,,,,,
1,45,0.44136103987693787,,,,,
1,46,0.672865092754364,,,,,
1,47,0.5956889390945435,,,,,
1,48,0.5679663419723511,,,,,
1,49,0.2218751311302185,,,,,
1,50,0.5056535005569458,,,,,
1,51,0.5310062170028687,,,,,
1,52,0.3246423006057739,,,,,
1,53,0.601187527179718,,,,,
1,54,0.38648098707199097,,,,,
1,55,0.3763292729854584,,,,,
1,56,0.27738502621650696,,,,,
1,57,0.4393646717071533,,,,,
1,58,0.2736355662345886,,,,,
1,59,0.4641471803188324,,,,,
1,60,0.22500543296337128,,,,,
1,61,0.08948976546525955,,,,,
1,62,0.2090630978345871,,,,,
1,63,0.318926066160202,,,,,
1,64,0.24517330527305603,,,,,
1,65,0.34203770756721497,,,,,
1,66,0.3422474265098572,,,,,
1,67,0.18174713850021362,,,,,
1,68,0.09765341132879257,,,,,
1,69,0.13933433592319489,,,,,
1,70,0.23685334622859955,,,,,
1,71,0.26179060339927673,,,,,
1,72,0.24830371141433716,,,,,
1,73,0.273478627204895,,,,,
1,74,0.2570842504501343,,,,,
1,75,0.0699680745601654,,,,,
1,76,0.0898238867521286,,,,,
1,77,0.17880071699619293,,,,,
1,78,0.24567395448684692,,,,,
1,79,0.3145894408226013,,,,,
,40,,0.0724404901266098,,,,
,41,,0.03426794707775116,,,,
,42,,0.23510152101516724,,,,
,43,,0.09040568023920059,,,,
,44,,0.03157135471701622,,,,
,45,,0.1802607774734497,,,,
,46,,0.07401926070451736,,,,
,47,,0.25680041313171387,,,,
,48,,0.038565896451473236,,,,
,49,,0.1920669972896576,,,,
,50,,0.03599166125059128,,,,
,51,,0.03340206295251846,,,,
,52,,0.06424281001091003,,,,
,53,,0.12960653007030487,,,,
,54,,0.1387374848127365,,,,
,55,,0.11517409235239029,,,,
