csv-train_loss_step,csv-epoch,step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/exact,csv-accuracy/validator,csv-train_loss_epoch
3.7735981941223145,0,0,,,,,
3.2560489177703857,0,1,,,,,
3.118530035018921,0,2,,,,,
3.0401082038879395,0,3,,,,,
,,0,2.0982437133789062,,,,
,0,3,,2.0982437133789062,,,
,0,3,,,0.0,0.0,3.2970714569091797
2.585745334625244,1,4,,,,,
2.625466823577881,1,5,,,,,
2.4152965545654297,1,6,,,,,
2.313638687133789,1,7,,,,,
,,1,1.835136890411377,,,,
,1,7,,1.835136890411377,,,
,1,7,,,0.0,0.0,2.485037088394165
2.1776926517486572,2,8,,,,,
2.1960513591766357,2,9,,,,,
2.1443867683410645,2,10,,,,,
2.0099313259124756,2,11,,,,,
,,2,1.6289093494415283,,,,
,2,11,,1.6289093494415283,,,
,2,11,,,0.0,0.0,2.1320154666900635
1.8688098192214966,3,12,,,,,
2.02152681350708,3,13,,,,,
1.9282970428466797,3,14,,,,,
1.8793246746063232,3,15,,,,,
,,3,1.4349712133407593,,,,
,3,15,,1.4349712133407593,,,
,3,15,,,0.0,0.0,1.9244894981384277
1.741669774055481,4,16,,,,,
1.6769953966140747,4,17,,,,,
1.6785224676132202,4,18,,,,,
1.6005970239639282,4,19,,,,,
,,4,1.2845102548599243,,,,
,4,19,,1.2845102548599243,,,
,4,19,,,0.0,0.0,1.6744462251663208
1.5565552711486816,5,20,,,,,
1.6376115083694458,5,21,,,,,
1.5414211750030518,5,22,,,,,
1.4316990375518799,5,23,,,,,
,,5,1.1681981086730957,,,,
,5,23,,1.1681981086730957,,,
,5,23,,,0.0,0.05000000074505806,1.5418217182159424
1.5086140632629395,6,24,,,,,
1.5043474435806274,6,25,,,,,
1.3173878192901611,6,26,,,,,
1.369472861289978,6,27,,,,,
,,6,1.0674867630004883,,,,
,6,27,,1.0674867630004883,,,
,6,27,,,0.0,0.0,1.4249556064605713
1.3240247964859009,7,28,,,,,
1.3324118852615356,7,29,,,,,
1.3767728805541992,7,30,,,,,
1.2988269329071045,7,31,,,,,
,,7,0.9824336767196655,,,,
