csv-epoch,csv-train_loss_step,step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/none,csv-train_loss_epoch,csv-accuracy/micro
0,4.065680980682373,0,,,,,
0,3.465291976928711,1,,,,,
0,3.0322165489196777,2,,,,,
0,2.96079683303833,3,,,,,
0,2.8920540809631348,4,,,,,
0,2.654019832611084,5,,,,,
0,2.574890375137329,6,,,,,
0,2.4269959926605225,7,,,,,
0,2.466402292251587,8,,,,,
0,2.285327434539795,9,,,,,
0,2.1872146129608154,10,,,,,
0,2.102128267288208,11,,,,,
0,2.0552968978881836,12,,,,,
0,1.924258828163147,13,,,,,
0,1.9530870914459229,14,,,,,
0,1.8736774921417236,15,,,,,
0,1.6670255661010742,16,,,,,
0,1.7241061925888062,17,,,,,
0,1.6164745092391968,18,,,,,
0,1.5604168176651,19,,,,,
,,0,1.3071362972259521,,,,
,,1,1.2291977405548096,,,,
,,2,1.2745826244354248,,,,
0,,19,,1.269450068473816,,,
0,,19,,,0.0,2.374368190765381,0.0
1,1.5622622966766357,20,,,,,
1,1.5388007164001465,21,,,,,
1,1.4733895063400269,22,,,,,
1,1.4811519384384155,23,,,,,
1,1.3988044261932373,24,,,,,
1,1.3703802824020386,25,,,,,
1,1.334507703781128,26,,,,,
1,1.3632220029830933,27,,,,,
1,1.3259217739105225,28,,,,,
1,1.3075284957885742,29,,,,,
1,1.2579381465911865,30,,,,,
1,1.1941404342651367,31,,,,,
1,1.206231713294983,32,,,,,
1,1.1804074048995972,33,,,,,
1,1.2156891822814941,34,,,,,
1,1.2292097806930542,35,,,,,
1,1.1864120960235596,36,,,,,
1,1.1780765056610107,37,,,,,
1,1.1228379011154175,38,,,,,
1,1.0557173490524292,39,,,,,
,,3,0.7790882587432861,,,,
,,4,0.751135528087616,,,,
,,5,0.7758536338806152,,,,
1,,39,,0.7672601938247681,,,
1,,39,,,0.0052083334885537624,1.2991315126419067,0.0416666679084301
2,1.0352320671081543,40,,,,,
2,1.0296728610992432,41,,,,,
2,0.9998120665550232,42,,,,,
2,1.0205739736557007,43,,,,,
2,0.9318048357963562,44,,,,,
2,0.9965435266494751,45,,,,,
2,0.956342875957489,46,,,,,
2,0.8890087008476257,47,,,,,
2,0.9178507924079895,48,,,,,
2,0.9559648036956787,49,,,,,
2,0.894163966178894,50,,,,,
2,0.9139248132705688,51,,,,,
2,0.8269891142845154,52,,,,,
2,0.818012535572052,53,,,,,
2,0.8186084032058716,54,,,,,
2,0.7789477109909058,55,,,,,
2,0.8656936883926392,56,,,,,
2,0.8630755543708801,57,,,,,
2,0.8226304650306702,58,,,,,
2,0.8439778089523315,59,,,,,
,,6,0.5626567006111145,,,,
,,7,0.5696561336517334,,,,
,,8,0.5812519192695618,,,,
2,,59,,0.5691754817962646,,,
2,,59,,,0.0052083334885537624,0.9089415669441223,0.0572916679084301
3,0.8158900737762451,60,,,,,
3,0.7984184622764587,61,,,,,
3,0.6833884119987488,62,,,,,
3,0.7712246179580688,63,,,,,
3,0.7330357432365417,64,,,,,
3,0.7821510434150696,65,,,,,
3,0.7582006454467773,66,,,,,
3,0.7282186150550842,67,,,,,
3,0.6260005235671997,68,,,,,
3,0.746252715587616,69,,,,,
3,0.6572468876838684,70,,,,,
3,0.6449503898620605,71,,,,,
3,0.69744873046875,72,,,,,
3,0.6407127976417542,73,,,,,
3,0.5448938608169556,74,,,,,
3,0.5374882817268372,75,,,,,
3,0.5438860654830933,76,,,,,
3,0.5884918570518494,77,,,,,
3,0.4964383840560913,78,,,,,
3,0.5598670244216919,79,,,,,
,,9,0.38346484303474426,,,,
,,10,0.39991024136543274,,,,
,,11,0.3928045928478241,,,,
3,,79,,0.39191097021102905,,,
3,,79,,,0.203125,0.6677102446556091,0.3177083432674408
4,0.6229553818702698,80,,,,,
4,0.5763409733772278,81,,,,,
4,0.5926451683044434,82,,,,,
4,0.5829340815544128,83,,,,,
4,0.532962441444397,84,,,,,
4,0.5017824172973633,85,,,,,
4,0.47870320081710815,86,,,,,
4,0.5069137811660767,87,,,,,
4,0.5390731692314148,88,,,,,
4,0.5236752033233643,89,,,,,
4,0.4496597647666931,90,,,,,
4,0.5017647743225098,91,,,,,
4,0.3947222828865051,92,,,,,
4,0.4973565340042114,93,,,,,
4,0.4182720482349396,94,,,,,
4,0.4201827049255371,95,,,,,
4,0.3718686103820801,96,,,,,
4,0.41094857454299927,97,,,,,
4,0.43154895305633545,98,,,,,
4,0.3767700791358948,99,,,,,
,,12,0.263132244348526,,,,
,,13,0.27256619930267334,,,,
,,14,0.2733042240142822,,,,
4,,99,,0.26894018054008484,,,
4,,99,,,0.3645833432674408,0.4865540564060211,0.6354166865348816
5,0.32973921298980713,100,,,,,
5,0.39140745997428894,101,,,,,
5,0.4273534119129181,102,,,,,
5,0.4487243592739105,103,,,,,
5,0.4698004424571991,104,,,,,
5,0.37699559330940247,105,,,,,
5,0.3920164704322815,106,,,,,
5,0.3427942991256714,107,,,,,
5,0.3891223669052124,108,,,,,
5,0.3187451958656311,109,,,,,
5,0.39121460914611816,110,,,,,
5,0.34356579184532166,111,,,,,
5,0.35620784759521484,112,,,,,
5,0.3432219326496124,113,,,,,
5,0.26822495460510254,114,,,,,
5,0.2901410162448883,115,,,,,
5,0.30200380086898804,116,,,,,
5,0.29651734232902527,117,,,,,
