csv-train_loss_step,step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/exact,csv-accuracy/validator,csv-train_loss_epoch
3.7833831310272217,0,0,,,,,
3.4575281143188477,1,0,,,,,
3.163990020751953,2,0,,,,,
2.980332374572754,3,0,,,,,
2.932244062423706,4,0,,,,,
2.7123372554779053,5,0,,,,,
2.451232433319092,6,0,,,,,
2.471611261367798,7,0,,,,,
,0,,1.8514022827148438,,,,
,7,0,,1.8514022827148438,,,
,7,0,,,0.0,0.0,2.994082450866699
2.4105405807495117,8,1,,,,,
2.2392921447753906,9,1,,,,,
2.1969714164733887,10,1,,,,,
2.017446756362915,11,1,,,,,
2.1469197273254395,12,1,,,,,
2.0335540771484375,13,1,,,,,
2.0018677711486816,14,1,,,,,
1.8466535806655884,15,1,,,,,
,1,,1.5022965669631958,,,,
,15,1,,1.5022965669631958,,,
,15,1,,,0.0,0.0,2.1116557121276855
1.8207224607467651,16,2,,,,,
1.8638103008270264,17,2,,,,,
1.7592718601226807,18,2,,,,,
1.726080060005188,19,2,,,,,
1.6969190835952759,20,2,,,,,
1.6350735425949097,21,2,,,,,
1.559003233909607,22,2,,,,,
1.5340020656585693,23,2,,,,,
,2,,1.204944133758545,,,,
,23,2,,1.204944133758545,,,
,23,2,,,0.0,0.0,1.6993602514266968
1.548636794090271,24,3,,,,,
1.4502016305923462,25,3,,,,,
1.443750023841858,26,3,,,,,
1.4757988452911377,27,3,,,,,
1.3688944578170776,28,3,,,,,
1.4124424457550049,29,3,,,,,
1.3560158014297485,30,3,,,,,
1.331195592880249,31,3,,,,,
,3,,1.0295507907867432,,,,
,31,3,,1.0295507907867432,,,
,31,3,,,0.0,0.0,1.423366904258728
1.3893076181411743,32,4,,,,,
1.4020425081253052,33,4,,,,,
1.3098129034042358,34,4,,,,,
1.2292295694351196,35,4,,,,,
1.301653504371643,36,4,,,,,
1.260982871055603,37,4,,,,,
1.1445388793945312,38,4,,,,,
1.2292208671569824,39,4,,,,,
,4,,0.881544291973114,,,,
,39,4,,0.881544291973114,,,
,39,4,,,0.0,0.0,1.2833486795425415
1.1796705722808838,40,5,,,,,
1.1839655637741089,41,5,,,,,
1.2877553701400757,42,5,,,,,
1.1839503049850464,43,5,,,,,
1.1383320093154907,44,5,,,,,
1.1256662607192993,45,5,,,,,
1.0855752229690552,46,5,,,,,
1.1241183280944824,47,5,,,,,
,5,,0.7835436463356018,,,,
,47,5,,0.7835436463356018,,,
,47,5,,,0.0,0.0,1.163629174232483
1.0677416324615479,48,6,,,,,
1.0168206691741943,49,6,,,,,
1.184593915939331,50,6,,,,,
1.0873632431030273,51,6,,,,,
1.0298982858657837,52,6,,,,,
0.9841512441635132,53,6,,,,,
0.9930039048194885,54,6,,,,,
1.124669075012207,55,6,,,,,
,6,,0.7128360271453857,,,,
,55,6,,0.7128360271453857,,,
,55,6,,,0.0,0.0,1.0610302686691284
0.9820543527603149,56,7,,,,,
1.0669761896133423,57,7,,,,,
0.9479191899299622,58,7,,,,,
0.8805004358291626,59,7,,,,,
0.9404967427253723,60,7,,,,,
1.006421446800232,61,7,,,,,
0.9377305507659912,62,7,,,,,
0.9176145792007446,63,7,,,,,
,7,,0.6259580850601196,,,,
,63,7,,0.6259580850601196,,,
,63,7,,,0.0,0.0,0.9599641561508179
1.0066580772399902,64,8,,,,,
0.8903615474700928,65,8,,,,,
0.7797368764877319,66,8,,,,,
0.8654706478118896,67,8,,,,,
0.8884235620498657,68,8,,,,,
0.7988920211791992,69,8,,,,,
0.8006308674812317,70,8,,,,,
0.7987414002418518,71,8,,,,,
,8,,0.5356478691101074,,,,
,71,8,,0.5356478691101074,,,
,71,8,,,0.0,0.0,0.853614330291748
0.8421481847763062,72,9,,,,,
0.7070379853248596,73,9,,,,,
0.8160809874534607,74,9,,,,,
0.7350785136222839,75,9,,,,,
0.8178435564041138,76,9,,,,,
0.6742578744888306,77,9,,,,,
0.7050346732139587,78,9,,,,,
0.7294633388519287,79,9,,,,,
,9,,0.4205068051815033,,,,
,79,9,,0.4205068051815033,,,
,79,9,,,0.0,0.10000000149011612,0.753368079662323
0.7510175704956055,80,10,,,,,
0.6643146872520447,81,10,,,,,
0.7299930453300476,82,10,,,,,
0.6423900723457336,83,10,,,,,
0.6351873278617859,84,10,,,,,
0.5364096760749817,85,10,,,,,
0.6434856057167053,86,10,,,,,
0.6543815732002258,87,10,,,,,
,10,,0.3375300168991089,,,,
,87,10,,0.3375300168991089,,,
,87,10,,,0.22500000894069672,0.32499998807907104,0.6571474075317383
0.6350876688957214,88,11,,,,,
0.5821886658668518,89,11,,,,,
0.46169406175613403,90,11,,,,,
0.7385936975479126,91,11,,,,,
0.5217143297195435,92,11,,,,,
0.5826243758201599,93,11,,,,,
0.5709311366081238,94,11,,,,,
0.4958156645298004,95,11,,,,,
,11,,0.29104262590408325,,,,
,95,11,,0.29104262590408325,,,
,95,11,,,0.32500001788139343,0.5250000357627869,0.5735811591148376
0.5200974345207214,96,12,,,,,
0.5118789672851562,97,12,,,,,
0.41129252314567566,98,12,,,,,
0.5482909679412842,99,12,,,,,
0.48197707533836365,100,12,,,,,
0.5216280221939087,101,12,,,,,
0.49460840225219727,102,12,,,,,
0.5132004618644714,103,12,,,,,
,12,,0.26631036400794983,,,,
,103,12,,0.26631036400794983,,,
,103,12,,,0.3750000298023224,0.574999988079071,0.5003716945648193
0.43767812848091125,104,13,,,,,
0.3441038429737091,105,13,,,,,
0.39460813999176025,106,13,,,,,
0.49938520789146423,107,13,,,,,
0.41212135553359985,108,13,,,,,
0.4776020646095276,109,13,,,,,
0.4520399272441864,110,13,,,,,
0.39712560176849365,111,13,,,,,
,13,,0.23587147891521454,,,,
,111,13,,0.23587147891521454,,,
,111,13,,,0.32500001788139343,0.5250000357627869,0.42683300375938416
0.38326215744018555,112,14,,,,,
0.3271937966346741,113,14,,,,,
0.40982598066329956,114,14,,,,,
0.4384412169456482,115,14,,,,,
0.41070523858070374,116,14,,,,,
0.30485591292381287,117,14,,,,,
0.38505253195762634,118,14,,,,,
0.335092157125473,119,14,,,,,
,14,,0.21651697158813477,,,,
,119,14,,0.21651697158813477,,,
,119,14,,,0.32500001788139343,0.44999998807907104,0.3743036389350891
0.3300628364086151,120,15,,,,,
0.3172646760940552,121,15,,,,,
0.4839777946472168,122,15,,,,,
0.3408850133419037,123,15,,,,,
0.3522702753543854,124,15,,,,,
0.30227532982826233,125,15,,,,,
0.3588795065879822,126,15,,,,,
0.3528164327144623,127,15,,,,,
,15,,0.1887052208185196,,,,
,127,15,,0.1887052208185196,,,
,127,15,,,0.3499999940395355,0.6000000238418579,0.35480400919914246
0.28617551922798157,128,16,,,,,
0.37404900789260864,129,16,,,,,
0.3948575556278229,130,16,,,,,
0.28292107582092285,131,16,,,,,
0.3373451232910156,132,16,,,,,
0.31651246547698975,133,16,,,,,
0.28069454431533813,134,16,,,,,
0.2565086781978607,135,16,,,,,
,16,,0.17001964151859283,,,,
,135,16,,0.17001964151859283,,,
,135,16,,,0.550000011920929,0.675000011920929,0.3161329925060272
0.3154257535934448,136,17,,,,,
0.3167823553085327,137,17,,,,,
0.2995331585407257,138,17,,,,,
0.36637091636657715,139,17,,,,,
0.2664981782436371,140,17,,,,,
0.2875624895095825,141,17,,,,,
0.22760891914367676,142,17,,,,,
0.24407178163528442,143,17,,,,,
,17,,0.1619417816400528,,,,
,143,17,,0.1619417816400528,,,
,143,17,,,0.5750000476837158,0.7250000238418579,0.29048168659210205
0.22501976788043976,144,18,,,,,
0.3060391843318939,145,18,,,,,
0.26679521799087524,146,18,,,,,
0.3061903715133667,147,18,,,,,
0.2970835566520691,148,18,,,,,
0.20111429691314697,149,18,,,,,
0.2697775661945343,150,18,,,,,
0.24095113575458527,151,18,,,,,
