step,csv-train_loss_step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-accuracy/exact,csv-train_loss_epoch
0,3.0440118312835693,0,,,,,
1,3.3400161266326904,0,,,,,
2,2.839073419570923,0,,,,,
3,2.982590675354004,0,,,,,
4,2.4660961627960205,0,,,,,
5,2.7920491695404053,0,,,,,
6,2.5431439876556396,0,,,,,
7,2.619852066040039,0,,,,,
8,2.279799222946167,0,,,,,
9,2.3889658451080322,0,,,,,
10,2.408196449279785,0,,,,,
11,2.707217216491699,0,,,,,
12,1.952347993850708,0,,,,,
13,2.2141311168670654,0,,,,,
14,2.1826391220092773,0,,,,,
15,2.22172212600708,0,,,,,
16,1.9797661304473877,0,,,,,
17,2.39180588722229,0,,,,,
18,2.235605478286743,0,,,,,
19,1.9895133972167969,0,,,,,
20,2.2487096786499023,0,,,,,
21,2.2731339931488037,0,,,,,
22,2.2355518341064453,0,,,,,
23,1.9554921388626099,0,,,,,
24,1.9522284269332886,0,,,,,
25,1.6765660047531128,0,,,,,
26,2.1899421215057373,0,,,,,
27,1.845815896987915,0,,,,,
28,2.248835563659668,0,,,,,
29,1.8339877128601074,0,,,,,
30,1.5559006929397583,0,,,,,
31,1.7027442455291748,0,,,,,
32,1.6584959030151367,0,,,,,
33,1.9489320516586304,0,,,,,
34,1.3597842454910278,0,,,,,
35,1.5697654485702515,0,,,,,
36,1.6736021041870117,0,,,,,
37,1.4992375373840332,0,,,,,
38,1.627803087234497,0,,,,,
39,1.7193430662155151,0,,,,,
0,,,1.2299635410308838,,,,
1,,,1.0820121765136719,,,,
2,,,1.4717094898223877,,,,
3,,,1.1587530374526978,,,,
4,,,1.2508740425109863,,,,
39,,0,,1.2386624813079834,,,
39,,0,,,0.02500000037252903,0.0,2.158859968185425
40,1.665722370147705,1,,,,,
41,1.6019710302352905,1,,,,,
42,1.5454562902450562,1,,,,,
43,1.3736531734466553,1,,,,,
44,1.2541775703430176,1,,,,,
45,1.492625117301941,1,,,,,
46,1.429783582687378,1,,,,,
47,1.305553913116455,1,,,,,
48,1.3905137777328491,1,,,,,
49,1.2542816400527954,1,,,,,
50,1.303719401359558,1,,,,,
51,1.2361476421356201,1,,,,,
52,1.1952165365219116,1,,,,,
53,1.3734791278839111,1,,,,,
54,1.1652090549468994,1,,,,,
55,1.1632821559906006,1,,,,,
56,0.8925530314445496,1,,,,,
57,1.0286203622817993,1,,,,,
58,0.9944804310798645,1,,,,,
59,1.2576621770858765,1,,,,,
60,1.541394591331482,1,,,,,
61,1.1980476379394531,1,,,,,
62,1.7890737056732178,1,,,,,
63,1.6261146068572998,1,,,,,
64,1.3543003797531128,1,,,,,
65,1.2962889671325684,1,,,,,
66,1.4202518463134766,1,,,,,
67,1.3905320167541504,1,,,,,
68,1.3729519844055176,1,,,,,
69,1.500474452972412,1,,,,,
70,1.182388186454773,1,,,,,
71,1.382182002067566,1,,,,,
72,1.1177451610565186,1,,,,,
73,1.4427076578140259,1,,,,,
74,1.2810413837432861,1,,,,,
75,1.097534418106079,1,,,,,
76,0.9020631313323975,1,,,,,
77,1.0845876932144165,1,,,,,
78,0.9408358931541443,1,,,,,
79,1.338605523109436,1,,,,,
5,,,0.46019184589385986,,,,
6,,,0.49094027280807495,,,,
7,,,0.8862958550453186,,,,
8,,,0.467281311750412,,,,
9,,,0.5505655407905579,,,,
79,,1,,0.5710549354553223,,,
79,,1,,,0.02500000037252903,0.0,1.304580569267273
80,0.9393302798271179,2,,,,,
81,0.7488685250282288,2,,,,,
82,0.8197594881057739,2,,,,,
83,0.8533260822296143,2,,,,,
84,1.2409905195236206,2,,,,,
85,0.8786143064498901,2,,,,,
86,0.880972683429718,2,,,,,
87,0.9741524457931519,2,,,,,
88,1.0249427556991577,2,,,,,
89,0.8514127731323242,2,,,,,
