csv-train_loss_step,step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-train_loss_epoch,csv-accuracy/exact
3.96985125541687,0,0,,,,,
3.4863927364349365,1,0,,,,,
3.160768985748291,2,0,,,,,
2.84425687789917,3,0,,,,,
2.6659903526306152,4,0,,,,,
2.5415947437286377,5,0,,,,,
2.441105604171753,6,0,,,,,
2.4358246326446533,7,0,,,,,
2.3470911979675293,8,0,,,,,
2.2769341468811035,9,0,,,,,
2.084057331085205,10,0,,,,,
2.0554537773132324,11,0,,,,,
1.9922939538955688,12,0,,,,,
1.9555110931396484,13,0,,,,,
1.816277265548706,14,0,,,,,
1.868649959564209,15,0,,,,,
1.7985254526138306,16,0,,,,,
1.7348127365112305,17,0,,,,,
1.6688997745513916,18,0,,,,,
1.6687499284744263,19,0,,,,,
,0,,1.1538338661193848,,,,
,1,,1.23382568359375,,,,
,2,,1.2509732246398926,,,,
,19,0,,1.2052586078643799,,,
,19,0,,,0.010416666977107525,2.3406519889831543,0.0
1.6419790983200073,20,1,,,,,
1.5454607009887695,21,1,,,,,
1.515432596206665,22,1,,,,,
1.482065200805664,23,1,,,,,
1.4633415937423706,24,1,,,,,
1.4180241823196411,25,1,,,,,
1.367073893547058,26,1,,,,,
1.3483755588531494,27,1,,,,,
1.2876875400543213,28,1,,,,,
1.2633275985717773,29,1,,,,,
1.2695608139038086,30,1,,,,,
1.2562309503555298,31,1,,,,,
1.1752008199691772,32,1,,,,,
1.1985526084899902,33,1,,,,,
1.214654564857483,34,1,,,,,
1.130287528038025,35,1,,,,,
1.035024881362915,36,1,,,,,
1.1814265251159668,37,1,,,,,
1.0880157947540283,38,1,,,,,
1.092298984527588,39,1,,,,,
,3,,0.6613419055938721,,,,
,4,,0.762664258480072,,,,
,5,,0.7632628679275513,,,,
,39,1,,0.7222550511360168,,,
,39,1,,,0.0885416641831398,1.2987011671066284,0.0052083334885537624
1.0519942045211792,40,2,,,,,
1.0564980506896973,41,2,,,,,
0.9945827722549438,42,2,,,,,
0.9555626511573792,43,2,,,,,
1.019308090209961,44,2,,,,,
0.9856533408164978,45,2,,,,,
0.9456318616867065,46,2,,,,,
0.985894501209259,47,2,,,,,
0.973045825958252,48,2,,,,,
0.9161088466644287,49,2,,,,,
0.9448735117912292,50,2,,,,,
0.8710770606994629,51,2,,,,,
0.8427374362945557,52,2,,,,,
0.9137389659881592,53,2,,,,,
0.9289679527282715,54,2,,,,,
0.8880628347396851,55,2,,,,,
0.9164601564407349,56,2,,,,,
0.8735978603363037,57,2,,,,,
0.8397119641304016,58,2,,,,,
0.8199901580810547,59,2,,,,,
,6,,0.5125796794891357,,,,
,7,,0.6279553771018982,,,,
,8,,0.6066312193870544,,,,
,59,2,,0.5775402784347534,,,
,59,2,,,0.1041666641831398,0.9361748695373535,0.0052083334885537624
0.7883803844451904,60,3,,,,,
0.8010366559028625,61,3,,,,,
0.7238419651985168,62,3,,,,,
0.8378599882125854,63,3,,,,,
0.8260376453399658,64,3,,,,,
0.7445439100265503,65,3,,,,,
0.7335959672927856,66,3,,,,,
0.7365483641624451,67,3,,,,,
0.698043942451477,68,3,,,,,
0.6804926991462708,69,3,,,,,
0.8357928395271301,70,3,,,,,
0.7151371240615845,71,3,,,,,
0.6397409439086914,72,3,,,,,
0.6720321774482727,73,3,,,,,
0.569795548915863,74,3,,,,,
0.6271898746490479,75,3,,,,,
0.706977903842926,76,3,,,,,
0.6558912396430969,77,3,,,,,
0.6219810843467712,78,3,,,,,
0.6509622931480408,79,3,,,,,
,9,,0.3207935094833374,,,,
,10,,0.4328763484954834,,,,
,11,,0.37447550892829895,,,,
,79,3,,0.37636300921440125,,,
,79,3,,,0.3072916567325592,0.7132941484451294,0.0729166641831398
0.5788869857788086,80,4,,,,,
0.5596760511398315,81,4,,,,,
0.5514959096908569,82,4,,,,,
0.5590494275093079,83,4,,,,,
0.5393581390380859,84,4,,,,,
0.5853005647659302,85,4,,,,,
0.5582972168922424,86,4,,,,,
0.5877728462219238,87,4,,,,,
0.531341552734375,88,4,,,,,
0.479515016078949,89,4,,,,,
0.5236345529556274,90,4,,,,,
0.5465478897094727,91,4,,,,,
0.590179979801178,92,4,,,,,
0.5254126191139221,93,4,,,,,
0.4560537338256836,94,4,,,,,
0.41269224882125854,95,4,,,,,
0.5089517831802368,96,4,,,,,
0.4305587410926819,97,4,,,,,
0.46160823106765747,98,4,,,,,
0.4447152614593506,99,4,,,,,
,12,,0.18240895867347717,,,,
,13,,0.29461973905563354,,,,
,14,,0.20312751829624176,,,,
,99,4,,0.23143696784973145,,,
,99,4,,,0.6510416865348816,0.5215524435043335,0.3958333432674408
0.45088961720466614,100,5,,,,,
0.40804246068000793,101,5,,,,,
0.4151870310306549,102,5,,,,,
0.4838367998600006,103,5,,,,,
0.4772254228591919,104,5,,,,,
0.4037073254585266,105,5,,,,,
0.41887152194976807,106,5,,,,,
0.3686438798904419,107,5,,,,,
0.30090731382369995,108,5,,,,,
0.4365805387496948,109,5,,,,,
0.3781053423881531,110,5,,,,,
0.3016525208950043,111,5,,,,,
0.3473898768424988,112,5,,,,,
0.3714022636413574,113,5,,,,,
0.34582996368408203,114,5,,,,,
0.36264586448669434,115,5,,,,,
0.31881797313690186,116,5,,,,,
0.31712841987609863,117,5,,,,,
0.32363083958625793,118,5,,,,,
0.34397488832473755,119,5,,,,,
,15,,0.12012992799282074,,,,
,16,,0.22029291093349457,,,,
,17,,0.1302553415298462,,,,
,119,5,,0.16222019493579865,,,
,119,5,,,0.7552083134651184,0.3787234425544739,0.4583333432674408
0.3267784118652344,120,6,,,,,
0.3752642869949341,121,6,,,,,
0.30755019187927246,122,6,,,,,
0.2891157567501068,123,6,,,,,
0.35947364568710327,124,6,,,,,
0.2843893766403198,125,6,,,,,
0.2881263792514801,126,6,,,,,
0.42639240622520447,127,6,,,,,
0.29416900873184204,128,6,,,,,
0.24165472388267517,129,6,,,,,
0.2730831503868103,130,6,,,,,
0.25968673825263977,131,6,,,,,
0.2109282910823822,132,6,,,,,
0.2441914677619934,133,6,,,,,
0.3047654926776886,134,6,,,,,
0.25681570172309875,135,6,,,,,
0.2760903835296631,136,6,,,,,
0.2853755056858063,137,6,,,,,
0.2952605187892914,138,6,,,,,
0.3451351225376129,139,6,,,,,
,18,,0.10496439039707184,,,,
,19,,0.19432708621025085,,,,
,20,,0.10938073694705963,,,,
,139,6,,0.14159272611141205,,,
,139,6,,,0.84375,0.2972123324871063,0.515625
0.2964402437210083,140,7,,,,,
0.291764497756958,141,7,,,,,
0.24863983690738678,142,7,,,,,
0.30584388971328735,143,7,,,,,
0.2755044996738434,144,7,,,,,
0.1938566416501999,145,7,,,,,
0.22709517180919647,146,7,,,,,
0.26488155126571655,147,7,,,,,
0.2727305293083191,148,7,,,,,
0.2817654311656952,149,7,,,,,
0.19838377833366394,150,7,,,,,
0.23553566634655,151,7,,,,,
0.21799632906913757,152,7,,,,,
0.2422412633895874,153,7,,,,,
0.2670227587223053,154,7,,,,,
0.25685757398605347,155,7,,,,,
0.2144159972667694,156,7,,,,,
0.23139724135398865,157,7,,,,,
0.2617467939853668,158,7,,,,,
0.21163155138492584,159,7,,,,,
,21,,0.08937157690525055,,,,
,22,,0.17179742455482483,,,,
,23,,0.08944007754325867,,,,
,159,7,,0.122355617582798,,,
,159,7,,,0.8854166865348816,0.2497875690460205,0.5625
0.23209215700626373,160,8,,,,,
0.22966939210891724,161,8,,,,,
0.2308529019355774,162,8,,,,,
0.2258886992931366,163,8,,,,,
0.23738402128219604,164,8,,,,,
0.1910838931798935,165,8,,,,,
0.21366986632347107,166,8,,,,,
0.26665064692497253,167,8,,,,,
0.30115166306495667,168,8,,,,,
0.18524056673049927,169,8,,,,,
0.23255549371242523,170,8,,,,,
0.21810540556907654,171,8,,,,,
0.2064877301454544,172,8,,,,,
0.23588867485523224,173,8,,,,,
0.24665066599845886,174,8,,,,,
0.18777213990688324,175,8,,,,,
