csv-epoch,step,csv-train_loss_step,csv-val_loss_step,csv-val_loss_epoch,csv-train_loss_epoch,csv-accuracy/exact,csv-accuracy/validator
0,0,3.206085205078125,,,,,
0,1,2.8488566875457764,,,,,
0,2,2.5784196853637695,,,,,
0,3,2.391399621963501,,,,,
0,4,2.2199933528900146,,,,,
0,5,2.5675714015960693,,,,,
0,6,2.2700722217559814,,,,,
0,7,2.044318199157715,,,,,
0,8,2.038050651550293,,,,,
0,9,2.014702558517456,,,,,
,0,,1.8614174127578735,,,,
,1,,2.088373899459839,,,,
,2,,1.7699528932571411,,,,
,3,,1.7763241529464722,,,,
,4,,1.7058073282241821,,,,
,5,,1.7548553943634033,,,,
,6,,2.0215303897857666,,,,
,7,,2.031752347946167,,,,
,8,,1.7701903581619263,,,,
,9,,1.823591709136963,,,,
0,9,,,1.8603795766830444,,,
0,9,,,,2.4589598178863525,0.0,0.012500000186264515
1,10,1.6736515760421753,,,,,
1,11,1.7700295448303223,,,,,
1,12,1.6222444772720337,,,,,
1,13,1.4794137477874756,,,,,
1,14,1.554884910583496,,,,,
1,15,1.703519582748413,,,,,
1,16,1.631529450416565,,,,,
1,17,1.374931812286377,,,,,
1,18,1.4884282350540161,,,,,
1,19,1.5678008794784546,,,,,
,10,,1.2504431009292603,,,,
,11,,1.4301972389221191,,,,
,12,,1.1853512525558472,,,,
,13,,1.189210295677185,,,,
,14,,1.1918363571166992,,,,
,15,,1.2928991317749023,,,,
,16,,1.4219797849655151,,,,
,17,,1.4597798585891724,,,,
,18,,1.0692667961120605,,,,
,19,,1.1925488710403442,,,,
1,19,,,1.2683511972427368,,,
1,19,,,,1.6449769735336304,0.0,0.07500000298023224
2,20,1.7679580450057983,,,,,
2,21,1.2869666814804077,,,,,
2,22,1.6123085021972656,,,,,
2,23,1.3454042673110962,,,,,
2,24,1.447486162185669,,,,,
2,25,1.2635829448699951,,,,,
2,26,1.0556405782699585,,,,,
2,27,1.1309809684753418,,,,,
2,28,1.343888521194458,,,,,
2,29,1.1287059783935547,,,,,
,20,,0.650126039981842,,,,
,21,,0.7387619614601135,,,,
,22,,0.637805700302124,,,,
,23,,0.6556211709976196,,,,
,24,,0.5753834843635559,,,,
,25,,0.8039001822471619,,,,
,26,,0.786864161491394,,,,
,27,,0.7819339632987976,,,,
,28,,0.5356000661849976,,,,
,29,,0.5176256895065308,,,,
2,29,,,0.6683622598648071,,,
2,29,,,,1.2329179048538208,0.0,0.07500000298023224
3,30,0.9104807376861572,,,,,
3,31,1.1158393621444702,,,,,
3,32,0.9015956521034241,,,,,
3,33,0.950473964214325,,,,,
3,34,0.8720754981040955,,,,,
3,35,1.0071297883987427,,,,,
3,36,0.8434930443763733,,,,,
3,37,0.790974497795105,,,,,
3,38,0.6906113624572754,,,,,
3,39,0.769416093826294,,,,,
,30,,0.36159321665763855,,,,
,31,,0.4741429388523102,,,,
,32,,0.34729939699172974,,,,
,33,,0.37673431634902954,,,,
,34,,0.30196836590766907,,,,
,35,,0.530937671661377,,,,
,36,,0.5113110542297363,,,,
,37,,0.5376763343811035,,,,
,38,,0.2282082587480545,,,,
,39,,0.24993780255317688,,,,
3,39,,,0.39198094606399536,,,
3,39,,,,0.8815544247627258,0.012500000186264515,0.1875
4,40,0.7927880883216858,,,,,
4,41,0.8875675797462463,,,,,
4,42,0.6872128844261169,,,,,
4,43,0.3254024088382721,,,,,
4,44,0.5798802375793457,,,,,
4,45,0.5948309898376465,,,,,
4,46,0.4714699685573578,,,,,
4,47,0.45677119493484497,,,,,
4,48,0.39019590616226196,,,,,
4,49,0.3876839280128479,,,,,
,40,,0.18265116214752197,,,,
,41,,0.30813515186309814,,,,
,42,,0.18588852882385254,,,,
,43,,0.23158122599124908,,,,
,44,,0.15820300579071045,,,,
,45,,0.3793461322784424,,,,
,46,,0.3596625030040741,,,,
,47,,0.3988668918609619,,,,
,48,,0.08555638045072556,,,,
,49,,0.11987107992172241,,,,
4,49,,,0.2409762144088745,,,
4,49,,,,0.6261090040206909,0.574999988079071,0.800000011920929
5,50,0.5144492387771606,,,,,
5,51,0.5035226941108704,,,,,
5,52,0.4699666500091553,,,,,
5,53,0.3033360242843628,,,,,
5,54,0.25055134296417236,,,,,
5,55,0.5990182757377625,,,,,
5,56,0.3041626811027527,,,,,
5,57,0.6580327749252319,,,,,
5,58,0.6043000221252441,,,,,
5,59,0.638607919216156,,,,,
,50,,0.12569595873355865,,,,
,51,,0.2309545874595642,,,,
,52,,0.1197846531867981,,,,
,53,,0.20118948817253113,,,,
,54,,0.11269011348485947,,,,
,55,,0.3187670111656189,,,,
,56,,0.3061445355415344,,,,
,57,,0.29532963037490845,,,,
,58,,0.07167288661003113,,,,
,59,,0.08609214425086975,,,,
5,59,,,0.18683208525180817,,,
5,59,,,,0.43050283193588257,0.5249999761581421,0.737500011920929
6,60,0.5389361381530762,,,,,
6,61,0.09734714776277542,,,,,
6,62,0.5548120141029358,,,,,
6,63,0.4168289601802826,,,,,
6,64,0.30150628089904785,,,,,
6,65,0.313603013753891,,,,,
6,66,0.3792979121208191,,,,,
6,67,0.10663916170597076,,,,,
6,68,0.2544170022010803,,,,,
6,69,0.41273683309555054,,,,,
