csv-train_loss_step,step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/exact,csv-train_loss_epoch,csv-accuracy/validator
3.815377712249756,0,0,,,,,
3.6001434326171875,1,0,,,,,
3.0391316413879395,2,0,,,,,
2.931541919708252,3,0,,,,,
2.9056172370910645,4,0,,,,,
2.744542360305786,5,0,,,,,
2.625270366668701,6,0,,,,,
2.616715669631958,7,0,,,,,
2.509979009628296,8,0,,,,,
2.3076319694519043,9,0,,,,,
2.2159440517425537,10,0,,,,,
2.1051883697509766,11,0,,,,,
2.129063844680786,12,0,,,,,
2.1083292961120605,13,0,,,,,
1.9261388778686523,14,0,,,,,
1.9595657587051392,15,0,,,,,
1.829522728919983,16,0,,,,,
1.742999792098999,17,0,,,,,
1.7305928468704224,18,0,,,,,
1.7038116455078125,19,0,,,,,
1.6440037488937378,20,0,,,,,
1.6283341646194458,21,0,,,,,
1.606194019317627,22,0,,,,,
1.5315006971359253,23,0,,,,,
1.5176079273223877,24,0,,,,,
1.5124512910842896,25,0,,,,,
1.3708159923553467,26,0,,,,,
1.3264212608337402,27,0,,,,,
1.4389503002166748,28,0,,,,,
1.3377110958099365,29,0,,,,,
1.2918916940689087,30,0,,,,,
1.352097749710083,31,0,,,,,
1.3293565511703491,32,0,,,,,
1.2312275171279907,33,0,,,,,
1.2165607213974,34,0,,,,,
1.2440431118011475,35,0,,,,,
1.2523906230926514,36,0,,,,,
1.1031664609909058,37,0,,,,,
1.1851919889450073,38,0,,,,,
1.1804403066635132,39,0,,,,,
1.228110432624817,40,0,,,,,
1.0500065088272095,41,0,,,,,
1.1367255449295044,42,0,,,,,
1.094064712524414,43,0,,,,,
1.0139964818954468,44,0,,,,,
1.1844042539596558,45,0,,,,,
1.018243670463562,46,0,,,,,
0.994172990322113,47,0,,,,,
1.0346307754516602,48,0,,,,,
1.1096503734588623,49,0,,,,,
1.0216959714889526,50,0,,,,,
0.9854137301445007,51,0,,,,,
0.9882546663284302,52,0,,,,,
1.0832650661468506,53,0,,,,,
0.918187141418457,54,0,,,,,
0.9055609703063965,55,0,,,,,
0.9942299723625183,56,0,,,,,
0.9002689719200134,57,0,,,,,
0.9096168279647827,58,0,,,,,
0.8476023077964783,59,0,,,,,
0.7819617986679077,60,0,,,,,
0.901386022567749,61,0,,,,,
0.8265281915664673,62,0,,,,,
0.9100196361541748,63,0,,,,,
0.8048952221870422,64,0,,,,,
0.8356993794441223,65,0,,,,,
0.8071649670600891,66,0,,,,,
0.7670942544937134,67,0,,,,,
0.896172046661377,68,0,,,,,
0.8631624579429626,69,0,,,,,
0.7578689455986023,70,0,,,,,
0.7438586950302124,71,0,,,,,
0.7504705190658569,72,0,,,,,
0.7762768268585205,73,0,,,,,
0.7006556391716003,74,0,,,,,
0.7043712139129639,75,0,,,,,
0.7280696034431458,76,0,,,,,
0.7189429402351379,77,0,,,,,
0.7630771398544312,78,0,,,,,
0.6614670753479004,79,0,,,,,
0.7033144235610962,80,0,,,,,
0.676205039024353,81,0,,,,,
0.6935834288597107,82,0,,,,,
0.5803084373474121,83,0,,,,,
0.6015026569366455,84,0,,,,,
0.614894688129425,85,0,,,,,
0.5613689422607422,86,0,,,,,
0.6569571495056152,87,0,,,,,
0.6156208515167236,88,0,,,,,
0.550075352191925,89,0,,,,,
0.5572024583816528,90,0,,,,,
0.611079216003418,91,0,,,,,
0.5799381136894226,92,0,,,,,
0.5811316967010498,93,0,,,,,
0.5279051661491394,94,0,,,,,
0.5151292681694031,95,0,,,,,
0.5129213333129883,96,0,,,,,
0.4820728003978729,97,0,,,,,
0.5716305375099182,98,0,,,,,
0.5208254456520081,99,0,,,,,
0.6027628779411316,100,0,,,,,
0.5406957864761353,101,0,,,,,
0.48898443579673767,102,0,,,,,
0.4599032402038574,103,0,,,,,
0.45442792773246765,104,0,,,,,
0.4379832446575165,105,0,,,,,
0.42146676778793335,106,0,,,,,
,0,,0.2300100177526474,,,,
,1,,0.25090301036834717,,,,
,2,,0.26042070984840393,,,,
,3,,0.29152634739875793,,,,
,4,,0.20234638452529907,,,,
,5,,0.25719645619392395,,,,
,6,,0.2257833480834961,,,,
,7,,0.22462570667266846,,,,
,8,,0.2485867440700531,,,,
,9,,0.2654564380645752,,,,
,10,,0.27171874046325684,,,,
,11,,0.21976123750209808,,,,
,12,,0.3104332685470581,,,,
,13,,0.3436005413532257,,,,
,106,0,,0.2532798945903778,,,
,106,0,,,0.3779762089252472,1.1895010471343994,0.6130952835083008
0.5253348350524902,107,1,,,,,
0.402759313583374,108,1,,,,,
0.5638107061386108,109,1,,,,,
0.571612536907196,110,1,,,,,
0.3429484963417053,111,1,,,,,
0.4434675872325897,112,1,,,,,
0.4372040629386902,113,1,,,,,
0.31782156229019165,114,1,,,,,
0.3609005808830261,115,1,,,,,
0.31158244609832764,116,1,,,,,
0.4888896942138672,117,1,,,,,
0.36447709798812866,118,1,,,,,
0.443343847990036,119,1,,,,,
0.38716816902160645,120,1,,,,,
0.4634081721305847,121,1,,,,,
0.36325252056121826,122,1,,,,,
0.3664934039115906,123,1,,,,,
0.3481135964393616,124,1,,,,,
0.3537525534629822,125,1,,,,,
0.371570885181427,126,1,,,,,
0.3792038857936859,127,1,,,,,
0.3912466764450073,128,1,,,,,
0.4165247678756714,129,1,,,,,
0.2902679145336151,130,1,,,,,
0.2960795760154724,131,1,,,,,
0.41977930068969727,132,1,,,,,
0.3608236610889435,133,1,,,,,
0.38025954365730286,134,1,,,,,
0.3257542550563812,135,1,,,,,
0.3656364679336548,136,1,,,,,
0.388051301240921,137,1,,,,,
0.2676515281200409,138,1,,,,,
0.39799562096595764,139,1,,,,,
0.29363468289375305,140,1,,,,,
0.2549600601196289,141,1,,,,,
0.33612385392189026,142,1,,,,,
0.3595142960548401,143,1,,,,,
0.3040004074573517,144,1,,,,,
0.3499932885169983,145,1,,,,,
0.32566967606544495,146,1,,,,,
0.31374236941337585,147,1,,,,,
0.32032251358032227,148,1,,,,,
0.29741382598876953,149,1,,,,,
0.3137792944908142,150,1,,,,,
0.3416418731212616,151,1,,,,,
0.297138512134552,152,1,,,,,
0.2945934534072876,153,1,,,,,
0.3598170876502991,154,1,,,,,
0.37057965993881226,155,1,,,,,
0.3369262218475342,156,1,,,,,
0.3349219858646393,157,1,,,,,
0.25307947397232056,158,1,,,,,
0.32473430037498474,159,1,,,,,
0.3191242218017578,160,1,,,,,
0.3076808452606201,161,1,,,,,
0.22443123161792755,162,1,,,,,
