csv-train_loss_step,step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-train_loss_epoch,csv-accuracy/exact
3.892441987991333,0,0,,,,,
3.345571756362915,1,0,,,,,
3.2081453800201416,2,0,,,,,
3.4117112159729004,3,0,,,,,
2.8469321727752686,4,0,,,,,
2.8387999534606934,5,0,,,,,
2.7922418117523193,6,0,,,,,
2.669482707977295,7,0,,,,,
2.662353754043579,8,0,,,,,
2.4922757148742676,9,0,,,,,
2.2429325580596924,10,0,,,,,
2.218230962753296,11,0,,,,,
2.277115821838379,12,0,,,,,
2.1385269165039062,13,0,,,,,
2.227707862854004,14,0,,,,,
2.0465011596679688,15,0,,,,,
1.8809690475463867,16,0,,,,,
2.1024696826934814,17,0,,,,,
1.9013023376464844,18,0,,,,,
1.9553534984588623,19,0,,,,,
1.85671067237854,20,0,,,,,
1.7568550109863281,21,0,,,,,
1.7737977504730225,22,0,,,,,
1.6981971263885498,23,0,,,,,
1.9737153053283691,24,0,,,,,
1.7535594701766968,25,0,,,,,
1.9287086725234985,26,0,,,,,
1.8515839576721191,27,0,,,,,
1.7750109434127808,28,0,,,,,
1.879896640777588,29,0,,,,,
1.7493027448654175,30,0,,,,,
1.6155645847320557,31,0,,,,,
1.7232998609542847,32,0,,,,,
1.51214599609375,33,0,,,,,
1.4239834547042847,34,0,,,,,
1.4170572757720947,35,0,,,,,
1.4905548095703125,36,0,,,,,
1.2733008861541748,37,0,,,,,
1.4121079444885254,38,0,,,,,
1.2118884325027466,39,0,,,,,
1.2863637208938599,40,0,,,,,
1.5450737476348877,41,0,,,,,
1.2403818368911743,42,0,,,,,
1.260322093963623,43,0,,,,,
1.243403673171997,44,0,,,,,
1.2324867248535156,45,0,,,,,
1.391046404838562,46,0,,,,,
1.2320364713668823,47,0,,,,,
1.2738463878631592,48,0,,,,,
1.106244683265686,49,0,,,,,
1.2940363883972168,50,0,,,,,
1.296647071838379,51,0,,,,,
1.1343129873275757,52,0,,,,,
1.2217410802841187,53,0,,,,,
1.1307264566421509,54,0,,,,,
1.4141745567321777,55,0,,,,,
1.1009243726730347,56,0,,,,,
1.0413568019866943,57,0,,,,,
1.1428241729736328,58,0,,,,,
1.3708313703536987,59,0,,,,,
1.3019051551818848,60,0,,,,,
1.1010370254516602,61,0,,,,,
1.5302561521530151,62,0,,,,,
1.1020876169204712,63,0,,,,,
1.2848848104476929,64,0,,,,,
1.234829068183899,65,0,,,,,
1.0175039768218994,66,0,,,,,
1.2726726531982422,67,0,,,,,
0.9913316965103149,68,0,,,,,
1.0460526943206787,69,0,,,,,
1.0042952299118042,70,0,,,,,
1.0485378503799438,71,0,,,,,
1.0116040706634521,72,0,,,,,
