csv-epoch,step,csv-train_loss_step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/exact,csv-train_loss_epoch,csv-accuracy/validator
0,0,3.2675368785858154,,,,,
0,1,3.0158913135528564,,,,,
0,2,2.9170682430267334,,,,,
0,3,3.0850632190704346,,,,,
0,4,3.1697139739990234,,,,,
0,5,2.530188798904419,,,,,
0,6,2.6925673484802246,,,,,
0,7,2.4251270294189453,,,,,
0,8,2.522477149963379,,,,,
0,9,2.7391767501831055,,,,,
0,10,2.428204298019409,,,,,
0,11,2.58691143989563,,,,,
0,12,2.3536133766174316,,,,,
0,13,2.398589849472046,,,,,
0,14,2.6954517364501953,,,,,
0,15,2.3024890422821045,,,,,
0,16,1.9819755554199219,,,,,
0,17,2.289461135864258,,,,,
0,18,2.1985840797424316,,,,,
0,19,2.0993525981903076,,,,,
0,20,1.9094197750091553,,,,,
0,21,2.113232374191284,,,,,
0,22,2.1922965049743652,,,,,
0,23,2.4350991249084473,,,,,
0,24,2.0852839946746826,,,,,
0,25,1.805151104927063,,,,,
0,26,2.081760883331299,,,,,
0,27,1.7759113311767578,,,,,
0,28,2.051326274871826,,,,,
0,29,1.7629058361053467,,,,,
0,30,1.944889783859253,,,,,
0,31,1.683831810951233,,,,,
0,32,1.485369086265564,,,,,
0,33,2.18637752532959,,,,,
0,34,1.7787981033325195,,,,,
0,35,2.0674357414245605,,,,,
0,36,1.6876507997512817,,,,,
0,37,1.3864929676055908,,,,,
0,38,1.7101482152938843,,,,,
0,39,1.5274956226348877,,,,,
0,40,1.6749006509780884,,,,,
0,41,1.538118839263916,,,,,
0,42,1.6846659183502197,,,,,
0,43,1.6150693893432617,,,,,
0,44,1.5352495908737183,,,,,
0,45,2.0819108486175537,,,,,
0,46,1.7733885049819946,,,,,
0,47,1.7868294715881348,,,,,
0,48,1.8818902969360352,,,,,
0,49,1.761320948600769,,,,,
0,50,1.6042624711990356,,,,,
0,51,1.466199517250061,,,,,
0,52,1.8859838247299194,,,,,
0,53,1.5431463718414307,,,,,
0,54,1.4538675546646118,,,,,
0,55,1.4252073764801025,,,,,
0,56,1.3693255186080933,,,,,
0,57,1.389186143875122,,,,,
0,58,1.3814539909362793,,,,,
0,59,1.5802057981491089,,,,,
0,60,1.4566103219985962,,,,,
0,61,1.5193672180175781,,,,,
0,62,1.2338085174560547,,,,,
0,63,1.4695372581481934,,,,,
0,64,1.1223268508911133,,,,,
0,65,1.2991697788238525,,,,,
0,66,1.2660388946533203,,,,,
0,67,1.194691777229309,,,,,
0,68,1.428706407546997,,,,,
0,69,1.6502195596694946,,,,,
0,70,1.2588073015213013,,,,,
0,71,1.3701328039169312,,,,,
0,72,1.1444272994995117,,,,,
0,73,0.9308465719223022,,,,,
0,74,1.1287254095077515,,,,,
0,75,1.2619715929031372,,,,,
0,76,1.1124809980392456,,,,,
0,77,1.198813557624817,,,,,
0,78,1.0377211570739746,,,,,
0,79,1.310173511505127,,,,,
0,80,1.0414983034133911,,,,,
0,81,1.3021020889282227,,,,,
0,82,1.0318913459777832,,,,,
0,83,1.141016960144043,,,,,
0,84,1.0106687545776367,,,,,
0,85,1.0686484575271606,,,,,
0,86,0.9964133501052856,,,,,
0,87,1.5786852836608887,,,,,
0,88,0.8844609260559082,,,,,
0,89,0.8335071206092834,,,,,
0,90,1.1470563411712646,,,,,
0,91,1.0491857528686523,,,,,
0,92,0.8675426244735718,,,,,
0,93,0.8858001828193665,,,,,
0,94,0.7015061378479004,,,,,
0,95,0.8710827231407166,,,,,
0,96,0.8327820301055908,,,,,
0,97,0.816188633441925,,,,,
0,98,0.8038180470466614,,,,,
0,99,0.6249943971633911,,,,,
0,100,0.6321728229522705,,,,,
0,101,0.9352285265922546,,,,,
0,102,0.5931039452552795,,,,,
0,103,0.9185966849327087,,,,,
0,104,0.6283795833587646,,,,,
0,105,0.8034595251083374,,,,,
0,106,0.965298593044281,,,,,
0,107,0.7813155055046082,,,,,
0,108,0.9237529635429382,,,,,
0,109,0.8682146668434143,,,,,
0,110,0.6054627299308777,,,,,
0,111,0.6561880111694336,,,,,
0,112,0.5777800679206848,,,,,
0,113,0.665623128414154,,,,,
0,114,0.6839215755462646,,,,,
0,115,0.9600560665130615,,,,,
0,116,0.6214635968208313,,,,,
0,117,1.0981849431991577,,,,,
0,118,0.5612524747848511,,,,,
0,119,0.7556087374687195,,,,,
0,120,0.5352502465248108,,,,,
0,121,0.6852293610572815,,,,,
0,122,0.4814591109752655,,,,,
0,123,0.758773148059845,,,,,
0,124,0.37167149782180786,,,,,
0,125,0.3317059576511383,,,,,
0,126,0.357137531042099,,,,,
0,127,0.6593142151832581,,,,,
0,128,0.6986160278320312,,,,,
0,129,0.6180064082145691,,,,,
0,130,0.4026962220668793,,,,,
0,131,0.6232447028160095,,,,,
0,132,0.6417298913002014,,,,,
0,133,0.33215808868408203,,,,,
0,134,0.5217177271842957,,,,,
0,135,0.4113874137401581,,,,,
0,136,0.6476452350616455,,,,,
0,137,0.7170289754867554,,,,,
0,138,0.6791591644287109,,,,,
0,139,0.5376498103141785,,,,,
0,140,0.8787318468093872,,,,,
0,141,0.39376217126846313,,,,,
0,142,0.3543374240398407,,,,,
0,143,0.6228667497634888,,,,,
0,144,0.39840269088745117,,,,,
0,145,0.42929425835609436,,,,,
0,146,0.47423237562179565,,,,,
0,147,0.3538401424884796,,,,,
0,148,0.45607665181159973,,,,,
0,149,0.3411964476108551,,,,,
0,150,0.2741031348705292,,,,,
0,151,0.4358248710632324,,,,,
0,152,0.4442060589790344,,,,,
0,153,0.21206623315811157,,,,,
0,154,0.4821852743625641,,,,,
0,155,0.4672752916812897,,,,,
0,156,0.3968113660812378,,,,,
0,157,0.2487480342388153,,,,,
0,158,0.2392774224281311,,,,,
0,159,0.6379464864730835,,,,,
0,160,0.2490350306034088,,,,,
0,161,0.5531511902809143,,,,,
0,162,0.41836071014404297,,,,,
0,163,0.4284180700778961,,,,,
0,164,0.47975918650627136,,,,,
0,165,0.3637407124042511,,,,,
0,166,0.3138847053050995,,,,,
0,167,0.28544631600379944,,,,,
0,168,0.3633638620376587,,,,,
0,169,0.5976421236991882,,,,,
0,170,0.2769554853439331,,,,,
0,171,0.3713579475879669,,,,,
0,172,0.45491650700569153,,,,,
0,173,0.30936047434806824,,,,,
0,174,0.45296046137809753,,,,,
0,175,0.130840465426445,,,,,
0,176,0.6375070214271545,,,,,
0,177,0.25943222641944885,,,,,
0,178,0.3413771390914917,,,,,
0,179,0.38661959767341614,,,,,
0,180,0.36174243688583374,,,,,
0,181,0.46335241198539734,,,,,
0,182,0.35549312829971313,,,,,
0,183,0.2675769627094269,,,,,
0,184,0.24432706832885742,,,,,
0,185,0.22612380981445312,,,,,
0,186,0.4907931089401245,,,,,
0,187,0.43266889452934265,,,,,
0,188,0.5894978046417236,,,,,
0,189,0.3026506006717682,,,,,
0,190,0.38276001811027527,,,,,
0,191,0.2843310236930847,,,,,
0,192,0.4097331762313843,,,,,
0,193,0.4034775197505951,,,,,
0,194,0.40250372886657715,,,,,
