csv-epoch,csv-train_loss_step,step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-accuracy/exact,csv-train_loss_epoch
0,3.892383575439453,0,,,,,
0,3.480684995651245,1,,,,,
0,3.2884654998779297,2,,,,,
0,3.0590498447418213,3,,,,,
0,2.905471086502075,4,,,,,
0,2.880533218383789,5,,,,,
0,2.6850779056549072,6,,,,,
0,2.557945966720581,7,,,,,
0,2.4373908042907715,8,,,,,
0,2.355750322341919,9,,,,,
0,2.2846286296844482,10,,,,,
0,2.2162232398986816,11,,,,,
0,2.1984634399414062,12,,,,,
0,2.1136207580566406,13,,,,,
0,2.1153807640075684,14,,,,,
0,2.052311897277832,15,,,,,
0,1.9247634410858154,16,,,,,
0,1.869676947593689,17,,,,,
0,1.847448706626892,18,,,,,
0,1.7762451171875,19,,,,,
0,1.713129997253418,20,,,,,
0,1.7058662176132202,21,,,,,
0,1.6778464317321777,22,,,,,
0,1.6270818710327148,23,,,,,
0,1.5876787900924683,24,,,,,
0,1.583001732826233,25,,,,,
0,1.4823590517044067,26,,,,,
0,1.4849474430084229,27,,,,,
0,1.4707937240600586,28,,,,,
0,1.4330294132232666,29,,,,,
0,1.3823256492614746,30,,,,,
0,1.377665400505066,31,,,,,
0,1.3436776399612427,32,,,,,
0,1.327690839767456,33,,,,,
0,1.2740918397903442,34,,,,,
0,1.293992519378662,35,,,,,
0,1.2168949842453003,36,,,,,
0,1.2382221221923828,37,,,,,
0,1.1986783742904663,38,,,,,
0,1.2192891836166382,39,,,,,
0,1.1744812726974487,40,,,,,
0,1.1532881259918213,41,,,,,
0,1.1764730215072632,42,,,,,
0,1.1193052530288696,43,,,,,
0,1.1218595504760742,44,,,,,
0,1.1307220458984375,45,,,,,
0,1.1429435014724731,46,,,,,
0,1.0963777303695679,47,,,,,
0,1.0895090103149414,48,,,,,
0,1.0919866561889648,49,,,,,
0,1.0709623098373413,50,,,,,
0,1.123463749885559,51,,,,,
,,0,0.9880757331848145,,,,
,,1,0.9861261248588562,,,,
,,2,1.001378059387207,,,,
,,3,1.0017977952957153,,,,
,,4,1.0033390522003174,,,,
,,5,0.9988805651664734,,,,
,,6,0.9819883108139038,,,,
0,,51,,0.9954756498336792,,,
0,,51,,,0.0,0.0,1.780069351196289
1,1.0665678977966309,52,,,,,
1,1.0566364526748657,53,,,,,
1,1.0615386962890625,54,,,,,
1,1.0330352783203125,55,,,,,
1,1.0381006002426147,56,,,,,
1,1.0315907001495361,57,,,,,
1,1.0458548069000244,58,,,,,
1,1.031922698020935,59,,,,,
1,1.0457489490509033,60,,,,,
1,1.0313652753829956,61,,,,,
1,1.0181281566619873,62,,,,,
1,1.022990345954895,63,,,,,
1,1.0175447463989258,64,,,,,
1,0.9893808364868164,65,,,,,
1,1.006618857383728,66,,,,,
1,0.9947364330291748,67,,,,,
1,0.9888712167739868,68,,,,,
1,0.9795806407928467,69,,,,,
1,0.9804443717002869,70,,,,,
1,0.9705474972724915,71,,,,,
1,0.9700571894645691,72,,,,,
1,0.9766589403152466,73,,,,,
1,0.9509688019752502,74,,,,,
1,0.9788256287574768,75,,,,,
1,0.9547286033630371,76,,,,,
1,0.9566419720649719,77,,,,,
1,0.9528334736824036,78,,,,,
1,0.9562103748321533,79,,,,,
1,0.9411852359771729,80,,,,,
1,0.9556209444999695,81,,,,,
1,0.9652815461158752,82,,,,,
1,0.9370834827423096,83,,,,,
1,0.926449179649353,84,,,,,
1,0.9628209471702576,85,,,,,
1,0.9540977478027344,86,,,,,
1,0.9423381090164185,87,,,,,
1,0.9294039011001587,88,,,,,
1,0.9363934993743896,89,,,,,
1,0.9514169692993164,90,,,,,
1,0.9327718019485474,91,,,,,
1,0.9135812520980835,92,,,,,
1,0.9442145824432373,93,,,,,
1,0.9340545535087585,94,,,,,
1,0.909249484539032,95,,,,,
1,0.8934323191642761,96,,,,,
1,0.8995952010154724,97,,,,,
1,0.9334186911582947,98,,,,,
1,0.9104111790657043,99,,,,,
1,0.919096827507019,100,,,,,
1,0.8901212811470032,101,,,,,
1,0.9036413431167603,102,,,,,
1,0.8850342631340027,103,,,,,
,,7,0.8023375868797302,,,,
,,8,0.8060076236724854,,,,
,,9,0.8056110739707947,,,,
,,10,0.802009105682373,,,,
,,11,0.8108624815940857,,,,
,,12,0.8109591603279114,,,,
,,13,0.8094220161437988,,,,
1,,103,,0.8065381646156311,,,
1,,103,,,0.7120535969734192,0.0,0.9700500965118408
2,0.9055841565132141,104,,,,,
