csv-epoch,csv-train_loss_step,step,csv-val_loss_step,csv-val_loss_epoch,csv-accuracy/validator,csv-train_loss_epoch,csv-accuracy/exact
0,2.731304168701172,0,,,,,
0,2.4289212226867676,1,,,,,
0,2.173417329788208,2,,,,,
0,2.009923219680786,3,,,,,
0,1.865634799003601,4,,,,,
,,0,1.3202569484710693,,,,
0,,4,,1.3202569484710693,,,
0,,4,,,0.0,2.241840124130249,0.0
1,1.8125810623168945,5,,,,,
1,1.719987154006958,6,,,,,
1,1.6931395530700684,7,,,,,
1,1.5899266004562378,8,,,,,
1,1.5925593376159668,9,,,,,
,,1,1.119490385055542,,,,
1,,9,,1.1194902658462524,,,
1,,9,,,0.0,1.6816387176513672,0.0
2,1.5356377363204956,10,,,,,
2,1.4687490463256836,11,,,,,
2,1.412400245666504,12,,,,,
2,1.3954998254776,13,,,,,
2,1.3245289325714111,14,,,,,
,,2,0.9535192251205444,,,,
2,,14,,0.9535192251205444,,,
2,,14,,,0.0,1.4273631572723389,0.0
3,1.2734739780426025,15,,,,,
3,1.2149714231491089,16,,,,,
3,1.2162307500839233,17,,,,,
3,1.1533961296081543,18,,,,,
3,1.0808613300323486,19,,,,,
,,3,0.7547986507415771,,,,
3,,19,,0.7547986507415771,,,
3,,19,,,0.0,1.1877868175506592,0.0
4,1.0370453596115112,20,,,,,
4,1.0265170335769653,21,,,,,
4,0.9728298783302307,22,,,,,
4,0.9387979507446289,23,,,,,
4,0.9113951921463013,24,,,,,
,,4,0.627912700176239,,,,
4,,24,,0.6279126405715942,,,
4,,24,,,0.0,0.9773170351982117,0.0
5,0.8899229764938354,25,,,,,
5,0.8679059743881226,26,,,,,
5,0.7940768003463745,27,,,,,
5,0.7456984519958496,28,,,,,
5,0.7613558769226074,29,,,,,
,,5,0.5268042087554932,,,,
5,,29,,0.5268041491508484,,,
5,,29,,,0.0,0.8117920160293579,0.0
6,0.7551566362380981,30,,,,,
6,0.6859917640686035,31,,,,,
6,0.6560550928115845,32,,,,,
6,0.6476832628250122,33,,,,,
6,0.6296318769454956,34,,,,,
,,6,0.44356977939605713,,,,
6,,34,,0.4435698091983795,,,
6,,34,,,0.0,0.6749036908149719,0.0
7,0.6168398261070251,35,,,,,
7,0.5916122198104858,36,,,,,
7,0.538731038570404,37,,,,,
7,0.5612716674804688,38,,,,,
7,0.5277984142303467,39,,,,,
,,7,0.33553212881088257,,,,
7,,39,,0.3355320990085602,,,
7,,39,,,0.0,0.5672506093978882,0.0
8,0.5038465261459351,40,,,,,
8,0.5272884368896484,41,,,,,
8,0.4762110114097595,42,,,,,
8,0.471011221408844,43,,,,,
8,0.46542873978614807,44,,,,,
,,8,0.2789621651172638,,,,
8,,44,,0.2789621651172638,,,
8,,44,,,0.0,0.4887571930885315,0.0
9,0.41902315616607666,45,,,,,
9,0.42319783568382263,46,,,,,
9,0.41151076555252075,47,,,,,
9,0.3900832533836365,48,,,,,
9,0.39949873089790344,49,,,,,
,,9,0.22600775957107544,,,,
9,,49,,0.22600777447223663,,,
9,,49,,,0.0,0.40866273641586304,0.0
10,0.3956352472305298,50,,,,,
10,0.361416220664978,51,,,,,
10,0.31994354724884033,52,,,,,
10,0.34561020135879517,53,,,,,
10,0.3207525908946991,54,,,,,
,,10,0.1573714315891266,,,,
10,,54,,0.1573714315891266,,,
10,,54,,,0.0,0.3486715853214264,0.0416666679084301
11,0.32086512446403503,55,,,,,
11,0.2853091359138489,56,,,,,
11,0.2948059141635895,57,,,,,
11,0.27167874574661255,58,,,,,
11,0.27625519037246704,59,,,,,
,,11,0.112259142100811,,,,
11,,59,,0.11225913465023041,,,
11,,59,,,0.1666666716337204,0.2897828221321106,0.1666666716337204
12,0.21380218863487244,60,,,,,
12,0.2502991259098053,61,,,,,
12,0.2575453221797943,62,,,,,
12,0.20221509039402008,63,,,,,
12,0.23668241500854492,64,,,,,
,,12,0.10131509602069855,,,,
12,,64,,0.10131509602069855,,,
12,,64,,,0.1875,0.23210883140563965,0.1875
13,0.21438999474048615,65,,,,,
13,0.1892850250005722,66,,,,,
13,0.21393901109695435,67,,,,,
13,0.16625553369522095,68,,,,,
13,0.2165079414844513,69,,,,,
,,13,0.07234605401754379,,,,
13,,69,,0.07234605401754379,,,
13,,69,,,0.4999999701976776,0.20007550716400146,0.5208333134651184
14,0.15117818117141724,70,,,,,
14,0.14293476939201355,71,,,,,
14,0.17980073392391205,72,,,,,
14,0.20751523971557617,73,,,,,
14,0.12679333984851837,74,,,,,
,,14,0.059743732213974,,,,
14,,74,,0.059743739664554596,,,
14,,74,,,0.5833333134651184,0.16164447367191315,0.5833333134651184
15,0.1683761179447174,75,,,,,
15,0.1299431473016739,76,,,,,
15,0.12354128062725067,77,,,,,
15,0.13682575523853302,78,,,,,
15,0.16623353958129883,79,,,,,
,,15,0.04465185105800629,,,,
15,,79,,0.044651854783296585,,,
15,,79,,,0.6875000596046448,0.14498396217823029,0.6875000596046448
16,0.14032872021198273,80,,,,,
16,0.11408062279224396,81,,,,,
16,0.10809703171253204,82,,,,,
16,0.1318921595811844,83,,,,,
16,0.12275606393814087,84,,,,,
,,16,0.041483327746391296,,,,
16,,84,,0.041483327746391296,,,
16,,84,,,0.7291666865348816,0.12343092262744904,0.7291666865348816
17,0.1129283607006073,85,,,,,
17,0.10305387526750565,86,,,,,
17,0.1168103963136673,87,,,,,
17,0.11339627206325531,88,,,,,
17,0.10301431268453598,89,,,,,
,,17,0.03841301426291466,,,,
17,,89,,0.03841301053762436,,,
17,,89,,,0.6458333134651184,0.10984063148498535,0.6458333134651184
18,0.09026702493429184,90,,,,,
18,0.09328270703554153,91,,,,,
18,0.107093945145607,92,,,,,
18,0.09605304896831512,93,,,,,
18,0.09499713033437729,94,,,,,
,,18,0.03427601233124733,,,,
18,,94,,0.03427600860595703,,,
18,,94,,,0.7916666269302368,0.09633877873420715,0.7916666269302368
19,0.09227161854505539,95,,,,,
19,0.09893009811639786,96,,,,,
19,0.11708565056324005,97,,,,,
19,0.05132991820573807,98,,,,,
19,0.09743326902389526,99,,,,,
,,19,0.030370907858014107,,,,
19,,99,,0.030370905995368958,,,
19,,99,,,0.875,0.09141011536121368,0.875
20,0.11044662445783615,100,,,,,
20,0.0688348188996315,101,,,,,
20,0.05803311616182327,102,,,,,
20,0.10104306042194366,103,,,,,
20,0.07379783689975739,104,,,,,
,,20,0.027963683009147644,,,,
20,,104,,0.027963683009147644,,,
20,,104,,,0.8333333730697632,0.08243109285831451,0.8333333730697632
21,0.05255068093538284,105,,,,,
21,0.0832076445221901,106,,,,,
21,0.0634840577840805,107,,,,,
21,0.11247694492340088,108,,,,,
21,0.0787772685289383,109,,,,,
,,21,0.026552671566605568,,,,
21,,109,,0.026552671566605568,,,
21,,109,,,0.9375,0.0780993178486824,0.9375
22,0.06659122556447983,110,,,,,
22,0.10211469978094101,111,,,,,
22,0.046874795109033585,112,,,,,
22,0.06632480025291443,113,,,,,
22,0.06216948851943016,114,,,,,
,,22,0.022873442620038986,,,,
22,,114,,0.022873442620038986,,,
22,,114,,,0.9375,0.06881500035524368,0.9375
23,0.0841367095708847,115,,,,,
23,0.08116723597049713,116,,,,,
23,0.047734584659338,117,,,,,
23,0.0725540816783905,118,,,,,
23,0.04399147629737854,119,,,,,
,,23,0.02068294584751129,,,,
23,,119,,0.02068294771015644,,,
23,,119,,,0.9375,0.06591682136058807,0.9375
24,0.04863043129444122,120,,,,,
24,0.05176495015621185,121,,,,,
24,0.03975975885987282,122,,,,,
24,0.0692383199930191,123,,,,,
