csv-epoch,csv-train_loss_step,step,csv-val_loss_step,csv-val_loss_epoch,csv-train_loss_epoch,csv-accuracy/validator,csv-accuracy/exact
0,3.4395885467529297,0,,,,,
0,3.265716552734375,1,,,,,
0,3.1971988677978516,2,,,,,
0,2.836149215698242,3,,,,,
0,3.084820508956909,4,,,,,
,,0,2.1228902339935303,,,,
,,1,1.8815264701843262,,,,
,,2,2.23305606842041,,,,
,,3,1.8793739080429077,,,,
,,4,1.9544968605041504,,,,
0,,4,,2.014268398284912,,,
0,,4,,,3.209430694580078,0.0,0.0
1,2.4692747592926025,5,,,,,
1,2.364070177078247,6,,,,,
1,2.7107138633728027,7,,,,,
1,2.330721139907837,8,,,,,
1,2.299060106277466,9,,,,,
,,5,1.7973953485488892,,,,
,,6,1.519128680229187,,,,
,,7,1.9898425340652466,,,,
,,8,1.5154163837432861,,,,
,,9,1.6729884147644043,,,,
1,,9,,1.6989543437957764,,,
1,,9,,,2.405271053314209,0.0,0.0
2,2.2292959690093994,10,,,,,
2,2.398470640182495,11,,,,,
2,2.129246950149536,12,,,,,
2,1.9788113832473755,13,,,,,
2,1.670515775680542,14,,,,,
,,10,1.5034379959106445,,,,
,,11,1.2995964288711548,,,,
,,12,1.7216521501541138,,,,
,,13,1.2740368843078613,,,,
,,14,1.4310886859893799,,,,
2,,14,,1.4459623098373413,,,
2,,14,,,2.005858898162842,0.0,0.0
3,1.8518434762954712,15,,,,,
3,1.8878810405731201,16,,,,,
3,1.7099322080612183,17,,,,,
3,1.6532728672027588,18,,,,,
3,1.6633208990097046,19,,,,,
,,15,1.2318384647369385,,,,
,,16,1.0837221145629883,,,,
,,17,1.4683754444122314,,,,
,,18,1.0377216339111328,,,,
,,19,1.199734091758728,,,,
3,,19,,1.2042783498764038,,,
3,,19,,,1.7170482873916626,0.0,0.0
4,1.5839706659317017,20,,,,,
4,1.5661449432373047,21,,,,,
4,1.749538779258728,22,,,,,
4,1.411916971206665,23,,,,,
4,1.4093165397644043,24,,,,,
,,20,1.0634864568710327,,,,
,,21,0.9400850534439087,,,,
,,22,1.2903469800949097,,,,
,,23,0.9025068879127502,,,,
,,24,1.0496821403503418,,,,
4,,24,,1.0492215156555176,,,
4,,24,,,1.4945051670074463,0.02500000037252903,0.0
5,1.3457400798797607,25,,,,,
5,1.4371434450149536,26,,,,,
5,1.396652102470398,27,,,,,
5,1.2889591455459595,28,,,,,
